event_id,category,slice,leg,ticker,evaluator_window_positive,left_ts,right_ts,scheduled_start_ts,window1_open_cents,window1_close_cents,leg_direction,raw_bbo_rows,distinct_top_states,true_print_rows,print_floor_cents,print_floor_ts,reason,quote_10s_floor_limit_cents,quote_10s_first_touch_ts,quote_10s_first_span_seconds,quote_10s_first_span_min_ask_cents,quote_10s_first_span_max_ask_cents,quote_10s_longest_span_seconds,quote_10s_qualifying_span_count,quote_30s_floor_limit_cents,quote_30s_first_touch_ts,quote_30s_first_span_seconds,quote_30s_first_span_min_ask_cents,quote_30s_first_span_max_ask_cents,quote_30s_longest_span_seconds,quote_30s_qualifying_span_count,quote_60s_floor_limit_cents,quote_60s_first_touch_ts,quote_60s_first_span_seconds,quote_60s_first_span_min_ask_cents,quote_60s_first_span_max_ask_cents,quote_60s_longest_span_seconds,quote_60s_qualifying_span_count,quote_300s_floor_limit_cents,quote_300s_first_touch_ts,quote_300s_first_span_seconds,quote_300s_first_span_min_ask_cents,quote_300s_first_span_max_ask_cents,quote_300s_longest_span_seconds,quote_300s_qualifying_span_count
KXATPCHALLENGERMATCH-26JUL17GENHOU,ATP_CHALL,fit,HOU,KXATPCHALLENGERMATCH-26JUL17GENHOU-HOU,True,1784286000.0,1784303100.0,1784314800.0,48,48,FLAT,602,5,19,48,1784293752.949267,,47,1784297868.0,530.0,47,47,530.0,1,47,1784297868.0,530.0,47,47,530.0,1,47,1784297868.0,530.0,47,47,530.0,1,47,1784297868.0,530.0,47,47,530.0,1
KXATPCHALLENGERMATCH-26JUL17HOLBOU,ATP_CHALL,fit,BOU,KXATPCHALLENGERMATCH-26JUL17HOLBOU-BOU,True,1784295000.0,1784315700.0,1784323800.0,34,34,FLAT,705,11,22,33,1784301756.147454,,33,1784301500.0,257.0,33,33,257.0,1,33,1784301500.0,257.0,33,33,257.0,1,33,1784301500.0,257.0,33,33,257.0,1,34,1784295000.0,12478.0,33,34,12478.0,2
KXATPCHALLENGERMATCH-26JUL17HOLBOU,ATP_CHALL,fit,HOL,KXATPCHALLENGERMATCH-26JUL17HOLBOU-HOL,True,1784295000.0,1784315700.0,1784323800.0,68,67,FALLING,937,19,45,66,1784302749.420211,,67,1784303452.0,2645.0,67,67,8226.0,2,67,1784303452.0,2645.0,67,67,8226.0,2,67,1784303452.0,2645.0,67,67,8226.0,2,67,1784303452.0,2645.0,67,67,8226.0,2
KXATPCHALLENGERMATCH-26JUL17KUMBOO,ATP_CHALL,fit,BOO,KXATPCHALLENGERMATCH-26JUL17KUMBOO-BOO,True,1784275200.0,1784293440.0,1784304000.0,44,45,CLIMBING,2320,15,19,44,1784276709.04644,,44,1784276461.0,595.0,44,44,5664.0,2,44,1784276461.0,595.0,44,44,5664.0,2,44,1784276461.0,595.0,44,44,5664.0,2,44,1784276461.0,595.0,44,44,5664.0,2
KXATPCHALLENGERMATCH-26JUL17KUMBOO,ATP_CHALL,fit,KUM,KXATPCHALLENGERMATCH-26JUL17KUMBOO-KUM,True,1784275200.0,1784293440.0,1784304000.0,55,56,CLIMBING,3161,28,51,55,1784277081.89134,,55,1784275200.0,29.0,55,55,311.0,4,55,1784285777.0,311.0,55,55,311.0,3,55,1784285777.0,311.0,55,55,311.0,2,55,1784285777.0,311.0,55,55,311.0,1
KXATPCHALLENGERMATCH-26JUL17LAJNOG,ATP_CHALL,fit,LAJ,KXATPCHALLENGERMATCH-26JUL17LAJNOG-LAJ,True,1784311200.0,1784328300.0,1784340000.0,72,72,FLAT,8198,2,70,71,1784318506.685088,,72,1784311200.0,17100.0,72,72,17100.0,1,72,1784311200.0,17100.0,72,72,17100.0,1,72,1784311200.0,17100.0,72,72,17100.0,1,72,1784311200.0,17100.0,72,72,17100.0,1
KXATPCHALLENGERMATCH-26JUL17LAJNOG,ATP_CHALL,fit,NOG,KXATPCHALLENGERMATCH-26JUL17LAJNOG-NOG,True,1784311200.0,1784328300.0,1784340000.0,29,29,FLAT,419,1,22,29,1784316337.640576,,29,1784311200.0,17100.0,29,29,17100.0,1,29,1784311200.0,17100.0,29,29,17100.0,1,29,1784311200.0,17100.0,29,29,17100.0,1,29,1784311200.0,17100.0,29,29,17100.0,1
KXATPCHALLENGERMATCH-26JUL17NAGBON,ATP_CHALL,fit,BON,KXATPCHALLENGERMATCH-26JUL17NAGBON-BON,True,1784269800.0,1784287500.0,1784298600.0,45,46,CLIMBING,936,27,79,44,1784279279.98298,,45,1784269800.0,2439.0,45,45,2439.0,2,45,1784269800.0,2439.0,45,45,2439.0,2,45,1784269800.0,2439.0,45,45,2439.0,2,45,1784269800.0,2439.0,45,45,2439.0,1
KXATPCHALLENGERMATCH-26JUL17NAGBON,ATP_CHALL,fit,NAG,KXATPCHALLENGERMATCH-26JUL17NAGBON-NAG,True,1784269800.0,1784287500.0,1784298600.0,56,56,FLAT,936,11,19,55,1784273019.147064,,55,1784272110.0,6488.0,55,55,6488.0,4,55,1784272110.0,6488.0,55,55,6488.0,4,55,1784272110.0,6488.0,55,55,6488.0,4,55,1784272110.0,6488.0,55,55,6488.0,3
KXATPCHALLENGERMATCH-26JUL17NAPVIL,ATP_CHALL,fit,NAP,KXATPCHALLENGERMATCH-26JUL17NAPVIL-NAP,True,1784274000.0,1784297940.0,1784302800.0,61,58,FALLING,2770,26,51,58,1784297933.037676,,60,1784279202.0,57.0,60,60,1802.0,6,60,1784279202.0,57.0,60,60,1802.0,6,60,1784279308.0,63.0,60,60,1802.0,5,60,1784279547.0,1802.0,60,60,1802.0,4
KXATPCHALLENGERMATCH-26JUL17NAPVIL,ATP_CHALL,fit,VIL,KXATPCHALLENGERMATCH-26JUL17NAPVIL-VIL,True,1784274000.0,1784297940.0,1784302800.0,41,43,CLIMBING,1799,31,33,41,1784279188.719965,,40,1784281668.0,519.0,40,40,2809.0,3,40,1784281668.0,519.0,40,40,2809.0,3,40,1784281668.0,519.0,40,40,2809.0,3,40,1784281668.0,519.0,40,40,2809.0,3
KXATPCHALLENGERMATCH-26JUL17NIJDEN,ATP_CHALL,fit,DEN,KXATPCHALLENGERMATCH-26JUL17NIJDEN-DEN,True,1784266200.0,1784283900.0,1784295000.0,80,81,CLIMBING,2230,48,56,78,1784270109.335916,,80,1784266200.0,15260.0,80,80,15260.0,1,80,1784266200.0,15260.0,80,80,15260.0,1,80,1784266200.0,15260.0,80,80,15260.0,1,80,1784266200.0,15260.0,80,80,15260.0,1
KXATPCHALLENGERMATCH-26JUL17NIJDEN,ATP_CHALL,fit,NIJ,KXATPCHALLENGERMATCH-26JUL17NIJDEN-NIJ,True,1784266200.0,1784283900.0,1784295000.0,22,19,FALLING,1566,7,17,19,1784283746.847574,,19,1784283758.0,142.0,19,19,142.0,1,19,1784283758.0,142.0,19,19,142.0,1,19,1784283758.0,142.0,19,19,142.0,1,20,1784281461.0,2439.0,19,20,2439.0,1
KXATPCHALLENGERMATCH-26JUL17PERSAN,ATP_CHALL,fit,PER,KXATPCHALLENGERMATCH-26JUL17PERSAN-PER,True,1784289600.0,1784306700.0,1784318400.0,40,42,CLIMBING,1279,8,6,40,1784301058.554506,,41,1784301065.0,569.0,41,41,569.0,2,41,1784301065.0,569.0,41,41,569.0,2,41,1784301065.0,569.0,41,41,569.0,2,41,1784301065.0,569.0,41,41,569.0,1
KXATPCHALLENGERMATCH-26JUL17PERSAN,ATP_CHALL,fit,SAN,KXATPCHALLENGERMATCH-26JUL17PERSAN-SAN,True,1784289600.0,1784306700.0,1784318400.0,59,60,CLIMBING,1002,7,9,59,1784291355.178799,,58,1784289600.0,220.0,58,58,220.0,1,58,1784289600.0,220.0,58,58,220.0,1,58,1784289600.0,220.0,58,58,220.0,1,59,1784289600.0,7418.0,58,59,7418.0,1
KXATPCHALLENGERMATCH-26JUL17RODCRA,ATP_CHALL,fit,CRA,KXATPCHALLENGERMATCH-26JUL17RODCRA-CRA,True,1784293800.0,1784314440.0,1784322600.0,30,31,CLIMBING,11680,50,40,30,1784301050.355325,,30,1784304656.0,9160.0,30,30,9160.0,13,30,1784304656.0,9160.0,30,30,9160.0,4,30,1784304656.0,9160.0,30,30,9160.0,1,30,1784304656.0,9160.0,30,30,9160.0,1
KXATPCHALLENGERMATCH-26JUL17RODCRA,ATP_CHALL,fit,ROD,KXATPCHALLENGERMATCH-26JUL17RODCRA-ROD,True,1784293800.0,1784314440.0,1784322600.0,70,71,CLIMBING,10688,95,40,69,1784304529.483001,,70,1784293800.0,10176.0,70,70,10176.0,1,70,1784293800.0,10176.0,70,70,10176.0,1,70,1784293800.0,10176.0,70,70,10176.0,1,70,1784293800.0,10176.0,70,70,10176.0,1
KXATPCHALLENGERMATCH-26JUL17SANALM,ATP_CHALL,fit,ALM,KXATPCHALLENGERMATCH-26JUL17SANALM-ALM,True,1784293800.0,1784316900.0,1784322600.0,50,48,FALLING,21600,14,51,48,1784311120.553007,,48,1784296065.0,31.0,48,48,2307.0,3,48,1784296065.0,31.0,48,48,2307.0,3,48,1784313813.0,2307.0,48,48,2307.0,2,48,1784313813.0,2307.0,48,48,2307.0,2
KXATPCHALLENGERMATCH-26JUL17SANALM,ATP_CHALL,fit,SAN,KXATPCHALLENGERMATCH-26JUL17SANALM-SAN,True,1784293800.0,1784316900.0,1784322600.0,50,,UNKNOWN,9461,35,81,50,1784294932.6508,,50,1784293800.0,1145.0,50,50,1145.0,1,50,1784293800.0,1145.0,50,50,1145.0,1,50,1784293800.0,1145.0,50,50,1145.0,1,50,1784293800.0,1145.0,50,50,1145.0,1
KXATPCHALLENGERMATCH-26JUL17SEKCAS,ATP_CHALL,fit,CAS,KXATPCHALLENGERMATCH-26JUL17SEKCAS-CAS,True,1784286600.0,1784305500.0,1784315400.0,62,63,CLIMBING,2700,13,53,62,1784288344.658474,,62,1784286600.0,12502.0,62,62,12502.0,2,62,1784286600.0,12502.0,62,62,12502.0,2,62,1784286600.0,12502.0,62,62,12502.0,2,62,1784286600.0,12502.0,62,62,12502.0,2
KXATPCHALLENGERMATCH-26JUL17SEKCAS,ATP_CHALL,fit,SEK,KXATPCHALLENGERMATCH-26JUL17SEKCAS-SEK,True,1784286600.0,1784305500.0,1784315400.0,39,38,FALLING,6792,25,28,37,1784304911.619201,,37,1784304706.0,262.0,37,37,262.0,4,37,1784304706.0,262.0,37,37,262.0,1,37,1784304706.0,262.0,37,37,262.0,1,38,1784303565.0,1935.0,37,38,1935.0,1
KXATPCHALLENGERMATCH-26JUL17SMIYUN,ATP_CHALL,fit,SMI,KXATPCHALLENGERMATCH-26JUL17SMIYUN-SMI,False,1784311200.0,1784340000.0,1784340000.0,39,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL17SMIYUN,ATP_CHALL,fit,YUN,KXATPCHALLENGERMATCH-26JUL17SMIYUN-YUN,False,1784311200.0,1784340000.0,1784340000.0,63,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL17VUKGAL,ATP_CHALL,fit,GAL,KXATPCHALLENGERMATCH-26JUL17VUKGAL-GAL,True,1784307600.0,1784324700.0,1784336400.0,52,52,FLAT,820,23,71,51,1784318527.478887,,52,1784311493.0,363.0,52,52,2893.0,6,52,1784311493.0,363.0,52,52,2893.0,6,52,1784311493.0,363.0,52,52,2893.0,6,52,1784311493.0,363.0,52,52,2893.0,3
KXATPCHALLENGERMATCH-26JUL17VUKGAL,ATP_CHALL,fit,VUK,KXATPCHALLENGERMATCH-26JUL17VUKGAL-VUK,True,1784307600.0,1784324700.0,1784336400.0,49,49,FLAT,15480,19,113,47,1784324076.55001,,48,1784315736.0,67.0,48,48,576.0,3,48,1784315736.0,67.0,48,48,576.0,3,48,1784315736.0,67.0,48,48,576.0,3,48,1784315843.0,576.0,48,48,576.0,1
KXATPCHALLENGERMATCH-26JUL17WONJOH,ATP_CHALL,fit,JOH,KXATPCHALLENGERMATCH-26JUL17WONJOH-JOH,True,1784311200.0,1784328300.0,1784340000.0,37,37,FLAT,921,4,85,36,1784320629.874359,,37,1784312666.0,15634.0,37,37,15634.0,1,37,1784312666.0,15634.0,37,37,15634.0,1,37,1784312666.0,15634.0,37,37,15634.0,1,37,1784312666.0,15634.0,37,37,15634.0,1
KXATPCHALLENGERMATCH-26JUL17WONJOH,ATP_CHALL,fit,WON,KXATPCHALLENGERMATCH-26JUL17WONJOH-WON,True,1784311200.0,1784328300.0,1784340000.0,64,64,FLAT,7550,9,143,64,1784312660.392505,,64,1784311200.0,4653.0,64,64,4653.0,3,64,1784311200.0,4653.0,64,64,4653.0,3,64,1784311200.0,4653.0,64,64,4653.0,3,64,1784311200.0,4653.0,64,64,4653.0,3
KXATPCHALLENGERMATCH-26JUL18ALCVIL,ATP_CHALL,post_fit,ALC,KXATPCHALLENGERMATCH-26JUL18ALCVIL-ALC,True,1784363400.0,1784382300.0,1784392200.0,73,74,CLIMBING,6367,7,16,72,1784371909.525784,,72,1784363400.0,685.0,72,72,685.0,1,72,1784363400.0,685.0,72,72,685.0,1,72,1784363400.0,685.0,72,72,685.0,1,72,1784363400.0,685.0,72,72,685.0,1
KXATPCHALLENGERMATCH-26JUL18ALCVIL,ATP_CHALL,post_fit,VIL,KXATPCHALLENGERMATCH-26JUL18ALCVIL-VIL,True,1784363400.0,1784382300.0,1784392200.0,29,28,FALLING,1598,139,8,28,1784379172.81334,,28,1784374313.0,7107.0,28,28,7107.0,3,28,1784374313.0,7107.0,28,28,7107.0,3,28,1784374313.0,7107.0,28,28,7107.0,3,28,1784374313.0,7107.0,28,28,7107.0,2
KXATPCHALLENGERMATCH-26JUL18CASGEA,ATP_CHALL,post_fit,CAS,KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS,True,1784369400.0,1784406840.0,1784398200.0,36,30,FALLING,28139,248,64,29,1784406306.712802,,29,1784406290.0,550.0,29,29,550.0,1,29,1784406290.0,550.0,29,29,550.0,1,29,1784406290.0,550.0,29,29,550.0,1,29,1784406290.0,550.0,29,29,550.0,1
KXATPCHALLENGERMATCH-26JUL18CASGEA,ATP_CHALL,post_fit,GEA,KXATPCHALLENGERMATCH-26JUL18CASGEA-GEA,True,1784369400.0,1784406840.0,1784398200.0,65,72,CLIMBING,55252,1203,276,65,1784370390.650323,,65,1784369400.0,15710.0,65,65,15710.0,1,65,1784369400.0,15710.0,65,65,15710.0,1,65,1784369400.0,15710.0,65,65,15710.0,1,65,1784369400.0,15710.0,65,65,15710.0,1
KXATPCHALLENGERMATCH-26JUL18DENCOP,ATP_CHALL,post_fit,COP,KXATPCHALLENGERMATCH-26JUL18DENCOP-COP,True,1784358000.0,1784377200.0,1784386800.0,54,54,FLAT,4326,8,97,54,1784358233.088884,,54,1784358000.0,18633.0,54,54,18633.0,3,54,1784358000.0,18633.0,54,54,18633.0,3,54,1784358000.0,18633.0,54,54,18633.0,3,54,1784358000.0,18633.0,54,54,18633.0,1
KXATPCHALLENGERMATCH-26JUL18DENCOP,ATP_CHALL,post_fit,DEN,KXATPCHALLENGERMATCH-26JUL18DENCOP-DEN,True,1784358000.0,1784377200.0,1784386800.0,47,47,FLAT,18742,514,42,46,1784365962.584703,,47,1784364185.0,11445.0,47,47,11445.0,4,47,1784364185.0,11445.0,47,47,11445.0,4,47,1784364185.0,11445.0,47,47,11445.0,4,47,1784364185.0,11445.0,47,47,11445.0,3
KXATPCHALLENGERMATCH-26JUL18FUEBON,ATP_CHALL,post_fit,BON,KXATPCHALLENGERMATCH-26JUL18FUEBON-BON,True,1784370600.0,1784394900.0,1784399400.0,71,,UNKNOWN,134874,321,81,70,1784376444.608619,,71,1784373611.0,8626.0,71,71,8626.0,4,71,1784373611.0,8626.0,71,71,8626.0,4,71,1784373611.0,8626.0,71,71,8626.0,4,71,1784373611.0,8626.0,71,71,8626.0,3
KXATPCHALLENGERMATCH-26JUL18FUEBON,ATP_CHALL,post_fit,FUE,KXATPCHALLENGERMATCH-26JUL18FUEBON-FUE,True,1784370600.0,1784394900.0,1784399400.0,29,30,CLIMBING,47733,133,117,28,1784384479.710813,,28,1784370600.0,2346.0,28,28,2346.0,3,28,1784370600.0,2346.0,28,28,2346.0,3,28,1784370600.0,2346.0,28,28,2346.0,3,28,1784370600.0,2346.0,28,28,2346.0,2
KXATPCHALLENGERMATCH-26JUL18GENKUM,ATP_CHALL,post_fit,GEN,KXATPCHALLENGERMATCH-26JUL18GENKUM-GEN,False,1784365200.0,1784394000.0,1784394000.0,56,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL18GENKUM,ATP_CHALL,post_fit,KUM,KXATPCHALLENGERMATCH-26JUL18GENKUM-KUM,False,1784365200.0,1784394000.0,1784394000.0,45,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL18LAJYUN,ATP_CHALL,post_fit,LAJ,KXATPCHALLENGERMATCH-26JUL18LAJYUN-LAJ,False,1784403600.0,1784432400.0,1784432400.0,37,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL18LAJYUN,ATP_CHALL,post_fit,YUN,KXATPCHALLENGERMATCH-26JUL18LAJYUN-YUN,False,1784403600.0,1784432400.0,1784432400.0,64,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPCHALLENGERMATCH-26JUL18PERIVA,ATP_CHALL,post_fit,IVA,KXATPCHALLENGERMATCH-26JUL18PERIVA-IVA,True,1784376000.0,1784393700.0,1784404800.0,66,66,FLAT,661,3,26,65,1784382233.041961,,66,1784378633.0,15067.0,66,66,15067.0,1,66,1784378633.0,15067.0,66,66,15067.0,1,66,1784378633.0,15067.0,66,66,15067.0,1,66,1784378633.0,15067.0,66,66,15067.0,1
KXATPCHALLENGERMATCH-26JUL18PERIVA,ATP_CHALL,post_fit,PER,KXATPCHALLENGERMATCH-26JUL18PERIVA-PER,True,1784376000.0,1784393700.0,1784404800.0,35,34,FALLING,1520,7,7,34,1784387210.354774,,34,1784376000.0,9300.0,34,34,9300.0,2,34,1784376000.0,9300.0,34,34,9300.0,2,34,1784376000.0,9300.0,34,34,9300.0,2,34,1784376000.0,9300.0,34,34,9300.0,2
KXATPCHALLENGERMATCH-26JUL18RODSAN,ATP_CHALL,post_fit,ROD,KXATPCHALLENGERMATCH-26JUL18RODSAN-ROD,True,1784380200.0,1784404200.0,1784409000.0,77,81,CLIMBING,88668,245,103,77,1784384645.220687,,77,1784380200.0,4893.0,77,77,4893.0,1,77,1784380200.0,4893.0,77,77,4893.0,1,77,1784380200.0,4893.0,77,77,4893.0,1,77,1784380200.0,4893.0,77,77,4893.0,1
KXATPCHALLENGERMATCH-26JUL18RODSAN,ATP_CHALL,post_fit,SAN,KXATPCHALLENGERMATCH-26JUL18RODSAN-SAN,True,1784380200.0,1784404200.0,1784409000.0,22,21,FALLING,77148,48,49,21,1784398653.570809,,21,1784395008.0,39.0,21,21,5547.0,2,21,1784395008.0,39.0,21,21,5547.0,2,21,1784398653.0,5547.0,21,21,5547.0,1,21,1784398653.0,5547.0,21,21,5547.0,1
KXATPCHALLENGERMATCH-26JUL18TOMJOH,ATP_CHALL,post_fit,JOH,KXATPCHALLENGERMATCH-26JUL18TOMJOH-JOH,True,1784368800.0,1784417940.0,1784397600.0,58,61,CLIMBING,14759,114,370,58,1784370191.808013,,58,1784368800.0,1391.0,58,58,25383.0,2,58,1784368800.0,1391.0,58,58,25383.0,2,58,1784368800.0,1391.0,58,58,25383.0,2,58,1784368800.0,1391.0,58,58,25383.0,2
KXATPCHALLENGERMATCH-26JUL18TOMJOH,ATP_CHALL,post_fit,TOM,KXATPCHALLENGERMATCH-26JUL18TOMJOH-TOM,True,1784368800.0,1784417940.0,1784397600.0,43,41,FALLING,33340,15,436,40,1784408627.870249,,41,1784406788.0,163.0,41,41,9321.0,2,41,1784406788.0,163.0,41,41,9321.0,2,41,1784406788.0,163.0,41,41,9321.0,2,41,1784408619.0,9321.0,41,41,9321.0,1
KXATPCHALLENGERMATCH-26JUL18VUKHOL,ATP_CHALL,post_fit,HOL,KXATPCHALLENGERMATCH-26JUL18VUKHOL-HOL,True,1784370600.0,1784411940.0,1784399400.0,54,49,FALLING,44501,75,497,47,1784411696.042091,,48,1784411610.0,330.0,48,48,330.0,1,48,1784411610.0,330.0,48,48,330.0,1,48,1784411610.0,330.0,48,48,330.0,1,48,1784411610.0,330.0,48,48,330.0,1
KXATPCHALLENGERMATCH-26JUL18VUKHOL,ATP_CHALL,post_fit,VUK,KXATPCHALLENGERMATCH-26JUL18VUKHOL-VUK,True,1784370600.0,1784411940.0,1784399400.0,48,53,CLIMBING,85405,51,830,45,1784391151.120512,,47,1784400447.0,796.0,47,47,796.0,1,47,1784400447.0,796.0,47,47,796.0,1,47,1784400447.0,796.0,47,47,796.0,1,47,1784400447.0,796.0,47,47,796.0,1
KXATPCHALLENGERMATCH-26JUL19ARNPOH,ATP_CHALL,post_fit,ARN,KXATPCHALLENGERMATCH-26JUL19ARNPOH-ARN,True,1784434200.0,1784460840.0,1784463000.0,97,98,CLIMBING,828,14,12,97,1784436243.803663,,97,1784434200.0,8692.0,97,97,9359.0,3,97,1784434200.0,8692.0,97,97,9359.0,3,97,1784434200.0,8692.0,97,97,9359.0,3,97,1784434200.0,8692.0,97,97,9359.0,3
KXATPCHALLENGERMATCH-26JUL19ARNPOH,ATP_CHALL,post_fit,POH,KXATPCHALLENGERMATCH-26JUL19ARNPOH-POH,True,1784434200.0,1784460840.0,1784463000.0,5,4,FALLING,1002,7,15,3,1784459623.632776,,3,1784455818.0,660.0,3,3,4302.0,2,3,1784455818.0,660.0,3,3,4302.0,2,3,1784455818.0,660.0,3,3,4302.0,2,3,1784455818.0,660.0,3,3,4302.0,2
KXATPCHALLENGERMATCH-26JUL19ARSMAR,ATP_CHALL,post_fit,ARS,KXATPCHALLENGERMATCH-26JUL19ARSMAR-ARS,True,1784458800.0,1784477040.0,1784487600.0,41,40,FALLING,922,138,2,40,1784476533.648591,,40,1784474609.0,2194.0,40,40,2194.0,1,40,1784474609.0,2194.0,40,40,2194.0,1,40,1784474609.0,2194.0,40,40,2194.0,1,40,1784474609.0,2194.0,40,40,2194.0,1
KXATPCHALLENGERMATCH-26JUL19ARSMAR,ATP_CHALL,post_fit,MAR,KXATPCHALLENGERMATCH-26JUL19ARSMAR-MAR,True,1784458800.0,1784477040.0,1784487600.0,61,60,FALLING,668,62,10,59,1784476175.396917,,60,1784459909.0,135.0,60,60,1958.0,10,60,1784459909.0,135.0,60,60,1958.0,10,60,1784459909.0,135.0,60,60,1958.0,10,60,1784475082.0,1958.0,60,60,1958.0,1
KXATPCHALLENGERMATCH-26JUL19AVECHA,ATP_CHALL,post_fit,AVE,KXATPCHALLENGERMATCH-26JUL19AVECHA-AVE,True,1784471400.0,1784494140.0,1784500200.0,43,40,FALLING,1421,16,26,40,1784484109.660086,,40,1784484110.0,10027.0,40,40,10027.0,1,40,1784484110.0,10027.0,40,40,10027.0,1,40,1784484110.0,10027.0,40,40,10027.0,1,40,1784484110.0,10027.0,40,40,10027.0,1
KXATPCHALLENGERMATCH-26JUL19AVECHA,ATP_CHALL,post_fit,CHA,KXATPCHALLENGERMATCH-26JUL19AVECHA-CHA,True,1784471400.0,1784494140.0,1784500200.0,61,62,CLIMBING,2870,50,20,60,1784483131.575668,,60,1784471400.0,1788.0,60,60,1788.0,9,60,1784471400.0,1788.0,60,60,1788.0,5,60,1784471400.0,1788.0,60,60,1788.0,3,60,1784471400.0,1788.0,60,60,1788.0,2
KXATPCHALLENGERMATCH-26JUL19BANZHU,ATP_CHALL,post_fit,BAN,KXATPCHALLENGERMATCH-26JUL19BANZHU-BAN,True,1784455800.0,1784476740.0,1784484600.0,65,66,CLIMBING,1320,33,22,65,1784464815.206296,,65,1784455800.0,15750.0,65,65,15750.0,1,65,1784455800.0,15750.0,65,65,15750.0,1,65,1784455800.0,15750.0,65,65,15750.0,1,65,1784455800.0,15750.0,65,65,15750.0,1
KXATPCHALLENGERMATCH-26JUL19BANZHU,ATP_CHALL,post_fit,ZHU,KXATPCHALLENGERMATCH-26JUL19BANZHU-ZHU,True,1784455800.0,1784476740.0,1784484600.0,36,35,FALLING,954,22,9,35,1784475262.086711,,35,1784474551.0,465.0,35,35,1020.0,4,35,1784474551.0,465.0,35,35,1020.0,4,35,1784474551.0,465.0,35,35,1020.0,3,35,1784474551.0,465.0,35,35,1020.0,3
KXATPCHALLENGERMATCH-26JUL19BARLEO,ATP_CHALL,post_fit,BAR,KXATPCHALLENGERMATCH-26JUL19BARLEO-BAR,True,1784446800.0,1784472900.0,1784475600.0,45,47,CLIMBING,2215,87,10,45,1784449136.885123,,45,1784447239.0,120.0,45,45,120.0,2,45,1784447239.0,120.0,45,45,120.0,2,45,1784447239.0,120.0,45,45,120.0,2,46,1784446800.0,2561.0,45,46,13938.0,2
KXATPCHALLENGERMATCH-26JUL19BARLEO,ATP_CHALL,post_fit,LEO,KXATPCHALLENGERMATCH-26JUL19BARLEO-LEO,True,1784446800.0,1784472900.0,1784475600.0,55,56,CLIMBING,2191,40,15,55,1784456136.515023,,55,1784449128.0,1470.0,55,55,5569.0,4,55,1784449128.0,1470.0,55,55,5569.0,4,55,1784449128.0,1470.0,55,55,5569.0,4,55,1784449128.0,1470.0,55,55,5569.0,4
KXATPCHALLENGERMATCH-26JUL19BARSTA,ATP_CHALL,post_fit,BAR,KXATPCHALLENGERMATCH-26JUL19BARSTA-BAR,True,1784436000.0,1784461800.0,1784464800.0,36,39,CLIMBING,947,48,16,36,1784436635.272719,,36,1784437468.0,16546.0,36,36,16546.0,2,36,1784437468.0,16546.0,36,36,16546.0,2,36,1784437468.0,16546.0,36,36,16546.0,2,36,1784437468.0,16546.0,36,36,16546.0,2
KXATPCHALLENGERMATCH-26JUL19BARSTA,ATP_CHALL,post_fit,STA,KXATPCHALLENGERMATCH-26JUL19BARSTA-STA,True,1784436000.0,1784461800.0,1784464800.0,64,,UNKNOWN,1080,25,39,63,1784460624.209938,,62,1784436000.0,146.0,62,62,146.0,1,62,1784436000.0,146.0,62,62,146.0,1,62,1784436000.0,146.0,62,62,146.0,1,63,1784459488.0,566.0,63,63,566.0,2
KXATPCHALLENGERMATCH-26JUL19BIAYOU,ATP_CHALL,post_fit,BIA,KXATPCHALLENGERMATCH-26JUL19BIAYOU-BIA,True,1784451600.0,1784469840.0,1784480400.0,8,,UNKNOWN,1071,23,19,6,1784468625.821368,,7,1784466004.0,3549.0,7,7,3549.0,3,7,1784466004.0,3549.0,7,7,3549.0,3,7,1784466004.0,3549.0,7,7,3549.0,3,7,1784466004.0,3549.0,7,7,3549.0,1
KXATPCHALLENGERMATCH-26JUL19BIAYOU,ATP_CHALL,post_fit,YOU,KXATPCHALLENGERMATCH-26JUL19BIAYOU-YOU,True,1784451600.0,1784469840.0,1784480400.0,93,94,CLIMBING,1383,9,13,93,1784453983.834179,,93,1784451600.0,174.0,93,93,14861.0,3,93,1784451600.0,174.0,93,93,14861.0,3,93,1784451600.0,174.0,93,93,14861.0,3,93,1784451778.0,2391.0,93,93,14861.0,2
