event_id,category,slice,leg,ticker,evaluator_window_positive,left_ts,right_ts,scheduled_start_ts,window1_open_cents,window1_close_cents,leg_direction,raw_bbo_rows,distinct_top_states,true_print_rows,print_floor_cents,print_floor_ts,reason,quote_10s_floor_limit_cents,quote_10s_first_touch_ts,quote_10s_first_span_seconds,quote_10s_first_span_min_ask_cents,quote_10s_first_span_max_ask_cents,quote_10s_longest_span_seconds,quote_10s_qualifying_span_count,quote_30s_floor_limit_cents,quote_30s_first_touch_ts,quote_30s_first_span_seconds,quote_30s_first_span_min_ask_cents,quote_30s_first_span_max_ask_cents,quote_30s_longest_span_seconds,quote_30s_qualifying_span_count,quote_60s_floor_limit_cents,quote_60s_first_touch_ts,quote_60s_first_span_seconds,quote_60s_first_span_min_ask_cents,quote_60s_first_span_max_ask_cents,quote_60s_longest_span_seconds,quote_60s_qualifying_span_count,quote_300s_floor_limit_cents,quote_300s_first_touch_ts,quote_300s_first_span_seconds,quote_300s_first_span_min_ask_cents,quote_300s_first_span_max_ask_cents,quote_300s_longest_span_seconds,quote_300s_qualifying_span_count
KXATPMATCH-26JUL12BUDPEL,ATP_MAIN,fit,PEL,KXATPMATCH-26JUL12BUDPEL-PEL,True,1783825200.0,1784019300.0,1783854000.0,53,54,CLIMBING,12092,56,284,52,1784015541.210208,,53,1783832527.0,14320.0,53,53,14320.0,3,53,1783832527.0,14320.0,53,53,14320.0,3,53,1783832527.0,14320.0,53,53,14320.0,3,53,1783832527.0,14320.0,53,53,14320.0,2
KXATPMATCH-26JUL12BUEMAR,ATP_MAIN,fit,BUE,KXATPMATCH-26JUL12BUEMAR-BUE,True,1783825200.0,1783844400.0,1783854000.0,61,62,CLIMBING,1430,5,49,61,1783827881.754382,,60,1783825200.0,19200.0,60,60,19200.0,1,60,1783825200.0,19200.0,60,60,19200.0,1,60,1783825200.0,19200.0,60,60,19200.0,1,60,1783825200.0,19200.0,60,60,19200.0,1
KXATPMATCH-26JUL12BUEMAR,ATP_MAIN,fit,MAR,KXATPMATCH-26JUL12BUEMAR-MAR,True,1783825200.0,1783844400.0,1783854000.0,40,38,FALLING,671,2,10,38,1783835180.818531,,39,1783832640.0,11760.0,39,39,11760.0,1,39,1783832640.0,11760.0,39,39,11760.0,1,39,1783832640.0,11760.0,39,39,11760.0,1,39,1783832640.0,11760.0,39,39,11760.0,1
KXATPMATCH-26JUL12CARSAN,ATP_MAIN,fit,CAR,KXATPMATCH-26JUL12CARSAN-CAR,True,1783825200.0,1783863300.0,1783854000.0,79,81,CLIMBING,2198,25,29,78,1783828355.341158,,79,1783825200.0,21648.0,79,79,21648.0,1,79,1783825200.0,21648.0,79,79,21648.0,1,79,1783825200.0,21648.0,79,79,21648.0,1,79,1783825200.0,21648.0,79,79,21648.0,1
KXATPMATCH-26JUL12CARSAN,ATP_MAIN,fit,SAN,KXATPMATCH-26JUL12CARSAN-SAN,True,1783825200.0,1783863300.0,1783854000.0,20,21,CLIMBING,3002,14,30,19,1783852717.293367,,20,1783845929.0,14400.0,20,20,14400.0,3,20,1783845929.0,14400.0,20,20,14400.0,2,20,1783845929.0,14400.0,20,20,14400.0,2,20,1783845929.0,14400.0,20,20,14400.0,2
KXATPMATCH-26JUL12CECOLI,ATP_MAIN,fit,CEC,KXATPMATCH-26JUL12CECOLI-CEC,True,1783850400.0,1783867800.0,1783879200.0,78,77,FALLING,10848,1749,32,76,1783858575.085136,,77,1783850497.0,7179.0,77,77,7179.0,10,77,1783850497.0,7179.0,77,77,7179.0,3,77,1783850497.0,7179.0,77,77,7179.0,3,77,1783850497.0,7179.0,77,77,7179.0,3
KXATPMATCH-26JUL12CECOLI,ATP_MAIN,fit,OLI,KXATPMATCH-26JUL12CECOLI-OLI,True,1783850400.0,1783867800.0,1783879200.0,23,24,CLIMBING,8044,4,9,23,1783850685.106504,,23,1783850425.0,260.0,23,23,260.0,1,23,1783850425.0,260.0,23,23,260.0,1,23,1783850425.0,260.0,23,23,260.0,1,24,1783850400.0,17400.0,23,24,17400.0,1
KXATPMATCH-26JUL12CERKOL,ATP_MAIN,fit,CER,KXATPMATCH-26JUL12CERKOL-CER,True,1783825200.0,1784017500.0,1783854000.0,75,84,CLIMBING,64668,561,780,72,1783859253.854864,,74,1783864893.0,663.0,74,74,663.0,4,74,1783864893.0,663.0,74,74,663.0,3,74,1783864893.0,663.0,74,74,663.0,3,74,1783864893.0,663.0,74,74,663.0,2
KXATPMATCH-26JUL12CERKOL,ATP_MAIN,fit,KOL,KXATPMATCH-26JUL12CERKOL-KOL,True,1783825200.0,1784017500.0,1783854000.0,26,17,FALLING,218483,74826,216,17,1784015992.802679,,17,1784015992.0,1508.0,17,17,1508.0,1,17,1784015992.0,1508.0,17,17,1508.0,1,17,1784015992.0,1508.0,17,17,1508.0,1,17,1784015992.0,1508.0,17,17,1508.0,1
KXATPMATCH-26JUL12CHOBAS,ATP_MAIN,fit,BAS,KXATPMATCH-26JUL12CHOBAS-BAS,True,1783825200.0,1784029500.0,1783854000.0,39,,UNKNOWN,17862,988,90,38,1783837380.311127,,38,1783836056.0,1324.0,38,38,3454.0,7,38,1783836056.0,1324.0,38,38,3454.0,7,38,1783836056.0,1324.0,38,38,3454.0,7,38,1783836056.0,1324.0,38,38,3454.0,5
KXATPMATCH-26JUL12CHOBAS,ATP_MAIN,fit,CHO,KXATPMATCH-26JUL12CHOBAS-CHO,True,1783825200.0,1784029500.0,1783854000.0,63,63,FLAT,16529,140,266,59,1783951910.339042,,60,1783895614.0,9408.0,60,60,9408.0,1,60,1783895614.0,9408.0,60,60,9408.0,1,60,1783895614.0,9408.0,60,60,9408.0,1,60,1783895614.0,9408.0,60,60,9408.0,1
KXATPMATCH-26JUL12CINHEM,ATP_MAIN,fit,CIN,KXATPMATCH-26JUL12CINHEM-CIN,True,1783825200.0,1783846500.0,1783854000.0,73,69,FALLING,3584,10,150,67,1783830044.614925,,67,1783829944.0,16556.0,67,67,16556.0,1,67,1783829944.0,16556.0,67,67,16556.0,1,67,1783829944.0,16556.0,67,67,16556.0,1,67,1783829944.0,16556.0,67,67,16556.0,1
KXATPMATCH-26JUL12CINHEM,ATP_MAIN,fit,HEM,KXATPMATCH-26JUL12CINHEM-HEM,True,1783825200.0,1783846500.0,1783854000.0,28,32,CLIMBING,3844,13,57,28,1783825414.451548,,27,1783825200.0,21300.0,27,27,21300.0,1,27,1783825200.0,21300.0,27,27,21300.0,1,27,1783825200.0,21300.0,27,27,21300.0,1,27,1783825200.0,21300.0,27,27,21300.0,1
KXATPMATCH-26JUL12CORDAN,ATP_MAIN,fit,COR,KXATPMATCH-26JUL12CORDAN-COR,True,1783825200.0,1783858740.0,1783854000.0,30,33,CLIMBING,3968,18,27,29,1783832749.932272,,29,1783835173.0,10.0,29,29,356.0,5,29,1783835184.0,34.0,29,29,356.0,3,29,1783835218.0,61.0,29,29,356.0,2,29,1783835280.0,356.0,29,29,356.0,1
KXATPMATCH-26JUL12CORDAN,ATP_MAIN,fit,DAN,KXATPMATCH-26JUL12CORDAN-DAN,True,1783825200.0,1783858740.0,1783854000.0,70,68,FALLING,3720,21,89,66,1783856552.167954,,67,1783849315.0,7109.0,67,67,7109.0,1,67,1783849315.0,7109.0,67,67,7109.0,1,67,1783849315.0,7109.0,67,67,7109.0,1,67,1783849315.0,7109.0,67,67,7109.0,1
KXATPMATCH-26JUL12DAHBAE,ATP_MAIN,fit,BAE,KXATPMATCH-26JUL12DAHBAE-BAE,True,1783825200.0,1784041740.0,1783854000.0,96,96,FLAT,138690,21075,155,92,1783869241.750214,,94,1783883454.0,11.0,94,94,835.0,4,94,1783883720.0,54.0,94,94,835.0,2,94,1783887980.0,835.0,94,94,835.0,1,94,1783887980.0,835.0,94,94,835.0,1
KXATPMATCH-26JUL12DAHBAE,ATP_MAIN,fit,DAH,KXATPMATCH-26JUL12DAHBAE-DAH,True,1783825200.0,1784041740.0,1783854000.0,6,6,FLAT,25278,738,527,4,1783843328.035523,,5,1783876444.0,211.0,5,5,36709.0,7,5,1783876444.0,211.0,5,5,36709.0,7,5,1783876444.0,211.0,5,5,36709.0,7,5,1783945271.0,2983.0,5,5,36709.0,5
KXATPMATCH-26JUL12DEJGAU,ATP_MAIN,fit,DEJ,KXATPMATCH-26JUL12DEJGAU-DEJ,True,1783825200.0,1783950300.0,1783854000.0,68,70,CLIMBING,17286,22,547,64,1783895614.681267,,63,1783895307.0,41.0,63,63,41.0,1,63,1783895307.0,41.0,63,63,41.0,1,64,1783895225.0,234.0,63,64,8991.0,2,64,1783895465.0,8991.0,64,64,8991.0,1
KXATPMATCH-26JUL12DEJGAU,ATP_MAIN,fit,GAU,KXATPMATCH-26JUL12DEJGAU-GAU,True,1783825200.0,1783950300.0,1783854000.0,33,29,FALLING,8381,36,138,29,1783949538.289465,,30,1783949591.0,709.0,30,30,709.0,1,30,1783949591.0,709.0,30,30,709.0,1,30,1783949591.0,709.0,30,30,709.0,1,30,1783949591.0,709.0,30,30,709.0,1
KXATPMATCH-26JUL12DIEMON,ATP_MAIN,fit,DIE,KXATPMATCH-26JUL12DIEMON-DIE,True,1783825200.0,1783854000.0,1783854000.0,59,53,FALLING,5275,22,159,53,1783852012.510547,,53,1783853653.0,347.0,53,53,347.0,1,53,1783853653.0,347.0,53,53,347.0,1,53,1783853653.0,347.0,53,53,347.0,1,53,1783853653.0,347.0,53,53,347.0,1
KXATPMATCH-26JUL12DIEMON,ATP_MAIN,fit,MON,KXATPMATCH-26JUL12DIEMON-MON,True,1783825200.0,1783854000.0,1783854000.0,42,49,CLIMBING,3331,79,175,42,1783825205.106421,,42,1783825200.0,21648.0,42,42,21648.0,1,42,1783825200.0,21648.0,42,42,21648.0,1,42,1783825200.0,21648.0,42,42,21648.0,1,42,1783825200.0,21648.0,42,42,21648.0,1
KXATPMATCH-26JUL12DODCAR,ATP_MAIN,fit,CAR,KXATPMATCH-26JUL12DODCAR-CAR,True,1783850400.0,1784037300.0,1783879200.0,76,72,FALLING,7335,188,190,70,1783970131.182409,,70,1783970250.0,778.0,70,70,778.0,1,70,1783970250.0,778.0,70,70,778.0,1,70,1783970250.0,778.0,70,70,778.0,1,70,1783970250.0,778.0,70,70,778.0,1
KXATPMATCH-26JUL12DODCAR,ATP_MAIN,fit,DOD,KXATPMATCH-26JUL12DODCAR-DOD,True,1783850400.0,1784037300.0,1783879200.0,24,29,CLIMBING,55171,184,56,24,1783858737.024627,,26,1783850400.0,15223.0,26,26,36612.0,3,26,1783850400.0,15223.0,26,26,36612.0,3,26,1783850400.0,15223.0,26,26,36612.0,3,26,1783850400.0,15223.0,26,26,36612.0,3
KXATPMATCH-26JUL12DROBLO,ATP_MAIN,fit,BLO,KXATPMATCH-26JUL12DROBLO-BLO,True,1783850400.0,1784055840.0,1783879200.0,48,66,CLIMBING,27275,4269,554,48,1783851521.024084,,48,1783850401.0,10.0,48,48,289.0,2,48,1783850865.0,289.0,48,48,289.0,1,48,1783850865.0,289.0,48,48,289.0,1,62,1783971998.0,2530.0,62,62,2530.0,1
KXATPMATCH-26JUL12DROBLO,ATP_MAIN,fit,DRO,KXATPMATCH-26JUL12DROBLO-DRO,True,1783850400.0,1784055840.0,1783879200.0,54,34,FALLING,73252,15492,124,30,1783873668.405489,,34,1783919045.0,18000.0,34,34,18002.0,3,34,1783919045.0,18000.0,34,34,18002.0,3,34,1783919045.0,18000.0,34,34,18002.0,3,34,1783919045.0,18000.0,34,34,18002.0,3
KXATPMATCH-26JUL12DZUROC,ATP_MAIN,fit,DZU,KXATPMATCH-26JUL12DZUROC-DZU,True,1783850400.0,1783951440.0,1783879200.0,46,44,FALLING,36381,458,253,43,1783922079.285577,,43,1783949429.0,1815.0,43,43,1815.0,1,43,1783949429.0,1815.0,43,43,1815.0,1,43,1783949429.0,1815.0,43,43,1815.0,1,43,1783949429.0,1815.0,43,43,1815.0,1
KXATPMATCH-26JUL12DZUROC,ATP_MAIN,fit,ROC,KXATPMATCH-26JUL12DZUROC-ROC,True,1783850400.0,1783951440.0,1783879200.0,53,57,CLIMBING,45825,239,514,51,1783906515.077989,,52,1783889676.0,14780.0,52,52,14780.0,1,52,1783889676.0,14780.0,52,52,14780.0,1,52,1783889676.0,14780.0,52,52,14780.0,1,52,1783889676.0,14780.0,52,52,14780.0,1
KXATPMATCH-26JUL12FARWAW,ATP_MAIN,fit,FAR,KXATPMATCH-26JUL12FARWAW-FAR,True,1783825200.0,1784044140.0,1783854000.0,64,67,CLIMBING,31381,77,305,64,1783826643.886757,,64,1783825200.0,21647.0,64,64,21647.0,1,64,1783825200.0,21647.0,64,64,21647.0,1,64,1783825200.0,21647.0,64,64,21647.0,1,64,1783825200.0,21647.0,64,64,21647.0,1
KXATPMATCH-26JUL12FARWAW,ATP_MAIN,fit,WAW,KXATPMATCH-26JUL12FARWAW-WAW,True,1783825200.0,1784044140.0,1783854000.0,36,34,FALLING,23083,89,307,32,1783842190.090981,,33,1783833910.0,12937.0,33,33,12937.0,1,33,1783833910.0,12937.0,33,33,12937.0,1,33,1783833910.0,12937.0,33,33,12937.0,1,33,1783833910.0,12937.0,33,33,12937.0,1
KXATPMATCH-26JUL12FELKEC,ATP_MAIN,fit,FEL,KXATPMATCH-26JUL12FELKEC-FEL,True,1783825200.0,1783938600.0,1783854000.0,28,29,CLIMBING,10038,396,163,26,1783915635.309295,,27,1783916843.0,48.0,27,27,9225.0,3,27,1783916843.0,48.0,27,27,9225.0,3,27,1783918164.0,1269.0,27,27,9225.0,2,27,1783918164.0,1269.0,27,27,9225.0,2
KXATPMATCH-26JUL12FELKEC,ATP_MAIN,fit,KEC,KXATPMATCH-26JUL12FELKEC-KEC,True,1783825200.0,1783938600.0,1783854000.0,73,72,FALLING,9735,392,656,70,1783898497.628128,,71,1783897152.0,7304.0,71,71,7304.0,1,71,1783897152.0,7304.0,71,71,7304.0,1,71,1783897152.0,7304.0,71,71,7304.0,1,71,1783897152.0,7304.0,71,71,7304.0,1
KXATPMATCH-26JUL12GUEGOM,ATP_MAIN,fit,GOM,KXATPMATCH-26JUL12GUEGOM-GOM,True,1783850400.0,1783868100.0,1783879200.0,37,40,CLIMBING,2248,46,25,37,1783861483.766994,,38,1783850400.0,14956.0,38,38,14956.0,1,38,1783850400.0,14956.0,38,38,14956.0,1,38,1783850400.0,14956.0,38,38,14956.0,1,38,1783850400.0,14956.0,38,38,14956.0,1
KXATPMATCH-26JUL12GUEGOM,ATP_MAIN,fit,GUE,KXATPMATCH-26JUL12GUEGOM-GUE,True,1783850400.0,1783868100.0,1783879200.0,62,60,FALLING,1609,5,30,60,1783867879.504997,,60,1783867881.0,219.0,60,60,219.0,1,60,1783867881.0,219.0,60,60,219.0,1,60,1783867881.0,219.0,60,60,219.0,1,61,1783867642.0,458.0,60,61,458.0,1
KXATPMATCH-26JUL12JACTRU,ATP_MAIN,fit,JAC,KXATPMATCH-26JUL12JACTRU-JAC,True,1783850400.0,1783960140.0,1783879200.0,45,45,FLAT,20313,83,180,44,1783956541.242259,,45,1783850400.0,7971.0,45,45,7971.0,3,45,1783850400.0,7971.0,45,45,7971.0,3,45,1783850400.0,7971.0,45,45,7971.0,3,45,1783850400.0,7971.0,45,45,7971.0,2
KXATPMATCH-26JUL12JACTRU,ATP_MAIN,fit,TRU,KXATPMATCH-26JUL12JACTRU-TRU,True,1783850400.0,1783960140.0,1783879200.0,51,56,CLIMBING,16587,480,693,48,1783875450.334625,,49,1783860540.0,3279.0,49,49,34042.0,2,49,1783860540.0,3279.0,49,49,34042.0,2,49,1783860540.0,3279.0,49,49,34042.0,2,49,1783860540.0,3279.0,49,49,34042.0,2
KXATPMATCH-26JUL12KOPPRI,ATP_MAIN,fit,KOP,KXATPMATCH-26JUL12KOPPRI-KOP,True,1783850400.0,1783970040.0,1783879200.0,34,28,FALLING,31046,113,520,24,1783966640.285401,,26,1783946000.0,10773.0,26,26,10773.0,5,26,1783946000.0,10773.0,26,26,10773.0,4,26,1783946000.0,10773.0,26,26,10773.0,4,26,1783946000.0,10773.0,26,26,10773.0,4
KXATPMATCH-26JUL12KOPPRI,ATP_MAIN,fit,PRI,KXATPMATCH-26JUL12KOPPRI-PRI,True,1783850400.0,1783970040.0,1783879200.0,68,74,CLIMBING,13749,166,576,68,1783868088.201543,,64,1783850400.0,41.0,64,64,41.0,1,64,1783850400.0,41.0,64,64,41.0,1,67,1783850965.0,2139.0,67,67,2139.0,1,67,1783850965.0,2139.0,67,67,2139.0,1
KXATPMATCH-26JUL12KRUFER,ATP_MAIN,fit,FER,KXATPMATCH-26JUL12KRUFER-FER,False,1783825200.0,1783854000.0,1783854000.0,45,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPMATCH-26JUL12KRUFER,ATP_MAIN,fit,KRU,KXATPMATCH-26JUL12KRUFER-KRU,False,1783825200.0,1783854000.0,1783854000.0,56,,UNKNOWN,,,,,,unresolved evaluator boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXATPMATCH-26JUL12LAJVAN,ATP_MAIN,fit,LAJ,KXATPMATCH-26JUL12LAJVAN-LAJ,True,1783850400.0,1783958340.0,1783879200.0,50,45,FALLING,14538,154,247,43,1783917473.464506,,45,1783900923.0,54738.0,45,45,54738.0,2,45,1783900923.0,54738.0,45,45,54738.0,2,45,1783900923.0,54738.0,45,45,54738.0,2,45,1783900923.0,54738.0,45,45,54738.0,2
KXATPMATCH-26JUL12LAJVAN,ATP_MAIN,fit,VAN,KXATPMATCH-26JUL12LAJVAN-VAN,True,1783850400.0,1783958340.0,1783879200.0,49,57,CLIMBING,18488,452,461,49,1783851926.717321,,50,1783850965.0,2335.0,50,50,2335.0,1,50,1783850965.0,2335.0,50,50,2335.0,1,50,1783850965.0,2335.0,50,50,2335.0,1,50,1783850965.0,2335.0,50,50,2335.0,1
KXATPMATCH-26JUL12MARHAN,ATP_MAIN,fit,HAN,KXATPMATCH-26JUL12MARHAN-HAN,True,1783825200.0,1784017500.0,1783854000.0,75,77,CLIMBING,74000,664,381,75,1783826527.45259,,75,1783825200.0,21647.0,75,75,21647.0,1,75,1783825200.0,21647.0,75,75,21647.0,1,75,1783825200.0,21647.0,75,75,21647.0,1,75,1783825200.0,21647.0,75,75,21647.0,1
KXATPMATCH-26JUL12MARHAN,ATP_MAIN,fit,MAR,KXATPMATCH-26JUL12MARHAN-MAR,True,1783825200.0,1784017500.0,1783854000.0,26,25,FALLING,91419,440,214,23,1783946521.264662,,24,1783864669.0,2655.0,24,24,26317.0,6,24,1783864669.0,2655.0,24,24,26317.0,6,24,1783864669.0,2655.0,24,24,26317.0,6,24,1783864669.0,2655.0,24,24,26317.0,6
KXATPMATCH-26JUL12MOLFAU,ATP_MAIN,fit,FAU,KXATPMATCH-26JUL12MOLFAU-FAU,True,1783825200.0,1783859400.0,1783854000.0,35,34,FALLING,4244,39,15,33,1783853688.266599,,34,1783840451.0,18949.0,34,34,18949.0,1,34,1783840451.0,18949.0,34,34,18949.0,1,34,1783840451.0,18949.0,34,34,18949.0,1,34,1783840451.0,18949.0,34,34,18949.0,1
KXATPMATCH-26JUL12MOLFAU,ATP_MAIN,fit,MOL,KXATPMATCH-26JUL12MOLFAU-MOL,True,1783825200.0,1783859400.0,1783854000.0,66,67,CLIMBING,2957,7,60,65,1783834917.412773,,65,1783825200.0,21648.0,65,65,21648.0,1,65,1783825200.0,21648.0,65,65,21648.0,1,65,1783825200.0,21648.0,65,65,21648.0,1,65,1783825200.0,21648.0,65,65,21648.0,1
KXATPMATCH-26JUL12MOLROY,ATP_MAIN,fit,MOL,KXATPMATCH-26JUL12MOLROY-MOL,True,1783850400.0,1784037300.0,1783879200.0,59,61,CLIMBING,13597,46,130,58,1783878008.589659,,58,1783876581.0,18000.0,58,58,54737.0,3,58,1783876581.0,18000.0,58,58,54737.0,3,58,1783876581.0,18000.0,58,58,54737.0,3,58,1783876581.0,18000.0,58,58,54737.0,3
KXATPMATCH-26JUL12MOLROY,ATP_MAIN,fit,ROY,KXATPMATCH-26JUL12MOLROY-ROY,True,1783850400.0,1784037300.0,1783879200.0,43,41,FALLING,17551,96,64,39,1783991334.468553,,40,1783966221.0,26380.0,40,40,26380.0,1,40,1783966221.0,26380.0,40,40,26380.0,1,40,1783966221.0,26380.0,40,40,26380.0,1,40,1783966221.0,26380.0,40,40,26380.0,1
KXATPMATCH-26JUL12MULSHE,ATP_MAIN,fit,MUL,KXATPMATCH-26JUL12MULSHE-MUL,True,1783825200.0,1784039340.0,1783854000.0,45,37,FALLING,139308,7072,208,35,1783999389.395926,,36,1783999318.0,14436.0,36,36,14436.0,1,36,1783999318.0,14436.0,36,36,14436.0,1,36,1783999318.0,14436.0,36,36,14436.0,1,36,1783999318.0,14436.0,36,36,14436.0,1
KXATPMATCH-26JUL12MULSHE,ATP_MAIN,fit,SHE,KXATPMATCH-26JUL12MULSHE-SHE,True,1783825200.0,1784039340.0,1783854000.0,56,64,CLIMBING,175604,6627,283,56,1783827565.775714,,55,1783825200.0,21648.0,55,55,21648.0,1,55,1783825200.0,21648.0,55,55,21648.0,1,55,1783825200.0,21648.0,55,55,21648.0,1,55,1783825200.0,21648.0,55,55,21648.0,1
KXATPMATCH-26JUL12NEUTOP,ATP_MAIN,fit,NEU,KXATPMATCH-26JUL12NEUTOP-NEU,True,1783850400.0,1783868100.0,1783879200.0,74,75,CLIMBING,2120,4,16,74,1783851162.096395,,74,1783850881.0,1872.0,74,74,1872.0,1,74,1783850881.0,1872.0,74,74,1872.0,1,74,1783850881.0,1872.0,74,74,1872.0,1,74,1783850881.0,1872.0,74,74,1872.0,1
KXATPMATCH-26JUL12NEUTOP,ATP_MAIN,fit,TOP,KXATPMATCH-26JUL12NEUTOP-TOP,True,1783850400.0,1783868100.0,1783879200.0,26,26,FLAT,1173,5,8,26,1783853515.181633,,26,1783852780.0,15320.0,26,26,15320.0,1,26,1783852780.0,15320.0,26,26,15320.0,1,26,1783852780.0,15320.0,26,26,15320.0,1,26,1783852780.0,15320.0,26,26,15320.0,1
KXATPMATCH-26JUL12OFNTIR,ATP_MAIN,fit,OFN,KXATPMATCH-26JUL12OFNTIR-OFN,True,1783825200.0,1784019300.0,1783854000.0,44,41,FALLING,6519,139,147,39,1783951116.413339,,39,1783964825.0,101.0,39,39,101.0,1,39,1783964825.0,101.0,39,39,101.0,1,39,1783964825.0,101.0,39,39,101.0,1,40,1783915887.0,2793.0,40,40,71699.0,3
KXATPMATCH-26JUL12OFNTIR,ATP_MAIN,fit,TIR,KXATPMATCH-26JUL12OFNTIR-TIR,True,1783825200.0,1784019300.0,1783854000.0,58,60,CLIMBING,8305,27,415,57,1783860603.430482,,57,1783858644.0,300.0,57,57,12493.0,4,57,1783858644.0,300.0,57,57,12493.0,4,57,1783858644.0,300.0,57,57,12493.0,4,57,1783858644.0,300.0,57,57,12493.0,3
KXATPMATCH-26JUL12PASKAS,ATP_MAIN,fit,KAS,KXATPMATCH-26JUL12PASKAS-KAS,True,1783825200.0,1783851000.0,1783854000.0,49,49,FLAT,2093,5,29,49,1783828565.103071,,49,1783825200.0,25800.0,49,49,25800.0,1,49,1783825200.0,25800.0,49,49,25800.0,1,49,1783825200.0,25800.0,49,49,25800.0,1,49,1783825200.0,25800.0,49,49,25800.0,1
KXATPMATCH-26JUL12PASKAS,ATP_MAIN,fit,PAS,KXATPMATCH-26JUL12PASKAS-PAS,True,1783825200.0,1783851000.0,1783854000.0,51,53,CLIMBING,1516,5,33,50,1783835079.591809,,50,1783835079.0,11769.0,50,50,11769.0,1,50,1783835079.0,11769.0,50,50,11769.0,1,50,1783835079.0,11769.0,50,50,11769.0,1,50,1783835079.0,11769.0,50,50,11769.0,1
KXATPMATCH-26JUL12PRASAI,ATP_MAIN,fit,PRA,KXATPMATCH-26JUL12PRASAI-PRA,True,1783850400.0,1783868100.0,1783879200.0,43,44,CLIMBING,1178,5,17,42,1783861509.447169,,43,1783850400.0,14795.0,43,43,14795.0,1,43,1783850400.0,14795.0,43,43,14795.0,1,43,1783850400.0,14795.0,43,43,14795.0,1,43,1783850400.0,14795.0,43,43,14795.0,1
KXATPMATCH-26JUL12PRASAI,ATP_MAIN,fit,SAI,KXATPMATCH-26JUL12PRASAI-SAI,True,1783850400.0,1783868100.0,1783879200.0,58,58,FLAT,1084,23,20,57,1783858584.830156,,57,1783855428.0,873.0,57,57,2382.0,4,57,1783855428.0,873.0,57,57,2382.0,3,57,1783855428.0,873.0,57,57,2382.0,3,57,1783855428.0,873.0,57,57,2382.0,2
KXATPMATCH-26JUL12REJMID,ATP_MAIN,fit,MID,KXATPMATCH-26JUL12REJMID-MID,True,1783825200.0,1783851300.0,1783854000.0,93,93,FLAT,1960,2,10,93,1783826375.616311,,89,1783825200.0,21648.0,89,89,21648.0,1,89,1783825200.0,21648.0,89,89,21648.0,1,89,1783825200.0,21648.0,89,89,21648.0,1,89,1783825200.0,21648.0,89,89,21648.0,1
KXATPMATCH-26JUL12REJMID,ATP_MAIN,fit,REJ,KXATPMATCH-26JUL12REJMID-REJ,True,1783825200.0,1783851300.0,1783854000.0,7,9,CLIMBING,1982,5,21,6,1783827038.538569,,7,1783825200.0,21648.0,7,7,21648.0,1,7,1783825200.0,21648.0,7,7,21648.0,1,7,1783825200.0,21648.0,7,7,21648.0,1,7,1783825200.0,21648.0,7,7,21648.0,1
KXATPMATCH-26JUL12SESMER,ATP_MAIN,fit,MER,KXATPMATCH-26JUL12SESMER-MER,True,1783850400.0,1784045340.0,1783879200.0,86,88,CLIMBING,33734,330,85,85,1783962558.843345,,85,1783962866.0,21766.0,85,85,21766.0,1,85,1783962866.0,21766.0,85,85,21766.0,1,85,1783962866.0,21766.0,85,85,21766.0,1,85,1783962866.0,21766.0,85,85,21766.0,1
KXATPMATCH-26JUL12SESMER,ATP_MAIN,fit,SES,KXATPMATCH-26JUL12SESMER-SES,True,1783850400.0,1784045340.0,1783879200.0,16,14,FALLING,25512,301,64,12,1784044550.110092,,14,1784043014.0,2326.0,14,14,2326.0,1,14,1784043014.0,2326.0,14,14,2326.0,1,14,1784043014.0,2326.0,14,14,2326.0,1,14,1784043014.0,2326.0,14,14,2326.0,1
KXATPMATCH-26JUL12SKASAC,ATP_MAIN,fit,SAC,KXATPMATCH-26JUL12SKASAC-SAC,True,1783834200.0,1783853400.0,1783863000.0,51,54,CLIMBING,1546,8,61,51,1783834630.726249,,50,1783834200.0,12648.0,50,50,12648.0,1,50,1783834200.0,12648.0,50,50,12648.0,1,50,1783834200.0,12648.0,50,50,12648.0,1,50,1783834200.0,12648.0,50,50,12648.0,1
KXATPMATCH-26JUL12SKASAC,ATP_MAIN,fit,SKA,KXATPMATCH-26JUL12SKASAC-SKA,True,1783834200.0,1783853400.0,1783863000.0,51,49,FALLING,1515,6,99,47,1783852452.460537,,48,1783847709.0,5691.0,48,48,5691.0,1,48,1783847709.0,5691.0,48,48,5691.0,1,48,1783847709.0,5691.0,48,48,5691.0,1,48,1783847709.0,5691.0,48,48,5691.0,1
KXATPMATCH-26JUL12SLADAM,ATP_MAIN,fit,DAM,KXATPMATCH-26JUL12SLADAM-DAM,True,1783825200.0,1783866600.0,1783854000.0,83,84,CLIMBING,3726,5,29,83,1783828355.342367,,84,1783825200.0,21648.0,84,84,21648.0,1,84,1783825200.0,21648.0,84,84,21648.0,1,84,1783825200.0,21648.0,84,84,21648.0,1,84,1783825200.0,21648.0,84,84,21648.0,1
