ticker,source,reason,pc_mid,entry,category
KXATPCHALLENGERMATCH-26MAR18OLIFAR-FAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18CRAAVE-CRA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19TRASQU-TRA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19NEUFAT-NEU,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05PAVNAP-PAV,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05GEESAK-SAK,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05VARBOS-VAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05XILMRV-MRV,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05OFNCAS-OFN,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06SCHCEC-SCH,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08PIEDON-PIE,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09IRALAT-LAT,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09MARSTE-MAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18RONCOL-COL,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19ARNMOR-MOR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05TRUSCH-TRU,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05BLACHI-CHI,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06GIUKUZ-KUZ,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06BUDCHO-BUD,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08BARSTA-BAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18HUEROC-ROC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19ALCMOL-MOL,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19COPNEG-COP,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19BARDEV-BAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05DAMMON-MON,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05CECKYM-KYM,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06NAPGEA-GEA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06XILSAK-SAK,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18HAYMAR-MAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05HEMGEA-GEA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06SAMSHE-SAM,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08HASCAS-HAS,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08BITNES-NES,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19CADAMB-CAD,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05DIAMIG-DIA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18KICCIG-CIG,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05VALSCH-SCH,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05DIAMIG-MIG,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18MARMEN-MAR,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06SAMSHE-SHE,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18HUEROC-HUE,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18HAYMAR-HAY,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05HEMGEA-HEM,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06NAPGEA-NAP,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08BECPEN-BEC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18RONCOL-RON,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19ALCMOL-ALC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19KOZMMO-KOZ,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19BUEMID-MID,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06BUDCHO-CHO,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR08PIEDON-DON,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09IRALAT-IRA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19ARNMOR-ARN,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19ZINTOB-TOB,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05TRUSCH-SCH,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05OFNCAS-CAS,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05BLACHI-BLA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06GIUKUZ-GIU,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR06SCHCEC-CEC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR07ROCMON-ROC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR07VIRBUD-BUD,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09MARSTE-STE,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09MAKLOG-LOG,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR09HASIAN-IAN,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR18CRAAVE-AVE,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR17PACGAL-PAC,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR19VARPRA-PRA,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05XILMRV-XIL,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26MAR05VARBOS-BOS,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17COLDIM-DIM,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04SHESHI-SHI,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04ARNMCD-MCD,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04ATMDIM-DIM,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04MAJMPE-MAJ,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04MAEHIJ-HIJ,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07VACBOR-VAC,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR08SHETIE-SHE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17BERBRO-BRO,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17MAJKEC-KEC,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17MPEUGO-MPE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17SHAVAN-SHA,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18BUSDZU-BUS,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18GIRLAN-GIR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18HALDRA-HAL,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17BLASTR-STR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR06DAVSVA-DAV,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07HIJDAR-DAR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07CERRIN-RIN,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17TABCOM-TAB,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18MICBEL-MIC,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04HURKOV-HUR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04CERVAN-VAN,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18TSIFER-TSI,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07MEDTAB-MED,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07BUBKOP-BUB,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR09BUBHIJ-BUB,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04KORCOM-COM,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR09NORDE-NOR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR09MEDBAE-BAE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR05ZHEKOP-KOP,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07BUBKOP-KOP,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18TSIFER-FER,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04TSEBAE-TSE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07CERBON-BON,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17NAVMAC-NAV,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17TABCOM-COM,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18HALDRA-DRA,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18MICBEL-BEL,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04CERVAN-CER,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR06DAVSVA-SVA,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07CERRIN-CER,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17BERBRO-BER,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17CILPOP-POP,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07NORMCD-MCD,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07KORDE-KOR,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR17DUCBAU-DUC,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR18JODHAN-HAN,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04BORNAV-NAV,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04MAEHIJ-MAE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR04SHESHI-SHE,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR06BERPAU-PAU,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR06BROTIA-BRO,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR06MUSFUC-MUS,ticker_meta,no_ticks_lt10,,,
KXATPMATCH-26MAR07VACBOR-BOR,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR08KARPAQ-PAQ,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR09GASHON-GAS,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR09MONKAR-MON,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR05KAWIPE-IPE,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR06UCHCHW-UCH,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR05ROMZID-ROM,ticker_meta,no_ticks_lt10,,,
KXWTACHALLENGERMATCH-26MAR05RIEMAR-MAR,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18LYSSTA-LYS,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18TAGSEI-TAG,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18GALKAL-GAL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18PARKRA-PAR,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17RUSRUZ-RUS,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17YASKRU-KRU,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04JONDAY-DAY,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18BADSAS-BAD,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17BRASTE-BRA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17JONWIL-JON,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR19EALSIE-EAL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04VEKVAL-VAL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04BUCVID-BUC,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04RUZBRA-RUZ,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09KEYKAR-KEY,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18SIERAK-RAK,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18ZAKBON-ZAK,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08RADANI-ANI,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18SEMCOC-COC,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18GOLSTE-STE,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17ARASEL-SEL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04SINKEN-SIN,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04TARKAR-KAR,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04PARWIL-PAR,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08GIBTAU-TAU,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09KOSRYB-RYB,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR19ANDKES-AND,ticker_meta,bad_entry,,,
KXWTAMATCH-26MAR07KEYPAR-KEY,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09KRUSVI-SVI,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09PEGOST-PEG,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09ANDSIN-AND,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07HUNBEN-BEN,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07PEGVEK-PEG,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR19ANDKES-KES,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04STESIE-SIE,ticker_meta,no_ticks_lt10,,,
