ticker,source,reason,pc_mid,entry,category
KXWTAMATCH-26MAR08GAUEAL-EAL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09ANDSIN-SIN,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04ARABAP-ARA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07RUZZHE-RUZ,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18SEMCOC-SEM,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18GOLSTE-GOL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17ARASEL-ARA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR19JACBOU-JAC,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04PARWIL-WIL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08RADANI-RAD,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09KOSRYB-KOS,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18SIERAK-SIE,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18ZAKBON-BON,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07SAKTAG-TAG,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07MERBUC-BUC,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR19EALSIE-SIE,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04VEKVAL-VEK,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04RUZBRA-BRA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR07VOLOST-VOL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08TOMPAO-TOM,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08OSOOSA-OSO,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR09KEYKAR-KAR,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18LYSSTA-STA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18GALKAL-KAL,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18PARKRA-KRA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17RUSRUZ-RUZ,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR17YASKRU-YAS,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR18TAGSEI-SEI,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04JACBON-JAC,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04VOLSRA-SRA,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR04JONDAY-JON,ticker_meta,no_ticks_lt10,,,
KXWTAMATCH-26MAR08CIRNOS-NOS,ticker_meta,no_ticks_lt10,,,
KXATPCHALLENGERMATCH-26APR20CHAHUR-CHA,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20CHAHUR-HUR,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20DOUJUB-DOU,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20DOUJUB-JUB,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20GIUFEN-FEN,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20GIUFEN-GIU,premarket_ticks,match_not_finished,50.0,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20KUHFON-FON,premarket_ticks,match_not_finished,50.5,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR20KUHFON-KUH,premarket_ticks,match_not_finished,50.5,50,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21ADDFER-ADD,premarket_ticks,match_not_finished,24.0,24,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21ADDFER-FER,premarket_ticks,match_not_finished,78.0,78,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21ANTKRU-ANT,premarket_ticks,match_not_finished,45.0,45,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21ANTKRU-KRU,premarket_ticks,match_not_finished,45.0,45,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21CHUCHI-CHI,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21CHUCHI-CHU,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21GUEKEN-GUE,premarket_ticks,match_not_finished,44.5,44,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21GUEKEN-KEN,premarket_ticks,match_not_finished,44.5,44,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21HARPUR-HAR,premarket_ticks,match_not_finished,48.0,48,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21HARPUR-PUR,premarket_ticks,match_not_finished,46.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21LAJHSU-HSU,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21LAJHSU-LAJ,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21MARTAB-MAR,premarket_ticks,match_not_finished,24.0,24,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21MARTAB-TAB,premarket_ticks,match_not_finished,75.0,75,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21NEUBEN-BEN,premarket_ticks,match_not_finished,44.5,44,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21NEUBEN-NEU,premarket_ticks,match_not_finished,44.5,44,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21SINALK-ALK,premarket_ticks,match_not_finished,79.5,80,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21SINALK-SIN,premarket_ticks,match_not_finished,21.0,21,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21VAVMRV-MRV,premarket_ticks,match_not_finished,45.0,45,ATP_CHALL
KXATPCHALLENGERMATCH-26APR21VAVMRV-VAV,premarket_ticks,match_not_finished,45.0,45,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BAXVIS-BAX,premarket_ticks,match_not_finished,39.5,40,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BAXVIS-VIS,premarket_ticks,match_not_finished,87.5,88,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BICPOU-BIC,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BICPOU-POU,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BITCHA-BIT,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BITCHA-CHA,premarket_ticks,match_not_finished,89.5,90,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BROSCH-BRO,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22BROSCH-SCH,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22OSTGAD-GAD,premarket_ticks,match_not_finished,57.0,57,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22OSTGAD-OST,premarket_ticks,match_not_finished,43.5,44,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SAISAK-SAI,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SAISAK-SAK,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SHISHI2-SHI,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SHISHI2-SHI2,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SKAGUL-GUL,premarket_ticks,match_not_finished,13.0,13,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SKAGUL-SKA,premarket_ticks,match_not_finished,80.0,80,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22STECOU-COU,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22STECOU-STE,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SVRBER-BER,premarket_ticks,match_not_finished,26.0,26,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SVRBER-SVR,premarket_ticks,match_not_finished,75.5,76,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SWEMCC-MCC,premarket_ticks,match_not_finished,43.0,43,ATP_CHALL
KXATPCHALLENGERMATCH-26APR22SWEMCC-SWE,premarket_ticks,match_not_finished,56.5,56,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23ANDMAY-AND,premarket_ticks,match_not_finished,63.0,63,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23ANDMAY-MAY,premarket_ticks,match_not_finished,36.5,36,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23BENJUB-BEN,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23BENJUB-JUB,premarket_ticks,match_not_finished,46.0,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23BLANED-BLA,premarket_ticks,match_not_finished,51.5,52,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23BLANED-NED,premarket_ticks,match_not_finished,52.5,52,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23DJEVAV-DJE,premarket_ticks,match_not_finished,56.5,56,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23DJEVAV-VAV,premarket_ticks,match_not_finished,42.5,42,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23FOMWIS-FOM,premarket_ticks,match_not_finished,61.0,61,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23FOMWIS-WIS,premarket_ticks,match_not_finished,39.5,40,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23GUEFER-FER,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23GUEFER-GUE,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23HEMKAS-KAS,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23JIAROM-JIA,premarket_ticks,match_not_finished,49.0,49,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23JIAROM-ROM,premarket_ticks,match_not_finished,49.0,49,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23MARFAT-FAT,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23MARFAT-MAR,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23ONCBOU-BOU,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23ONCBOU-ONC,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23RONBAS-BAS,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23RONBAS-RON,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23SELGHI-GHI,premarket_ticks,match_not_finished,45.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23SELGHI-SEL,premarket_ticks,match_not_finished,46.5,46,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23SKAOST-OST,premarket_ticks,match_not_finished,37.0,37,ATP_CHALL
KXATPCHALLENGERMATCH-26APR23SKAOST-SKA,premarket_ticks,match_not_finished,50.5,50,ATP_CHALL
KXATPMATCH-26APR20GARJAR-GAR,premarket_ticks,match_not_finished,50.0,50,ATP_MAIN
