ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783800342,2026-07-11 04:05:42 PM,78858.0,6,200,94,200
1783800385,2026-07-11 04:06:25 PM,78815.0,6,200,94,616
1783800385,2026-07-11 04:06:25 PM,78815.0,6,200,93,357
1783800556,2026-07-11 04:09:16 PM,78644.0,6,217,93,357
1783801860,2026-07-11 04:31:00 PM,77340.0,36,500,93,357
1783801860,2026-07-11 04:31:00 PM,77340.0,36,500,46,500
1783801872,2026-07-11 04:31:12 PM,77328.0,36,500,46,546
1783801872,2026-07-11 04:31:12 PM,77328.0,36,500,45,45
1783801880,2026-07-11 04:31:20 PM,77320.0,10,10,45,45
1783801882,2026-07-11 04:31:22 PM,77318.0,37,500,45,45
1783801885,2026-07-11 04:31:25 PM,77315.0,37,500,45,34
1783801886,2026-07-11 04:31:26 PM,77314.0,37,500,44,34
1783801896,2026-07-11 04:31:36 PM,77304.0,37,500,44,33
1783801896,2026-07-11 04:31:36 PM,77304.0,37,500,43,34
1783801906,2026-07-11 04:31:46 PM,77294.0,37,500,43,44
1783802501,2026-07-11 04:41:41 PM,76699.0,22,80,43,44
1783802501,2026-07-11 04:41:41 PM,76699.0,21,1,43,44
1783802514,2026-07-11 04:41:54 PM,76686.0,36,500,43,44
1783803304,2026-07-11 04:55:04 PM,75896.0,37,54,43,44
1783803809,2026-07-11 05:03:29 PM,75391.0,37,59,43,44
1783804876,2026-07-11 05:21:16 PM,74324.0,37,59,42,240
1783804876,2026-07-11 05:21:16 PM,74324.0,38,120,42,240
1783804877,2026-07-11 05:21:17 PM,74323.0,38,120,41,240
1783804877,2026-07-11 05:21:17 PM,74323.0,39,120,41,240
1783806439,2026-07-11 05:47:19 PM,72761.0,39,120,41,245
1783806526,2026-07-11 05:48:46 PM,72674.0,40,120,41,245
1783806526,2026-07-11 05:48:46 PM,72674.0,40,120,41,5
1783806526,2026-07-11 05:48:46 PM,72674.0,40,120,41,245
1783806691,2026-07-11 05:51:31 PM,72509.0,40,120,41,553
1783806691,2026-07-11 05:51:31 PM,72509.0,39,595,41,553
