ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783800341,2026-07-11 04:05:41 PM,78859.0,6,200,94,200
1783800385,2026-07-11 04:06:25 PM,78815.0,6,200,94,616
1783800385,2026-07-11 04:06:25 PM,78815.0,6,200,93,357
1783800553,2026-07-11 04:09:13 PM,78647.0,6,217,93,357
1783801860,2026-07-11 04:31:00 PM,77340.0,54,500,93,357
1783801860,2026-07-11 04:31:00 PM,77340.0,54,500,64,500
1783801872,2026-07-11 04:31:12 PM,77328.0,54,500,64,569
1783801872,2026-07-11 04:31:12 PM,77328.0,54,500,63,68
1783801880,2026-07-11 04:31:20 PM,77320.0,10,10,63,68
1783801882,2026-07-11 04:31:22 PM,77318.0,53,500,63,68
1783801882,2026-07-11 04:31:22 PM,77318.0,53,500,63,568
1783801886,2026-07-11 04:31:26 PM,77314.0,53,500,63,550
1783801886,2026-07-11 04:31:26 PM,77314.0,53,500,62,46
1783802111,2026-07-11 04:35:11 PM,77089.0,57,50,62,46
1783803011,2026-07-11 04:50:11 PM,76189.0,54,500,62,46
1783803228,2026-07-11 04:53:48 PM,75972.0,58,50,62,46
1783804128,2026-07-11 05:08:48 PM,75072.0,54,500,62,46
1783804311,2026-07-11 05:11:51 PM,74889.0,55,57,62,46
1783804427,2026-07-11 05:13:47 PM,74773.0,58,50,62,46
1783804876,2026-07-11 05:21:16 PM,74324.0,58,50,61,240
1783804876,2026-07-11 05:21:16 PM,74324.0,59,120,61,240
1783804877,2026-07-11 05:21:17 PM,74323.0,59,120,60,240
1783805626,2026-07-11 05:33:46 PM,73574.0,59,170,60,240
1783805626,2026-07-11 05:33:46 PM,73574.0,59,170,61,240
1783806526,2026-07-11 05:48:46 PM,72674.0,59,120,61,240
1783806526,2026-07-11 05:48:46 PM,72674.0,59,120,60,240
1783806526,2026-07-11 05:48:46 PM,72674.0,58,120,60,240
1783806526,2026-07-11 05:48:46 PM,72674.0,59,120,60,240
1783806691,2026-07-11 05:51:31 PM,72509.0,59,428,60,240
1783806691,2026-07-11 05:51:31 PM,72509.0,59,428,61,715
1783806824,2026-07-11 05:53:44 PM,72376.0,60,50,61,715
1783807165,2026-07-11 05:59:25 PM,72035.0,60,50,61,721
1783807724,2026-07-11 06:08:44 PM,71476.0,59,424,61,721
1783808023,2026-07-11 06:13:43 PM,71177.0,60,50,61,721
1783808923,2026-07-11 06:28:43 PM,70277.0,59,424,61,721
1783809221,2026-07-11 06:33:41 PM,69979.0,60,50,61,721
1783810121,2026-07-11 06:48:41 PM,69079.0,59,424,61,721
1783810426,2026-07-11 06:53:46 PM,68774.0,60,50,61,721
1783811326,2026-07-11 07:08:46 PM,67874.0,59,424,61,721
1783811619,2026-07-11 07:13:39 PM,67581.0,60,50,61,721
1783811686,2026-07-11 07:14:46 PM,67514.0,60,50,61,664
1783812519,2026-07-11 07:28:39 PM,66681.0,59,464,61,664
1783812819,2026-07-11 07:33:39 PM,66381.0,60,50,61,664
1783813719,2026-07-11 07:48:39 PM,65481.0,59,464,61,664
1783814018,2026-07-11 07:53:38 PM,65182.0,60,50,61,664
1783814918,2026-07-11 08:08:38 PM,64282.0,59,464,61,664
1783815122,2026-07-11 08:12:02 PM,64078.0,59,452,61,664
1783815217,2026-07-11 08:13:37 PM,63983.0,60,50,61,664
1783816117,2026-07-11 08:28:37 PM,63083.0,59,452,61,664
1783816422,2026-07-11 08:33:42 PM,62778.0,60,50,61,664
1783817322,2026-07-11 08:48:42 PM,61878.0,59,452,61,664
1783817616,2026-07-11 08:53:36 PM,61584.0,60,50,61,664
1783818194,2026-07-11 09:03:14 PM,61006.0,60,50,61,601
