ts_epoch,ts_et,bid_1,bid_1_sz,ask_1,ask_1_sz
1783830737,2026-07-12 12:32:17 AM,5,200,95,207
1783830740,2026-07-12 12:32:20 AM,5,200,94,416
1783830740,2026-07-12 12:32:20 AM,5,200,95,207
1783830740,2026-07-12 12:32:20 AM,5,200,95,707
1783830743,2026-07-12 12:32:23 AM,5,200,93,200
1783830743,2026-07-12 12:32:23 AM,5,200,94,416
1783830746,2026-07-12 12:32:26 AM,5,200,93,200
1783830752,2026-07-12 12:32:32 AM,5,200,92,313
1783830752,2026-07-12 12:32:32 AM,5,200,93,557
1783830753,2026-07-12 12:32:33 AM,5,200,91,200
1783830753,2026-07-12 12:32:33 AM,5,200,92,313
1783830758,2026-07-12 12:32:38 AM,5,200,91,200
1783830765,2026-07-12 12:32:45 AM,5,200,90,250
1783830765,2026-07-12 12:32:45 AM,5,200,91,478
1783830767,2026-07-12 12:32:47 AM,5,200,89,200
1783830767,2026-07-12 12:32:47 AM,5,200,90,250
1783830771,2026-07-12 12:32:51 AM,5,200,89,200
1783830777,2026-07-12 12:32:57 AM,4,500,89,200
1783830777,2026-07-12 12:32:57 AM,5,200,88,208
1783830777,2026-07-12 12:32:57 AM,5,200,89,200
1783830777,2026-07-12 12:32:57 AM,5,200,89,427
1783830778,2026-07-12 12:32:58 AM,5,200,87,200
1783830778,2026-07-12 12:32:58 AM,5,200,88,208
1783830783,2026-07-12 12:33:03 AM,5,200,87,200
1783830789,2026-07-12 12:33:09 AM,5,200,86,179
1783830789,2026-07-12 12:33:09 AM,5,200,87,392
1783830790,2026-07-12 12:33:10 AM,5,200,85,200
1783830790,2026-07-12 12:33:10 AM,5,200,86,179
1783830795,2026-07-12 12:33:15 AM,5,200,85,200
1783830802,2026-07-12 12:33:22 AM,5,200,84,157
1783830802,2026-07-12 12:33:22 AM,5,200,85,366
1783830804,2026-07-12 12:33:24 AM,5,200,83,200
1783830804,2026-07-12 12:33:24 AM,5,200,84,157
1783830808,2026-07-12 12:33:28 AM,5,200,83,200
1783830814,2026-07-12 12:33:34 AM,5,200,81,200
1783830814,2026-07-12 12:33:34 AM,5,200,82,139
1783830814,2026-07-12 12:33:34 AM,5,200,83,200
1783830814,2026-07-12 12:33:34 AM,5,200,83,347
