ts_epoch,ts_et,bid_1,bid_1_sz,ask_1,ask_1_sz
1783830737,2026-07-12 12:32:17 AM,4,500,95,7
1783830740,2026-07-12 12:32:20 AM,4,500,94,416
1783830740,2026-07-12 12:32:20 AM,4,500,95,507
1783830740,2026-07-12 12:32:20 AM,4,500,95,7
1783830785,2026-07-12 12:33:05 AM,4,500,94,416
1783830840,2026-07-12 12:34:00 AM,7,50,94,416
1783831173,2026-07-12 12:39:33 AM,74,500,84,500
1783831173,2026-07-12 12:39:33 AM,74,500,94,416
1783831175,2026-07-12 12:39:35 AM,74,500,84,500
1783831188,2026-07-12 12:39:48 AM,74,500,83,39
1783831188,2026-07-12 12:39:48 AM,74,500,84,500
1783831188,2026-07-12 12:39:48 AM,74,500,84,583
1783831206,2026-07-12 12:40:06 AM,74,500,83,39
1783831409,2026-07-12 12:43:29 AM,74,500,83,38
1783831410,2026-07-12 12:43:30 AM,74,500,83,84
1783833819,2026-07-12 01:23:39 AM,74,1300,83,84
1783833819,2026-07-12 01:23:39 AM,74,500,83,84
1783833819,2026-07-12 01:23:39 AM,75,800,83,84
1783833819,2026-07-12 01:23:39 AM,75,800,83,884
1783833819,2026-07-12 01:23:39 AM,76,144,83,884
1783834179,2026-07-12 01:29:39 AM,77,800,83,884
1783834452,2026-07-12 01:34:12 AM,77,971,83,884
1783834539,2026-07-12 01:35:39 AM,78,800,83,884
1783834701,2026-07-12 01:38:21 AM,78,1003,83,884
1783834748,2026-07-12 01:39:08 AM,78,1061,83,884
1783834899,2026-07-12 01:41:39 AM,79,800,83,884
1783834899,2026-07-12 01:41:39 AM,79,863,83,884
1783834924,2026-07-12 01:42:04 AM,79,1110,83,884
1783834924,2026-07-12 01:42:04 AM,79,863,83,884
1783834997,2026-07-12 01:43:17 AM,79,1110,83,884
1783834997,2026-07-12 01:43:17 AM,79,1510,83,884
1783835068,2026-07-12 01:44:28 AM,79,1047,83,884
1783835068,2026-07-12 01:44:28 AM,79,1447,83,884
1783835068,2026-07-12 01:44:28 AM,79,1510,83,884
1783835069,2026-07-12 01:44:29 AM,79,1047,83,884
1783835069,2026-07-12 01:44:29 AM,80,203,83,884
1783835069,2026-07-12 01:44:29 AM,80,276,83,884
1783835070,2026-07-12 01:44:30 AM,80,203,83,884
1783835200,2026-07-12 01:46:40 AM,80,276,83,884
1783835259,2026-07-12 01:47:39 AM,80,1076,83,884
1783835259,2026-07-12 01:47:39 AM,80,276,83,884
1783835373,2026-07-12 01:49:33 AM,80,1076,83,884
1783835772,2026-07-12 01:56:12 AM,80,1176,83,884
1783835772,2026-07-12 01:56:12 AM,80,1276,83,884
1783835773,2026-07-12 01:56:13 AM,80,1376,83,884
1783835773,2026-07-12 01:56:13 AM,80,1476,83,884
1783835773,2026-07-12 01:56:13 AM,80,1576,83,884
1783835773,2026-07-12 01:56:13 AM,80,1676,83,884
1783835773,2026-07-12 01:56:13 AM,80,1758,83,884
1783837087,2026-07-12 02:18:07 AM,80,1555,83,884
1783837092,2026-07-12 02:18:12 AM,80,755,82,800
1783837092,2026-07-12 02:18:12 AM,80,755,83,84
1783837092,2026-07-12 02:18:12 AM,80,755,83,884
1783837093,2026-07-12 02:18:13 AM,80,755,82,800
1783837211,2026-07-12 02:20:11 AM,80,755,83,84
1783837212,2026-07-12 02:20:12 AM,80,1555,83,84
1783837212,2026-07-12 02:20:12 AM,80,1555,83,884
1783837212,2026-07-12 02:20:12 AM,80,755,83,84
1783837215,2026-07-12 02:20:15 AM,80,1555,83,884
1783837215,2026-07-12 02:20:15 AM,80,1882,83,884
1783837638,2026-07-12 02:27:18 AM,80,1888,83,884
1783837638,2026-07-12 02:27:18 AM,80,1888,83,890
1783837640,2026-07-12 02:27:20 AM,80,1888,83,896
1783838093,2026-07-12 02:34:53 AM,80,1889,83,890
1783838365,2026-07-12 02:39:25 AM,80,1889,83,867
