ts_epoch,exchange_ts,price_cents,size,trade_id,true_print,taker_side
1783873965,2026-07-12T16:32:45.726562Z,20,1.0,74a39182-99f5-7a8e-dec5-3f1036261469,True,yes
1783876523,2026-07-12T17:15:23.206428Z,20,23.67,5bed721e-caf5-60bb-a3aa-f07e223f0350,True,yes
1783878058,2026-07-12T17:40:58.807734Z,19,44.0,dda1abcb-a598-630f-7ac4-fef3823fac6b,True,yes
1783878058,2026-07-12T17:40:58.807734Z,20,241.52,902d6692-20d9-6613-75ab-49c3e6f48c3c,True,yes
1783878058,2026-07-12T17:40:58.807734Z,19,100.0,856524cf-8609-6962-646e-c879c315b7c1,True,yes
1783878058,2026-07-12T17:40:58.807734Z,19,100.0,594b2695-5216-6c7b-63b6-b5a0f91d83a7,True,yes
1783879149,2026-07-12T17:59:09.480609Z,15,72.0,ee8c6aaa-121a-638b-8090-c508f52faf01,True,no
1783879149,2026-07-12T17:59:09.480609Z,16,1.0,dbb996c5-7e76-693c-b4dd-dac8ed7ee92b,True,no
1783879155,2026-07-12T17:59:15.850111Z,19,33.0,fc3e81d8-4a51-5362-8031-a170c7150bd0,True,yes
1783879155,2026-07-12T17:59:15.850111Z,18,76.0,3ec089ab-d299-54da-8430-60a65fdb9a49,True,yes
1783879155,2026-07-12T17:59:15.850111Z,20,0.57,3eb7adba-32a9-5191-9b46-6dde609a63e9,True,yes
1783879155,2026-07-12T17:59:15.850111Z,17,71.0,3d55cdbb-656b-5b5c-b0f5-2d63a1f79923,True,yes
1783879155,2026-07-12T17:59:15.850111Z,16,75.0,2be64cc5-ad95-502a-914d-0a6ceb78320b,True,yes
