ts_epoch,exchange_ts,price_cents,size,trade_id,true_print,taker_side
1783831409,2026-07-12T04:43:29.817300Z,83,1.0,14cf00f5-1476-6ba1-8b8b-23b78e1c2746,True,yes
1783838365,2026-07-12T06:39:25.701379Z,83,23.81,81bcba84-2efa-72fd-762d-21ebaeb931ba,True,yes
1783840558,2026-07-12T07:15:58.831633Z,83,27.67,fefa35e2-a1e4-63b1-e63c-8e72bdc39e01,True,yes
1783840558,2026-07-12T07:15:58.831633Z,83,14.0,adb22669-efda-6db9-c401-90f30458f206,True,yes
1783862494,2026-07-12T13:21:34.282368Z,81,31.93,4582b16b-4555-732e-7775-762881213355,True,yes
1783872381,2026-07-12T16:06:21.226823Z,82,120.42,b3b8ec20-a9dd-6938-8c41-a7dec4c56814,True,yes
1783872979,2026-07-12T16:16:19.377097Z,81,23.0,be8420d3-9e82-7ba5-b4ea-fff8b839b213,True,no
1783872979,2026-07-12T16:16:19.377097Z,80,18.67,83be3a6a-3261-75e3-ac29-638d39cfd707,True,no
1783874564,2026-07-12T16:42:44.119783Z,82,3.01,20a7f4a8-cc55-7a94-3efa-b1e1896524e7,True,yes
1783877304,2026-07-12T17:28:24.583573Z,83,5.0,fb93eb4c-0d22-5b01-cb22-024dd4694c95,True,yes
1783877304,2026-07-12T17:28:24.583573Z,83,6.9,20ce9896-34b6-5218-d597-a4c38fcb66b6,True,yes
1783878907,2026-07-12T17:55:07.382179Z,82,9.63,59ebe8e6-691e-7109-1df6-7b039f07f4af,True,yes
1783878951,2026-07-12T17:55:51.245264Z,83,14.15,be6b1b79-941e-5d60-1b99-d463517f9c77,True,yes
1783878971,2026-07-12T17:56:11.157045Z,84,0.16,e0e238fb-266c-4abc-861f-43f00d686000,True,yes
1783879148,2026-07-12T17:59:08.504994Z,85,59.0,9e715779-60df-5fd9-0e95-cebb2eeec5dc,True,yes
1783879149,2026-07-12T17:59:09.417889Z,85,57.0,749f6cdb-8873-7029-4481-999921f31f8c,True,yes
1783879149,2026-07-12T17:59:09.321356Z,85,59.0,82c210ca-c0fb-62ad-8b06-4b9613e5e9ac,True,yes
1783879151,2026-07-12T17:59:11.690706Z,85,0.23,8aed7b8c-65bb-6c05-95f0-8da6b55a370c,True,yes
