ts_epoch,exchange_ts,price_cents,size,trade_id,taker_side
1783863650,2026-07-12T13:40:50.262034Z,50,20.0,a55fb52e-4fda-725d-2f12-18094f3f43f2,yes
1783863650,2026-07-12T13:40:50.262034Z,50,24.0,0f1cda36-1f8f-7319-11f3-3a7ae610f40e,yes
1783863655,2026-07-12T13:40:55.470223Z,51,25.0,beb7e6ac-fe9c-6c97-8449-8c4d4e37b380,yes
1783863655,2026-07-12T13:40:55.470223Z,51,22.0,348a28c5-1797-60b0-9eec-303a78b9454a,yes
1783863673,2026-07-12T13:41:13.205676Z,51,371.56,2f722329-bfdb-4479-c007-f12f57fb197b,yes
1783863688,2026-07-12T13:41:28.026641Z,53,7.3,c2945a21-ddc2-4917-9da7-96f9a7320d2f,yes
1783863696,2026-07-12T13:41:36.659473Z,51,23.0,ef97ab96-349f-6569-9c62-890971e72d89,no
1783863696,2026-07-12T13:41:36.659473Z,51,15.0,3d915e45-fd93-6c65-b9ad-102455512ede,no
1783863705,2026-07-12T13:41:45.784279Z,54,1.79,c33cf666-1ab8-744a-be1d-7025596b0e92,yes
1783863727,2026-07-12T13:42:07.330609Z,57,23.49,df007282-df85-68e4-5029-a5f825d7672b,yes
1783863727,2026-07-12T13:42:07.330609Z,57,24.0,854f2092-1934-6e61-58cb-78538f51bcfa,yes
1783863733,2026-07-12T13:42:13.494310Z,58,43.24,e48293cb-016e-47ff-89ba-56fa61a0d868,yes
1783863733,2026-07-12T13:42:13.494310Z,58,50.0,42411e17-0cd9-4b40-853b-17e5159a067f,yes
1783863733,2026-07-12T13:42:13.494310Z,58,24.0,2e0fe388-5ed6-4eca-bcd6-f72d70719bd9,yes
1783863736,2026-07-12T13:42:16.601885Z,58,83.74,e0f483c9-9b7e-6287-dd0b-29e09f5485cc,yes
1783863764,2026-07-12T13:42:44.295324Z,58,833.0,abe1e1f5-5d6a-4057-02c1-cb1edce3a410,yes
1783863774,2026-07-12T13:42:54.258982Z,59,1.0,b68c3aab-3a6d-60ff-b38f-26ce9ec4f8b8,yes
1783863774,2026-07-12T13:42:54.258982Z,59,489.0,1cdb5bce-7b17-6258-8502-5409690d0d74,yes
1783863827,2026-07-12T13:43:47.288524Z,61,66.17,256b50bd-2f83-707d-c298-9a21cf009378,yes
1783863827,2026-07-12T13:43:47.116909Z,61,33.83,926d0c9b-e0cb-43c9-84f9-7155069e7144,yes
1783863843,2026-07-12T13:44:03.157345Z,62,27.65,38ddac3f-5a64-78fd-2881-7708c7868eeb,yes
1783863936,2026-07-12T13:45:36.945577Z,64,50.0,df1bc977-38bc-6127-a6ab-16a83134fb9e,yes
1783863936,2026-07-12T13:45:36.945577Z,64,24.0,bb5914c4-43d1-6ef4-a97a-9ec1bb2e399a,yes
1783863937,2026-07-12T13:45:37.246677Z,62,20.0,e855b6f2-42fd-5a74-57fb-ddf1473de258,yes
1783863956,2026-07-12T13:45:56.702257Z,61,3.19,177f8999-e550-4b6f-7261-cc5af08645b8,yes
1783863972,2026-07-12T13:46:12.950739Z,63,54.15,fe44c9f7-c8ac-6c53-8260-84ac85dffe89,yes
1783863973,2026-07-12T13:46:13.915387Z,63,38.68,e52d397f-766c-604b-3a61-649f6f785c65,yes
1783863982,2026-07-12T13:46:22.576517Z,63,6.18,18266d47-96bc-7a33-0285-32c849eb5bcd,yes
1783864058,2026-07-12T13:47:38.614262Z,64,6.0,823ee755-183f-523b-ef1f-194b1d530646,yes
1783864059,2026-07-12T13:47:39.696069Z,65,11.0,772e1b17-c11a-7c62-c3bf-1a6118b071a2,yes
1783864059,2026-07-12T13:47:39.696069Z,65,8.0,0fd7ce5c-de39-77cf-d823-e69f2fe51e42,yes
1783864059,2026-07-12T13:47:39.686428Z,64,123.0,ad279b82-176b-779b-da30-65aae0a7420a,yes
1783864078,2026-07-12T13:47:58.191467Z,65,1807.05,b397cbc8-cb75-5443-b0de-5c0d80818878,no
1783864078,2026-07-12T13:47:58.191467Z,65,6192.95,51ff7261-4a1a-5029-851d-0beec66882ff,no
1783864078,2026-07-12T13:47:58.191467Z,65,2000.0,05be1a75-cba5-5b57-8785-b139911f399d,no
1783864099,2026-07-12T13:48:19.714929Z,65,1.0,f88ba2ca-14f7-71ff-1931-881676fda122,no
1783864132,2026-07-12T13:48:52.558432Z,65,15.01,b43c81a0-2cad-4ce5-6a68-7da215d368ff,yes
1783864145,2026-07-12T13:49:05.081821Z,63,7.73,ccc13178-c7ac-48c7-6dd7-b769b62407fc,yes
1783864179,2026-07-12T13:49:39.161231Z,62,0.15,c462735d-df8d-650f-5a1e-b7c7a6395e0e,yes
1783864213,2026-07-12T13:50:13.786511Z,58,80.0,61d0b468-68ba-654a-3c3a-a2580ae8d3af,no
1783864214,2026-07-12T13:50:14.865557Z,58,1.0,bbbc7d4f-0192-48c4-7549-bfb045673a79,no
1783864214,2026-07-12T13:50:14.616276Z,58,4.07,eeb6a95a-38e6-76b0-6b87-3f0e5789ef11,no
1783864214,2026-07-12T13:50:14.616276Z,58,20.0,436822b8-1b92-78da-789b-6cbf6c6124cf,no
1783864246,2026-07-12T13:50:46.556491Z,57,25.0,8d397029-19f1-7b23-4097-e57a744cf973,no
1783864251,2026-07-12T13:50:51.846159Z,56,10.0,e5ffd21f-0ea3-71f1-de6c-be49076092bc,no
1783864251,2026-07-12T13:50:51.846159Z,56,10.0,c977a983-8197-73fc-e73e-a3bc85e5abe6,no
1783864251,2026-07-12T13:50:51.846159Z,56,9.0,7a838119-e2f2-79e9-e039-f0b0cce3e73a,no
1783864251,2026-07-12T13:50:51.846159Z,56,40.0,721a73b1-6ff5-7a50-d428-d9da5c1fbab1,no
1783864251,2026-07-12T13:50:51.846159Z,56,1.0,5ae9b3de-c93d-7663-fd2e-be34e6a3bc74,no
1783864251,2026-07-12T13:50:51.846159Z,56,10.0,2200ebf9-754b-7d1f-c279-17719e43decf,no
1783864312,2026-07-12T13:51:52.419330Z,62,78.1,44c2c7e1-a550-572a-a95f-7725fc4a8596,yes
1783864321,2026-07-12T13:52:01.015258Z,62,7.85,2e5911b7-cd49-629c-719e-d920fcfb1728,yes
1783864331,2026-07-12T13:52:11.927301Z,62,15.71,7028b885-d00d-5a54-a576-9fef5eae7288,yes
1783864364,2026-07-12T13:52:44.587361Z,64,105.16,27f62eb2-1093-4c3c-2eb7-8a4c4bf903e8,yes
1783864364,2026-07-12T13:52:44.338636Z,64,6.09,93499cfa-1677-50e8-624d-2ae379bece18,yes
1783864369,2026-07-12T13:52:49.886336Z,64,152.4,e926323d-9e4f-4eb0-67c4-7cbf1dd136c3,yes
1783864371,2026-07-12T13:52:51.955669Z,66,29.0,eed43971-cd51-40bc-7f73-75ba8d154f6e,yes
1783864371,2026-07-12T13:52:51.955669Z,65,24.0,cf78c926-5732-480e-5ce9-6eaaa08ecdce,yes
1783864371,2026-07-12T13:52:51.955669Z,65,50.0,c18402ea-d68f-45b8-5f89-da325c7c9adb,yes
1783864371,2026-07-12T13:52:51.955669Z,66,5023.0,ba3198ab-b12e-4ca4-68e5-df00e7aa829f,yes
1783864371,2026-07-12T13:52:51.955669Z,66,500.0,a32d8e02-df58-4975-64e5-043f2fc148c1,yes
1783864371,2026-07-12T13:52:51.955669Z,67,1263.67,56bd74b1-b472-49d2-60ae-4ce9c31c9e4b,yes
1783864371,2026-07-12T13:52:51.955669Z,65,100.0,031b1bd4-df7c-40b9-4f1f-ef6331e73b7a,yes
1783864371,2026-07-12T13:52:51.955669Z,65,400.0,01770479-22f6-4c78-42a3-11ebc0836b11,yes
1783864383,2026-07-12T13:53:03.652048Z,66,2.0,ab56afb0-b819-4632-f2f4-9ac39c39072c,yes
1783864388,2026-07-12T13:53:08.665685Z,66,1.0,32649560-e471-4832-1f75-7e5573020918,yes
1783864393,2026-07-12T13:53:13.807239Z,66,3.0,76fa650d-cd79-6216-8d57-8777864e1d0c,yes
1783864394,2026-07-12T13:53:14.434387Z,66,14.79,8e024e68-2c95-6746-47f7-a2ba0eb8b4f8,yes
1783864396,2026-07-12T13:53:16.260244Z,66,7.06,fb9446f7-9e7e-7d54-37d8-31b7b6e1cf85,yes
1783864396,2026-07-12T13:53:16.260244Z,66,3.21,2c368758-fb89-7b12-3f91-b3f70fed5264,yes
1783864411,2026-07-12T13:53:31.484868Z,66,12.41,5f0f0096-de46-67c8-9138-aa7a8d5c81c1,yes
1783864418,2026-07-12T13:53:38.177816Z,66,1.45,3e7ee2bd-e6fe-44fc-f0eb-2d48f2902301,yes
1783864434,2026-07-12T13:53:54.438061Z,66,25.57,66d41807-f8ef-557e-67d6-e9c26cbadeab,yes
1783864434,2026-07-12T13:53:54.438061Z,66,479.08,0c8eb1a2-2f7e-5ff8-7a6c-8f6ac7bdb839,yes
1783864443,2026-07-12T13:54:03.100168Z,66,58.0,2ff88a48-9c17-750e-1310-ae669fda3dc7,yes
1783864454,2026-07-12T13:54:14.146104Z,66,2.0,909deddc-f1ef-6316-7a02-eb78f07c3f9b,yes
1783864561,2026-07-12T13:56:01.042954Z,63,1.54,a64d4805-3e8f-5137-3159-9de9554a0226,yes
1783864563,2026-07-12T13:56:03.539381Z,62,47.49,c6bbb23f-8960-4b12-5198-30156feee467,no
1783864571,2026-07-12T13:56:11.353014Z,63,154.71,cdef35a6-b76f-6993-96ff-fedb2a2449b6,yes
1783864580,2026-07-12T13:56:20.522252Z,63,154.71,99fe8332-a463-6b4b-88c1-d3fafc375e8e,yes
1783864603,2026-07-12T13:56:43.182862Z,63,56.0,8aa2bcff-749d-5617-476a-f1a3aad6fb0a,yes
1783864615,2026-07-12T13:56:55.480737Z,65,11.32,2ece8821-64b7-450c-471c-a78dc0927206,yes
1783864628,2026-07-12T13:57:08.622664Z,66,73.99,886f6c72-ddce-7759-d1f4-c4b2a5afb65f,yes
1783864705,2026-07-12T13:58:25.184755Z,65,18.0,da6d86a4-232f-70f0-6c83-9cb7e63695aa,yes
1783864732,2026-07-12T13:58:52.503054Z,63,25.0,7db19828-d73a-42d6-90bd-13e096d7f900,no
1783864732,2026-07-12T13:58:52.503054Z,63,5.0,4d36e4cc-9164-44ad-ad55-baceeb2cc388,no
1783864732,2026-07-12T13:58:52.471321Z,64,5.0,ea0baa46-bcdd-77e3-1441-cd53f42e5ec4,no
1783864789,2026-07-12T13:59:49.571557Z,60,1.62,bb6bee7a-07c4-7a68-832f-6b0f7b32a401,yes
1783864819,2026-07-12T14:00:19.625035Z,58,6.48,388a65f4-ae61-6455-11a0-bd82486e23b1,yes
1783864850,2026-07-12T14:00:50.335614Z,55,3987.0,02704ed4-a768-6fdf-3af5-83572b2eb61f,yes
1783864850,2026-07-12T14:00:50.300438Z,54,2.0,d30eb1d9-5840-40e1-c9f7-422c94982bc5,no
1783864883,2026-07-12T14:01:23.300828Z,58,8.0,793c8c27-66d3-742c-c495-9042c131f2d9,yes
1783864927,2026-07-12T14:02:07.805346Z,55,25.0,6a37ed0c-7a1b-4f43-eed9-02242f9b0bc7,no
1783864927,2026-07-12T14:02:07.702284Z,56,5.0,7e331328-df25-7869-21f7-9f605a5d0246,no
1783864927,2026-07-12T14:02:07.702284Z,56,5.0,3024e1d3-209f-7830-00ea-d49f51b1e738,no
1783864927,2026-07-12T14:02:07.547626Z,57,5.0,e3b7b7ff-63c2-6003-df2a-fdf2f0ff8d73,no
1783864927,2026-07-12T14:02:07.168799Z,58,5.0,52105af6-e825-74e6-a299-adbef4d447e0,no
1783864945,2026-07-12T14:02:25.393509Z,54,1.0,f6dd409d-6176-5c49-f6d6-4fa220a43d52,yes
1783864958,2026-07-12T14:02:38.259118Z,51,5.0,0158b447-d003-78f9-b997-64f43a17b4b8,yes
1783864970,2026-07-12T14:02:50.612719Z,53,5.0,7f56aa26-df10-7be3-7687-0df88f941c35,yes
1783864970,2026-07-12T14:02:50.612719Z,53,5.0,7af104a9-4c21-7432-7866-e36ed23320a9,yes
1783864970,2026-07-12T14:02:50.612719Z,53,5.0,72465969-ad61-73b6-46f5-79b9e3d17d55,yes
1783864970,2026-07-12T14:02:50.612719Z,53,5.0,328a3291-7f49-771f-76dd-985a4c9aedfd,yes
1783864970,2026-07-12T14:02:50.612719Z,53,25.0,2a06c8ea-2b0e-71d4-455e-3578ab6c38fd,yes
1783865000,2026-07-12T14:03:20.123102Z,57,0.08,a4ed46ac-4ecb-4eb9-0517-85be1f29b8fc,yes
1783865000,2026-07-12T14:03:20.123102Z,57,5.0,a31551e7-5a4f-4ce5-24fb-2ebef6f17f32,yes
1783865001,2026-07-12T14:03:21.866278Z,52,250.0,c08c34a4-9333-5bf9-8a14-86806fe35ce6,no
1783865001,2026-07-12T14:03:21.866278Z,52,150.0,70f25765-1a57-5ecc-bf68-54682e1c7a20,no
1783865001,2026-07-12T14:03:21.767061Z,53,100.0,cade8d64-1551-7563-cacb-ef3bf075b6a6,no
1783865001,2026-07-12T14:03:21.767061Z,53,5.0,40959264-310e-7863-d0b1-2d386bd5d365,no
1783865001,2026-07-12T14:03:21.179241Z,54,25.0,fce91bad-7ba2-62ef-0d18-9bb54e437cc1,no
1783865001,2026-07-12T14:03:21.179241Z,55,23.0,c0a4a1e1-6808-623c-1648-63718d6f4f20,no
1783865001,2026-07-12T14:03:21.179241Z,56,5.0,62549580-c7f4-60dd-17aa-2e629ada595b,no
1783865001,2026-07-12T14:03:21.179241Z,54,7.0,3efc510f-bb2c-6eee-1a6b-dc1975740328,no
1783865003,2026-07-12T14:03:23.629201Z,51,5.0,ccf075d6-e685-66cd-62a1-4f3bea291156,no
1783865003,2026-07-12T14:03:23.629201Z,51,13.0,b1d7eb5a-b50a-60c4-56ba-59022f2416c6,no
1783865003,2026-07-12T14:03:23.629201Z,51,50.0,855461c3-a020-6be8-7660-87e14bf6dbc7,no
1783865028,2026-07-12T14:03:48.862550Z,49,340.0,e4c6fad2-47f3-79f6-0688-8735df3c0892,no
1783865028,2026-07-12T14:03:48.862550Z,49,3647.0,d89c6f59-c6ab-7f88-293f-5db6d11ccb15,no
1783865043,2026-07-12T14:04:03.269968Z,49,1.0,2f42e2cc-33e5-72fa-82f1-7b0935ebb09b,no
1783865067,2026-07-12T14:04:27.701574Z,50,76.0,44d46f35-03c3-4a71-9654-89ec321940a4,yes
1783865073,2026-07-12T14:04:33.345259Z,50,966.18,a95a9960-3f37-52d5-168a-eb1aecae125c,yes
1783865098,2026-07-12T14:04:58.013212Z,50,1.93,a219ee04-d38b-61e9-72ee-eadd7e6cee98,yes
1783865102,2026-07-12T14:05:02.248689Z,53,20.0,5d4ccfb7-2fe9-5eb8-d01b-fa0b81956cdb,yes
1783865102,2026-07-12T14:05:02.238039Z,52,11.0,e2fded9a-3d30-60cf-af6c-ddfc4aa6dfc2,yes
1783865102,2026-07-12T14:05:02.238039Z,52,15.0,6ffba8ff-23cc-626e-a7af-4da156d73ce9,yes
1783865102,2026-07-12T14:05:02.169707Z,51,20.0,cad19196-1b4f-4de1-9e55-e6558680df2c,yes
1783865102,2026-07-12T14:05:02.169707Z,51,15.0,8aacb096-89b4-46e5-8e49-9875516c0180,yes
1783865102,2026-07-12T14:05:02.112478Z,50,15.0,b32027df-0941-5247-8dee-6fb8de204439,yes
1783865102,2026-07-12T14:05:02.112478Z,50,5.0,a199eb3a-f0c1-5a9e-ae3a-f5b6242d4c6e,yes
1783865102,2026-07-12T14:05:02.112478Z,50,3.07,8824be9b-0a57-5c95-86b0-72c2592b6d2c,yes
1783865119,2026-07-12T14:05:19.477347Z,53,105.16,c8e85f5d-8f94-65b0-490e-db825533a422,no
1783865132,2026-07-12T14:05:32.357274Z,55,3.52,18c20a06-5dbf-7207-7314-bc4ce2b231e1,yes
1783865139,2026-07-12T14:05:39.273838Z,54,52.87,056649f0-7401-4eff-a22d-a0be3ac33f2f,yes
1783865175,2026-07-12T14:06:15.340763Z,61,5.0,3ee18c22-6e98-6eee-6baa-903ae7b6bb37,yes
1783865176,2026-07-12T14:06:16.115715Z,61,8.45,e2a1800a-97dc-7615-5f67-3bed83dd6ac7,yes
1783865185,2026-07-12T14:06:25.392818Z,63,102.0,c31411bd-64a9-5457-6646-6568cd731864,yes
1783865185,2026-07-12T14:06:25.392818Z,63,150.0,3a58777d-517b-5bd1-5613-bd09076c76b2,yes
1783865185,2026-07-12T14:06:25.392818Z,63,24.0,096958ca-0f4b-5464-4fe8-1530cbf7ccb1,yes
1783865212,2026-07-12T14:06:52.932569Z,64,5.0,9baa7868-f64e-41c0-be9a-7130eba4d900,yes
1783865212,2026-07-12T14:06:52.932569Z,64,5.0,94385757-2bdc-45cb-949a-4de0ddc05a2b,yes
1783865212,2026-07-12T14:06:52.932569Z,64,5.0,5c350320-05be-4d67-82a5-ac1a7b2df620,yes
1783865212,2026-07-12T14:06:52.932569Z,64,8.0,483300af-6d6d-41dc-ab19-15b8a895c417,yes
1783865212,2026-07-12T14:06:52.932569Z,64,5.0,2ba1b6e9-2814-4add-85b9-4df06eacfa3e,yes
1783865214,2026-07-12T14:06:54.834581Z,65,45.0,d455bd32-5cfb-5886-c621-0736c8705fbe,yes
1783865223,2026-07-12T14:07:03.830453Z,66,33.83,f918df21-d166-501c-2c5e-39082caa737a,no
1783865255,2026-07-12T14:07:35.398145Z,67,72.94,049d7c94-97e6-6109-8cc7-5a8ffb77da7c,yes
1783865257,2026-07-12T14:07:37.573784Z,65,40.0,809052bf-632c-5483-53af-b19cce42e34e,no
1783865257,2026-07-12T14:07:37.470310Z,66,5.0,c703f9bc-8634-4d9e-80b5-75434bf4df77,no
1783865257,2026-07-12T14:07:37.470310Z,66,5.0,c66a6035-f074-47a6-97e8-1b7f73d8e997,no
1783865257,2026-07-12T14:07:37.470310Z,66,5.0,bbc8b6f4-17a7-411f-b2f5-0c6d2292d1ec,no
1783865257,2026-07-12T14:07:37.470310Z,66,5.0,b55b81b8-b345-4028-a6e5-f4f10deeb433,no
1783865261,2026-07-12T14:07:41.495559Z,64,5.0,ebc9f42a-0765-4df4-5221-22b5f1b134a6,yes
1783865274,2026-07-12T14:07:54.968491Z,66,5.0,6f656dc6-2fae-58db-86fd-324e7ad920c1,no
1783865274,2026-07-12T14:07:54.968491Z,66,5.0,34dd7aa2-1432-57f2-aa5d-0a4fc0dc1fc4,no
1783865275,2026-07-12T14:07:55.846012Z,64,5.0,445cd350-be79-7ab7-38e9-146cb798de9e,no
1783865292,2026-07-12T14:08:12.385260Z,63,5.0,d746d687-1f94-71d1-e428-9fa593d247f7,yes
1783865292,2026-07-12T14:08:12.385260Z,63,5.0,22edb3cf-b3c8-748e-c76a-31f95b3685d4,yes
1783865292,2026-07-12T14:08:12.385260Z,63,21.09,0e1dff42-b570-78e0-c2b4-1fc3b3fc4380,yes
1783865307,2026-07-12T14:08:27.726535Z,64,1.0,de89fd14-3eea-4b2b-9ed3-ebfd72289c5f,yes
1783865308,2026-07-12T14:08:28.259415Z,64,5.0,b73a9757-b598-46f2-08ef-e048c4c9ce10,yes
1783865308,2026-07-12T14:08:28.259415Z,64,5.0,4aeb5392-40cd-4ba1-1b81-2305baa8b018,yes
1783865308,2026-07-12T14:08:28.259415Z,64,5.0,0e69ae50-dc91-4f09-1c6e-b327ed00fd17,yes
1783865325,2026-07-12T14:08:45.099883Z,66,0.14,12b1de59-a2ba-7b73-ad98-93101b87d8a7,yes
1783865353,2026-07-12T14:09:13.099011Z,68,1.43,2ac5a10f-2c93-502a-ea91-2e94e01051df,yes
1783865354,2026-07-12T14:09:14.138306Z,68,5.0,f09e4144-1ac1-4611-c50b-5a0d5311f0af,yes
1783865354,2026-07-12T14:09:14.138306Z,68,5.0,72cc7c12-3891-4fd5-fa16-4b4b315951e7,yes
1783865354,2026-07-12T14:09:14.138306Z,68,5.0,0f144664-56f3-476a-f003-64e12653c603,yes
1783865364,2026-07-12T14:09:24.320403Z,69,2.0,ed944cf1-6e4c-7d0c-0a63-60e7f6a0b1f8,yes
1783865364,2026-07-12T14:09:24.320403Z,69,1.0,92d7349f-371d-756a-3215-e750161947b2,yes
1783865386,2026-07-12T14:09:46.059274Z,71,230.0,0a5e6e75-b176-7db3-5d32-c334d3bc8c82,yes
1783865386,2026-07-12T14:09:46.046694Z,70,6.0,d797e3b1-3ed0-45aa-7f48-2f425e022672,yes
1783865386,2026-07-12T14:09:46.046694Z,70,5.0,797b97f4-ee2a-4cc0-430e-248a5be54de6,yes
1783865386,2026-07-12T14:09:46.046694Z,70,34.0,6f11f5e4-1b24-4af4-782e-544addfba3fc,yes
1783865386,2026-07-12T14:09:46.046694Z,70,11.71,55b4dc7b-d613-46fa-57a8-fdf7add16839,yes
1783865386,2026-07-12T14:09:46.046694Z,70,500.0,3d211af8-4a98-4632-5fdf-626dee68fcee,yes
1783865408,2026-07-12T14:10:08.745954Z,72,5.0,ab6977b2-cba9-71e9-823a-8843dce738b0,yes
1783865408,2026-07-12T14:10:08.745954Z,72,8.62,937c2a92-39c7-78e3-8b28-830da1489d91,yes
