cell,trigger,combo,is_active,total,scalp_pre,dca_fires,dca_wins,dca_knife,no_opp,fire_rate_pct,win_rate_pct,dca_ev_per_fire_c,cell_roi_delta_pct
WTA_MAIN_underdog_20-24,10,B,False,248,10,15,3,12,223,6.0,20.0,-151.0,-4.15
WTA_MAIN_underdog_20-24,15,A,False,240,9,15,2,13,216,6.2,13.3,-161.0,-4.57
WTA_MAIN_underdog_20-24,15,B,False,240,9,15,3,12,216,6.2,20.0,-131.0,-3.72
WTA_MAIN_underdog_25-29,3,A,True,233,7,29,13,16,197,12.4,44.8,-55.3,-2.55
WTA_MAIN_underdog_25-29,3,B,True,233,7,29,13,16,197,12.4,44.8,-62.1,-2.86
WTA_MAIN_underdog_25-29,5,A,True,233,9,24,11,13,200,10.3,45.8,-38.8,-1.48
WTA_MAIN_underdog_25-29,5,B,True,233,9,24,11,13,200,10.3,45.8,-50.2,-1.92
WTA_MAIN_underdog_25-29,7,A,True,233,11,21,9,12,201,9.0,42.9,-50.7,-1.69
WTA_MAIN_underdog_25-29,7,B,True,233,11,21,9,12,201,9.0,42.9,-65.7,-2.19
WTA_MAIN_underdog_25-29,10,A,True,233,12,19,8,11,202,8.2,42.1,-48.7,-1.47
WTA_MAIN_underdog_25-29,10,B,True,233,12,19,8,11,202,8.2,42.1,-69.7,-2.11
WTA_MAIN_underdog_25-29,15,A,True,229,16,14,3,11,199,6.1,21.4,-171.4,-3.88
WTA_MAIN_underdog_25-29,15,B,True,229,16,14,4,10,199,6.1,28.6,-142.5,-3.23
WTA_MAIN_underdog_25-29,20,A,True,219,17,11,1,10,191,5.0,9.1,-238.2,-4.43
WTA_MAIN_underdog_25-29,20,B,True,219,17,11,1,10,191,5.0,9.1,-247.3,-4.60
WTA_MAIN_underdog_30-34,3,A,False,302,8,31,18,13,263,10.3,58.1,-47.9,-1.54
WTA_MAIN_underdog_30-34,3,B,False,302,8,31,18,13,263,10.3,58.1,-56.6,-1.82
WTA_MAIN_underdog_30-34,5,A,False,302,9,29,17,12,264,9.6,58.6,-33.4,-1.00
WTA_MAIN_underdog_30-34,5,B,False,302,9,29,18,11,264,9.6,62.1,-23.1,-0.69
WTA_MAIN_underdog_30-34,7,A,False,302,13,25,13,12,264,8.3,52.0,-71.2,-1.84
WTA_MAIN_underdog_30-34,7,B,False,302,13,25,14,11,264,8.3,56.0,-60.8,-1.57
WTA_MAIN_underdog_30-34,10,A,False,302,15,23,11,12,264,7.6,47.8,-86.3,-2.05
WTA_MAIN_underdog_30-34,10,B,False,302,15,23,12,11,264,7.6,52.2,-79.8,-1.90
WTA_MAIN_underdog_30-34,15,A,False,302,19,19,7,12,264,6.3,36.8,-140.5,-2.76
WTA_MAIN_underdog_30-34,15,B,False,302,19,19,8,11,264,6.3,42.1,-132.6,-2.61
WTA_MAIN_underdog_30-34,20,A,False,299,23,15,3,12,261,5.0,20.0,-237.0,-3.72
WTA_MAIN_underdog_30-34,20,B,False,299,23,15,3,12,261,5.0,20.0,-257.0,-4.03
WTA_MAIN_underdog_30-34,25,A,False,258,23,12,0,12,223,4.7,0.0,-356.2,-5.18
WTA_MAIN_underdog_30-34,25,B,False,258,23,12,0,12,223,4.7,0.0,-356.2,-5.18
WTA_MAIN_underdog_35-39,3,A,False,240,14,21,9,12,205,8.8,42.9,-225.7,-5.34
WTA_MAIN_underdog_35-39,3,B,False,240,14,21,9,12,205,8.8,42.9,-232.1,-5.49
WTA_MAIN_underdog_35-39,5,A,False,240,17,16,6,10,207,6.7,37.5,-252.5,-4.55
WTA_MAIN_underdog_35-39,5,B,False,240,17,16,7,9,207,6.7,43.8,-220.3,-3.97
WTA_MAIN_underdog_35-39,7,A,False,240,18,12,5,7,210,5.0,41.7,-215.0,-2.91
WTA_MAIN_underdog_35-39,7,B,False,240,18,12,5,7,210,5.0,41.7,-229.6,-3.10
WTA_MAIN_underdog_35-39,10,A,False,240,22,8,1,7,210,3.3,12.5,-407.5,-3.67
WTA_MAIN_underdog_35-39,10,B,False,240,22,8,1,7,210,3.3,12.5,-413.8,-3.73
WTA_MAIN_underdog_35-39,15,A,False,240,22,7,1,6,211,2.9,14.3,-375.0,-2.96
WTA_MAIN_underdog_35-39,15,B,False,240,22,7,1,6,211,2.9,14.3,-385.7,-3.04
WTA_MAIN_underdog_35-39,20,A,False,240,22,7,1,6,211,2.9,14.3,-350.0,-2.76
WTA_MAIN_underdog_35-39,20,B,False,240,22,7,1,6,211,2.9,14.3,-364.3,-2.87
WTA_MAIN_underdog_35-39,25,A,False,239,22,6,0,6,211,2.5,0.0,-427.5,-2.90
WTA_MAIN_underdog_35-39,25,B,False,239,22,6,0,6,211,2.5,0.0,-427.5,-2.90
WTA_MAIN_underdog_40-44,3,A,False,255,16,20,11,9,219,7.8,55.0,-221.2,-4.13
WTA_MAIN_underdog_40-44,3,B,False,255,16,20,12,8,219,7.8,60.0,-195.8,-3.66
WTA_MAIN_underdog_40-44,5,A,False,255,19,14,8,6,222,5.5,57.1,-195.7,-2.56
WTA_MAIN_underdog_40-44,5,B,False,255,19,14,8,6,222,5.5,57.1,-210.0,-2.75
WTA_MAIN_underdog_40-44,7,A,False,255,20,11,7,4,224,4.3,63.6,-140.9,-1.45
WTA_MAIN_underdog_40-44,7,B,False,255,20,11,7,4,224,4.3,63.6,-163.2,-1.68
WTA_MAIN_underdog_40-44,10,A,False,255,20,11,7,4,224,4.3,63.6,-125.9,-1.29
WTA_MAIN_underdog_40-44,10,B,False,255,20,11,7,4,224,4.3,63.6,-157.7,-1.62
WTA_MAIN_underdog_40-44,15,A,False,255,26,5,1,4,224,2.0,20.0,-402.0,-1.88
WTA_MAIN_underdog_40-44,15,B,False,255,26,5,2,3,224,2.0,40.0,-294.0,-1.37
WTA_MAIN_underdog_40-44,20,A,False,255,26,5,1,4,224,2.0,20.0,-377.0,-1.76
WTA_MAIN_underdog_40-44,20,B,False,255,26,5,1,4,224,2.0,20.0,-397.0,-1.85
WTA_MAIN_underdog_40-44,25,A,False,255,26,5,1,4,224,2.0,20.0,-352.0,-1.64
WTA_MAIN_underdog_40-44,25,B,False,255,26,5,1,4,224,2.0,20.0,-377.0,-1.76
WTA_MAIN_underdog_45-49,3,A,True,220,10,26,18,8,184,11.8,69.2,-84.8,-2.13
WTA_MAIN_underdog_45-49,3,B,True,220,10,26,18,8,184,11.8,69.2,-95.2,-2.39
WTA_MAIN_underdog_45-49,5,A,True,219,9,24,18,6,186,11.0,75.0,-25.0,-0.58
WTA_MAIN_underdog_45-49,5,B,True,219,9,24,18,6,186,11.0,75.0,-43.7,-1.02
WTA_MAIN_underdog_45-49,7,A,True,219,10,23,17,6,186,10.5,73.9,-24.3,-0.54
WTA_MAIN_underdog_45-49,7,B,True,219,10,23,17,6,186,10.5,73.9,-50.2,-1.12
WTA_MAIN_underdog_45-49,10,A,True,219,15,18,12,6,186,8.2,66.7,-71.7,-1.25
WTA_MAIN_underdog_45-49,10,B,True,219,15,18,13,5,186,8.2,72.2,-60.3,-1.05
WTA_MAIN_underdog_45-49,15,A,True,219,17,16,10,6,186,7.3,62.5,-82.5,-1.28
WTA_MAIN_underdog_45-49,15,B,True,219,17,16,11,5,186,7.3,68.8,-80.6,-1.25
WTA_MAIN_underdog_45-49,20,A,True,219,22,11,5,6,186,5.0,45.5,-204.1,-2.18
WTA_MAIN_underdog_45-49,20,B,True,219,22,11,6,5,186,5.0,54.5,-180.9,-1.93
WTA_MAIN_underdog_45-49,25,A,True,219,22,11,5,6,186,5.0,45.5,-179.1,-1.91
WTA_MAIN_underdog_45-49,25,B,True,219,22,11,6,5,186,5.0,54.5,-169.5,-1.81
