leader_cell,underdog_cell,n_paired_matches,exit_combo,both_win_pct,leader_win_pct,underdog_win_pct,combined_avg_pnl_c,combined_roi_pct
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,both_+20c,66.7,100.0,66.7,314.2,24.12
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,L+10_U+15,66.7,100.0,66.7,147.5,11.32
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,L+10_U+20,66.7,100.0,66.7,189.2,14.52
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,L+10_Uhold99,16.7,100.0,16.7,-9.2,-0.7
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,L+15_U+10,83.3,100.0,83.3,235,18.04
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,L+15_Uhold99,16.7,100.0,16.7,53.3,4.09
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,Lhold99_U+10,66.7,83.3,83.3,215,16.51
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,6,Lhold99_U+15,50.0,83.3,66.7,190,14.59
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,both_hold99,0.0,0.0,100.0,0,0.0
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,both_+7c,0.0,0.0,100.0,-900,-60.61
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,both_+10c,0.0,0.0,100.0,-855,-57.58
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,both_+15c,0.0,0.0,100.0,-780,-52.53
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,both_+20c,0.0,0.0,100.0,-705,-47.47
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,L+10_U+15,0.0,0.0,100.0,-780,-52.53
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,L+10_U+20,0.0,0.0,100.0,-705,-47.47
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,L+10_Uhold99,0.0,0.0,100.0,0,0.0
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,L+15_U+10,0.0,0.0,100.0,-855,-57.58
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,L+15_Uhold99,0.0,0.0,100.0,0,0.0
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,Lhold99_U+10,0.0,0.0,100.0,-855,-57.58
ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,1,Lhold99_U+15,0.0,0.0,100.0,-780,-52.53
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,both_hold99,0.0,66.7,33.3,-45.8,-3.62
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,both_+7c,66.7,100.0,66.7,33.3,2.63
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,both_+10c,66.7,100.0,66.7,90.8,7.17
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,both_+15c,50.0,83.3,66.7,-10.8,-0.85
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,both_+20c,33.3,66.7,66.7,-121.7,-9.6
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,L+10_U+15,66.7,100.0,66.7,132.5,10.45
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,L+10_U+20,66.7,100.0,66.7,174.2,13.74
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,L+10_Uhold99,33.3,100.0,33.3,235,18.54
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,L+15_U+10,50.0,83.3,66.7,-52.5,-4.14
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,L+15_Uhold99,16.7,83.3,33.3,91.7,7.23
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,Lhold99_U+10,33.3,66.7,66.7,-190,-14.99
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,6,Lhold99_U+15,33.3,66.7,66.7,-148.3,-11.7
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,both_hold99,100.0,100.0,100.0,330,26.4
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,both_+7c,100.0,100.0,100.0,140,11.2
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,both_+10c,100.0,100.0,100.0,200,16.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,both_+15c,100.0,100.0,100.0,375,30.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,both_+20c,100.0,100.0,100.0,500,40.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,L+10_U+15,100.0,100.0,100.0,325,26.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,L+10_U+20,100.0,100.0,100.0,400,32.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,L+10_Uhold99,100.0,100.0,100.0,190,15.2
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,L+15_U+10,100.0,100.0,100.0,250,20.0
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,L+15_Uhold99,100.0,100.0,100.0,240,19.2
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,Lhold99_U+10,100.0,100.0,100.0,340,27.2
ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,1,Lhold99_U+15,100.0,100.0,100.0,465,37.2
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,both_hold99,0.0,66.7,33.3,48.3,3.58
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,both_+7c,66.7,100.0,66.7,-30,-2.22
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,both_+10c,66.7,100.0,66.7,30,2.22
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,both_+15c,33.3,100.0,33.3,-90,-6.67
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,both_+20c,0.0,66.7,33.3,-358.3,-26.54
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,L+10_U+15,33.3,100.0,33.3,-148.3,-10.99
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,L+10_U+20,33.3,100.0,33.3,-123.3,-9.14
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,L+10_Uhold99,33.3,100.0,33.3,116.7,8.64
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,L+15_U+10,66.7,100.0,66.7,88.3,6.54
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,L+15_Uhold99,33.3,100.0,33.3,175,12.96
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,Lhold99_U+10,33.3,66.7,66.7,-38.3,-2.84
WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,3,Lhold99_U+15,0.0,66.7,33.3,-216.7,-16.05
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,both_hold99,0.0,0.0,100.0,255,20.73
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,both_+7c,100.0,100.0,100.0,210,17.07
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,both_+10c,100.0,100.0,100.0,300,24.39
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,both_+15c,100.0,100.0,100.0,450,36.59
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,both_+20c,0.0,0.0,100.0,-390,-31.71
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,L+10_U+15,100.0,100.0,100.0,375,30.49
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,L+10_U+20,100.0,100.0,100.0,450,36.59
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,L+10_Uhold99,100.0,100.0,100.0,1095,89.02
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,L+15_U+10,100.0,100.0,100.0,375,30.49
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,L+15_Uhold99,100.0,100.0,100.0,1170,95.12
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,Lhold99_U+10,0.0,0.0,100.0,-540,-43.9
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,1,Lhold99_U+15,0.0,0.0,100.0,-465,-37.8
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,both_hold99,0.0,42.1,52.6,74.2,5.71
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,both_+7c,73.7,94.7,73.7,8.2,0.63
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,both_+10c,57.9,78.9,73.7,-51.8,-3.99
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,both_+15c,42.1,63.2,73.7,-81.1,-6.24
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,both_+20c,42.1,63.2,73.7,13.4,1.03
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,L+10_U+15,57.9,78.9,73.7,4.5,0.34
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,L+10_U+20,57.9,78.9,73.7,63.4,4.88
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,L+10_Uhold99,36.8,78.9,52.6,170.8,13.14
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,L+15_U+10,42.1,63.2,73.7,-137.4,-10.57
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,L+15_Uhold99,21.1,63.2,52.6,85.3,6.56
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,Lhold99_U+10,21.1,42.1,73.7,-148.4,-11.42
WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,19,Lhold99_U+15,21.1,42.1,73.7,-92.1,-7.09
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,both_hold99,0.0,50.0,50.0,205,16.02
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,both_+7c,100.0,100.0,100.0,157.5,12.3
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,both_+10c,100.0,100.0,100.0,225,17.58
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,both_+15c,100.0,100.0,100.0,337.5,26.37
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,both_+20c,100.0,100.0,100.0,497.5,38.87
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,L+10_U+15,100.0,100.0,100.0,275,21.48
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,L+10_U+20,100.0,100.0,100.0,372.5,29.1
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,L+10_Uhold99,50.0,100.0,50.0,472.5,36.91
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,L+15_U+10,100.0,100.0,100.0,287.5,22.46
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,L+15_Uhold99,50.0,100.0,50.0,535,41.8
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,Lhold99_U+10,50.0,50.0,100.0,-42.5,-3.32
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,2,Lhold99_U+15,50.0,50.0,100.0,7.5,0.59
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,both_hold99,20.0,60.0,40.0,246,17.31
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,both_+7c,80.0,80.0,80.0,149,10.49
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,both_+10c,60.0,60.0,80.0,11,0.77
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,both_+15c,60.0,60.0,80.0,106,7.46
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,both_+20c,60.0,60.0,80.0,201,14.14
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,L+10_U+15,60.0,60.0,80.0,66,4.64
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,L+10_U+20,60.0,60.0,80.0,121,8.52
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,L+10_Uhold99,20.0,60.0,40.0,65,4.57
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,L+15_U+10,60.0,60.0,80.0,51,3.59
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,L+15_Uhold99,20.0,60.0,40.0,105,7.39
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,Lhold99_U+10,60.0,60.0,80.0,192,13.51
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,5,Lhold99_U+15,60.0,60.0,80.0,247,17.38
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,both_hold99,0.0,100.0,0.0,-35,-2.3
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,both_+7c,100.0,100.0,100.0,205,13.49
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,both_+10c,100.0,100.0,100.0,295,19.41
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,both_+15c,100.0,100.0,100.0,445,29.28
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,both_+20c,100.0,100.0,100.0,595,39.14
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,L+10_U+15,100.0,100.0,100.0,370,24.34
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,L+10_U+20,100.0,100.0,100.0,445,29.28
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,L+10_Uhold99,0.0,100.0,0.0,-485,-31.91
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,L+15_U+10,100.0,100.0,100.0,370,24.34
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,L+15_Uhold99,0.0,100.0,0.0,-410,-26.97
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,Lhold99_U+10,100.0,100.0,100.0,745,49.01
WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,1,Lhold99_U+15,100.0,100.0,100.0,820,53.95
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,both_hold99,0.0,80.0,0.0,2,0.15
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,both_+7c,60.0,80.0,60.0,16,1.16
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,both_+10c,50.0,80.0,50.0,25,1.82
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,both_+15c,30.0,80.0,30.0,-10.5,-0.76
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,both_+20c,20.0,80.0,20.0,-5,-0.36
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,L+10_U+15,30.0,80.0,30.0,-60.5,-4.4
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,L+10_U+20,20.0,80.0,20.0,-105,-7.64
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,L+10_Uhold99,0.0,80.0,0.0,-227,-16.52
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,L+15_U+10,50.0,80.0,50.0,75,5.46
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,L+15_Uhold99,0.0,80.0,0.0,-177,-12.88
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,Lhold99_U+10,50.0,80.0,50.0,254,18.49
WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,10,Lhold99_U+15,30.0,80.0,30.0,168.5,12.26
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,both_hold99,0.0,100.0,0.0,173.8,13.96
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,both_+7c,75.0,100.0,75.0,118.8,9.54
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,both_+10c,75.0,100.0,75.0,167.5,13.45
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,both_+15c,75.0,100.0,75.0,286.2,22.99
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,both_+20c,75.0,100.0,75.0,380,30.52
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,L+10_U+15,75.0,100.0,75.0,205,16.47
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,L+10_U+20,75.0,100.0,75.0,242.5,19.48
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,L+10_Uhold99,0.0,100.0,0.0,-143.8,-11.55
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,L+15_U+10,75.0,100.0,75.0,248.8,19.98
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,L+15_Uhold99,0.0,100.0,0.0,-62.5,-5.02
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,Lhold99_U+10,75.0,100.0,75.0,485,38.96
WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,4,Lhold99_U+15,75.0,100.0,75.0,522.5,41.97
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,both_hold99,20.0,80.0,40.0,98,6.83
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,both_+7c,60.0,80.0,80.0,65,4.53
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,both_+10c,20.0,80.0,40.0,-37,-2.58
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,both_+15c,20.0,80.0,40.0,14,0.98
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,both_+20c,20.0,80.0,40.0,74,5.16
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,L+10_U+15,20.0,80.0,40.0,-55,-3.83
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,L+10_U+20,20.0,80.0,40.0,-55,-3.83
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,L+10_Uhold99,20.0,80.0,40.0,-55,-3.83
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,L+15_U+10,20.0,80.0,40.0,32,2.23
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,L+15_Uhold99,20.0,80.0,40.0,14,0.98
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,Lhold99_U+10,20.0,80.0,40.0,116,8.08
WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,5,Lhold99_U+15,20.0,80.0,40.0,98,6.83
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,both_hold99,0.0,80.0,20.0,-20,-1.52
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,both_+7c,80.0,80.0,100.0,-58,-4.4
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,both_+10c,60.0,80.0,80.0,-64,-4.86
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,both_+15c,60.0,80.0,80.0,50,3.79
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,both_+20c,60.0,80.0,80.0,139,10.55
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,L+10_U+15,60.0,80.0,80.0,-9,-0.68
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,L+10_U+20,60.0,80.0,80.0,46,3.49
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,L+10_Uhold99,0.0,80.0,20.0,-161,-12.22
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,L+15_U+10,60.0,80.0,80.0,-5,-0.38
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,L+15_Uhold99,0.0,80.0,20.0,-102,-7.74
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,Lhold99_U+10,60.0,80.0,80.0,77,5.84
WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,5,Lhold99_U+15,60.0,80.0,80.0,132,10.02
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,both_hold99,0.0,100.0,0.0,15,1.02
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,both_+7c,100.0,100.0,100.0,180,12.24
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,both_+10c,100.0,100.0,100.0,255,17.35
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,both_+15c,100.0,100.0,100.0,435,29.59
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,both_+20c,100.0,100.0,100.0,510,34.69
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,L+10_U+15,100.0,100.0,100.0,375,25.51
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,L+10_U+20,100.0,100.0,100.0,450,30.61
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,L+10_Uhold99,0.0,100.0,0.0,-45,-3.06
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,L+15_U+10,100.0,100.0,100.0,315,21.43
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,L+15_Uhold99,0.0,100.0,0.0,15,1.02
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,Lhold99_U+10,100.0,100.0,100.0,315,21.43
WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,1,Lhold99_U+15,100.0,100.0,100.0,435,29.59
