ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,62,63,62.5
2026-04-17 06:50:39 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 07:03:37 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,62,63,62.5
2026-04-17 07:39:10 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 07:46:25 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,62,61.5
2026-04-17 07:46:38 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 07:46:45 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,62,61.5
2026-04-17 07:46:58 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 07:47:03 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,62,61.5
2026-04-17 07:47:10 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,63,62.0
2026-04-17 07:47:12 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,61,62,61.5
2026-04-17 07:51:19 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,62,62,62.0
2026-04-17 08:19:47 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,63,62,62.5
2026-04-17 08:19:59 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,64,62,63.0
2026-04-17 08:20:10 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,63,62,62.5
2026-04-17 08:20:11 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,64,62,63.0
2026-04-17 08:20:17 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,63,62,62.5
2026-04-17 08:20:26 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,64,62,63.0
2026-04-17 08:20:26 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,65,62,63.5
2026-04-17 08:20:26 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,66,62,64.0
2026-04-17 08:20:27 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,67,62,64.5
2026-04-17 08:20:27 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,65,62,63.5
2026-04-17 08:20:27 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,66,62,64.0
2026-04-17 08:20:27 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,67,62,64.5
2026-04-17 08:20:28 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,64,62,63.0
2026-04-17 08:20:28 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,65,62,63.5
2026-04-17 08:20:28 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,66,62,64.0
2026-04-17 08:20:28 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,67,62,64.5
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,64,62,63.0
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,65,62,63.5
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,66,62,64.0
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,67,62,64.5
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,68,62,65.0
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,67,62,64.5
2026-04-17 08:20:29 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,68,62,65.0
2026-04-17 08:21:14 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,69,62,65.5
2026-04-17 08:21:14 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,70,62,66.0
2026-04-17 08:21:14 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,69,62,65.5
2026-04-17 08:21:14 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,70,62,66.0
2026-04-17 08:21:15 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,71,62,66.5
2026-04-17 08:21:15 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,70,62,66.0
2026-04-17 08:21:15 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,71,62,66.5
2026-04-17 08:21:15 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,72,62,67.0
2026-04-17 08:21:15 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,71,62,66.5
2026-04-17 08:21:16 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,72,62,67.0
2026-04-17 08:21:19 PM,KXATPCHALLENGERMATCH-26APR17TABZIN-TAB,71,62,66.5
