ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,57,58,57.5
2026-04-17 06:41:59 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,58,57.0
2026-04-17 06:42:05 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:09 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,58,57.0
2026-04-17 06:42:09 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:09 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:09 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:10 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:10 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:13 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:16 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:16 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:23 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:28 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,57,56.5
2026-04-17 06:42:34 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,56,56.0
2026-04-17 06:42:34 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,55,55.5
2026-04-17 06:42:47 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,54,55.0
2026-04-17 06:42:56 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,53,54.5
2026-04-17 06:43:03 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,52,54.0
2026-04-17 06:44:30 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,51,53.5
2026-04-17 06:44:30 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,52,54.0
2026-04-17 06:44:30 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,51,53.5
2026-04-17 06:44:42 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,50,53.0
2026-04-17 06:44:43 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,49,52.5
2026-04-17 06:44:52 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,48,52.0
2026-04-17 06:47:32 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,47,51.5
2026-04-17 06:47:39 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:47:54 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:47:54 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:47:55 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:47:56 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,44,50.0
2026-04-17 06:47:57 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:47:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:47:59 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:47:59 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:48:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:48:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:48:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:48:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,44,50.0
2026-04-17 06:48:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:48:01 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,46,51.0
2026-04-17 06:49:22 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,45,50.5
2026-04-17 06:49:37 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,44,50.0
2026-04-17 06:49:37 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,43,49.5
2026-04-17 06:49:37 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,42,49.0
2026-04-17 06:49:41 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,41,48.5
2026-04-17 06:49:50 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,40,48.0
2026-04-17 06:52:35 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,39,47.5
2026-04-17 06:52:47 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,38,47.0
2026-04-17 06:53:02 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,37,46.5
2026-04-17 06:53:53 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,56,36,46.0
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,36,35.5
2026-04-17 06:54:45 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,35,35.0
2026-04-17 06:54:45 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,34,34.5
2026-04-17 06:54:45 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,33,34.0
2026-04-17 06:54:45 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,32,33.5
2026-04-17 06:55:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,31,33.0
2026-04-17 06:55:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,30,32.5
2026-04-17 06:55:30 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,29,32.0
2026-04-17 06:55:30 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,28,31.5
2026-04-17 06:55:31 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,27,31.0
2026-04-17 06:56:04 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,26,30.5
2026-04-17 06:56:13 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,25,30.0
2026-04-17 06:56:23 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,24,29.5
2026-04-17 06:56:23 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,23,29.0
2026-04-17 06:56:37 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,22,28.5
2026-04-17 06:56:52 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,21,28.0
2026-04-17 06:56:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,22,28.5
2026-04-17 06:56:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,21,28.0
2026-04-17 06:56:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,22,28.5
2026-04-17 06:56:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,21,28.0
2026-04-17 06:56:59 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,20,27.5
2026-04-17 06:56:59 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,21,28.0
2026-04-17 06:57:00 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,20,27.5
2026-04-17 06:59:45 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,19,27.0
2026-04-17 07:00:28 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,18,26.5
2026-04-17 07:01:34 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,17,26.0
2026-04-17 07:03:15 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,16,25.5
2026-04-17 07:03:48 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,15,25.0
2026-04-17 07:03:48 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,14,24.5
2026-04-17 07:03:55 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,13,24.0
2026-04-17 07:44:21 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,12,23.5
2026-04-17 07:44:21 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,11,23.0
2026-04-17 07:44:21 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,12,23.5
2026-04-17 07:44:34 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,11,23.0
2026-04-17 07:44:43 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,10,22.5
2026-04-17 07:44:43 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-SOT,35,9,22.0
