ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXWTAMATCH-26APR18PODCIR-POD,16,17,16.5
2026-04-17 06:49:13 PM,KXWTAMATCH-26APR18PODCIR-POD,15,17,16.0
2026-04-17 06:49:13 PM,KXWTAMATCH-26APR18PODCIR-POD,15,16,15.5
2026-04-17 06:49:27 PM,KXWTAMATCH-26APR18PODCIR-POD,15,15,15.0
2026-04-17 06:53:56 PM,KXWTAMATCH-26APR18PODCIR-POD,14,15,14.5
2026-04-17 06:58:52 PM,KXWTAMATCH-26APR18PODCIR-POD,14,14,14.0
2026-04-17 08:52:02 PM,KXWTAMATCH-26APR18PODCIR-POD,15,14,14.5
2026-04-17 09:30:20 PM,KXWTAMATCH-26APR18PODCIR-POD,16,14,15.0
