ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,83,85,84.0
2026-04-17 06:52:14 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,83,84,83.5
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,83,84,83.5
2026-04-17 07:09:35 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,84,84,84.0
2026-04-17 07:09:44 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,83,84,83.5
2026-04-17 07:10:45 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,84,84,84.0
2026-04-17 07:11:35 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,83,84,83.5
2026-04-17 07:36:20 PM,KXATPCHALLENGERMATCH-26APR17HOLBRO-BRO,84,84,84.0
