ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,65,66,65.5
2026-04-17 06:47:17 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,65,67,66.0
2026-04-17 06:47:17 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,66,67,66.5
2026-04-17 06:47:32 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,65,67,66.0
2026-04-17 06:47:35 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,65,66,65.5
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,65,66,65.5
2026-04-17 09:34:30 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-SUN,66,66,66.0
