ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-FOM,34,35,34.5
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR18FOMSUN-FOM,34,35,34.5
