ts_et,ticker,bid,ask,mid
2026-04-17 07:24:09 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,6,94,50.0
2026-04-17 07:28:30 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,6,60,33.0
2026-04-17 07:28:30 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,6,58,32.0
2026-04-17 07:28:30 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,54,58,56.0
2026-04-17 07:31:25 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,54,57,55.5
2026-04-17 07:31:25 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,55,57,56.0
2026-04-17 07:40:44 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,56,57,56.5
2026-04-17 08:13:32 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,56,58,57.0
2026-04-17 08:56:12 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,55,58,56.5
2026-04-17 08:56:13 PM,KXATPCHALLENGERMATCH-26APR18SAFROC-ROC,55,57,56.0
