ts_et,ticker,bid,ask,mid
2026-04-17 08:34:19 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,6,94,50.0
2026-04-17 08:35:56 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,94,54.5
2026-04-17 08:41:17 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,93,54.0
2026-04-17 08:41:17 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,93,54.5
2026-04-17 08:41:18 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,92,54.0
2026-04-17 08:41:19 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,92,54.5
2026-04-17 08:41:19 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,91,54.0
2026-04-17 08:41:20 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,91,53.5
2026-04-17 08:41:20 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,90,53.0
2026-04-17 08:41:21 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,90,52.5
2026-04-17 08:41:22 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,89,52.0
2026-04-17 08:41:22 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,88,51.5
2026-04-17 08:41:23 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,88,52.0
2026-04-17 08:41:23 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,87,51.5
2026-04-17 08:41:24 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,87,51.0
2026-04-17 08:41:25 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,86,50.5
2026-04-17 08:41:25 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,85,50.0
2026-04-17 08:41:26 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,85,50.5
2026-04-17 08:41:26 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,84,50.0
2026-04-17 08:41:27 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,84,49.5
2026-04-17 08:41:27 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,83,49.0
2026-04-17 08:41:27 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,83,49.5
2026-04-17 08:41:28 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,82,49.0
2026-04-17 08:41:29 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,82,48.5
2026-04-17 08:41:29 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,81,48.0
2026-04-17 08:41:30 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,80,47.5
2026-04-17 08:41:30 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,80,48.0
2026-04-17 08:41:31 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,79,47.5
2026-04-17 08:41:31 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,79,47.0
2026-04-17 08:41:32 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,78,46.5
2026-04-17 08:41:33 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,77,46.0
2026-04-17 08:41:33 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,77,46.5
2026-04-17 08:41:34 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,76,46.0
2026-04-17 08:41:34 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,76,45.5
2026-04-17 08:41:35 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,75,45.0
2026-04-17 08:41:36 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,74,44.5
2026-04-17 08:41:36 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,73,44.0
2026-04-17 08:41:37 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,73,44.5
2026-04-17 08:41:38 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,72,44.0
2026-04-17 08:41:38 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,72,43.5
2026-04-17 08:41:39 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,71,43.0
2026-04-17 08:41:39 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,70,42.5
2026-04-17 08:41:40 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,70,43.0
2026-04-17 08:41:41 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,69,42.5
2026-04-17 08:41:41 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,69,42.0
2026-04-17 08:41:42 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,68,41.5
2026-04-17 08:41:42 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,67,41.0
2026-04-17 08:41:43 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,67,41.5
2026-04-17 08:41:44 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,15,67,41.0
2026-04-17 08:41:44 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,16,67,41.5
2026-04-17 08:42:00 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,67,42.0
2026-04-17 08:42:00 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,68,42.5
2026-04-17 08:42:00 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,94,55.5
2026-04-17 08:42:00 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,17,69,43.0
2026-04-17 08:42:01 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,18,69,43.5
2026-04-17 08:42:02 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,19,69,44.0
2026-04-17 08:42:03 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,20,69,44.5
2026-04-17 08:42:03 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,21,69,45.0
2026-04-17 08:42:04 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,22,69,45.5
2026-04-17 08:42:04 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,23,69,46.0
2026-04-17 08:42:05 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,24,69,46.5
2026-04-17 08:42:05 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,25,69,47.0
2026-04-17 08:42:06 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,26,69,47.5
2026-04-17 08:42:06 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,27,69,48.0
2026-04-17 08:42:07 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,28,69,48.5
2026-04-17 08:42:07 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,29,69,49.0
2026-04-17 08:42:08 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,30,69,49.5
2026-04-17 08:42:08 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,31,69,50.0
2026-04-17 08:42:09 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,32,69,50.5
2026-04-17 08:42:09 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,33,69,51.0
2026-04-17 08:42:10 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,34,69,51.5
2026-04-17 08:42:11 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,35,69,52.0
2026-04-17 08:42:11 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,36,69,52.5
2026-04-17 08:42:12 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,37,69,53.0
2026-04-17 08:42:12 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,38,69,53.5
2026-04-17 08:42:13 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,39,69,54.0
2026-04-17 08:42:13 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,40,69,54.5
2026-04-17 08:42:14 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,41,69,55.0
2026-04-17 08:42:14 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,42,69,55.5
2026-04-17 08:42:15 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,43,69,56.0
2026-04-17 08:42:15 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,44,69,56.5
2026-04-17 08:42:16 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,45,69,57.0
2026-04-17 08:42:17 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,46,69,57.5
2026-04-17 08:42:17 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,47,69,58.0
2026-04-17 08:42:18 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,48,69,58.5
2026-04-17 08:42:18 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,49,69,59.0
2026-04-17 08:42:57 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,49,70,59.5
2026-04-17 08:42:58 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,50,70,60.0
2026-04-17 08:43:00 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,51,70,60.5
2026-04-17 08:43:01 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,51,71,61.0
2026-04-17 08:43:01 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,51,94,72.5
2026-04-17 08:43:01 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,51,90,70.5
2026-04-17 08:43:01 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,52,90,71.0
2026-04-17 08:43:02 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,51,90,70.5
2026-04-17 08:43:02 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,6,90,48.0
2026-04-17 08:43:02 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,49,90,69.5
2026-04-17 08:43:04 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,50,90,70.0
2026-04-17 08:43:04 PM,KXATPCHALLENGERMATCH-26APR18ROYHOU-ROY,49,90,69.5
