ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:20 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,44,44,44.0
2026-04-17 06:42:24 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:27 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,41,44,42.5
2026-04-17 06:42:27 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:27 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:27 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:27 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:28 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,41,44,42.5
2026-04-17 06:42:28 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:28 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,42,44,43.0
2026-04-17 06:42:29 PM,KXATPCHALLENGERMATCH-26APR17SOTPRA-PRA,43,44,43.5
