ts_et,ticker,bid,ask,mid
2026-04-17 06:41:58 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 06:53:56 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 06:54:48 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,37,36.5
2026-04-17 06:54:48 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 06:59:06 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,37,36.5
2026-04-17 06:59:06 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:00:17 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,37,36.5
2026-04-17 07:00:17 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:02:17 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,37,36.5
2026-04-17 07:02:17 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:28 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:28 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:28 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:28 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:29 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:29 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:29 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:29 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:30 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:30 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:30 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:31 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:31 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:31 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:32 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:32 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:32 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:32 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:33 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:33 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:33 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:33 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:34 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:34 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:34 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 07:49:35 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,37,36.0
2026-04-17 07:49:35 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 09:11:46 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,36,36.0
2026-04-17 09:22:14 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 09:22:15 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,36,36.0
2026-04-17 09:22:16 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,35,36,35.5
2026-04-17 09:41:54 PM,KXATPCHALLENGERMATCH-26APR18BOLYUN-BOL,36,36,36.0
