ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783799741,2026-07-11 03:55:41 PM,70459.0,8,200,93,200
1783800052,2026-07-11 04:00:52 PM,70148.0,8,213,93,200
1783801706,2026-07-11 04:28:26 PM,68494.0,8,213,93,557
1783801706,2026-07-11 04:28:26 PM,68494.0,8,213,92,313
1783803114,2026-07-11 04:51:54 PM,67086.0,9,499,92,313
1783803114,2026-07-11 04:51:54 PM,67086.0,9,499,91,1500
1783803114,2026-07-11 04:51:54 PM,67086.0,9,749,91,1500
1783803114,2026-07-11 04:51:54 PM,67086.0,9,749,91,1750
1783803114,2026-07-11 04:51:54 PM,67086.0,9,849,91,1750
1783803114,2026-07-11 04:51:54 PM,67086.0,9,849,91,1950
1783803131,2026-07-11 04:52:11 PM,67069.0,9,861,91,1950
1783803133,2026-07-11 04:52:13 PM,67067.0,9,611,91,1950
1783803133,2026-07-11 04:52:13 PM,67067.0,10,250,91,1950
1783803133,2026-07-11 04:52:13 PM,67067.0,10,350,91,1950
1783803136,2026-07-11 04:52:16 PM,67064.0,10,350,91,2228
1783803136,2026-07-11 04:52:16 PM,67064.0,10,350,90,250
1783803166,2026-07-11 04:52:46 PM,67034.0,10,350,89,90
1783803190,2026-07-11 04:53:10 PM,67010.0,10,360,89,90
1783803191,2026-07-11 04:53:11 PM,67009.0,10,859,89,90
1783803191,2026-07-11 04:53:11 PM,67009.0,10,859,88,1500
1783803191,2026-07-11 04:53:11 PM,67009.0,10,859,87,76
1783803201,2026-07-11 04:53:21 PM,66999.0,10,859,87,268
1783803201,2026-07-11 04:53:21 PM,66999.0,10,859,86,179
1783803201,2026-07-11 04:53:21 PM,66999.0,10,859,85,66
1783803212,2026-07-11 04:53:32 PM,66988.0,10,859,85,232
1783803212,2026-07-11 04:53:32 PM,66988.0,10,859,84,157
1783803212,2026-07-11 04:53:32 PM,66988.0,10,859,83,58
1783803222,2026-07-11 04:53:42 PM,66978.0,10,859,83,205
1783803222,2026-07-11 04:53:42 PM,66978.0,10,859,82,139
1783803253,2026-07-11 04:54:13 PM,66947.0,10,859,81,200
1783803263,2026-07-11 04:54:23 PM,66937.0,10,859,81,332
1783803263,2026-07-11 04:54:23 PM,66937.0,10,859,80,125
1783806779,2026-07-11 05:52:59 PM,63421.0,13,36,80,125
1783806780,2026-07-11 05:53:00 PM,63420.0,14,499,80,125
1783806780,2026-07-11 05:53:00 PM,63420.0,14,749,80,125
1783806780,2026-07-11 05:53:00 PM,63420.0,14,849,80,125
1783806846,2026-07-11 05:54:06 PM,63354.0,14,350,80,125
1783806846,2026-07-11 05:54:06 PM,63354.0,14,100,80,125
1783806846,2026-07-11 05:54:06 PM,63354.0,10,759,80,125
1783806846,2026-07-11 05:54:06 PM,63354.0,10,859,80,125
1783807179,2026-07-11 05:59:39 PM,63021.0,13,36,80,125
1783807180,2026-07-11 05:59:40 PM,63020.0,14,499,80,125
1783807180,2026-07-11 05:59:40 PM,63020.0,14,749,80,125
1783807180,2026-07-11 05:59:40 PM,63020.0,14,849,80,125
1783807414,2026-07-11 06:03:34 PM,62786.0,17,36,80,125
1783807415,2026-07-11 06:03:35 PM,62785.0,18,499,80,125
1783807415,2026-07-11 06:03:35 PM,62785.0,18,749,80,125
1783807415,2026-07-11 06:03:35 PM,62785.0,18,849,80,125
1783807507,2026-07-11 06:05:07 PM,62693.0,21,36,80,125
1783807508,2026-07-11 06:05:08 PM,62692.0,22,499,80,125
1783807508,2026-07-11 06:05:08 PM,62692.0,22,749,80,125
1783807508,2026-07-11 06:05:08 PM,62692.0,22,849,80,125
1783807558,2026-07-11 06:05:58 PM,62642.0,23,36,80,125
1783807559,2026-07-11 06:05:59 PM,62641.0,24,499,80,125
1783807559,2026-07-11 06:05:59 PM,62641.0,24,749,80,125
1783807559,2026-07-11 06:05:59 PM,62641.0,24,849,80,125
1783807598,2026-07-11 06:06:38 PM,62602.0,25,36,80,125
1783807599,2026-07-11 06:06:39 PM,62601.0,26,499,80,125
1783807600,2026-07-11 06:06:40 PM,62600.0,26,749,80,125
1783807600,2026-07-11 06:06:40 PM,62600.0,26,849,80,125
1783807646,2026-07-11 06:07:26 PM,62554.0,27,36,80,125
1783807647,2026-07-11 06:07:27 PM,62553.0,28,499,80,125
1783807647,2026-07-11 06:07:27 PM,62553.0,28,749,80,125
1783807647,2026-07-11 06:07:27 PM,62553.0,28,849,80,125
1783807741,2026-07-11 06:09:01 PM,62459.0,66,500,80,125
1783807741,2026-07-11 06:09:01 PM,62459.0,66,500,76,500
1783807751,2026-07-11 06:09:11 PM,62449.0,66,500,76,544
1783808054,2026-07-11 06:14:14 PM,62146.0,67,100,76,544
1783808069,2026-07-11 06:14:29 PM,62131.0,68,50,76,544
1783808452,2026-07-11 06:20:52 PM,61748.0,69,21,76,544
1783808452,2026-07-11 06:20:52 PM,61748.0,70,50,76,544
1783808936,2026-07-11 06:28:56 PM,61264.0,70,50,76,658
1783808956,2026-07-11 06:29:16 PM,61244.0,67,50,76,658
1783808957,2026-07-11 06:29:17 PM,61243.0,67,50,76,678
1783808979,2026-07-11 06:29:39 PM,61221.0,67,50,76,699
1783808979,2026-07-11 06:29:39 PM,61221.0,67,50,75,33
1783808982,2026-07-11 06:29:42 PM,61218.0,68,24,75,33
1783808982,2026-07-11 06:29:42 PM,61218.0,69,50,75,33
1783809458,2026-07-11 06:37:38 PM,60742.0,69,71,75,33
1783809458,2026-07-11 06:37:38 PM,60742.0,70,50,75,33
1783810061,2026-07-11 06:47:41 PM,60139.0,70,84,75,33
1783810524,2026-07-11 06:55:24 PM,59676.0,70,84,75,98
1783810537,2026-07-11 06:55:37 PM,59663.0,70,84,75,136
1783810963,2026-07-11 07:02:43 PM,59237.0,70,50,75,136
1783811902,2026-07-11 07:18:22 PM,58298.0,70,74,75,136
1783812285,2026-07-11 07:24:45 PM,57915.0,70,50,75,136
1783812678,2026-07-11 07:31:18 PM,57522.0,70,50,74,80
1783812678,2026-07-11 07:31:18 PM,57522.0,71,40,74,80
1783812678,2026-07-11 07:31:18 PM,57522.0,71,40,73,80
1783812842,2026-07-11 07:34:02 PM,57358.0,71,40,73,53
1783812842,2026-07-11 07:34:02 PM,57358.0,71,40,73,1
1783812842,2026-07-11 07:34:02 PM,57358.0,72,53,73,1
1783813633,2026-07-11 07:47:13 PM,56567.0,72,78,73,1
1783814962,2026-07-11 08:09:22 PM,55238.0,72,128,73,1
1783822656,2026-07-11 10:17:36 PM,47544.0,72,128,73,760
1783825153,2026-07-11 10:59:13 PM,45047.0,72,128,73,1
1783832530,2026-07-12 01:02:10 AM,37670.0,72,78,73,1
1783832705,2026-07-12 01:05:05 AM,37495.0,72,79,73,1
1783833631,2026-07-12 01:20:31 AM,36569.0,72,2079,73,1
1783833631,2026-07-12 01:20:31 AM,36569.0,72,79,73,1
1783833631,2026-07-12 01:20:31 AM,36569.0,72,2079,73,1
1783834933,2026-07-12 01:42:13 AM,35267.0,72,79,73,1
1783837440,2026-07-12 02:24:00 AM,32760.0,72,439,73,1
1783837441,2026-07-12 02:24:01 AM,32759.0,72,489,73,1
1783838612,2026-07-12 02:43:32 AM,31588.0,72,556,73,1
1783838612,2026-07-12 02:43:32 AM,31588.0,72,489,73,1
1783838813,2026-07-12 02:46:53 AM,31387.0,72,559,73,1
1783838813,2026-07-12 02:46:53 AM,31387.0,72,489,73,1
1783839858,2026-07-12 03:04:18 AM,30342.0,72,554,73,1
1783839864,2026-07-12 03:04:24 AM,30336.0,72,553,73,1
1783839864,2026-07-12 03:04:24 AM,30336.0,72,528,73,1
1783839864,2026-07-12 03:04:24 AM,30336.0,72,475,73,1
1783840059,2026-07-12 03:07:39 AM,30141.0,72,476,73,1
1783840665,2026-07-12 03:17:45 AM,29535.0,72,475,73,1
1783840681,2026-07-12 03:18:01 AM,29519.0,72,476,73,1
1783841285,2026-07-12 03:28:05 AM,28915.0,72,475,73,1
1783841305,2026-07-12 03:28:25 AM,28895.0,72,476,73,1
1783841906,2026-07-12 03:38:26 AM,28294.0,72,475,73,1
1783841936,2026-07-12 03:38:56 AM,28264.0,72,476,73,1
1783842541,2026-07-12 03:49:01 AM,27659.0,72,475,73,1
1783842561,2026-07-12 03:49:21 AM,27639.0,72,476,73,1
1783843163,2026-07-12 03:59:23 AM,27037.0,72,475,73,1
1783843183,2026-07-12 03:59:43 AM,27017.0,72,476,73,1
1783843784,2026-07-12 04:09:44 AM,26416.0,72,475,73,1
1783843812,2026-07-12 04:10:12 AM,26388.0,72,476,73,1
1783844420,2026-07-12 04:20:20 AM,25780.0,72,475,73,1
1783844436,2026-07-12 04:20:36 AM,25764.0,72,476,73,1
1783845039,2026-07-12 04:30:39 AM,25161.0,72,475,73,1
1783845060,2026-07-12 04:31:00 AM,25140.0,72,476,73,1
1783845663,2026-07-12 04:41:03 AM,24537.0,72,475,73,1
1783845663,2026-07-12 04:41:03 AM,24537.0,72,570,73,1
1783845691,2026-07-12 04:41:31 AM,24509.0,72,571,73,1
1783845700,2026-07-12 04:41:40 AM,24500.0,72,2071,73,1
1783845700,2026-07-12 04:41:40 AM,24500.0,72,1711,73,1
1783845700,2026-07-12 04:41:40 AM,24500.0,73,360,73,1
1783845700,2026-07-12 04:41:40 AM,24500.0,73,407,73,1
1783845700,2026-07-12 04:41:40 AM,24500.0,73,47,73,1
1783845701,2026-07-12 04:41:41 AM,24499.0,73,407,73,1
1783845701,2026-07-12 04:41:41 AM,24499.0,73,47,73,1
1783845702,2026-07-12 04:41:42 AM,24498.0,72,691,73,1
1783845704,2026-07-12 04:41:44 AM,24496.0,72,331,73,1
1783845704,2026-07-12 04:41:44 AM,24496.0,73,360,73,1
1783845704,2026-07-12 04:41:44 AM,24496.0,73,407,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,73,47,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,331,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,691,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,2691,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,2331,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,73,360,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,331,73,1
1783845928,2026-07-12 04:45:28 AM,24272.0,72,691,73,1
1783845977,2026-07-12 04:46:17 AM,24223.0,72,331,73,1
1783845977,2026-07-12 04:46:17 AM,24223.0,73,360,73,1
1783845977,2026-07-12 04:46:17 AM,24223.0,73,407,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,73,47,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,331,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,691,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,2691,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,2331,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,73,360,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,331,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,691,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,2691,73,1
1783846028,2026-07-12 04:47:08 AM,24172.0,72,691,73,1
1783846084,2026-07-12 04:48:04 AM,24116.0,72,331,73,1
1783846084,2026-07-12 04:48:04 AM,24116.0,73,360,73,1
1783846084,2026-07-12 04:48:04 AM,24116.0,73,407,73,1
1783846193,2026-07-12 04:49:53 AM,24007.0,73,47,73,1
1783846193,2026-07-12 04:49:53 AM,24007.0,72,331,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,72,691,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,72,2691,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,72,2331,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,73,360,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,72,331,73,1
1783846194,2026-07-12 04:49:54 AM,24006.0,72,691,73,1
1783846248,2026-07-12 04:50:48 AM,23952.0,72,331,73,1
1783846248,2026-07-12 04:50:48 AM,23952.0,73,360,73,1
1783846248,2026-07-12 04:50:48 AM,23952.0,73,407,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,73,47,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,691,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,2691,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,2331,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,73,360,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,331,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,691,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,2691,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,72,2331,73,1
1783846302,2026-07-12 04:51:42 AM,23898.0,73,360,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,330,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,690,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,2690,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,2330,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,73,360,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,330,73,1
1783846303,2026-07-12 04:51:43 AM,23897.0,72,690,73,1
1783846308,2026-07-12 04:51:48 AM,23892.0,73,1,73,1
1783846308,2026-07-12 04:51:48 AM,23892.0,73,48,73,1
1783846356,2026-07-12 04:52:36 AM,23844.0,73,408,73,1
1783846409,2026-07-12 04:53:29 AM,23791.0,73,48,73,1
1783846409,2026-07-12 04:53:29 AM,23791.0,73,1,73,1
1783846409,2026-07-12 04:53:29 AM,23791.0,73,361,73,1
1783846409,2026-07-12 04:53:29 AM,23791.0,73,1,73,1
1783846411,2026-07-12 04:53:31 AM,23789.0,73,48,73,1
1783846465,2026-07-12 04:54:25 AM,23735.0,73,408,73,1
1783846848,2026-07-12 05:00:48 AM,23352.0,73,408,75,482
1783846910,2026-07-12 05:01:50 AM,23290.0,73,407,75,482
1783846931,2026-07-12 05:02:11 AM,23269.0,73,408,75,482
1783847047,2026-07-12 05:04:07 AM,23153.0,73,408,75,435
1783847070,2026-07-12 05:04:30 AM,23130.0,73,408,75,482
1783847283,2026-07-12 05:08:03 AM,22917.0,73,408,75,435
1783847306,2026-07-12 05:08:26 AM,22894.0,73,408,75,482
1783847503,2026-07-12 05:11:43 AM,22697.0,73,408,75,435
1783847527,2026-07-12 05:12:07 AM,22673.0,73,408,75,482
1783847539,2026-07-12 05:12:19 AM,22661.0,73,407,75,482
1783847594,2026-07-12 05:13:14 AM,22606.0,73,408,75,482
1783847748,2026-07-12 05:15:48 AM,22452.0,73,408,75,435
1783847775,2026-07-12 05:16:15 AM,22425.0,73,408,75,482
1783847963,2026-07-12 05:19:23 AM,22237.0,73,408,75,435
1783847985,2026-07-12 05:19:45 AM,22215.0,73,408,75,482
1783848183,2026-07-12 05:23:03 AM,22017.0,73,408,75,435
1783848195,2026-07-12 05:23:15 AM,22005.0,73,407,75,435
1783848204,2026-07-12 05:23:24 AM,21996.0,73,407,75,482
1783848220,2026-07-12 05:23:40 AM,21980.0,73,408,75,482
1783848252,2026-07-12 05:24:12 AM,21948.0,73,407,75,482
1783848253,2026-07-12 05:24:13 AM,21947.0,73,408,75,482
1783848388,2026-07-12 05:26:28 AM,21812.0,73,408,75,435
1783848412,2026-07-12 05:26:52 AM,21788.0,73,408,75,482
1783848449,2026-07-12 05:27:29 AM,21751.0,73,408,75,435
1783848452,2026-07-12 05:27:32 AM,21748.0,73,408,74,9615
1783848452,2026-07-12 05:27:32 AM,21748.0,73,361,74,9615
1783848453,2026-07-12 05:27:33 AM,21747.0,73,1,74,9615
1783848453,2026-07-12 05:27:33 AM,21747.0,73,1,74,9975
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1690,74,9975
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1690,73,7999
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1410,73,7999
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1050,73,7999
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1050,73,8359
1783848453,2026-07-12 05:27:33 AM,21747.0,72,1050,73,9764
1783848454,2026-07-12 05:27:34 AM,21746.0,72,1000,73,9764
1783848454,2026-07-12 05:27:34 AM,21746.0,71,1108,73,9764
1783848454,2026-07-12 05:27:34 AM,21746.0,71,2108,73,9764
1783848455,2026-07-12 05:27:35 AM,21745.0,71,1748,73,9764
1783848455,2026-07-12 05:27:35 AM,21745.0,71,1748,73,9404
1783848455,2026-07-12 05:27:35 AM,21745.0,71,1748,72,360
1783848455,2026-07-12 05:27:35 AM,21745.0,71,6748,72,360
1783848455,2026-07-12 05:27:35 AM,21745.0,71,6748,72,410
1783848455,2026-07-12 05:27:35 AM,21745.0,71,7108,72,410
1783848455,2026-07-12 05:27:35 AM,21745.0,71,7108,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,2108,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,1748,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,6748,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,6748,72,410
1783848455,2026-07-12 05:27:35 AM,21745.0,71,1748,72,410
1783848455,2026-07-12 05:27:35 AM,21745.0,71,2108,72,410
1783848455,2026-07-12 05:27:35 AM,21745.0,71,2108,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,7108,72,50
1783848455,2026-07-12 05:27:35 AM,21745.0,71,7090,72,50
1783848456,2026-07-12 05:27:36 AM,21744.0,71,2090,72,50
1783848456,2026-07-12 05:27:36 AM,21744.0,71,1730,72,50
1783848456,2026-07-12 05:27:36 AM,21744.0,71,1730,72,410
1783848457,2026-07-12 05:27:37 AM,21743.0,71,6730,72,410
1783848457,2026-07-12 05:27:37 AM,21743.0,71,7090,72,410
1783848457,2026-07-12 05:27:37 AM,21743.0,71,7090,72,50
1783848457,2026-07-12 05:27:37 AM,21743.0,71,2090,72,50
1783848457,2026-07-12 05:27:37 AM,21743.0,71,7090,72,50
1783848457,2026-07-12 05:27:37 AM,21743.0,71,7090,73,9651
1783848457,2026-07-12 05:27:37 AM,21743.0,71,7090,73,9701
1783848458,2026-07-12 05:27:38 AM,21742.0,72,80,73,9701
1783848458,2026-07-12 05:27:38 AM,21742.0,72,1080,73,9701
1783848458,2026-07-12 05:27:38 AM,21742.0,72,1119,73,9701
1783848458,2026-07-12 05:27:38 AM,21742.0,72,1119,73,9669
1783848464,2026-07-12 05:27:44 AM,21736.0,72,119,73,9669
1783848464,2026-07-12 05:27:44 AM,21736.0,72,80,73,9669
1783848464,2026-07-12 05:27:44 AM,21736.0,72,80,73,9699
1783848468,2026-07-12 05:27:48 AM,21732.0,72,80,73,10693
1783848472,2026-07-12 05:27:52 AM,21728.0,72,80,73,9699
1783848472,2026-07-12 05:27:52 AM,21728.0,72,80,73,9649
1783848472,2026-07-12 05:27:52 AM,21728.0,72,80,73,9619
1783848472,2026-07-12 05:27:52 AM,21728.0,72,80,73,9529
1783848472,2026-07-12 05:27:52 AM,21728.0,72,80,73,9436
1783848472,2026-07-12 05:27:52 AM,21728.0,72,163,73,9436
1783848473,2026-07-12 05:27:53 AM,21727.0,72,523,73,9436
1783848473,2026-07-12 05:27:53 AM,21727.0,72,523,73,9259
1783848477,2026-07-12 05:27:57 AM,21723.0,72,523,74,1759
1783848477,2026-07-12 05:27:57 AM,21723.0,72,523,74,1709
1783848477,2026-07-12 05:27:57 AM,21723.0,72,523,74,409
1783848477,2026-07-12 05:27:57 AM,21723.0,73,80,74,409
1783848477,2026-07-12 05:27:57 AM,21723.0,73,130,74,409
1783848477,2026-07-12 05:27:57 AM,21723.0,73,490,74,409
1783848477,2026-07-12 05:27:57 AM,21723.0,73,490,74,49
1783848478,2026-07-12 05:27:58 AM,21722.0,73,967,74,49
1783848479,2026-07-12 05:27:59 AM,21721.0,73,1467,74,49
1783848482,2026-07-12 05:28:02 AM,21718.0,73,1559,74,49
1783848484,2026-07-12 05:28:04 AM,21716.0,73,1339,74,49
1783848486,2026-07-12 05:28:06 AM,21714.0,73,1542,74,49
1783848486,2026-07-12 05:28:06 AM,21714.0,73,1042,74,49
1783848487,2026-07-12 05:28:07 AM,21713.0,73,3042,74,49
1783848488,2026-07-12 05:28:08 AM,21712.0,73,3042,75,532
1783848488,2026-07-12 05:28:08 AM,21712.0,74,498,75,532
1783848488,2026-07-12 05:28:08 AM,21712.0,74,578,75,532
1783848488,2026-07-12 05:28:08 AM,21712.0,74,628,75,532
1783848488,2026-07-12 05:28:08 AM,21712.0,74,988,75,532
