cell_id,dca_drop,exit_target,strategy_AB,n_trades,win_rate,mean_roi,median_roi,p25_roi,p75_roi,max_loss,total_pnl_baby
ATP_CHALL_underdog_35-39,21,5,A,86,79.1,3.09,12.82,12.82,12.82,480,360
ATP_CHALL_underdog_35-39,21,5,B,86,81.4,2.72,12.82,12.82,12.82,480,210
ATP_CHALL_underdog_35-39,21,6,A,86,77.9,3.99,15.38,15.38,15.38,480,645
ATP_CHALL_underdog_35-39,21,6,B,86,79.1,2.07,15.38,15.38,15.38,480,-150
ATP_CHALL_underdog_35-39,21,7,A,86,76.7,4.29,17.95,16.03,17.95,480,650
ATP_CHALL_underdog_35-39,21,7,B,86,79.1,4.07,17.95,17.95,17.95,480,560
ATP_CHALL_underdog_35-39,21,8,A,86,76.7,6.34,20.51,8.97,20.51,480,1415
ATP_CHALL_underdog_35-39,21,8,B,86,79.1,5.94,20.51,20.51,20.51,480,1250
ATP_CHALL_underdog_35-39,21,9,A,86,77.9,10.3,23.08,19.87,23.08,480,2960
ATP_CHALL_underdog_35-39,21,9,B,86,79.1,7.98,23.08,23.08,23.08,480,2000
ATP_CHALL_underdog_35-39,21,10,A,86,75.6,7.49,25.64,2.56,25.64,480,1830
ATP_CHALL_underdog_35-39,21,10,B,86,79.1,8.5,25.64,25.64,25.64,480,2250
ATP_CHALL_underdog_35-39,21,11,A,86,70.9,3.43,28.21,-7.05,28.21,480,150
ATP_CHALL_underdog_35-39,21,11,B,86,74.4,4.56,28.21,-5.13,28.21,480,615
ATP_CHALL_underdog_35-39,21,12,A,86,67.4,-0.8,30.77,-100.0,30.77,480,-1500
ATP_CHALL_underdog_35-39,21,12,B,86,72.1,2.03,30.77,-5.13,30.77,480,-330
ATP_CHALL_underdog_35-39,21,13,A,86,67.4,0.59,33.33,-100.0,33.33,480,-1050
ATP_CHALL_underdog_35-39,21,13,B,86,72.1,3.83,33.33,-5.13,33.33,480,285
ATP_CHALL_underdog_35-39,21,14,A,86,64.0,-2.42,35.9,-100.0,35.9,480,-2295
ATP_CHALL_underdog_35-39,21,14,B,86,67.4,-0.72,35.9,-100.0,35.9,480,-1590
ATP_CHALL_underdog_35-39,21,15,A,86,62.8,-4.12,38.46,-100.0,38.46,480,-2980
ATP_CHALL_underdog_35-39,21,15,B,86,67.4,-0.34,38.46,-100.0,38.46,480,-1420
ATP_CHALL_underdog_35-39,22,5,A,86,79.1,2.68,12.82,12.82,12.82,475,210
ATP_CHALL_underdog_35-39,22,5,B,86,81.4,2.83,12.82,12.82,12.82,475,270
ATP_CHALL_underdog_35-39,22,6,A,86,77.9,3.6,15.38,15.38,15.38,475,495
ATP_CHALL_underdog_35-39,22,6,B,86,79.1,2.16,15.38,15.38,15.38,475,-90
ATP_CHALL_underdog_35-39,22,7,A,86,76.7,4.18,17.95,16.03,17.95,475,635
ATP_CHALL_underdog_35-39,22,7,B,86,77.9,2.78,17.95,17.95,17.95,475,65
ATP_CHALL_underdog_35-39,22,8,A,86,76.7,6.25,20.51,8.97,20.51,475,1400
ATP_CHALL_underdog_35-39,22,8,B,86,77.9,4.63,20.51,17.95,20.51,475,740
ATP_CHALL_underdog_35-39,22,9,A,86,77.9,10.25,23.08,19.87,23.08,475,2945
ATP_CHALL_underdog_35-39,22,9,B,86,77.9,6.65,23.08,19.87,23.08,475,1475
ATP_CHALL_underdog_35-39,22,10,A,86,75.6,7.41,25.64,2.56,25.64,475,1815
ATP_CHALL_underdog_35-39,22,10,B,86,76.7,5.61,25.64,8.97,25.64,475,1080
ATP_CHALL_underdog_35-39,22,11,A,86,70.9,3.35,28.21,-7.05,28.21,475,150
ATP_CHALL_underdog_35-39,22,11,B,86,72.1,1.59,28.21,-5.13,28.21,475,-570
ATP_CHALL_underdog_35-39,22,12,A,86,67.4,-0.88,30.77,-100.0,30.77,475,-1490
ATP_CHALL_underdog_35-39,22,12,B,86,69.8,-0.99,30.77,-34.62,30.77,475,-1535
ATP_CHALL_underdog_35-39,22,13,A,86,67.4,0.49,33.33,-100.0,33.33,475,-1050
ATP_CHALL_underdog_35-39,22,13,B,86,70.9,2.36,33.33,-7.05,33.33,475,-285
ATP_CHALL_underdog_35-39,22,14,A,86,64.0,-2.53,35.9,-100.0,35.9,475,-2285
ATP_CHALL_underdog_35-39,22,14,B,86,67.4,-0.54,35.9,-100.0,35.9,475,-1475
ATP_CHALL_underdog_35-39,22,15,A,86,62.8,-4.25,38.46,-100.0,38.46,475,-2975
ATP_CHALL_underdog_35-39,22,15,B,86,67.4,-0.17,38.46,-100.0,38.46,475,-1310
ATP_CHALL_underdog_35-39,23,5,A,86,79.1,2.85,12.82,12.82,12.82,470,320
ATP_CHALL_underdog_35-39,23,5,B,86,81.4,2.56,12.82,12.82,12.82,470,200
ATP_CHALL_underdog_35-39,23,6,A,86,77.9,3.79,15.38,15.38,15.38,470,615
ATP_CHALL_underdog_35-39,23,6,B,86,80.2,3.27,15.38,15.38,15.38,470,405
ATP_CHALL_underdog_35-39,23,7,A,86,76.7,4.38,17.95,16.03,17.95,470,760
ATP_CHALL_underdog_35-39,23,7,B,86,77.9,2.52,17.95,17.95,17.95,470,10
ATP_CHALL_underdog_35-39,23,8,A,86,76.7,6.47,20.51,8.97,20.51,470,1530
ATP_CHALL_underdog_35-39,23,8,B,86,77.9,4.35,20.51,17.95,20.51,470,675
ATP_CHALL_underdog_35-39,23,9,A,86,77.9,10.16,23.08,19.87,23.08,470,2920
ATP_CHALL_underdog_35-39,23,9,B,86,79.1,7.78,23.08,23.08,23.08,470,1960
ATP_CHALL_underdog_35-39,23,10,A,86,75.6,7.3,25.64,2.56,25.64,470,1790
ATP_CHALL_underdog_35-39,23,10,B,86,76.7,5.26,25.64,8.97,25.64,470,965
ATP_CHALL_underdog_35-39,23,11,A,86,70.9,3.24,28.21,-7.05,28.21,470,140
ATP_CHALL_underdog_35-39,23,11,B,86,72.1,1.24,28.21,-5.13,28.21,470,-670
ATP_CHALL_underdog_35-39,23,12,A,86,67.4,-0.99,30.77,-100.0,30.77,470,-1490
ATP_CHALL_underdog_35-39,23,12,B,86,69.8,-1.36,30.77,-34.62,30.77,470,-1640
ATP_CHALL_underdog_35-39,23,13,A,86,67.4,0.36,33.33,-100.0,33.33,470,-1060
ATP_CHALL_underdog_35-39,23,13,B,86,70.9,1.99,33.33,-7.05,33.33,470,-400
ATP_CHALL_underdog_35-39,23,14,A,86,64.0,-2.66,35.9,-100.0,35.9,470,-2285
ATP_CHALL_underdog_35-39,23,14,B,86,67.4,-0.92,35.9,-100.0,35.9,470,-1580
ATP_CHALL_underdog_35-39,23,15,A,86,62.8,-4.41,38.46,-100.0,38.46,470,-2980
ATP_CHALL_underdog_35-39,23,15,B,86,67.4,-0.55,38.46,-100.0,38.46,470,-1420
ATP_CHALL_underdog_35-39,24,5,A,86,79.1,3.03,12.82,12.82,12.82,465,430
ATP_CHALL_underdog_35-39,24,5,B,86,80.2,1.38,12.82,12.82,12.82,465,-230
ATP_CHALL_underdog_35-39,24,6,A,86,77.9,3.99,15.38,15.38,15.38,465,735
ATP_CHALL_underdog_35-39,24,6,B,86,79.1,2.07,15.38,15.38,15.38,465,-30
ATP_CHALL_underdog_35-39,24,7,A,86,76.7,4.58,17.95,16.03,17.95,465,885
ATP_CHALL_underdog_35-39,24,7,B,86,77.9,2.7,17.95,17.95,17.95,465,135
ATP_CHALL_underdog_35-39,24,8,A,86,76.7,6.69,20.51,8.97,20.51,465,1660
ATP_CHALL_underdog_35-39,24,8,B,86,77.9,4.56,20.51,17.95,20.51,465,805
ATP_CHALL_underdog_35-39,24,9,A,86,77.9,10.41,23.08,19.87,23.08,465,3050
ATP_CHALL_underdog_35-39,24,9,B,86,79.1,8.01,23.08,23.08,23.08,465,2090
ATP_CHALL_underdog_35-39,24,10,A,86,75.6,7.54,25.64,2.56,25.64,465,1925
ATP_CHALL_underdog_35-39,24,10,B,86,76.7,5.47,25.64,8.97,25.64,465,1100
ATP_CHALL_underdog_35-39,24,11,A,86,70.9,3.48,28.21,-7.05,28.21,465,295
ATP_CHALL_underdog_35-39,24,11,B,86,72.1,1.46,28.21,-5.13,28.21,465,-515
ATP_CHALL_underdog_35-39,24,12,A,86,67.4,-0.75,30.77,-100.0,30.77,465,-1320
ATP_CHALL_underdog_35-39,24,12,B,86,69.8,-1.12,30.77,-34.62,30.77,465,-1470
ATP_CHALL_underdog_35-39,24,13,A,86,67.4,0.58,33.33,-100.0,33.33,465,-895
ATP_CHALL_underdog_35-39,24,13,B,86,70.9,2.24,33.33,-7.05,33.33,465,-235
ATP_CHALL_underdog_35-39,24,14,A,86,64.0,-2.43,35.9,-100.0,35.9,465,-2105
ATP_CHALL_underdog_35-39,24,14,B,86,67.4,-0.67,35.9,-100.0,35.9,465,-1400
ATP_CHALL_underdog_35-39,24,15,A,86,62.8,-4.19,38.46,-100.0,38.46,465,-2800
ATP_CHALL_underdog_35-39,24,15,B,86,67.4,-0.29,38.46,-100.0,38.46,465,-1240
ATP_CHALL_underdog_35-39,25,5,A,86,77.9,1.18,12.82,12.82,12.82,460,-270
ATP_CHALL_underdog_35-39,25,5,B,86,79.1,0.12,12.82,12.82,12.82,460,-690
ATP_CHALL_underdog_35-39,25,6,A,86,76.7,2.12,15.38,14.1,15.38,460,25
ATP_CHALL_underdog_35-39,25,6,B,86,77.9,0.79,15.38,15.38,15.38,460,-500
ATP_CHALL_underdog_35-39,25,7,A,86,75.6,2.67,17.95,6.41,17.95,460,160
ATP_CHALL_underdog_35-39,25,7,B,86,76.7,1.38,17.95,16.03,17.95,460,-350
ATP_CHALL_underdog_35-39,25,8,A,86,75.6,4.76,20.51,2.56,20.51,460,920
ATP_CHALL_underdog_35-39,25,8,B,86,76.7,3.21,20.51,8.97,20.51,460,305
ATP_CHALL_underdog_35-39,25,9,A,86,76.7,8.45,23.08,8.97,23.08,460,2290
ATP_CHALL_underdog_35-39,25,9,B,86,77.9,6.63,23.08,19.87,23.08,460,1570
ATP_CHALL_underdog_35-39,25,10,A,86,74.4,5.92,25.64,-5.13,25.64,460,1325
ATP_CHALL_underdog_35-39,25,10,B,86,75.6,4.14,25.64,2.56,25.64,460,620
ATP_CHALL_underdog_35-39,25,11,A,86,69.8,1.83,28.21,-34.62,28.21,460,-300
ATP_CHALL_underdog_35-39,25,11,B,86,70.9,0.09,28.21,-7.05,28.21,460,-990
ATP_CHALL_underdog_35-39,25,12,A,86,66.3,-2.43,30.77,-100.0,30.77,460,-1915
ATP_CHALL_underdog_35-39,25,12,B,86,68.6,-2.51,30.77,-100.0,30.77,460,-1945
ATP_CHALL_underdog_35-39,25,13,A,86,66.3,-1.15,33.33,-100.0,33.33,460,-1510
ATP_CHALL_underdog_35-39,25,13,B,86,68.6,-0.85,33.33,-100.0,33.33,460,-1390
ATP_CHALL_underdog_35-39,25,14,A,86,62.8,-4.2,35.9,-100.0,35.9,460,-2720
ATP_CHALL_underdog_35-39,25,14,B,86,65.1,-3.82,35.9,-100.0,35.9,460,-2570
ATP_CHALL_underdog_35-39,25,15,A,86,61.6,-6.02,38.46,-100.0,38.46,460,-3430
ATP_CHALL_underdog_35-39,25,15,B,86,65.1,-3.52,38.46,-100.0,38.46,460,-2440
ATP_CHALL_underdog_40-44,20,hold99,A,83,51.8,27.5,125.0,-100.0,125.0,560,8390
ATP_CHALL_underdog_40-44,20,hold99,B,83,51.8,27.5,125.0,-100.0,125.0,560,8390
ATP_CHALL_underdog_40-44,20,1,A,83,81.9,-2.4,2.27,2.27,2.27,560,-1900
ATP_CHALL_underdog_40-44,20,1,B,83,84.3,-2.66,2.27,1.79,2.27,560,-2020
ATP_CHALL_underdog_40-44,20,2,A,83,79.5,-8.59,4.55,4.55,4.55,560,-4390
ATP_CHALL_underdog_40-44,20,2,B,83,81.9,-8.56,4.55,4.46,4.55,560,-4375
ATP_CHALL_underdog_40-44,20,3,A,83,79.5,-8.72,6.82,6.82,6.82,560,-4465
ATP_CHALL_underdog_40-44,20,3,B,83,81.9,-8.17,6.82,6.82,6.82,560,-4210
ATP_CHALL_underdog_40-44,20,4,A,83,83.1,-3.22,9.09,9.09,9.09,560,-2220
ATP_CHALL_underdog_40-44,20,4,B,83,84.3,-3.7,9.09,9.09,9.09,560,-2445
ATP_CHALL_underdog_40-44,20,5,A,83,83.1,0.08,11.36,11.36,11.36,560,-835
ATP_CHALL_underdog_40-44,20,5,B,83,84.3,-0.6,11.36,11.36,11.36,560,-1150
ATP_CHALL_underdog_40-44,21,hold99,A,83,51.8,27.38,125.0,-100.0,125.0,555,8260
ATP_CHALL_underdog_40-44,21,hold99,B,83,51.8,27.38,125.0,-100.0,125.0,555,8260
ATP_CHALL_underdog_40-44,21,1,A,83,81.9,-0.97,2.27,2.27,2.27,555,-1345
ATP_CHALL_underdog_40-44,21,1,B,83,84.3,-1.0,2.27,2.27,2.7,555,-1360
ATP_CHALL_underdog_40-44,21,2,A,83,79.5,-8.68,4.55,4.55,4.55,555,-4385
ATP_CHALL_underdog_40-44,21,2,B,83,81.9,-8.42,4.55,4.55,4.55,555,-4265
ATP_CHALL_underdog_40-44,21,3,A,83,79.5,-8.84,6.82,6.82,6.82,555,-4475
ATP_CHALL_underdog_40-44,21,3,B,83,81.9,-8.06,6.82,6.82,6.82,555,-4115
ATP_CHALL_underdog_40-44,21,4,A,83,83.1,-3.35,9.09,9.09,9.09,555,-2250
ATP_CHALL_underdog_40-44,21,4,B,83,84.3,-3.61,9.09,9.09,9.09,555,-2370
ATP_CHALL_underdog_40-44,21,5,A,83,83.1,-0.05,11.36,11.36,11.36,555,-870
ATP_CHALL_underdog_40-44,21,5,B,83,84.3,-0.51,11.36,11.36,11.36,555,-1080
ATP_CHALL_underdog_40-44,22,hold99,A,83,51.8,27.75,125.0,-100.0,125.0,550,8505
ATP_CHALL_underdog_40-44,22,hold99,B,83,51.8,27.75,125.0,-100.0,125.0,550,8505
ATP_CHALL_underdog_40-44,22,1,A,83,81.9,-0.82,2.27,2.27,2.27,550,-1235
ATP_CHALL_underdog_40-44,22,1,B,83,83.1,-2.1,2.27,2.27,2.27,550,-1820
ATP_CHALL_underdog_40-44,22,2,A,83,79.5,-8.54,4.55,4.55,4.55,550,-4270
ATP_CHALL_underdog_40-44,22,2,B,83,80.7,-9.56,4.55,4.55,4.55,550,-4735
ATP_CHALL_underdog_40-44,22,3,A,83,79.5,-8.73,6.82,6.82,6.82,550,-4370
ATP_CHALL_underdog_40-44,22,3,B,83,80.7,-9.26,6.82,6.82,6.82,550,-4610
ATP_CHALL_underdog_40-44,22,4,A,83,83.1,-3.25,9.09,9.09,9.09,550,-2160
ATP_CHALL_underdog_40-44,22,4,B,83,83.1,-4.86,9.09,9.09,9.09,550,-2895
ATP_CHALL_underdog_40-44,22,5,A,83,83.1,0.07,11.36,11.36,11.36,550,-780
ATP_CHALL_underdog_40-44,22,5,B,83,83.1,-1.77,11.36,11.36,11.36,550,-1620
ATP_CHALL_underdog_40-44,23,hold99,A,83,51.8,28.13,125.0,-100.0,125.0,545,8750
ATP_CHALL_underdog_40-44,23,hold99,B,83,51.8,28.13,125.0,-100.0,125.0,545,8750
ATP_CHALL_underdog_40-44,23,1,A,83,79.5,-3.92,2.27,2.27,2.27,545,-2595
ATP_CHALL_underdog_40-44,23,1,B,83,80.7,-4.81,2.27,1.83,2.27,545,-3000
ATP_CHALL_underdog_40-44,23,2,A,83,78.3,-10.2,4.55,4.55,4.55,545,-4970
ATP_CHALL_underdog_40-44,23,2,B,83,79.5,-11.06,4.55,4.55,4.55,545,-5360
ATP_CHALL_underdog_40-44,23,3,A,83,79.5,-8.89,6.82,6.82,6.82,545,-4395
ATP_CHALL_underdog_40-44,23,3,B,83,80.7,-9.45,6.82,6.82,6.82,545,-4650
ATP_CHALL_underdog_40-44,23,4,A,83,83.1,-3.43,9.09,9.09,9.09,545,-2205
ATP_CHALL_underdog_40-44,23,4,B,83,83.1,-5.02,9.09,9.09,9.09,545,-2925
ATP_CHALL_underdog_40-44,23,5,A,83,83.1,-0.1,11.36,11.36,11.36,545,-830
ATP_CHALL_underdog_40-44,23,5,B,83,83.1,-1.96,11.36,11.36,11.36,545,-1670
ATP_CHALL_underdog_40-44,24,hold99,A,83,51.8,27.91,125.0,-100.0,125.0,540,8600
ATP_CHALL_underdog_40-44,24,hold99,B,83,51.8,27.91,125.0,-100.0,125.0,540,8600
ATP_CHALL_underdog_40-44,24,1,A,83,79.5,-2.57,2.27,2.27,2.27,540,-2065
ATP_CHALL_underdog_40-44,24,1,B,83,80.7,-3.21,2.27,2.27,2.27,540,-2350
ATP_CHALL_underdog_40-44,24,2,A,83,78.3,-8.88,4.55,4.55,4.55,540,-4450
ATP_CHALL_underdog_40-44,24,2,B,83,79.5,-9.49,4.55,4.55,4.55,540,-4720
ATP_CHALL_underdog_40-44,24,3,A,83,79.5,-8.79,6.82,6.82,6.82,540,-4295
ATP_CHALL_underdog_40-44,24,3,B,83,80.7,-9.36,6.82,6.82,6.82,540,-4550
ATP_CHALL_underdog_40-44,24,4,A,83,83.1,-3.34,9.09,9.09,9.09,540,-2120
ATP_CHALL_underdog_40-44,24,4,B,83,83.1,-4.95,9.09,9.09,9.09,540,-2840
ATP_CHALL_underdog_40-44,24,5,A,83,83.1,0.01,11.36,11.36,11.36,540,-745
ATP_CHALL_underdog_40-44,24,5,B,83,83.1,-1.87,11.36,11.36,11.36,540,-1585
ATP_CHALL_underdog_40-44,25,hold99,A,83,51.8,27.64,125.0,-100.0,125.0,535,8440
ATP_CHALL_underdog_40-44,25,hold99,B,83,51.8,27.64,125.0,-100.0,125.0,535,8440
ATP_CHALL_underdog_40-44,25,1,A,83,79.5,-2.48,2.27,2.27,2.27,535,-1965
ATP_CHALL_underdog_40-44,25,1,B,83,80.7,-3.12,2.27,2.27,2.27,535,-2250
ATP_CHALL_underdog_40-44,25,2,A,83,78.3,-8.78,4.55,4.55,4.55,535,-4345
ATP_CHALL_underdog_40-44,25,2,B,83,79.5,-9.39,4.55,4.55,4.55,535,-4615
ATP_CHALL_underdog_40-44,25,3,A,83,79.5,-8.68,6.82,6.82,6.82,535,-4195
ATP_CHALL_underdog_40-44,25,3,B,83,80.7,-9.26,6.82,6.82,6.82,535,-4450
ATP_CHALL_underdog_40-44,25,4,A,83,83.1,-3.25,9.09,9.09,9.09,535,-2035
ATP_CHALL_underdog_40-44,25,4,B,83,83.1,-4.87,9.09,9.09,9.09,535,-2755
ATP_CHALL_underdog_40-44,25,5,A,83,83.1,0.11,11.36,11.36,11.36,535,-660
ATP_CHALL_underdog_40-44,25,5,B,83,83.1,-1.78,11.36,11.36,11.36,535,-1500
ATP_CHALL_underdog_40-44,26,hold99,A,83,51.8,27.98,125.0,-100.0,125.0,530,8675
ATP_CHALL_underdog_40-44,26,hold99,B,83,51.8,27.98,125.0,-100.0,125.0,530,8675
ATP_CHALL_underdog_40-44,26,1,A,83,79.5,-2.38,2.27,2.27,2.27,530,-1865
ATP_CHALL_underdog_40-44,26,1,B,83,80.7,-3.3,2.27,1.89,2.27,530,-2270
ATP_CHALL_underdog_40-44,26,2,A,83,78.3,-8.68,4.55,4.55,4.55,530,-4240
ATP_CHALL_underdog_40-44,26,2,B,83,79.5,-9.57,4.55,4.55,4.55,530,-4630
ATP_CHALL_underdog_40-44,26,3,A,83,79.5,-8.58,6.82,6.82,6.82,530,-4095
ATP_CHALL_underdog_40-44,26,3,B,83,80.7,-9.43,6.82,6.82,6.82,530,-4470
ATP_CHALL_underdog_40-44,26,4,A,83,83.1,-3.16,9.09,9.09,9.09,530,-1950
ATP_CHALL_underdog_40-44,26,4,B,83,84.3,-3.67,9.09,9.09,9.09,530,-2175
ATP_CHALL_underdog_40-44,26,5,A,83,83.1,0.22,11.36,11.36,11.36,530,-575
ATP_CHALL_underdog_40-44,26,5,B,83,83.1,-1.93,11.36,11.36,11.36,530,-1520
ATP_CHALL_underdog_40-44,27,hold99,A,83,51.8,28.32,125.0,-100.0,125.0,525,8910
ATP_CHALL_underdog_40-44,27,hold99,B,83,51.8,28.32,125.0,-100.0,125.0,525,8910
ATP_CHALL_underdog_40-44,27,1,A,83,79.5,-2.27,2.27,2.27,2.27,525,-1765
ATP_CHALL_underdog_40-44,27,1,B,83,80.7,-3.2,2.27,2.27,2.27,525,-2170
ATP_CHALL_underdog_40-44,27,2,A,83,78.3,-8.58,4.55,4.55,4.55,525,-4135
ATP_CHALL_underdog_40-44,27,2,B,83,79.5,-9.47,4.55,4.55,4.55,525,-4525
ATP_CHALL_underdog_40-44,27,3,A,83,79.5,-8.47,6.82,6.82,6.82,525,-3995
ATP_CHALL_underdog_40-44,27,3,B,83,80.7,-9.33,6.82,6.82,6.82,525,-4370
ATP_CHALL_underdog_40-44,27,4,A,83,83.1,-3.07,9.09,9.09,9.09,525,-1865
ATP_CHALL_underdog_40-44,27,4,B,83,84.3,-3.58,9.09,9.09,9.09,525,-2090
ATP_CHALL_underdog_40-44,27,5,A,83,83.1,0.33,11.36,11.36,11.36,525,-490
ATP_CHALL_underdog_40-44,27,5,B,83,83.1,-1.83,11.36,11.36,11.36,525,-1435
ATP_CHALL_underdog_40-44,28,hold99,A,83,51.8,27.21,125.0,-100.0,125.0,520,8315
ATP_CHALL_underdog_40-44,28,hold99,B,83,51.8,27.21,125.0,-100.0,125.0,520,8315
ATP_CHALL_underdog_40-44,28,1,A,83,79.5,-2.17,2.27,2.27,2.27,520,-1665
ATP_CHALL_underdog_40-44,28,1,B,83,80.7,-3.11,2.27,2.27,2.27,520,-2070
ATP_CHALL_underdog_40-44,28,2,A,83,78.3,-8.47,4.55,4.55,4.55,520,-4030
ATP_CHALL_underdog_40-44,28,2,B,83,79.5,-9.37,4.55,4.55,4.55,520,-4420
ATP_CHALL_underdog_40-44,28,3,A,83,79.5,-8.36,6.82,6.82,6.82,520,-3895
ATP_CHALL_underdog_40-44,28,3,B,83,80.7,-9.23,6.82,6.82,6.82,520,-4270
ATP_CHALL_underdog_40-44,28,4,A,83,83.1,-2.97,9.09,9.09,9.09,520,-1780
ATP_CHALL_underdog_40-44,28,4,B,83,84.3,-3.49,9.09,9.09,9.09,520,-2005
ATP_CHALL_underdog_40-44,28,5,A,83,83.1,0.45,11.36,11.36,11.36,520,-405
ATP_CHALL_underdog_40-44,28,5,B,83,83.1,-1.74,11.36,11.36,11.36,520,-1350
ATP_CHALL_underdog_40-44,29,hold99,A,83,51.8,25.97,125.0,-100.0,125.0,515,7700
ATP_CHALL_underdog_40-44,29,hold99,B,83,51.8,25.97,125.0,-100.0,125.0,515,7700
ATP_CHALL_underdog_40-44,29,1,A,83,79.5,-2.41,2.27,2.27,2.27,515,-1715
ATP_CHALL_underdog_40-44,29,1,B,83,80.7,-3.29,2.27,1.94,2.27,515,-2090
ATP_CHALL_underdog_40-44,29,2,A,83,78.3,-8.72,4.55,4.55,4.55,515,-4080
ATP_CHALL_underdog_40-44,29,2,B,83,78.3,-10.82,4.55,4.55,4.55,515,-4980
ATP_CHALL_underdog_40-44,29,3,A,83,79.5,-8.61,6.82,6.82,6.82,515,-3955
ATP_CHALL_underdog_40-44,29,3,B,83,79.5,-10.72,6.82,6.82,6.82,515,-4855
ATP_CHALL_underdog_40-44,29,4,A,83,83.1,-3.24,9.09,9.09,9.09,515,-1860
ATP_CHALL_underdog_40-44,29,4,B,83,83.1,-5.0,9.09,9.09,9.09,515,-2610
ATP_CHALL_underdog_40-44,29,5,A,83,83.1,0.19,11.36,11.36,11.36,515,-490
ATP_CHALL_underdog_40-44,29,5,B,83,83.1,-1.92,11.36,11.36,11.36,515,-1390
ATP_CHALL_underdog_40-44,30,hold99,A,83,51.8,26.2,125.0,-100.0,125.0,510,7915
ATP_CHALL_underdog_40-44,30,hold99,B,83,51.8,26.2,125.0,-100.0,125.0,510,7915
ATP_CHALL_underdog_40-44,30,1,A,83,78.3,-3.91,2.27,2.27,2.27,510,-2295
ATP_CHALL_underdog_40-44,30,1,B,83,79.5,-4.44,2.27,2.27,2.27,510,-2520
ATP_CHALL_underdog_40-44,30,2,A,83,77.1,-10.25,4.55,4.55,4.55,510,-4670
ATP_CHALL_underdog_40-44,30,2,B,83,77.1,-12.02,4.55,4.55,4.55,510,-5420
ATP_CHALL_underdog_40-44,30,3,A,83,78.3,-10.18,6.82,6.82,6.82,510,-4565
ATP_CHALL_underdog_40-44,30,3,B,83,78.3,-11.95,6.82,6.82,6.82,510,-5315
ATP_CHALL_underdog_40-44,30,4,A,83,81.9,-4.86,9.09,9.09,9.09,510,-2500
ATP_CHALL_underdog_40-44,30,4,B,83,81.9,-6.28,9.09,9.09,9.09,510,-3100
ATP_CHALL_underdog_40-44,30,5,A,83,81.9,-1.45,11.36,11.36,11.36,510,-1145
ATP_CHALL_underdog_40-44,30,5,B,83,81.9,-3.22,11.36,11.36,11.36,510,-1895
ATP_MAIN_leader_55-59,25,10,A,42,73.8,1.35,17.54,-0.44,17.54,730,-175
ATP_MAIN_leader_55-59,25,10,B,42,81.0,8.05,17.54,17.54,17.54,730,1880
ATP_MAIN_leader_55-59,25,11,A,42,73.8,2.11,19.3,-0.44,19.3,730,-200
ATP_MAIN_leader_55-59,25,11,B,42,83.3,12.29,19.3,19.3,19.3,730,2920
ATP_MAIN_leader_55-59,25,12,A,42,73.8,3.35,21.05,-0.44,21.05,730,110
ATP_MAIN_leader_55-59,25,12,B,42,83.3,13.72,21.05,21.05,21.05,730,3290
ATP_MAIN_leader_55-59,25,13,A,42,73.8,4.59,22.81,-0.44,22.81,730,420
ATP_MAIN_leader_55-59,25,13,B,42,81.0,12.13,22.81,22.81,22.81,730,2730
ATP_MAIN_leader_55-59,25,14,A,42,73.8,5.83,24.56,-0.44,24.56,730,730
ATP_MAIN_leader_55-59,25,14,B,42,78.6,10.43,24.56,19.74,24.56,730,2140
ATP_MAIN_leader_55-59,25,15,A,42,73.8,7.07,26.32,-0.44,26.32,730,1040
ATP_MAIN_leader_55-59,25,15,B,42,78.6,11.77,26.32,21.05,26.32,730,2480
ATP_MAIN_leader_55-59,25,16,A,42,73.8,8.31,28.07,-0.44,28.07,730,1350
ATP_MAIN_leader_55-59,25,16,B,42,78.6,13.11,28.07,22.37,28.07,730,2820
ATP_MAIN_leader_55-59,25,17,A,42,71.4,5.38,29.82,-2.19,29.82,730,500
ATP_MAIN_leader_55-59,25,17,B,42,73.8,7.04,29.82,-0.44,29.82,730,1010
ATP_MAIN_leader_55-59,25,18,A,42,69.0,2.95,31.58,-5.7,31.58,730,-315
ATP_MAIN_leader_55-59,25,18,B,42,71.4,5.05,31.58,-2.19,31.58,730,330
ATP_MAIN_leader_55-59,25,19,A,42,66.7,0.96,33.33,-13.16,33.33,730,-940
ATP_MAIN_leader_55-59,25,19,B,42,71.4,6.44,33.33,-2.19,33.33,730,740
ATP_MAIN_leader_55-59,25,20,A,42,64.3,1.1,35.09,-13.16,35.09,730,-910
ATP_MAIN_leader_55-59,25,20,B,42,69.0,6.67,35.09,-4.52,35.09,730,800
ATP_MAIN_leader_55-59,26,10,A,42,73.8,0.96,17.54,-0.44,17.54,725,-305
ATP_MAIN_leader_55-59,26,10,B,42,78.6,4.9,17.54,14.47,17.54,725,895
ATP_MAIN_leader_55-59,26,11,A,42,73.8,1.7,19.3,-0.44,19.3,725,-335
ATP_MAIN_leader_55-59,26,11,B,42,81.0,9.08,19.3,19.3,19.3,725,1915
ATP_MAIN_leader_55-59,26,12,A,42,73.8,2.93,21.05,-0.44,21.05,725,-30
ATP_MAIN_leader_55-59,26,12,B,42,81.0,10.47,21.05,21.05,21.05,725,2265
ATP_MAIN_leader_55-59,26,13,A,42,73.8,4.16,22.81,-0.44,22.81,725,275
ATP_MAIN_leader_55-59,26,13,B,42,81.0,11.85,22.81,22.81,22.81,725,2615
