cell_id,dca_drop,exit_target,strategy_AB,n_trades,win_rate,mean_roi,median_roi,p25_roi,p75_roi,max_loss,total_pnl_baby
ATP_CHALL_underdog_20-24,15,hold99,A,55,25.5,16.84,-100.0,-100.0,312.5,285,1515
ATP_CHALL_underdog_20-24,15,hold99,B,55,25.5,16.84,-100.0,-100.0,312.5,285,1515
ATP_CHALL_underdog_20-24,15,5,A,55,85.5,9.62,20.83,20.83,20.83,285,1215
ATP_CHALL_underdog_20-24,15,5,B,55,85.5,4.35,20.83,20.83,20.83,285,390
ATP_CHALL_underdog_20-24,15,10,A,55,76.4,16.99,41.67,41.67,41.67,285,2165
ATP_CHALL_underdog_20-24,15,10,B,55,76.4,10.77,41.67,41.67,41.67,285,1190
ATP_CHALL_underdog_20-24,15,15,A,55,67.3,17.87,62.5,-100.0,62.5,285,2115
ATP_CHALL_underdog_20-24,15,15,B,55,70.9,19.11,62.5,-100.0,62.5,285,2310
ATP_CHALL_underdog_20-24,15,20,A,55,56.4,12.98,83.33,-100.0,83.33,285,1330
ATP_CHALL_underdog_20-24,15,20,B,55,58.2,11.45,83.33,-100.0,83.33,285,1090
ATP_CHALL_underdog_20-24,15,25,A,55,49.1,11.95,-100.0,-100.0,104.17,285,1215
ATP_CHALL_underdog_20-24,15,25,B,55,50.9,10.42,104.17,-100.0,104.17,285,975
ATP_CHALL_underdog_20-24,15,30,A,55,45.5,14.11,-100.0,-100.0,125.0,285,1425
ATP_CHALL_underdog_20-24,15,30,B,55,47.3,13.54,-100.0,-100.0,125.0,285,1335
ATP_CHALL_underdog_20-24,20,hold99,A,55,25.5,13.65,-100.0,-100.0,312.5,260,1265
ATP_CHALL_underdog_20-24,20,hold99,B,55,25.5,13.65,-100.0,-100.0,312.5,260,1265
ATP_CHALL_underdog_20-24,20,5,A,55,83.6,7.28,20.83,20.83,20.83,260,815
ATP_CHALL_underdog_20-24,20,5,B,55,87.3,11.17,20.83,20.83,20.83,260,1370
ATP_CHALL_underdog_20-24,20,10,A,55,74.5,12.59,41.67,-100.0,41.67,260,1440
ATP_CHALL_underdog_20-24,20,10,B,55,74.5,11.12,41.67,-100.0,41.67,260,1230
ATP_CHALL_underdog_20-24,20,15,A,55,65.5,13.26,62.5,-100.0,62.5,260,1440
ATP_CHALL_underdog_20-24,20,15,B,55,65.5,11.79,62.5,-100.0,62.5,260,1230
ATP_CHALL_underdog_20-24,20,20,A,55,54.5,6.81,83.33,-100.0,83.33,260,480
ATP_CHALL_underdog_20-24,20,20,B,55,54.5,5.34,83.33,-100.0,83.33,260,270
ATP_CHALL_underdog_20-24,20,25,A,55,47.3,0.8,-100.0,-100.0,104.17,260,-345
ATP_CHALL_underdog_20-24,20,25,B,55,47.3,-1.4,-100.0,-100.0,104.17,260,-660
ATP_CHALL_underdog_20-24,20,30,A,55,43.6,2.9,-100.0,-100.0,125.0,260,-110
ATP_CHALL_underdog_20-24,20,30,B,55,43.6,0.7,-100.0,-100.0,125.0,260,-425
ATP_CHALL_underdog_20-24,25,hold99,A,55,25.5,5.0,-100.0,-100.0,312.5,240,660
ATP_CHALL_underdog_20-24,25,hold99,B,55,25.5,5.0,-100.0,-100.0,312.5,240,660
ATP_CHALL_underdog_20-24,25,5,A,55,83.6,11.82,20.83,20.83,20.83,240,1560
ATP_CHALL_underdog_20-24,25,5,B,55,83.6,11.82,20.83,20.83,20.83,240,1560
ATP_CHALL_underdog_20-24,25,10,A,55,74.5,10.61,41.67,-100.0,41.67,240,1400
ATP_CHALL_underdog_20-24,25,10,B,55,74.5,10.61,41.67,-100.0,41.67,240,1400
ATP_CHALL_underdog_20-24,25,15,A,55,65.5,10.98,62.5,-100.0,62.5,240,1450
ATP_CHALL_underdog_20-24,25,15,B,55,65.5,10.98,62.5,-100.0,62.5,240,1450
ATP_CHALL_underdog_20-24,25,20,A,55,54.5,4.24,83.33,-100.0,83.33,240,560
ATP_CHALL_underdog_20-24,25,20,B,55,54.5,4.24,83.33,-100.0,83.33,240,560
ATP_CHALL_underdog_20-24,25,25,A,55,47.3,-3.48,-100.0,-100.0,104.17,240,-460
ATP_CHALL_underdog_20-24,25,25,B,55,47.3,-3.48,-100.0,-100.0,104.17,240,-460
ATP_CHALL_underdog_20-24,25,30,A,55,43.6,-1.82,-100.0,-100.0,125.0,240,-240
ATP_CHALL_underdog_20-24,25,30,B,55,43.6,-1.82,-100.0,-100.0,125.0,240,-240
ATP_CHALL_underdog_20-24,30,hold99,A,55,25.5,5.0,-100.0,-100.0,312.5,240,660
ATP_CHALL_underdog_20-24,30,hold99,B,55,25.5,5.0,-100.0,-100.0,312.5,240,660
ATP_CHALL_underdog_20-24,30,5,A,55,83.6,11.82,20.83,20.83,20.83,240,1560
ATP_CHALL_underdog_20-24,30,5,B,55,83.6,11.82,20.83,20.83,20.83,240,1560
ATP_CHALL_underdog_20-24,30,10,A,55,74.5,10.61,41.67,-100.0,41.67,240,1400
ATP_CHALL_underdog_20-24,30,10,B,55,74.5,10.61,41.67,-100.0,41.67,240,1400
ATP_CHALL_underdog_20-24,30,15,A,55,65.5,10.98,62.5,-100.0,62.5,240,1450
ATP_CHALL_underdog_20-24,30,15,B,55,65.5,10.98,62.5,-100.0,62.5,240,1450
ATP_CHALL_underdog_20-24,30,20,A,55,54.5,4.24,83.33,-100.0,83.33,240,560
ATP_CHALL_underdog_20-24,30,20,B,55,54.5,4.24,83.33,-100.0,83.33,240,560
ATP_CHALL_underdog_20-24,30,25,A,55,47.3,-3.48,-100.0,-100.0,104.17,240,-460
ATP_CHALL_underdog_20-24,30,25,B,55,47.3,-3.48,-100.0,-100.0,104.17,240,-460
ATP_CHALL_underdog_20-24,30,30,A,55,43.6,-1.82,-100.0,-100.0,125.0,240,-240
ATP_CHALL_underdog_20-24,30,30,B,55,43.6,-1.82,-100.0,-100.0,125.0,240,-240
ATP_CHALL_underdog_25-29,,hold99,NA,54,16.7,-41.27,-100.0,-100.0,-100.0,280,-6240
ATP_CHALL_underdog_25-29,,5,NA,54,59.3,-28.31,17.86,-100.0,17.86,280,-4280
ATP_CHALL_underdog_25-29,,10,NA,54,61.1,-13.36,35.71,-100.0,35.71,280,-2020
ATP_CHALL_underdog_25-29,,15,NA,54,51.9,-16.67,53.57,-100.0,53.57,280,-2520
ATP_CHALL_underdog_25-29,,20,NA,54,40.7,-26.46,-100.0,-100.0,71.43,280,-4000
ATP_CHALL_underdog_25-29,,25,NA,54,37.0,-26.19,-100.0,-100.0,89.29,280,-3960
ATP_CHALL_underdog_25-29,,30,NA,54,33.3,-27.25,-100.0,-100.0,107.14,280,-4120
ATP_CHALL_underdog_25-29,5,hold99,A,54,16.7,-38.2,-100.0,-100.0,-100.0,395,-8325
ATP_CHALL_underdog_25-29,5,hold99,B,54,16.7,-38.2,-100.0,-100.0,-100.0,395,-8325
ATP_CHALL_underdog_25-29,5,5,A,54,72.2,-9.71,17.86,-100.0,25.32,395,-2265
ATP_CHALL_underdog_25-29,5,5,B,54,72.2,-13.09,17.72,-100.0,17.86,395,-2985
ATP_CHALL_underdog_25-29,5,10,A,54,64.8,-4.52,35.71,-100.0,44.3,395,-1300
ATP_CHALL_underdog_25-29,5,10,B,54,64.8,-7.89,35.71,-100.0,36.71,395,-2020
ATP_CHALL_underdog_25-29,5,15,A,54,53.7,-10.22,53.57,-100.0,63.29,395,-2620
ATP_CHALL_underdog_25-29,5,15,B,54,57.4,-7.27,53.57,-100.0,55.7,395,-1990
ATP_CHALL_underdog_25-29,5,20,A,54,42.6,-20.07,-100.0,-100.0,82.28,395,-4740
ATP_CHALL_underdog_25-29,5,20,B,54,44.4,-19.08,-100.0,-100.0,74.68,395,-4530
ATP_CHALL_underdog_25-29,5,25,A,54,38.9,-19.58,-100.0,-100.0,101.27,395,-4780
ATP_CHALL_underdog_25-29,5,25,B,54,38.9,-21.55,-100.0,-100.0,93.67,395,-5200
ATP_CHALL_underdog_25-29,5,30,A,54,35.2,-19.77,-100.0,-100.0,120.25,395,-4595
ATP_CHALL_underdog_25-29,5,30,B,54,35.2,-21.88,-100.0,-100.0,112.66,395,-5045
ATP_CHALL_underdog_25-29,10,hold99,A,54,16.7,-34.72,-100.0,-100.0,-100.0,370,-7075
ATP_CHALL_underdog_25-29,10,hold99,B,54,16.7,-34.72,-100.0,-100.0,-100.0,370,-7075
ATP_CHALL_underdog_25-29,10,5,A,54,68.5,-12.68,17.86,-100.0,33.78,370,-2780
ATP_CHALL_underdog_25-29,10,5,B,54,68.5,-16.28,17.86,-100.0,21.62,370,-3500
ATP_CHALL_underdog_25-29,10,10,A,54,64.8,-2.22,35.71,-100.0,54.05,370,-900
ATP_CHALL_underdog_25-29,10,10,B,54,64.8,-6.27,35.71,-100.0,41.89,370,-1710
ATP_CHALL_underdog_25-29,10,15,A,54,53.7,-8.06,53.57,-100.0,74.32,370,-2195
ATP_CHALL_underdog_25-29,10,15,B,54,55.6,-8.43,53.57,-100.0,62.16,370,-2270
ATP_CHALL_underdog_25-29,10,20,A,54,42.6,-18.56,-100.0,-100.0,71.43,370,-4390
ATP_CHALL_underdog_25-29,10,20,B,54,46.3,-14.28,-50.0,-100.0,74.18,370,-3535
ATP_CHALL_underdog_25-29,10,25,A,54,38.9,-17.47,-100.0,-100.0,89.29,370,-4205
ATP_CHALL_underdog_25-29,10,25,B,54,40.7,-16.2,-100.0,-100.0,89.29,370,-3950
ATP_CHALL_underdog_25-29,10,30,A,54,35.2,-17.71,-100.0,-100.0,107.14,370,-4220
ATP_CHALL_underdog_25-29,10,30,B,54,35.2,-20.19,-100.0,-100.0,107.14,370,-4715
ATP_CHALL_underdog_25-29,15,hold99,A,54,16.7,-33.58,-100.0,-100.0,-100.0,345,-6685
ATP_CHALL_underdog_25-29,15,hold99,B,54,16.7,-33.58,-100.0,-100.0,-100.0,345,-6685
ATP_CHALL_underdog_25-29,15,5,A,54,64.8,-17.01,17.86,-100.0,17.86,345,-3330
ATP_CHALL_underdog_25-29,15,5,B,54,66.7,-18.79,17.86,-100.0,17.86,345,-3660
ATP_CHALL_underdog_25-29,15,10,A,54,63.0,-4.29,35.71,-100.0,35.71,345,-1245
ATP_CHALL_underdog_25-29,15,10,B,54,64.8,-6.46,35.71,-100.0,37.66,345,-1650
ATP_CHALL_underdog_25-29,15,15,A,54,53.7,-6.4,53.57,-100.0,53.57,345,-1720
ATP_CHALL_underdog_25-29,15,15,B,54,53.7,-11.23,53.57,-100.0,53.57,345,-2620
ATP_CHALL_underdog_25-29,15,20,A,54,42.6,-17.76,-100.0,-100.0,71.43,345,-3940
ATP_CHALL_underdog_25-29,15,20,B,54,50.0,-7.13,35.71,-100.0,71.43,345,-1960
ATP_CHALL_underdog_25-29,15,25,A,54,38.9,-16.59,-100.0,-100.0,89.29,345,-3780
ATP_CHALL_underdog_25-29,15,25,B,54,38.9,-19.81,-100.0,-100.0,89.29,345,-4380
ATP_CHALL_underdog_25-29,15,30,A,54,35.2,-16.74,-100.0,-100.0,107.14,345,-3820
ATP_CHALL_underdog_25-29,15,30,B,54,35.2,-19.96,-100.0,-100.0,107.14,345,-4420
ATP_CHALL_underdog_25-29,20,hold99,A,54,16.7,-36.37,-100.0,-100.0,-100.0,320,-6855
ATP_CHALL_underdog_25-29,20,hold99,B,54,16.7,-36.37,-100.0,-100.0,-100.0,320,-6855
ATP_CHALL_underdog_25-29,20,5,A,54,63.0,-19.17,17.86,-100.0,17.86,320,-3425
ATP_CHALL_underdog_25-29,20,5,B,54,63.0,-23.42,17.86,-100.0,17.86,320,-4160
ATP_CHALL_underdog_25-29,20,10,A,54,63.0,-4.56,35.71,-100.0,35.71,320,-1120
ATP_CHALL_underdog_25-29,20,10,B,54,63.0,-9.42,35.71,-100.0,35.71,320,-1960
ATP_CHALL_underdog_25-29,20,15,A,54,53.7,-6.71,53.57,-100.0,53.57,320,-1570
ATP_CHALL_underdog_25-29,20,15,B,54,53.7,-11.57,53.57,-100.0,53.57,320,-2410
ATP_CHALL_underdog_25-29,20,20,A,54,42.6,-17.33,-100.0,-100.0,71.43,320,-3440
ATP_CHALL_underdog_25-29,20,20,B,54,46.3,-13.86,-50.0,-100.0,71.43,320,-2840
ATP_CHALL_underdog_25-29,20,25,A,54,38.9,-16.11,-100.0,-100.0,89.29,320,-3280
ATP_CHALL_underdog_25-29,20,25,B,54,38.9,-19.76,-100.0,-100.0,89.29,320,-3910
ATP_CHALL_underdog_25-29,20,30,A,54,35.2,-16.22,-100.0,-100.0,107.14,320,-3320
ATP_CHALL_underdog_25-29,20,30,B,54,35.2,-19.87,-100.0,-100.0,107.14,320,-3950
ATP_CHALL_underdog_25-29,25,hold99,A,54,16.7,-40.18,-100.0,-100.0,-100.0,295,-6690
ATP_CHALL_underdog_25-29,25,hold99,B,54,16.7,-40.18,-100.0,-100.0,-100.0,295,-6690
ATP_CHALL_underdog_25-29,25,5,A,54,63.0,-22.09,17.86,-100.0,17.86,295,-3575
ATP_CHALL_underdog_25-29,25,5,B,54,63.0,-23.6,17.86,-100.0,17.86,295,-3815
ATP_CHALL_underdog_25-29,25,10,A,54,63.0,-7.65,35.71,-100.0,35.71,295,-1370
ATP_CHALL_underdog_25-29,25,10,B,54,63.0,-9.91,35.71,-100.0,35.71,295,-1730
ATP_CHALL_underdog_25-29,25,15,A,54,53.7,-10.21,53.57,-100.0,53.57,295,-1820
ATP_CHALL_underdog_25-29,25,15,B,54,53.7,-12.47,53.57,-100.0,53.57,295,-2180
ATP_CHALL_underdog_25-29,25,20,A,54,42.6,-19.24,-100.0,-100.0,71.43,295,-3265
ATP_CHALL_underdog_25-29,25,20,B,54,42.6,-21.5,-100.0,-100.0,71.43,295,-3625
ATP_CHALL_underdog_25-29,25,25,A,54,38.9,-18.23,-100.0,-100.0,89.29,295,-3130
ATP_CHALL_underdog_25-29,25,25,B,54,38.9,-20.49,-100.0,-100.0,89.29,295,-3490
ATP_CHALL_underdog_25-29,25,30,A,54,35.2,-16.91,-100.0,-100.0,107.14,295,-2920
ATP_CHALL_underdog_25-29,25,30,B,54,35.2,-19.92,-100.0,-100.0,107.14,295,-3400
ATP_CHALL_underdog_25-29,30,hold99,A,54,16.7,-41.27,-100.0,-100.0,-100.0,280,-6240
ATP_CHALL_underdog_25-29,30,hold99,B,54,16.7,-41.27,-100.0,-100.0,-100.0,280,-6240
ATP_CHALL_underdog_25-29,30,5,A,54,59.3,-28.31,17.86,-100.0,17.86,280,-4280
ATP_CHALL_underdog_25-29,30,5,B,54,59.3,-28.31,17.86,-100.0,17.86,280,-4280
ATP_CHALL_underdog_25-29,30,10,A,54,61.1,-13.36,35.71,-100.0,35.71,280,-2020
ATP_CHALL_underdog_25-29,30,10,B,54,61.1,-13.36,35.71,-100.0,35.71,280,-2020
ATP_CHALL_underdog_25-29,30,15,A,54,51.9,-16.67,53.57,-100.0,53.57,280,-2520
ATP_CHALL_underdog_25-29,30,15,B,54,51.9,-16.67,53.57,-100.0,53.57,280,-2520
ATP_CHALL_underdog_25-29,30,20,A,54,40.7,-26.46,-100.0,-100.0,71.43,280,-4000
ATP_CHALL_underdog_25-29,30,20,B,54,40.7,-26.46,-100.0,-100.0,71.43,280,-4000
ATP_CHALL_underdog_25-29,30,25,A,54,37.0,-26.19,-100.0,-100.0,89.29,280,-3960
ATP_CHALL_underdog_25-29,30,25,B,54,37.0,-26.19,-100.0,-100.0,89.29,280,-3960
ATP_CHALL_underdog_25-29,30,30,A,54,33.3,-27.25,-100.0,-100.0,107.14,280,-4120
ATP_CHALL_underdog_25-29,30,30,B,54,33.3,-27.25,-100.0,-100.0,107.14,280,-4120
ATP_CHALL_underdog_30-34,,hold99,NA,80,30.0,-14.51,-100.0,-100.0,200.0,330,-3830
ATP_CHALL_underdog_30-34,,5,NA,80,71.2,-3.83,15.15,-100.0,15.15,330,-1010
ATP_CHALL_underdog_30-34,,10,NA,80,65.0,-4.66,30.3,-100.0,30.3,330,-1230
ATP_CHALL_underdog_30-34,,15,NA,80,57.5,-10.8,45.45,-100.0,45.45,330,-2850
ATP_CHALL_underdog_30-34,,20,NA,80,50.0,-18.45,1.52,-100.0,60.61,330,-4870
ATP_CHALL_underdog_30-34,,25,NA,80,45.0,-20.04,-100.0,-100.0,75.76,330,-5290
ATP_CHALL_underdog_30-34,,30,NA,80,42.5,-18.37,-100.0,-100.0,90.91,330,-4850
ATP_CHALL_underdog_30-34,5,hold99,A,80,30.0,-10.95,-100.0,-100.0,200.0,470,-5220
ATP_CHALL_underdog_30-34,5,hold99,B,80,30.0,-10.95,-100.0,-100.0,200.0,470,-5220
ATP_CHALL_underdog_30-34,5,5,A,80,73.8,-9.93,15.15,-12.88,21.28,470,-4120
ATP_CHALL_underdog_30-34,5,5,B,80,73.8,-13.04,14.89,-12.88,14.89,470,-5290
ATP_CHALL_underdog_30-34,5,10,A,80,65.0,-9.87,33.77,-100.0,37.23,470,-4160
ATP_CHALL_underdog_30-34,5,10,B,80,66.2,-11.42,30.85,-100.0,30.85,470,-4745
ATP_CHALL_underdog_30-34,5,15,A,80,57.5,-11.26,45.45,-100.0,53.19,470,-4790
ATP_CHALL_underdog_30-34,5,15,B,80,61.2,-8.47,45.45,-100.0,46.81,470,-3740
ATP_CHALL_underdog_30-34,5,20,A,80,50.0,-14.94,1.52,-100.0,69.15,470,-6110
ATP_CHALL_underdog_30-34,5,20,B,80,52.5,-13.43,50.52,-100.0,62.77,470,-5540
ATP_CHALL_underdog_30-34,5,25,A,80,45.0,-16.56,-100.0,-100.0,85.11,470,-6740
ATP_CHALL_underdog_30-34,5,25,B,80,47.5,-14.41,-57.58,-100.0,78.72,470,-5930
ATP_CHALL_underdog_30-34,5,30,A,80,42.5,-14.86,-100.0,-100.0,101.06,470,-6205
ATP_CHALL_underdog_30-34,5,30,B,80,43.8,-14.58,-100.0,-100.0,94.68,470,-6100
ATP_CHALL_underdog_30-34,10,hold99,A,80,30.0,-9.68,-100.0,-100.0,200.0,445,-5750
ATP_CHALL_underdog_30-34,10,hold99,B,80,30.0,-9.68,-100.0,-100.0,200.0,445,-5750
ATP_CHALL_underdog_30-34,10,5,A,80,73.8,-4.99,15.15,-12.88,28.09,445,-2855
ATP_CHALL_underdog_30-34,10,5,B,80,76.2,-4.56,15.15,10.61,17.98,445,-2705
ATP_CHALL_underdog_30-34,10,10,A,80,65.0,-7.51,30.3,-100.0,44.94,445,-3940
ATP_CHALL_underdog_30-34,10,10,B,80,68.8,-4.99,30.3,-100.0,34.83,445,-3040
ATP_CHALL_underdog_30-34,10,15,A,80,57.5,-10.67,45.45,-100.0,47.6,445,-5090
ATP_CHALL_underdog_30-34,10,15,B,80,62.5,-5.44,45.45,-100.0,51.69,445,-3230
ATP_CHALL_underdog_30-34,10,20,A,80,50.0,-13.97,1.52,-100.0,60.61,445,-6285
ATP_CHALL_underdog_30-34,10,20,B,80,52.5,-12.16,54.46,-100.0,68.54,445,-5640
ATP_CHALL_underdog_30-34,10,25,A,80,45.0,-15.65,-100.0,-100.0,75.76,445,-7040
ATP_CHALL_underdog_30-34,10,25,B,80,47.5,-13.17,-57.58,-100.0,75.76,445,-6155
ATP_CHALL_underdog_30-34,10,30,A,80,42.5,-13.63,-100.0,-100.0,90.91,445,-6405
ATP_CHALL_underdog_30-34,10,30,B,80,42.5,-15.77,-100.0,-100.0,90.91,445,-7170
ATP_CHALL_underdog_30-34,15,hold99,A,80,30.0,-10.86,-100.0,-100.0,200.0,420,-6535
ATP_CHALL_underdog_30-34,15,hold99,B,80,30.0,-10.86,-100.0,-100.0,200.0,420,-6535
ATP_CHALL_underdog_30-34,15,5,A,80,73.8,0.34,15.15,-12.88,15.15,420,-1150
ATP_CHALL_underdog_30-34,15,5,B,80,73.8,-2.56,15.15,-12.88,15.15,420,-2125
ATP_CHALL_underdog_30-34,15,10,A,80,65.0,-2.74,30.3,-100.0,30.3,420,-2385
ATP_CHALL_underdog_30-34,15,10,B,80,68.8,-0.55,30.3,-100.0,34.36,420,-1650
ATP_CHALL_underdog_30-34,15,15,A,80,57.5,-8.57,45.45,-100.0,45.45,420,-4320
ATP_CHALL_underdog_30-34,15,15,B,80,60.0,-7.41,45.45,-100.0,45.45,420,-3930
ATP_CHALL_underdog_30-34,15,20,A,80,50.0,-13.85,1.52,-100.0,60.61,420,-6060
ATP_CHALL_underdog_30-34,15,20,B,80,52.5,-12.24,58.87,-100.0,60.61,420,-5520
ATP_CHALL_underdog_30-34,15,25,A,80,45.0,-15.82,-100.0,-100.0,75.76,420,-6940
ATP_CHALL_underdog_30-34,15,25,B,80,48.8,-10.95,-10.61,-100.0,75.76,420,-5305
ATP_CHALL_underdog_30-34,15,30,A,80,42.5,-13.39,-100.0,-100.0,90.91,420,-6205
ATP_CHALL_underdog_30-34,15,30,B,80,42.5,-15.84,-100.0,-100.0,90.91,420,-7030
ATP_CHALL_underdog_30-34,20,hold99,A,80,30.0,-13.56,-100.0,-100.0,200.0,395,-6910
ATP_CHALL_underdog_30-34,20,hold99,B,80,30.0,-13.56,-100.0,-100.0,200.0,395,-6910
ATP_CHALL_underdog_30-34,20,5,A,80,73.8,1.24,15.15,-12.88,15.15,395,-735
ATP_CHALL_underdog_30-34,20,5,B,80,73.8,-0.75,15.15,-12.88,15.15,395,-1365
ATP_CHALL_underdog_30-34,20,10,A,80,65.0,-2.18,30.3,-100.0,30.3,395,-2020
ATP_CHALL_underdog_30-34,20,10,B,80,68.8,0.95,30.3,-100.0,30.3,395,-1030
ATP_CHALL_underdog_30-34,20,15,A,80,57.5,-8.03,45.45,-100.0,45.45,395,-3880
ATP_CHALL_underdog_30-34,20,15,B,80,58.8,-8.08,45.45,-100.0,45.45,395,-3895
ATP_CHALL_underdog_30-34,20,20,A,80,50.0,-15.4,1.52,-100.0,60.61,395,-6140
ATP_CHALL_underdog_30-34,20,20,B,80,52.5,-13.02,46.97,-100.0,60.61,395,-5390
ATP_CHALL_underdog_30-34,20,25,A,80,45.0,-17.81,-100.0,-100.0,75.76,395,-7120
ATP_CHALL_underdog_30-34,20,25,B,80,48.8,-11.88,-10.61,-100.0,75.76,395,-5245
ATP_CHALL_underdog_30-34,20,30,A,80,42.5,-15.95,-100.0,-100.0,90.91,395,-6710
ATP_CHALL_underdog_30-34,20,30,B,80,45.0,-11.97,-100.0,-100.0,90.91,395,-5450
ATP_CHALL_underdog_30-34,25,hold99,A,80,30.0,-13.24,-100.0,-100.0,200.0,370,-5535
ATP_CHALL_underdog_30-34,25,hold99,B,80,30.0,-13.24,-100.0,-100.0,200.0,370,-5535
ATP_CHALL_underdog_30-34,25,5,A,80,72.5,-1.41,15.15,-78.79,15.15,370,-1130
ATP_CHALL_underdog_30-34,25,5,B,80,72.5,-2.22,15.15,-78.79,15.15,370,-1370
ATP_CHALL_underdog_30-34,25,10,A,80,65.0,-2.46,30.3,-100.0,30.3,370,-1570
ATP_CHALL_underdog_30-34,25,10,B,80,65.0,-4.08,30.3,-100.0,30.3,370,-2050
ATP_CHALL_underdog_30-34,25,15,A,80,57.5,-8.34,45.45,-100.0,45.45,370,-3330
ATP_CHALL_underdog_30-34,25,15,B,80,57.5,-9.96,45.45,-100.0,45.45,370,-3810
ATP_CHALL_underdog_30-34,25,20,A,80,50.0,-15.73,1.52,-100.0,60.61,370,-5490
ATP_CHALL_underdog_30-34,25,20,B,80,51.2,-15.08,21.21,-100.0,60.61,370,-5295
ATP_CHALL_underdog_30-34,25,25,A,80,45.0,-18.55,-100.0,-100.0,75.76,370,-6470
ATP_CHALL_underdog_30-34,25,25,B,80,47.5,-14.3,-57.58,-100.0,75.76,370,-5210
ATP_CHALL_underdog_30-34,25,30,A,80,42.5,-16.76,-100.0,-100.0,90.91,370,-6060
ATP_CHALL_underdog_30-34,25,30,B,80,45.0,-12.0,-100.0,-100.0,90.91,370,-4650
ATP_CHALL_underdog_30-34,30,hold99,A,80,30.0,-12.88,-100.0,-100.0,200.0,345,-4145
ATP_CHALL_underdog_30-34,30,hold99,B,80,30.0,-12.88,-100.0,-100.0,200.0,345,-4145
ATP_CHALL_underdog_30-34,30,5,A,80,71.2,-3.2,15.15,-100.0,15.15,345,-1150
ATP_CHALL_underdog_30-34,30,5,B,80,71.2,-3.74,15.15,-100.0,15.15,345,-1300
ATP_CHALL_underdog_30-34,30,10,A,80,65.0,-3.95,30.3,-100.0,30.3,345,-1420
ATP_CHALL_underdog_30-34,30,10,B,80,65.0,-4.49,30.3,-100.0,30.3,345,-1570
ATP_CHALL_underdog_30-34,30,15,A,80,57.5,-10.0,45.45,-100.0,45.45,345,-3105
ATP_CHALL_underdog_30-34,30,15,B,80,57.5,-10.55,45.45,-100.0,45.45,345,-3255
ATP_CHALL_underdog_30-34,30,20,A,80,50.0,-17.57,1.52,-100.0,60.61,345,-5175
ATP_CHALL_underdog_30-34,30,20,B,80,51.2,-15.78,21.21,-100.0,60.61,345,-4680
ATP_CHALL_underdog_30-34,30,25,A,80,45.0,-19.08,-100.0,-100.0,75.76,345,-5630
ATP_CHALL_underdog_30-34,30,25,B,80,46.2,-17.02,-100.0,-100.0,75.76,345,-5060
ATP_CHALL_underdog_30-34,30,30,A,80,42.5,-17.33,-100.0,-100.0,90.91,345,-5195
ATP_CHALL_underdog_30-34,30,30,B,80,42.5,-17.88,-100.0,-100.0,90.91,345,-5345
ATP_CHALL_underdog_35-39,,hold99,NA,86,37.2,-3.52,-100.0,-100.0,153.85,390,-1180
ATP_CHALL_underdog_35-39,,5,NA,86,76.7,0.36,12.82,12.82,12.82,390,120
ATP_CHALL_underdog_35-39,,10,NA,86,73.3,1.61,25.64,-5.13,25.64,390,540
ATP_CHALL_underdog_35-39,,15,NA,86,60.5,-10.2,38.46,-100.0,38.46,390,-3420
ATP_CHALL_underdog_35-39,,20,NA,86,55.8,-9.93,51.28,-100.0,51.28,390,-3330
ATP_CHALL_underdog_35-39,,25,NA,86,52.3,-8.94,37.18,-100.0,64.1,390,-3000
ATP_CHALL_underdog_35-39,,30,NA,86,48.8,-8.86,-5.13,-100.0,76.92,390,-2970
ATP_CHALL_underdog_35-39,5,hold99,A,86,37.2,-0.52,-100.0,-100.0,165.18,560,-2155
ATP_CHALL_underdog_35-39,5,hold99,B,86,37.2,-0.52,-100.0,-100.0,165.18,560,-2155
ATP_CHALL_underdog_35-39,5,5,A,86,81.4,0.9,12.82,12.82,17.86,560,-410
ATP_CHALL_underdog_35-39,5,5,B,86,82.6,0.16,12.5,12.5,12.82,560,-770
ATP_CHALL_underdog_35-39,5,10,A,86,75.6,2.81,25.64,6.08,31.25,560,625
ATP_CHALL_underdog_35-39,5,10,B,86,77.9,3.12,25.89,21.79,25.89,560,775
ATP_CHALL_underdog_35-39,5,15,A,86,62.8,-5.66,38.46,-100.0,44.64,560,-3585
ATP_CHALL_underdog_35-39,5,15,B,86,67.4,-1.43,38.46,-100.0,39.29,560,-1545
ATP_CHALL_underdog_35-39,5,20,A,86,55.8,-8.46,51.28,-100.0,58.04,560,-5020
ATP_CHALL_underdog_35-39,5,20,B,86,55.8,-10.52,51.28,-100.0,52.68,560,-6010
ATP_CHALL_underdog_35-39,5,25,A,86,52.3,-7.28,37.18,-100.0,71.43,560,-4625
ATP_CHALL_underdog_35-39,5,25,B,86,52.3,-9.21,37.18,-100.0,66.07,560,-5555
ATP_CHALL_underdog_35-39,5,30,A,86,48.8,-7.11,-5.13,-100.0,84.82,560,-4805
ATP_CHALL_underdog_35-39,5,30,B,86,51.2,-4.68,10.04,-100.0,79.46,560,-3635
ATP_CHALL_underdog_35-39,10,hold99,A,86,37.2,0.62,-100.0,-100.0,153.85,535,-2890
ATP_CHALL_underdog_35-39,10,hold99,B,86,37.2,0.62,-100.0,-100.0,153.85,535,-2890
