ts_epoch,anchor,level_cents
1784434536,FIRST_ACTION,
1784448368,DEEP_GAP_WITHHOLD_FIRST,
1784448368,DEEP_GAP_WITHHOLD_LAST_LIFT,
1784476540,JOIN_ARM,38
1784477100,TERMINAL_REST_AT_EDGE,39
