ts_epoch,ts_et,bid_1,bid_1_sz,ask_1,ask_1_sz
1784468966,2026-07-19 09:49:26 AM,37,22,42,2058
1784468981,2026-07-19 09:49:41 AM,37,22,42,2061
1784468988,2026-07-19 09:49:48 AM,38,100,42,2061
1784469008,2026-07-19 09:50:08 AM,38,100,41,100
1784469041,2026-07-19 09:50:41 AM,37,19,42,2058
1784469043,2026-07-19 09:50:43 AM,38,100,42,2058
1784469046,2026-07-19 09:50:46 AM,38,100,42,2060
1784469047,2026-07-19 09:50:47 AM,38,102,42,2060
1784469068,2026-07-19 09:51:08 AM,38,102,41,100
1784469150,2026-07-19 09:52:30 AM,38,2,41,100
1784469153,2026-07-19 09:52:33 AM,38,2,42,2060
1784469167,2026-07-19 09:52:47 AM,37,19,42,2058
1784469167,2026-07-19 09:52:47 AM,37,19,42,2060
1784469184,2026-07-19 09:53:04 AM,38,100,41,100
1784469205,2026-07-19 09:53:25 AM,37,27,41,100
1784469210,2026-07-19 09:53:30 AM,37,27,42,2059
1784469224,2026-07-19 09:53:44 AM,37,19,42,2058
1784469224,2026-07-19 09:53:44 AM,37,19,42,2059
1784469239,2026-07-19 09:53:59 AM,38,100,41,100
1784469262,2026-07-19 09:54:22 AM,37,25,41,100
1784469266,2026-07-19 09:54:26 AM,37,25,42,2064
1784469267,2026-07-19 09:54:27 AM,37,19,42,2058
1784469267,2026-07-19 09:54:27 AM,37,19,42,2064
1784469288,2026-07-19 09:54:48 AM,37,19,42,2067
1784469289,2026-07-19 09:54:49 AM,38,100,42,2067
1784469309,2026-07-19 09:55:09 AM,38,100,41,100
1784469330,2026-07-19 09:55:30 AM,37,19,42,2058
1784469350,2026-07-19 09:55:50 AM,37,19,42,2066
1784469350,2026-07-19 09:55:50 AM,37,27,42,2066
1784469351,2026-07-19 09:55:51 AM,38,100,42,2066
1784469353,2026-07-19 09:55:53 AM,38,100,42,2076
1784469353,2026-07-19 09:55:53 AM,38,110,42,2076
1784469360,2026-07-19 09:56:00 AM,38,110,42,1676
1784469360,2026-07-19 09:56:00 AM,38,110,42,1776
1784469360,2026-07-19 09:56:00 AM,38,110,42,1876
1784469360,2026-07-19 09:56:00 AM,38,110,42,1976
1784469365,2026-07-19 09:56:05 AM,38,110,42,1668
1784469365,2026-07-19 09:56:05 AM,38,110,42,1676
1784469370,2026-07-19 09:56:10 AM,38,110,41,100
1784469371,2026-07-19 09:56:11 AM,38,110,41,110
1784469383,2026-07-19 09:56:23 AM,38,10,41,10
1784469383,2026-07-19 09:56:23 AM,38,10,41,110
1784469407,2026-07-19 09:56:47 AM,38,110,41,10
1784469435,2026-07-19 09:57:15 AM,38,110,41,110
1784469501,2026-07-19 09:58:21 AM,38,10,41,110
1784469506,2026-07-19 09:58:26 AM,38,10,41,10
1784469531,2026-07-19 09:58:51 AM,38,110,41,10
1784469531,2026-07-19 09:58:51 AM,38,110,41,110
1784469559,2026-07-19 09:59:19 AM,38,10,41,110
1784469563,2026-07-19 09:59:23 AM,38,10,41,10
1784469567,2026-07-19 09:59:27 AM,38,10,42,1558
1784469580,2026-07-19 09:59:40 AM,38,10,42,1560
1784469584,2026-07-19 09:59:44 AM,38,110,42,1560
1784469584,2026-07-19 09:59:44 AM,38,110,42,1660
1784469594,2026-07-19 09:59:54 AM,38,100,42,1660
1784469599,2026-07-19 09:59:59 AM,38,100,41,100
1784469679,2026-07-19 10:01:19 AM,37,205,41,100
1784469682,2026-07-19 10:01:22 AM,37,205,42,1560
1784469703,2026-07-19 10:01:43 AM,38,100,42,1560
1784469703,2026-07-19 10:01:43 AM,38,100,42,1660
1784469715,2026-07-19 10:01:55 AM,38,100,41,100
