ticker,cell,type,entry_price,exit_price,result,pnl_cents,pnl_dollars,ts
KXATPCHALLENGERMATCH-26APR26NICMOE-MOE,ATP_CHALL_underdog_45-49,settlement,49,1,LOSS,-480,-4.8,2026-04-26 05:48:00 AM ET
KXATPMATCH-26APR26LEHMIC-MIC,ATP_MAIN_underdog_30-34,settlement,31,1,LOSS,-300,-3.0,2026-04-26 06:13:06 AM ET
KXWTACHALLENGERMATCH-26APR26KUDFER-KUD,WTA_CHALL_leader_60-64,settlement,61,1,LOSS,-600,-6.0,2026-04-26 07:55:03 AM ET
KXATPCHALLENGERMATCH-26APR26GUNKRA-GUN,ATP_CHALL_underdog_25-29,settlement,28,1,LOSS,-270,-2.7,2026-04-26 08:41:11 AM ET
KXATPMATCH-26APR26GRIMUS-GRI,ATP_MAIN_underdog_20-24,settlement,20,1,LOSS,-190,-1.9,2026-04-26 08:56:32 AM ET
KXWTAMATCH-26APR26PEGKOS-PEG,WTA_MAIN_leader_55-59,settlement,58,1,LOSS,-570,-5.7,2026-04-26 10:50:10 AM ET
KXATPCHALLENGERMATCH-26APR26NEUFON-NEU,ATP_CHALL_leader_80-84,settlement,79,1,LOSS,-780,-7.8,2026-04-26 01:08:50 PM ET
KXATPMATCH-26APR26KOPRIN-RIN,ATP_MAIN_leader_55-59,settlement,59,1,LOSS,-580,-5.8,2026-04-26 02:44:47 PM ET
KXATPCHALLENGERMATCH-26APR26BUSSUA-BUS,ATP_CHALL_underdog_20-24,settlement,20,1,LOSS,-190,-1.9,2026-04-26 05:32:46 PM ET
KXATPCHALLENGERMATCH-26APR26ILAPEA-PEA,ATP_CHALL_underdog_10-14,settlement,14,1,LOSS,-130,-1.3,2026-04-27 12:24:12 AM ET
KXATPCHALLENGERMATCH-26APR27ORLVIT-VIT,ATP_CHALL_underdog_20-24,settlement,22,1,LOSS,-210,-2.1,2026-04-27 01:46:26 AM ET
KXATPCHALLENGERMATCH-26APR27MATJAS-JAS,ATP_CHALL_underdog_40-44,settlement,40,1,LOSS,-390,-3.9,2026-04-27 02:00:26 AM ET
KXWTACHALLENGERMATCH-26APR27MIKLAN-MIK,WTA_CHALL_underdog_40-44,settlement,43,1,LOSS,-420,-4.2,2026-04-27 02:45:06 AM ET
KXATPMATCH-26APR26DAVRUU-DAV,?,settlement,34,1,LOSS,-330,-3.3,2026-04-27 06:14:40 AM ET
KXATPCHALLENGERMATCH-26APR28DONMEJ-MEJ,ATP_CHALL_leader_70-74,settlement,74,1,LOSS,-730,-7.3,2026-04-28 05:43:24 AM ET
KXATPCHALLENGERMATCH-26APR28ARNCAR-CAR,ATP_CHALL_leader_50-54,settlement,53,1,LOSS,-520,-5.2,2026-04-28 05:44:04 AM ET
KXATPCHALLENGERMATCH-26APR28FAUMON-MON,ATP_CHALL_leader_70-74,settlement,74,1,LOSS,-730,-7.3,2026-04-28 06:03:09 AM ET
KXATPCHALLENGERMATCH-26APR28SAFCRE-CRE,ATP_CHALL_underdog_20-24,settlement,22,1,LOSS,-210,-2.1,2026-04-28 06:20:53 AM ET
KXATPCHALLENGERMATCH-26APR28BARPOT-BAR,ATP_CHALL_leader_55-59,settlement,56,1,LOSS,-550,-5.5,2026-04-28 06:58:12 AM ET
KXATPCHALLENGERMATCH-26APR28SCHCHO-SCH,ATP_CHALL_leader_55-59,settlement,57,1,LOSS,-560,-5.6,2026-04-28 07:46:17 AM ET
KXATPCHALLENGERMATCH-26APR28FATPIN-PIN,ATP_CHALL_leader_50-54,settlement,52,1,LOSS,-510,-5.1,2026-04-28 10:11:18 AM ET
KXWTAMATCH-26APR21MARSAM-SAM,?,exit,0,80,SCALP,0,,2026-04-21 05:52:33 AM ET
KXATPCHALLENGERMATCH-26APR24HARKEN-KEN,?,exit,81,96,SCALP,150,,2026-04-24 01:44:20 PM ET
KXATPCHALLENGERMATCH-26APR24FELTAB-TAB,?,exit,56,61,SCALP,50,,2026-04-24 01:50:26 PM ET
KXATPCHALLENGERMATCH-26APR24ERESTE-STE,ATP_CHALL_underdog_40-44,exit,48,54,SCALP,60,,2026-04-24 02:34:08 PM ET
KXATPCHALLENGERMATCH-26APR24BAXHEM-BAX,ATP_CHALL_underdog_35-39,exit,17,48,SCALP,310,,2026-04-24 02:39:19 PM ET
KXATPCHALLENGERMATCH-26APR24BAXHEM-HEM,?,exit,81,96,SCALP,150,,2026-04-24 02:58:59 PM ET
KXATPCHALLENGERMATCH-26APR24ERESTE-ERE,?,exit,56,61,SCALP,50,,2026-04-24 03:09:22 PM ET
KXATPCHALLENGERMATCH-26APR24ONCALK-ONC,?,exit,72,79,SCALP,70,,2026-04-24 03:45:40 PM ET
KXATPCHALLENGERMATCH-26APR24FELTAB-FEL,?,exit,44,62,SCALP,180,,2026-04-24 04:02:40 PM ET
KXATPCHALLENGERMATCH-26APR24CHABEN-BEN,ATP_CHALL_leader_55-59,exit,57,62,SCALP,50,,2026-04-24 04:53:32 PM ET
KXATPCHALLENGERMATCH-26APR24HOLRIE-HOL,ATP_CHALL_underdog_25-29,exit,38,59,SCALP,210,,2026-04-24 10:37:25 PM ET
KXWTAMATCH-26APR25BENSHN-BEN,WTA_MAIN_leader_60-64,exit,61,69,SCALP,80,,2026-04-25 05:09:47 AM ET
KXATPCHALLENGERMATCH-26APR25SKAFOM-FOM,ATP_CHALL_underdog_20-24,exit,22,48,SCALP,260,,2026-04-25 05:42:53 AM ET
KXATPMATCH-26APR24CERHAN-CER,ATP_MAIN_leader_70-74,exit,71,88,SCALP,170,,2026-04-25 05:44:48 AM ET
KXWTAMATCH-26APR25SAMBON-BON,WTA_MAIN_leader_70-74,exit,74,98,SCALP,240,,2026-04-25 06:48:29 AM ET
KXWTAMATCH-26APR25FERJOV-FER,WTA_MAIN_underdog_35-39,exit,39,50,SCALP,110,,2026-04-25 07:06:26 AM ET
KXATPMATCH-26APR25CERDAR-CER,ATP_MAIN_underdog_35-39,exit,40,52,SCALP,120,,2026-04-25 07:42:44 AM ET
KXATPMATCH-26APR24DAMMEN-MEN,?,exit,77,91,SCALP,140,,2026-04-25 07:43:21 AM ET
KXATPMATCH-26APR24NAKBLO-NAK,ATP_MAIN_underdog_40-44,exit,40,50,SCALP,100,,2026-04-25 08:41:58 AM ET
KXATPMATCH-26APR24HUMATM-HUM,ATP_MAIN_underdog_40-44,exit,44,53,SCALP,90,,2026-04-25 09:36:09 AM ET
KXWTAMATCH-26APR25BAPPAO-BAP,WTA_MAIN_underdog_40-44,exit,40,46,SCALP,60,,2026-04-25 11:32:52 AM ET
KXATPCHALLENGERMATCH-26APR25CHASTE-STE,ATP_CHALL_leader_65-69,exit,65,71,SCALP,60,,2026-04-25 01:49:05 PM ET
KXATPCHALLENGERMATCH-26APR25ONCHEM-ONC,ATP_CHALL_leader_70-74,exit,70,77,SCALP,70,,2026-04-25 03:30:59 PM ET
KXWTAMATCH-26APR25KALOSA-OSA,WTA_MAIN_leader_60-64,exit,58,66,SCALP,80,,2026-04-25 03:38:58 PM ET
KXATPMATCH-26APR24BUBTSI-TSI,ATP_MAIN_underdog_35-39,exit,37,49,SCALP,120,,2026-04-25 03:59:54 PM ET
KXATPCHALLENGERMATCH-26APR25HOLKWON-KWON,ATP_CHALL_leader_70-74,exit,72,79,SCALP,70,,2026-04-25 10:23:59 PM ET
KXATPCHALLENGERMATCH-26APR25HOLKWON-HOL,ATP_CHALL_underdog_30-34,exit,30,45,SCALP,150,,2026-04-25 11:25:20 PM ET
KXATPCHALLENGERMATCH-26APR25PEAPEL-PEA,ATP_CHALL_underdog_35-39,exit,39,50,SCALP,110,,2026-04-25 11:30:10 PM ET
KXATPCHALLENGERMATCH-26APR26FELDEL-FEL,ATP_CHALL_leader_55-59,exit,58,63,SCALP,50,,2026-04-26 12:36:09 AM ET
KXATPCHALLENGERMATCH-26APR26KUSDEL-DEL,ATP_CHALL_leader_80-84,exit,80,95,SCALP,150,,2026-04-26 01:54:25 AM ET
KXATPCHALLENGERMATCH-26APR26FELDEL-DEL,ATP_CHALL_underdog_45-49,exit,44,57,SCALP,130,,2026-04-26 02:20:47 AM ET
KXWTAMATCH-26APR25SIESON-SON,WTA_MAIN_leader_55-59,exit,59,69,SCALP,100,,2026-04-26 05:08:54 AM ET
KXWTAMATCH-26APR26SINMCC-SIN,?,exit,44,49,SCALP,50,,2026-04-26 05:09:25 AM ET
KXATPMATCH-26APR26LEHMIC-LEH,ATP_MAIN_leader_70-74,exit,69,86,SCALP,170,,2026-04-26 05:20:12 AM ET
KXWTAMATCH-26APR25CIRGAU-CIR,WTA_MAIN_underdog_20-24,exit,19,41,SCALP,220,,2026-04-26 05:29:34 AM ET
KXWTAMATCH-26APR26SINMCC-MCC,WTA_MAIN_leader_55-59,exit,56,66,SCALP,100,,2026-04-26 05:37:08 AM ET
KXWTAMATCH-26APR25SIESON-SIE,WTA_MAIN_underdog_40-44,exit,40,45,SCALP,50,,2026-04-26 06:19:09 AM ET
KXATPCHALLENGERMATCH-26APR26ZHUTAK-TAK,ATP_CHALL_underdog_25-29,exit,25,46,SCALP,210,,2026-04-26 07:20:48 AM ET
KXWTAMATCH-26APR25CIRGAU-GAU,WTA_MAIN_leader_80-84,exit,80,97,SCALP,170,,2026-04-26 07:26:04 AM ET
KXATPMATCH-26APR26PRIETC-PRI,ATP_MAIN_underdog_45-49,exit,47,51,SCALP,40,,2026-04-26 08:17:47 AM ET
KXWTAMATCH-26APR25MERPLI-MER,WTA_MAIN_leader_65-69,exit,68,91,SCALP,230,,2026-04-26 08:44:19 AM ET
KXATPMATCH-26APR26PRIETC-ETC,ATP_MAIN_leader_50-54,exit,53,65,SCALP,120,,2026-04-26 09:44:13 AM ET
KXWTAMATCH-26APR26PEGKOS-KOS,WTA_MAIN_underdog_40-44,exit,42,47,SCALP,50,,2026-04-26 09:53:29 AM ET
KXWTACHALLENGERMATCH-26APR26BELLEW-BEL,WTA_CHALL_leader_60-64,exit,60,80,SCALP,200,,2026-04-26 11:16:54 AM ET
KXATPCHALLENGERMATCH-26APR26KENBAS-KEN,ATP_CHALL_underdog_30-34,exit,32,47,SCALP,150,,2026-04-26 12:12:53 PM ET
KXATPCHALLENGERMATCH-26APR26KENBAS-BAS,ATP_CHALL_leader_70-74,exit,70,77,SCALP,70,,2026-04-26 12:31:11 PM ET
KXATPMATCH-26APR26NORTIR-TIR,ATP_MAIN_underdog_40-44,exit,43,52,SCALP,90,,2026-04-26 12:48:43 PM ET
KXATPMATCH-26APR26KOPRIN-KOP,ATP_MAIN_underdog_40-44,exit,40,50,SCALP,100,,2026-04-26 01:25:15 PM ET
KXWTAMATCH-26APR25ZHERYB-ZHE,WTA_MAIN_underdog_20-24,exit,21,43,SCALP,220,,2026-04-26 02:28:27 PM ET
KXATPCHALLENGERMATCH-26APR26ONCSTE-ONC,ATP_CHALL_leader_75-79,exit,73,92,SCALP,190,,2026-04-26 04:06:09 PM ET
KXATPMATCH-26APR26FONJOD-FON,ATP_MAIN_underdog_45-49,exit,45,50,SCALP,50,,2026-04-26 04:55:26 PM ET
KXATPMATCH-26APR26FONJOD-JOD,?,exit,54,66,SCALP,120,,2026-04-26 05:11:20 PM ET
KXWTAMATCH-26APR25POTOST-POT,WTA_MAIN_underdog_45-49,exit,76,58,SCALP,-18,,2026-04-26 05:13:12 PM ET
KXATPCHALLENGERMATCH-26APR26KUHSAN-SAN,ATP_CHALL_underdog_20-24,exit,24,39,SCALP,150,,2026-04-26 06:32:45 PM ET
KXATPCHALLENGERMATCH-26APR26SHAMOR-MOR,ATP_CHALL_underdog_20-24,exit,22,37,SCALP,135,,2026-04-27 12:06:07 AM ET
KXATPCHALLENGERMATCH-26APR26ILAPEA-ILA,ATP_CHALL_leader_80-84,exit,84,98,SCALP,140,,2026-04-27 12:22:57 AM ET
KXATPCHALLENGERMATCH-26APR27MOCCAM-MOC,ATP_CHALL_underdog_20-24,exit,22,37,SCALP,150,,2026-04-27 01:22:28 AM ET
KXATPCHALLENGERMATCH-26APR27MASDEL-MAS,ATP_CHALL_leader_65-69,exit,69,98,SCALP,290,,2026-04-27 01:27:38 AM ET
KXATPCHALLENGERMATCH-26APR27GALSWE-SWE,ATP_CHALL_underdog_40-44,exit,43,73,SCALP,300,,2026-04-27 02:38:40 AM ET
KXATPCHALLENGERMATCH-26APR27KIRFUK-FUK,ATP_CHALL_underdog_20-24,exit,20,35,SCALP,150,,2026-04-27 02:40:24 AM ET
KXATPCHALLENGERMATCH-26APR27LAJSAN-LAJ,ATP_CHALL_leader_70-74,exit,72,97,SCALP,250,,2026-04-27 03:13:16 AM ET
KXATPCHALLENGERMATCH-26APR27MILTOK-MIL,ATP_CHALL_leader_55-59,exit,55,75,SCALP,200,,2026-04-27 03:31:56 AM ET
KXATPCHALLENGERMATCH-26APR27GALSWE-GAL,ATP_CHALL_leader_55-59,exit,57,77,SCALP,200,,2026-04-27 03:43:33 AM ET
KXATPCHALLENGERMATCH-26APR27JORIAN-IAN,ATP_CHALL_underdog_35-39,exit,38,49,SCALP,110,,2026-04-27 04:24:25 AM ET
KXATPCHALLENGERMATCH-26APR27ARNCAS-ARN,ATP_CHALL_leader_85-89,exit,85,92,SCALP,70,,2026-04-27 04:38:51 AM ET
KXATPCHALLENGERMATCH-26APR27BROGAK-BRO,ATP_CHALL_underdog_35-39,exit,39,50,SCALP,110,,2026-04-27 04:51:54 AM ET
KXWTAMATCH-26APR27BENBAP-BAP,WTA_MAIN_underdog_25-29,exit,31,52,SCALP,210,,2026-04-27 05:18:51 AM ET
KXATPCHALLENGERMATCH-26APR27BERERH-ERH,ATP_CHALL_leader_55-59,exit,55,75,SCALP,160,,2026-04-27 05:21:15 AM ET
KXATPCHALLENGERMATCH-26APR27BOISIN-SIN,ATP_CHALL_leader_50-54,exit,50,66,SCALP,160,,2026-04-27 05:40:37 AM ET
KXATPCHALLENGERMATCH-26APR27PIEWIS-PIE,ATP_CHALL_leader_50-54,exit,52,67,SCALP,150,,2026-04-27 06:24:12 AM ET
KXATPCHALLENGERMATCH-26APR27CERMOL-MOL,ATP_CHALL_leader_55-59,exit,55,75,SCALP,200,,2026-04-27 07:14:19 AM ET
KXWTAMATCH-26APR27SIEPLI-PLI,WTA_MAIN_leader_60-64,exit,63,71,SCALP,80,,2026-04-27 07:27:28 AM ET
KXATPCHALLENGERMATCH-26APR27BRUKRA-BRU,ATP_CHALL_leader_70-74,exit,74,98,SCALP,240,,2026-04-27 08:26:39 AM ET
KXWTAMATCH-26APR27ANDBON-AND,WTA_MAIN_leader_80-84,exit,83,98,SCALP,150,,2026-04-27 11:18:25 AM ET
KXATPCHALLENGERMATCH-26APR28ORLPOL-POL,ATP_CHALL_leader_80-84,exit,80,95,SCALP,150,,2026-04-28 02:38:25 AM ET
KXATPCHALLENGERMATCH-26APR28ARNCAR-ARN,ATP_CHALL_underdog_45-49,exit,47,60,SCALP,130,,2026-04-28 04:11:49 AM ET
KXATPCHALLENGERMATCH-26APR28OMAYEV-YEV,ATP_CHALL_leader_65-69,exit,65,95,SCALP,300,,2026-04-28 04:16:56 AM ET
KXWTACHALLENGERMATCH-26APR28WERMAR-WER,WTA_CHALL_leader_55-59,exit,59,79,SCALP,200,,2026-04-28 05:08:39 AM ET
KXATPCHALLENGERMATCH-26APR28SAKDAL-SAK,ATP_CHALL_leader_65-69,exit,64,94,SCALP,300,,2026-04-28 05:26:35 AM ET
KXATPCHALLENGERMATCH-26APR28SAKSEG-SEG,ATP_CHALL_underdog_10-14,exit,10,40,SCALP,300,,2026-04-28 06:06:31 AM ET
KXATPCHALLENGERMATCH-26APR28REHCUE-REH,ATP_CHALL_leader_65-69,exit,67,97,SCALP,300,,2026-04-28 06:34:37 AM ET
KXWTACHALLENGERMATCH-26APR28MINMAS-MIN,WTA_CHALL_underdog_40-44,exit,40,70,SCALP,300,,2026-04-28 07:59:35 AM ET
KXATPCHALLENGERMATCH-26APR28KUZBLA-KUZ,ATP_CHALL_underdog_45-49,exit,49,62,SCALP,130,,2026-04-28 08:02:06 AM ET
KXATPCHALLENGERMATCH-26APR28WAWOFN-WAW,ATP_CHALL_underdog_35-39,exit,39,50,SCALP,110,,2026-04-28 08:18:57 AM ET
KXATPCHALLENGERMATCH-26APR28SVRGIL-GIL,ATP_CHALL_underdog_35-39,exit,37,48,SCALP,110,,2026-04-28 09:00:44 AM ET
KXATPCHALLENGERMATCH-26APR28HERMAR-MAR,ATP_CHALL_leader_55-59,exit,58,78,SCALP,200,,2026-04-28 09:27:28 AM ET
KXWTACHALLENGERMATCH-26APR28WANQUE-WAN,WTA_CHALL_leader_55-59,exit,57,77,SCALP,200,,2026-04-28 11:55:45 AM ET
KXATPCHALLENGERMATCH-26APR28FORBAR-FOR,ATP_CHALL_underdog_45-49,exit,89,60,SCALP,-29,,2026-04-28 12:10:46 PM ET
