ticker,fill_ts,cell,fill_price,exit_cents_at_fill,config_hash,config_date,days_since_config_change,outcome,pnl_cents,pnl_dollars,pnl_pct,before_apr26_retune
KXWTAMATCH-26APR25MERPLI-MER,2026-04-26 01:35:00 AM ET,WTA_MAIN_leader_65-69,68,23,73a94c31,2026-04-26 00:57,0.0,scalp,230,23.00,338.2,True
KXATPCHALLENGERMATCH-26APR26KUSDEL-DEL,2026-04-26 01:41:34 AM ET,ATP_CHALL_leader_80-84,80,15,73a94c31,2026-04-26 00:57,0.0,scalp,150,15.00,187.5,True
KXATPCHALLENGERMATCH-26APR26GULWEH-WEH,2026-04-26 02:08:11 AM ET,ATP_CHALL_underdog_20-24,21,25,73a94c31,2026-04-26 00:57,0.0,settle_loss,-200,-20.00,-952.4,True
KXATPMATCH-26APR26GRIMUS-GRI,2026-04-26 02:30:57 AM ET,ATP_MAIN_underdog_20-24,20,25,73a94c31,2026-04-26 00:57,0.1,settle_loss,-190,-19.00,-950.0,True
KXWTAMATCH-26APR26PEGKOS-KOS,2026-04-26 02:37:23 AM ET,WTA_MAIN_underdog_40-44,42,5,73a94c31,2026-04-26 00:57,0.1,scalp,50,5.00,119.0,True
KXATPMATCH-26APR26KOPRIN-RIN,2026-04-26 02:42:06 AM ET,ATP_MAIN_leader_55-59,59,13,73a94c31,2026-04-26 00:57,0.1,settle_loss,-580,-58.00,-983.1,True
KXWTACHALLENGERMATCH-26APR26ALVFAL-ALV,2026-04-26 03:16:38 AM ET,WTA_CHALL_leader_60-64,62,20,73a94c31,2026-04-26 00:57,0.1,settle_loss,-610,-61.00,-983.9,True
KXWTACHALLENGERMATCH-26APR26KUDFER-KUD,2026-04-26 03:32:13 AM ET,WTA_CHALL_leader_60-64,61,20,73a94c31,2026-04-26 00:57,0.1,settle_loss,-600,-60.00,-983.6,True
KXATPCHALLENGERMATCH-26APR26ZHUTAK-TAK,2026-04-26 03:42:07 AM ET,ATP_CHALL_underdog_25-29,25,21,73a94c31,2026-04-26 00:57,0.1,scalp,210,21.00,840.0,True
KXWTAMATCH-26APR25NOSSAM-SAM,2026-04-26 04:09:50 AM ET,WTA_MAIN_underdog_35-39,39,11,73a94c31,2026-04-26 00:57,0.1,unknown,0,0.00,0.0,True
KXATPCHALLENGERMATCH-26APR26NICMOE-MOE,2026-04-26 04:10:36 AM ET,ATP_CHALL_underdog_45-49,49,13,73a94c31,2026-04-26 00:57,0.1,settle_loss,-480,-48.00,-979.6,True
KXWTAMATCH-26APR26SINMCC-MCC,2026-04-26 04:36:42 AM ET,WTA_MAIN_leader_55-59,56,10,73a94c31,2026-04-26 00:57,0.2,scalp,100,10.00,178.6,True
KXWTAMATCH-26APR25NOSSAM-NOS,2026-04-26 04:46:39 AM ET,WTA_MAIN_leader_60-64,61,8,73a94c31,2026-04-26 00:57,0.2,unknown,0,0.00,0.0,True
KXATPCHALLENGERMATCH-26APR26GUNKRA-GUN,2026-04-26 05:48:48 AM ET,ATP_CHALL_underdog_25-29,28,21,73a94c31,2026-04-26 00:57,0.2,settle_loss,-270,-27.00,-964.3,True
KXATPMATCH-26APR26FONJOD-FON,2026-04-26 05:55:42 AM ET,ATP_MAIN_underdog_45-49,46,4,73a94c31,2026-04-26 00:57,0.2,scalp,50,5.00,108.7,True
KXWTAMATCH-26APR25POTOST-POT,2026-04-26 06:09:21 AM ET,WTA_MAIN_underdog_45-49,47,11,73a94c31,2026-04-26 00:57,0.2,scalp,-18,-1.80,-38.3,True
KXWTACHALLENGERMATCH-26APR26BELLEW-BEL,2026-04-26 08:12:29 AM ET,WTA_CHALL_leader_60-64,60,20,73a94c31,2026-04-26 00:57,0.3,scalp,200,20.00,333.3,True
KXATPMATCH-26APR26KOPRIN-KOP,2026-04-26 08:56:29 AM ET,ATP_MAIN_underdog_40-44,41,9,73a94c31,2026-04-26 00:57,0.3,scalp,100,10.00,243.9,True
KXWTAMATCH-26APR25ZHERYB-ZHE,2026-04-26 10:41:00 AM ET,WTA_MAIN_underdog_20-24,21,22,73a94c31,2026-04-26 00:57,0.4,scalp,220,22.00,1047.6,True
KXATPCHALLENGERMATCH-26APR26KENBAS-KEN,2026-04-26 11:21:34 AM ET,ATP_CHALL_underdog_30-34,32,15,73a94c31,2026-04-26 00:57,0.4,scalp,150,15.00,468.8,True
KXATPCHALLENGERMATCH-26APR26KENBAS-BAS,2026-04-26 11:22:38 AM ET,ATP_CHALL_leader_70-74,70,7,73a94c31,2026-04-26 00:57,0.4,scalp,70,7.00,100.0,True
KXATPCHALLENGERMATCH-26APR26NEUFON-NEU,2026-04-26 11:40:19 AM ET,ATP_CHALL_leader_80-84,79,15,73a94c31,2026-04-26 00:57,0.4,settle_loss,-780,-78.00,-987.3,True
KXATPCHALLENGERMATCH-26APR26ONCSTE-ONC,2026-04-26 12:22:28 PM ET,ATP_CHALL_leader_75-79,73,19,73a94c31,2026-04-26 00:57,0.5,scalp,190,19.00,260.3,True
KXATPCHALLENGERMATCH-26APR26BUSSUA-BUS,2026-04-26 12:23:09 PM ET,ATP_CHALL_underdog_20-24,20,25,73a94c31,2026-04-26 00:57,0.5,settle_loss,-190,-19.00,-950.0,True
KXWTAMATCH-26APR27SIEPLI-PLI,2026-04-26 01:03:58 PM ET,WTA_MAIN_leader_60-64,63,8,73a94c31,2026-04-26 00:57,0.5,scalp,80,8.00,127.0,True
KXATPCHALLENGERMATCH-26APR26KUHSAN-SAN,2026-04-26 03:31:26 PM ET,ATP_CHALL_underdog_20-24,24,15,af2507c6,2026-04-26 14:35,0.0,scalp,150,15.00,625.0,False
KXATPCHALLENGERMATCH-26APR26ILAPEA-PEA,2026-04-26 07:44:27 PM ET,ATP_CHALL_underdog_10-14,14,30,af2507c6,2026-04-26 14:35,0.2,settle_loss,-130,-13.00,-928.6,False
KXWTAMATCH-26APR27BENBAP-BEN,2026-04-26 08:07:34 PM ET,WTA_MAIN_leader_70-74,70,25,af2507c6,2026-04-26 14:35,0.2,unknown,0,0.00,0.0,False
KXATPCHALLENGERMATCH-26APR26ILAPEA-ILA,2026-04-26 08:53:26 PM ET,ATP_CHALL_leader_80-84,84,15,af2507c6,2026-04-26 14:35,0.3,scalp,140,14.00,166.7,False
KXATPCHALLENGERMATCH-26APR27MOCCAM-MOC,2026-04-26 09:28:30 PM ET,ATP_CHALL_underdog_20-24,22,15,af2507c6,2026-04-26 14:35,0.3,scalp,150,15.00,681.8,False
KXATPCHALLENGERMATCH-26APR27ORLVIT-VIT,2026-04-26 09:28:31 PM ET,ATP_CHALL_underdog_20-24,22,15,af2507c6,2026-04-26 14:35,0.3,settle_loss,-210,-21.00,-954.5,False
KXATPCHALLENGERMATCH-26APR26SHAMOR-MOR,2026-04-26 09:41:49 PM ET,ATP_CHALL_underdog_20-24,22,15,af2507c6,2026-04-26 14:35,0.3,scalp,135,13.50,613.6,False
KXATPCHALLENGERMATCH-26APR27GALSWE-SWE,2026-04-26 11:19:18 PM ET,ATP_CHALL_underdog_40-44,43,30,af2507c6,2026-04-26 14:35,0.4,scalp,300,30.00,697.7,False
KXATPCHALLENGERMATCH-26APR27MATJAS-JAS,2026-04-26 11:43:20 PM ET,ATP_CHALL_underdog_40-44,40,30,af2507c6,2026-04-26 14:35,0.4,settle_loss,-390,-39.00,-975.0,False
KXATPCHALLENGERMATCH-26APR27LAJSAN-LAJ,2026-04-26 11:44:07 PM ET,ATP_CHALL_leader_70-74,72,25,af2507c6,2026-04-26 14:35,0.4,scalp,250,25.00,347.2,False
KXATPCHALLENGERMATCH-26APR27MILTOK-MIL,2026-04-26 11:44:09 PM ET,ATP_CHALL_leader_55-59,55,20,af2507c6,2026-04-26 14:35,0.4,scalp,200,20.00,363.6,False
KXWTACHALLENGERMATCH-26APR27MIKLAN-MIK,2026-04-26 11:45:40 PM ET,WTA_CHALL_underdog_40-44,43,30,af2507c6,2026-04-26 14:35,0.4,settle_loss,-420,-42.00,-976.7,False
KXATPCHALLENGERMATCH-26APR27GALSWE-GAL,2026-04-26 11:45:41 PM ET,ATP_CHALL_leader_55-59,57,20,af2507c6,2026-04-26 14:35,0.4,scalp,200,20.00,350.9,False
KXWTAMATCH-26APR27ANDBON-AND,2026-04-26 11:54:38 PM ET,WTA_MAIN_leader_80-84,83,17,af2507c6,2026-04-26 14:35,0.4,scalp,150,15.00,180.7,False
KXATPCHALLENGERMATCH-26APR27MASDEL-MAS,2026-04-27 12:06:55 AM ET,ATP_CHALL_leader_65-69,69,30,af2507c6,2026-04-26 14:35,0.4,scalp,290,29.00,420.3,False
KXATPCHALLENGERMATCH-26APR27BROGAK-BRO,2026-04-27 12:36:15 AM ET,ATP_CHALL_underdog_35-39,39,11,af2507c6,2026-04-26 14:35,0.4,scalp,110,11.00,282.1,False
KXATPCHALLENGERMATCH-26APR27BERERH-ERH,2026-04-27 01:13:25 AM ET,ATP_CHALL_leader_55-59,55,20,af2507c6,2026-04-26 14:35,0.4,scalp,160,16.00,290.9,False
KXATPCHALLENGERMATCH-26APR27JORIAN-IAN,2026-04-27 01:31:35 AM ET,ATP_CHALL_underdog_35-39,38,11,af2507c6,2026-04-26 14:35,0.5,scalp,110,11.00,289.5,False
KXATPCHALLENGERMATCH-26APR27ARNCAS-ARN,2026-04-27 01:36:32 AM ET,ATP_CHALL_leader_85-89,85,7,af2507c6,2026-04-26 14:35,0.5,scalp,70,7.00,82.4,False
KXWTAMATCH-26APR27BENBAP-BAP,2026-04-27 01:38:49 AM ET,WTA_MAIN_underdog_25-29,31,21,af2507c6,2026-04-26 14:35,0.5,scalp,210,21.00,677.4,False
KXATPCHALLENGERMATCH-26APR27BOISIN-SIN,2026-04-27 01:38:51 AM ET,ATP_CHALL_leader_50-54,51,15,af2507c6,2026-04-26 14:35,0.5,scalp,160,16.00,313.7,False
KXATPCHALLENGERMATCH-26APR27KIRFUK-FUK,2026-04-27 02:13:37 AM ET,ATP_CHALL_underdog_20-24,20,15,af2507c6,2026-04-26 14:35,0.5,scalp,150,15.00,750.0,False
KXATPCHALLENGERMATCH-26APR27PIEWIS-PIE,2026-04-27 02:34:33 AM ET,ATP_CHALL_leader_50-54,52,15,af2507c6,2026-04-26 14:35,0.5,scalp,150,15.00,288.5,False
KXATPCHALLENGERMATCH-26APR27BRUKRA-BRU,2026-04-27 04:10:58 AM ET,ATP_CHALL_leader_70-74,74,25,af2507c6,2026-04-26 14:35,0.6,scalp,240,24.00,324.3,False
KXATPCHALLENGERMATCH-26APR27CERMOL-MOL,2026-04-27 04:59:05 AM ET,ATP_CHALL_leader_55-59,55,20,af2507c6,2026-04-26 14:35,0.6,scalp,200,20.00,363.6,False
KXATPCHALLENGERMATCH-26APR27WEBMON-WEB,2026-04-27 05:19:38 AM ET,ATP_CHALL_underdog_10-14,12,30,af2507c6,2026-04-26 14:35,0.6,unknown,0,0.00,0.0,False
KXWTAMATCH-26APR27POTRYB-RYB,2026-04-27 05:32:43 AM ET,WTA_MAIN_leader_85-89,87,14,af2507c6,2026-04-26 14:35,0.6,unknown,0,0.00,0.0,False
KXATPCHALLENGERMATCH-26APR27CECMIC-MIC,2026-04-27 07:13:02 AM ET,ATP_CHALL_underdog_35-39,35,11,af2507c6,2026-04-26 14:35,0.7,unknown,0,0.00,0.0,False
KXATPCHALLENGERMATCH-26APR28SAKDAL-SAK,2026-04-28 01:41:30 AM ET,ATP_CHALL_leader_65-69,64,30,af2507c6,2026-04-26 14:35,1.5,scalp,300,30.00,468.8,False
KXATPCHALLENGERMATCH-26APR28ORLPOL-POL,2026-04-28 02:02:02 AM ET,ATP_CHALL_leader_80-84,80,15,af2507c6,2026-04-26 14:35,1.5,scalp,150,15.00,187.5,False
KXATPCHALLENGERMATCH-26APR28SAKSEG-SEG,2026-04-28 02:02:45 AM ET,ATP_CHALL_underdog_10-14,10,30,af2507c6,2026-04-26 14:35,1.5,scalp,300,30.00,3000.0,False
KXATPCHALLENGERMATCH-26APR28BARPOT-BAR,2026-04-28 02:03:59 AM ET,ATP_CHALL_leader_55-59,56,20,af2507c6,2026-04-26 14:35,1.5,settle_loss,-550,-55.00,-982.1,False
KXATPCHALLENGERMATCH-26APR28SCHCHO-SCH,2026-04-28 02:04:58 AM ET,ATP_CHALL_leader_55-59,57,20,af2507c6,2026-04-26 14:35,1.5,settle_loss,-560,-56.00,-982.5,False
KXATPCHALLENGERMATCH-26APR28SAFCRE-CRE,2026-04-28 02:05:23 AM ET,ATP_CHALL_underdog_20-24,23,15,af2507c6,2026-04-26 14:35,1.5,settle_loss,-210,-21.00,-913.0,False
KXATPCHALLENGERMATCH-26APR28OMAYEV-YEV,2026-04-28 02:14:16 AM ET,ATP_CHALL_leader_65-69,65,30,af2507c6,2026-04-26 14:35,1.5,scalp,300,30.00,461.5,False
KXATPCHALLENGERMATCH-26APR28WALCUI-WAL,2026-04-28 02:40:59 AM ET,ATP_CHALL_leader_75-79,78,10,af2507c6,2026-04-26 14:35,1.5,unknown,0,0.00,0.0,False
KXATPCHALLENGERMATCH-26APR28DONMEJ-MEJ,2026-04-28 02:46:29 AM ET,ATP_CHALL_leader_70-74,74,25,af2507c6,2026-04-26 14:35,1.5,settle_loss,-730,-73.00,-986.5,False
KXATPCHALLENGERMATCH-26APR28REHCUE-REH,2026-04-28 02:46:31 AM ET,ATP_CHALL_leader_65-69,67,30,af2507c6,2026-04-26 14:35,1.5,scalp,300,30.00,447.8,False
KXATPCHALLENGERMATCH-26APR28KUZBLA-KUZ,2026-04-28 02:46:32 AM ET,ATP_CHALL_underdog_45-49,49,13,af2507c6,2026-04-26 14:35,1.5,scalp,130,13.00,265.3,False
KXATPCHALLENGERMATCH-26APR28ARNCAR-ARN,2026-04-28 02:46:33 AM ET,ATP_CHALL_underdog_45-49,47,13,af2507c6,2026-04-26 14:35,1.5,scalp,130,13.00,276.6,False
KXATPCHALLENGERMATCH-26APR28HERMAR-MAR,2026-04-28 02:46:34 AM ET,ATP_CHALL_leader_55-59,58,20,af2507c6,2026-04-26 14:35,1.5,scalp,200,20.00,344.8,False
KXATPCHALLENGERMATCH-26APR28FAUMON-MON,2026-04-28 02:49:10 AM ET,ATP_CHALL_leader_70-74,74,25,af2507c6,2026-04-26 14:35,1.5,settle_loss,-730,-73.00,-986.5,False
KXWTACHALLENGERMATCH-26APR28WERMAR-WER,2026-04-28 02:50:31 AM ET,WTA_CHALL_leader_55-59,59,20,af2507c6,2026-04-26 14:35,1.5,scalp,200,20.00,339.0,False
KXATPMATCH-26APR28MEDCOB-MED,2026-04-28 03:19:13 AM ET,ATP_MAIN_leader_50-54,54,12,af2507c6,2026-04-26 14:35,1.5,scalp,120,12.00,222.2,False
KXATPCHALLENGERMATCH-26APR28ARNCAR-CAR,2026-04-28 03:42:25 AM ET,ATP_CHALL_leader_50-54,53,15,af2507c6,2026-04-26 14:35,1.5,settle_loss,-520,-52.00,-981.1,False
KXWTACHALLENGERMATCH-26APR28MINMAS-MIN,2026-04-28 04:45:29 AM ET,WTA_CHALL_underdog_40-44,40,30,af2507c6,2026-04-26 14:35,1.6,scalp,300,30.00,750.0,False
KXATPCHALLENGERMATCH-26APR28FATPIN-PIN,2026-04-28 05:17:58 AM ET,ATP_CHALL_leader_50-54,52,15,af2507c6,2026-04-26 14:35,1.6,settle_loss,-510,-51.00,-980.8,False
KXATPMATCH-26APR28MEDCOB-COB,2026-04-28 05:55:47 AM ET,ATP_MAIN_underdog_45-49,46,4,af2507c6,2026-04-26 14:35,1.6,scalp,50,5.00,108.7,False
KXATPCHALLENGERMATCH-26APR28WAWOFN-WAW,2026-04-28 07:27:42 AM ET,ATP_CHALL_underdog_35-39,39,11,af2507c6,2026-04-26 14:35,1.7,scalp,110,11.00,282.1,False
KXATPCHALLENGERMATCH-26APR28SVRGIL-GIL,2026-04-28 08:07:55 AM ET,ATP_CHALL_underdog_35-39,37,11,af2507c6,2026-04-26 14:35,1.7,scalp,110,11.00,297.3,False
KXWTACHALLENGERMATCH-26APR28WANQUE-WAN,2026-04-28 08:22:41 AM ET,WTA_CHALL_leader_55-59,57,20,af2507c6,2026-04-26 14:35,1.7,scalp,200,20.00,350.9,False
KXATPCHALLENGERMATCH-26APR28FORBAR-FOR,2026-04-28 08:33:24 AM ET,ATP_CHALL_underdog_45-49,47,13,af2507c6,2026-04-26 14:35,1.7,scalp,-29,-2.90,-61.7,False
KXWTACHALLENGERMATCH-26APR28TOMSOR-TOM,2026-04-28 08:55:19 AM ET,WTA_CHALL_leader_55-59,56,20,af2507c6,2026-04-26 14:35,1.8,settle_loss,-550,-55.00,-982.1,False
KXATPCHALLENGERMATCH-26APR28ECHGAR-GAR,2026-04-28 09:10:32 AM ET,ATP_CHALL_leader_80-84,82,15,af2507c6,2026-04-26 14:35,1.8,scalp,160,16.00,195.1,False
KXATPMATCH-26APR28CERBLO-BLO,2026-04-28 09:39:54 AM ET,ATP_MAIN_underdog_30-34,31,15,af2507c6,2026-04-26 14:35,1.8,scalp,150,15.00,483.9,False
KXATPCHALLENGERMATCH-26APR28FENMMO-MMO,2026-04-28 10:41:13 AM ET,ATP_CHALL_leader_75-79,79,10,af2507c6,2026-04-26 14:35,1.8,scalp,100,10.00,126.6,False
KXATPCHALLENGERMATCH-26APR28VISLAL-LAL,2026-04-28 11:48:57 AM ET,ATP_CHALL_underdog_20-24,22,15,af2507c6,2026-04-26 14:35,1.9,settle_loss,-210,-21.00,-954.5,False
KXATPCHALLENGERMATCH-26APR28GIUBIT-GIU,2026-04-28 12:54:39 PM ET,ATP_CHALL_leader_65-69,68,30,af2507c6,2026-04-26 14:35,1.9,scalp,300,30.00,441.2,False
KXATPCHALLENGERMATCH-26APR28STRBAX-STR,2026-04-28 02:13:54 PM ET,ATP_CHALL_underdog_45-49,45,13,af2507c6,2026-04-26 14:35,2.0,unknown,0,0.00,0.0,False
KXATPMATCH-26APR28MENZVE-MEN,2026-04-28 02:53:06 PM ET,ATP_MAIN_underdog_30-34,33,15,af2507c6,2026-04-26 14:35,2.0,unknown,0,0.00,0.0,False
KXATPCHALLENGERMATCH-26APR28GEEXIL-XIL,2026-04-28 03:54:27 PM ET,ATP_CHALL_underdog_40-44,41,30,af2507c6,2026-04-26 14:35,2.1,unknown,0,0.00,0.0,False
