cell,ticker,entry_mid,entry_bid,side,last_mid,exit_c,target,scalp_phase,theta_pregame,theta_early,gamma_excursion_pct,vega,pregame_min,total_min,n_snapshots
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26HAUDON-HAU,49.0,1,loser,1.5,48,49,pregame,-0.0535,,,18.5,888,772,143
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26HIPSAN-HIP,49.0,1,loser,4.5,48,49,pregame,-0.0456,0.0000,74.5,18.5,888,1132,215
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26HIPSAN-SAN,49.0,1,winner,95.0,48,49,pregame,0.0479,0.0000,82.7,22.5,888,1132,215
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26HURLOC-LOC,45.5,6,loser,1.5,48,54,none,-0.0498,,,6.1,883,756,146
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ILAPEA-ILA,49.0,4,winner,90.0,48,52,pregame,0.0463,,,4.1,885,785,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ILAPEA-PEA,49.0,4,loser,9.5,48,52,pregame,-0.0446,,,5.5,885,785,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26JOHJUS-JOH,46.0,7,winner,98.5,48,55,pregame,0.0597,,,8.2,880,843,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26JOHJUS-JUS,46.0,7,loser,1.5,48,55,none,-0.0506,,,7.1,880,843,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26JORLAT-JOR,49.0,1,winner,98.5,48,49,pregame,0.0417,0.3167,23.5,19.5,888,940,176
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26JORLAT-LAT,49.0,1,loser,5.0,48,49,pregame,-0.0394,-0.3167,19.4,16.1,888,930,175
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KENBAS-BAS,46.0,7,winner,95.5,48,55,pregame,0.0563,,,4.7,880,760,146
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KENBAS-KEN,46.0,7,loser,4.5,48,55,none,-0.0472,,,4.5,880,760,146
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KLIBAS-KLI,47.0,9,loser,9.5,48,57,pregame,0.0085,0.2167,75.5,16.8,880,954,181
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KOFBAL-KOF,45.0,5,loser,1.5,48,53,none,-0.0492,,,10.7,885,791,147
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KUSDEL-DEL,45.5,6,winner,96.5,48,54,pregame,0.0576,,,6.9,885,768,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26KUSDEL-KUS,45.5,6,loser,3.0,48,54,pregame,-0.0480,,,8.4,885,768,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MANWEI-MAN,45.5,6,loser,2.0,48,54,pregame,-0.0493,,,7.5,883,858,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MANWEI-WEI,45.5,6,winner,98.0,48,54,pregame,0.0595,,,7.5,883,858,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MARWAL-MAR,49.0,1,winner,98.0,48,49,pregame,0.0552,,,23.6,888,859,161
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MARWAL-WAL,49.0,1,loser,1.5,48,49,pregame,-0.0535,,,19.8,888,864,162
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MASSUN-MAS,45.5,6,winner,98.5,48,54,pregame,0.0603,,,5.9,879,803,151
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MASSUN-SUN,45.5,6,loser,1.5,48,54,none,-0.0501,,,13.1,879,808,152
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MATZHU-MAT,45.5,6,winner,96.0,48,54,pregame,0.0192,1.5167,100.0,10.3,885,909,171
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MATZHU-ZHU,45.5,6,loser,4.5,48,54,pregame,-0.0073,-1.5333,101.1,11.3,885,909,171
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MOCCHE-CHE,45.5,6,loser,3.0,48,54,pregame,-0.0480,,,9.1,886,854,157
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26MOCCHE-MOC,45.5,6,winner,97.0,48,54,pregame,0.0582,,,8.7,886,854,157
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ONCSTE-ONC,45.5,6,winner,97.5,48,54,pregame,0.0586,,,5.2,887,854,165
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ONCSTE-STE,45.5,6,loser,3.5,48,54,none,-0.0473,,,4.9,887,854,165
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ORLLOM-LOM,45.5,6,loser,2.5,48,54,none,-0.0486,,,19.9,885,799,149
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ORLLOM-ORL,45.5,6,winner,98.5,48,54,pregame,0.0599,,,7.3,885,799,149
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26OZDPOU-OZD,45.5,6,loser,3.0,48,54,none,-0.0480,,,10.2,885,863,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26RECPAL-PAL,45.5,6,loser,5.0,48,54,pregame,-0.0023,-0.6833,130.8,8.6,884,929,177
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26RECPAL-REC,45.5,6,winner,94.5,48,54,pregame,0.0113,0.7167,135.2,11.3,884,929,177
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26SHAMOR-MOR,49.0,4,loser,9.0,48,52,pregame,-0.0452,,,6.5,885,785,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26SHAMOR-SHA,49.0,4,winner,91.0,48,52,pregame,0.0474,,,3.8,885,785,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26SHIKLO-KLO,45.5,6,winner,94.5,48,54,pregame,0.0553,,,6.1,886,808,152
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26SHIKLO-SHI,45.5,6,loser,5.5,48,54,none,-0.0452,,,6.6,886,808,152
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26STRCER-CER,45.5,6,winner,93.5,48,54,late_match,-0.0356,0.3667,174.7,12.3,884,989,189
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26STRCER-STR,45.5,6,loser,1.5,48,54,pregame,0.0464,-0.4333,186.8,12.9,884,994,190
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26TIASHI-SHI,45.5,6,winner,98.5,48,54,pregame,0.0603,,,6.3,879,742,140
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26TIASHI-TIA,45.5,6,loser,2.5,48,54,none,-0.0489,,,13.7,879,742,140
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26TUNDEL-DEL,49.0,4,loser,3.0,48,52,pregame,-0.0520,,,5.6,885,795,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26TUNDEL-TUN,49.0,4,winner,97.0,48,52,pregame,0.0542,,,4.6,885,795,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26WAGNIJ-NIJ,49.0,1,winner,94.5,48,49,pregame,0.0456,-0.0333,75.5,20.9,888,990,187
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26WAGNIJ-WAG,49.0,1,loser,5.5,48,49,pregame,-0.0434,0.0000,75.5,17.4,888,990,187
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ZENJAS-JAS,45.5,6,winner,93.0,48,54,pregame,0.0328,0.3333,45.1,5.8,885,996,187
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ZENJAS-ZEN,45.5,6,loser,6.0,48,54,none,-0.0226,-0.4167,51.6,10.5,885,996,187
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ZHACAM-CAM,45.5,6,winner,97.5,48,54,pregame,0.0587,,,6.8,886,808,149
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ZHACAM-ZHA,45.5,6,loser,2.0,48,54,none,-0.0491,,,6.4,886,808,149
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ZHUTAK-ZHU,45.5,6,loser,2.0,48,54,pregame,0.0379,-0.1833,163.7,11.5,883,1026,193
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27BERFAU-BER,45.5,6,loser,1.5,48,54,pregame,-0.0498,,,9.7,884,785,152
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27BERFAU-FAU,45.5,6,winner,95.5,48,54,pregame,0.0566,,,9.6,884,780,151
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27CERMOL-CER,49.0,1,loser,1.5,48,49,pregame,-0.0535,,,8.8,888,822,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27CERMOL-MOL,49.0,1,winner,98.5,48,49,pregame,0.0558,,,7.9,888,817,158
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27COMMAR-COM,45.5,6,loser,5.5,48,54,pregame,-0.0453,,,11.8,883,812,157
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27COMMAR-MAR,45.5,6,winner,94.0,48,54,pregame,0.0550,,,13.8,883,812,157
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27COPESC-COP,45.5,6,winner,98.5,48,54,pregame,0.0600,,,18.2,884,806,156
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27COPESC-ESC,45.5,6,loser,1.5,48,54,pregame,-0.0498,,,15.5,884,806,156
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27CRESAN-CRE,49.0,1,winner,96.5,48,49,pregame,0.0535,,,9.1,889,826,160
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27CRESAN-SAN,49.0,1,loser,2.5,48,49,pregame,-0.0523,,,9.5,889,826,160
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27FRADAL-FRA,45.5,6,loser,1.5,48,54,none,-0.0498,,,16.0,883,821,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27GIMWEI-GIM,49.0,1,loser,4.5,48,49,pregame,-0.0332,-0.0667,5.1,9.4,888,907,161
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27GIMWEI-WEI,49.0,1,winner,95.5,48,49,pregame,0.0366,0.0667,4.1,9.3,888,907,161
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27GOMPAP-GOM,45.5,6,winner,95.5,48,54,pregame,0.0566,,,9.3,884,805,156
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27GOMPAP-PAP,45.5,6,loser,4.5,48,54,pregame,-0.0464,,,8.8,884,805,156
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27HURSUA-HUR,49.0,1,winner,97.5,48,49,pregame,0.0546,,,14.9,888,811,146
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27HURSUA-SUA,49.0,1,loser,3.5,48,49,pregame,-0.0513,,,13.9,888,811,146
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27KASBOU-BOU,45.5,6,loser,2.5,48,54,none,-0.0486,,,12.6,885,882,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27KASBOU-KAS,45.5,6,winner,96.5,48,54,pregame,0.0576,,,11.4,885,882,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27KRUNIJ-KRU,49.0,1,winner,95.5,48,49,pregame,0.0467,-0.0167,12.2,4.8,889,973,188
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27KRUNIJ-NIJ,49.0,1,loser,4.5,48,49,pregame,-0.0445,0.0167,12.2,4.7,889,973,188
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27MILTOK-MIL,49.0,1,winner,96.5,48,49,pregame,0.0535,,,7.0,888,862,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27MILTOK-TOK,49.0,1,loser,3.5,48,49,pregame,-0.0513,,,7.8,888,862,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27PIEWIS-PIE,46.0,7,winner,98.0,48,55,pregame,0.0588,,,7.4,884,862,167
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27PIEWIS-WIS,46.0,7,loser,1.5,48,55,pregame,-0.0503,,,8.4,884,867,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27SAKPOR-POR,45.5,6,loser,4.0,48,54,none,-0.0470,,,18.6,883,801,151
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27SANSCH-SAN,49.0,1,winner,95.5,48,49,pregame,0.0524,,,11.9,888,859,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27SANSCH-SCH,49.0,1,loser,3.5,48,49,pregame,-0.0513,,,13.3,888,859,153
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27SINJUB-JUB,45.5,6,winner,98.5,48,54,pregame,0.0350,0.7333,61.5,13.0,885,922,163
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27SINJUB-SIN,45.5,6,loser,1.5,48,54,none,-0.0254,-0.7333,62.6,14.4,885,922,163
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27WANBOL-BOL,49.0,1,winner,94.5,48,49,pregame,0.1928,0.0833,17.3,3.5,207,2086,369
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR27WANBOL-WAN,49.0,1,loser,5.5,48,49,pregame,-0.1350,-0.1167,55.1,8.4,207,2086,369
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28GUEPAR-GUE,49.0,1,winner,95.5,48,49,pregame,0.0524,,,5.9,888,824,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28GUEPAR-PAR,49.0,1,loser,3.5,48,49,pregame,-0.0513,,,5.9,888,824,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28HEMCHA-CHA,45.5,6,loser,2.0,48,54,pregame,-0.0491,,,8.2,886,796,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28HEMCHA-HEM,45.5,6,winner,98.5,48,54,pregame,0.0598,,,6.6,886,796,145
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28HERMAR-HER,49.0,1,loser,4.5,48,49,pregame,-0.0006,-0.7167,81.6,6.9,888,941,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28HERMAR-MAR,49.0,1,winner,95.5,48,49,pregame,0.0028,0.7000,83.7,6.9,888,941,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28KOLJIA-JIA,48.5,47,loser,8.5,48,95,none,-0.0453,,,6.6,883,874,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28PAVSAC-SAC,45.0,5,winner,91.5,48,53,pregame,0.0034,1.3500,116.7,6.7,882,905,162
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28VUKGIR-GIR,49.0,1,winner,94.5,48,49,pregame,0.0513,,,5.5,886,844,150
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR28VUKGIR-VUK,49.0,1,loser,6.0,48,49,pregame,-0.0485,,,5.6,886,844,150
ATP_MAIN_leader_50-54,KXATPMATCH-26APR22BERCIL-CIL,51.0,50,winner,93.5,40,90,early_match,0.0325,0.4167,27.5,8.3,1155,1170,231
ATP_MAIN_leader_50-54,KXATPMATCH-26APR22CARFUC-CAR,51.0,50,winner,97.5,40,90,settlement,-0.0009,0.0000,143.1,4.5,1155,2624,512
ATP_MAIN_leader_50-54,KXATPMATCH-26APR22DZUBEL-BEL,54.0,53,loser,5.5,40,93,none,0.0013,-1.1000,99.1,7.1,1155,1235,244
ATP_MAIN_leader_50-54,KXATPMATCH-26APR22ZHAKOP-KOP,50.0,49,winner,96.5,40,89,pregame,0.0403,,,6.0,1155,1088,215
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24CERHAN-CER,50.0,8,winner,98.0,40,48,pregame,0.0169,0.0000,56.0,4.2,1390,2822,550
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24CERHAN-HAN,50.0,8,loser,1.5,40,48,pregame,-0.0169,0.0000,56.0,4.1,1390,2822,550
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24DAMMEN-DAM,50.0,7,loser,2.5,40,47,pregame,-0.0201,0.0000,55.0,6.2,1268,2786,541
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24DAMMEN-MEN,50.0,7,winner,97.5,40,47,pregame,0.0209,0.0000,55.0,5.9,1268,2786,541
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24DAVCAR-CAR,50.0,9,loser,1.5,40,49,pregame,-0.0112,0.0000,71.0,3.9,1380,2771,540
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24DAVCAR-DAV,50.0,9,winner,98.5,40,49,pregame,0.0112,0.0000,71.0,3.8,1380,2771,540
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24HUMATM-ATM,50.0,7,loser,2.5,40,47,pregame,-0.0014,0.0000,190.0,6.2,1461,3139,612
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24HUMATM-HUM,50.0,7,winner,98.0,40,47,pregame,0.0014,0.0000,193.0,6.6,1461,3139,613
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24LAJRIN-RIN,54.5,43,winner,96.5,40,83,pregame,0.0827,0.3833,25.7,9.1,399,429,86
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24LEHTAB-LEH,53.5,51,winner,94.5,40,91,late_match,0.0125,-0.0500,127.1,10.8,399,616,123
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24MUNRUU-MUN,50.0,8,loser,5.0,40,48,pregame,-0.0153,0.0000,55.0,4.4,1339,2851,556
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24MUNRUU-RUU,50.0,8,winner,94.5,40,48,pregame,0.0146,0.0000,54.0,5.9,1339,2851,556
ATP_MAIN_leader_50-54,KXATPMATCH-26APR24STRMIC-STR,52.0,43,loser,2.5,40,83,none,-0.1240,,,12.2,399,333,67
ATP_MAIN_leader_50-54,KXATPMATCH-26APR26CERDAR-CER,50.0,6,winner,98.5,40,46,pregame,0.0116,0.0000,66.0,3.9,1333,2969,568
ATP_MAIN_leader_50-54,KXATPMATCH-26APR26CERDAR-DAR,50.0,6,loser,2.5,40,46,pregame,-0.0124,0.0000,66.0,3.8,1333,2963,567
ATP_MAIN_leader_50-54,KXATPMATCH-26APR26FONJOD-JOD,50.0,47,winner,98.5,40,87,late_match,0.0028,0.0000,118.0,4.0,1610,2327,447
ATP_MAIN_leader_50-54,KXATPMATCH-26APR26PRIETC-ETC,51.0,49,winner,98.0,40,89,late_match,0.0031,0.0000,146.1,6.0,1610,1814,346
ATP_MAIN_leader_55-59,KXATPMATCH-26APR22MULSTR-MUL,56.5,56,loser,2.0,37,93,none,0.0022,0.0167,148.7,6.0,1155,1291,255
ATP_MAIN_leader_60-64,KXATPMATCH-26APR21PRIPIR-PRI,63.5,62,winner,96.5,26,88,late_match,,0.0000,53.5,9.3,-15,106,22
ATP_MAIN_leader_60-64,KXATPMATCH-26APR22BAUTIR-TIR,62.5,62,winner,98.5,26,88,late_match,0.0017,0.0167,60.8,5.5,1155,1392,275
ATP_MAIN_leader_60-64,KXATPMATCH-26APR22BORNAV-NAV,62.5,62,winner,97.5,26,88,late_match,-0.0026,0.0000,60.8,4.4,1155,2721,531
ATP_MAIN_leader_60-64,KXATPMATCH-26APR22MUNSHE-MUN,60.5,59,winner,96.5,26,85,late_match,-0.0009,0.0000,64.5,3.1,1155,2655,518
ATP_MAIN_leader_60-64,KXATPMATCH-26APR24HURMUS-MUS,60.5,58,winner,92.0,26,84,pregame,0.0789,,,7.1,399,399,80
ATP_MAIN_leader_70-74,KXATPMATCH-26APR22TABROY-TAB,70.5,69,winner,97.5,16,85,late_match,0.0009,0.0000,36.9,3.2,1155,1658,327
ATP_MAIN_leader_75-79,KXATPMATCH-26APR21KYPBAS-KYP,75.5,75,loser,7.5,14,89,none,,,99.3,15.4,-285,91,19
ATP_MAIN_leader_75-79,KXATPMATCH-26APR21VALROC-VAL,79.5,79,winner,97.5,14,93,late_match,,,47.8,15.2,-285,45,10
ATP_MAIN_leader_75-79,KXATPMATCH-26APR22LANWAL-LAN,76.5,76,loser,7.5,14,90,none,0.0013,0.0000,96.7,5.0,1155,3021,581
ATP_MAIN_leader_75-79,KXATPMATCH-26APR26GRIMUS-MUS,75.5,73,winner,98.5,14,87,mid_match,0.0031,0.0000,30.5,3.1,1610,1758,337
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR21KYPBAS-BAS,22.5,22,winner,93.0,25,47,late_match,,,328.9,15.6,-285,91,19
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR22LANWAL-WAL,22.5,22,winner,93.5,25,47,late_match,-0.0004,0.0000,328.9,5.0,1155,3021,581
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR26GRIMUS-GRI,22.5,21,loser,2.0,25,46,none,-0.0025,0.0000,104.4,3.1,1610,1758,337
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR27BLOAUG-BLO,22.0,7,winner,95.5,25,32,pregame,0.0028,0.0000,327.3,7.3,1610,1961,372
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR27MEDBUD-BUD,20.0,7,loser,2.0,25,32,none,0.0034,0.0000,122.5,3.1,1610,1773,342
ATP_MAIN_underdog_20-24,KXATPMATCH-26APR27VALCOB-VAL,24.5,7,loser,5.5,25,32,pregame,0.0068,0.0000,130.6,3.4,1610,2041,386
ATP_MAIN_underdog_25-29,KXATPMATCH-26APR22TABROY-ROY,28.5,28,loser,1.5,22,50,none,0.0000,0.0000,94.7,4.0,1155,1673,330
ATP_MAIN_underdog_25-29,KXATPMATCH-26APR24GRIDZU-DZU,25.0,7,loser,2.5,22,29,pregame,-0.0564,,,9.2,399,373,75
ATP_MAIN_underdog_25-29,KXATPMATCH-26APR24LAJRIN-LAJ,26.0,6,loser,3.5,22,28,pregame,-0.0326,-0.4000,51.9,9.2,399,429,86
ATP_MAIN_underdog_25-29,KXATPMATCH-26APR24STRMIC-MIC,29.0,7,winner,98.0,22,29,pregame,0.1729,,,12.1,399,333,67
ATP_MAIN_underdog_25-29,KXATPMATCH-26APR24TIRPAU-TIR,27.5,16,winner,91.5,22,38,late_match,0.0125,0.0000,230.9,8.6,399,975,194
ATP_MAIN_underdog_30-34,KXATPMATCH-26APR22MACCOM-COM,33.5,33,loser,6.5,8,41,late_match,0.0000,0.0000,179.1,6.3,1155,1632,322
ATP_MAIN_underdog_30-34,KXATPMATCH-26APR24JODDE-DE,31.5,7,loser,1.5,8,15,pregame,0.0526,0.0000,168.3,9.2,399,899,179
ATP_MAIN_underdog_30-34,KXATPMATCH-26APR24JODDE-JOD,31.0,7,winner,98.5,8,15,pregame,0.0413,0.0000,169.4,9.2,399,899,179
ATP_MAIN_underdog_30-34,KXATPMATCH-26APR24OFNETC-OFN,30.5,14,loser,1.5,8,22,pregame,0.0251,0.0000,127.9,9.3,399,712,142
ATP_MAIN_underdog_30-34,KXATPMATCH-26APR26LEHMIC-MIC,32.0,30,loser,2.5,8,38,none,-0.0183,,,3.7,1610,1560,298
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR21PRIPIR-PIR,37.5,37,loser,3.5,46,83,none,,0.0000,90.7,9.5,-15,106,22
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR22BAUTIR-BAU,38.0,37,loser,1.5,46,83,none,-0.0022,0.0000,103.9,5.1,1155,1387,274
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR22BORNAV-BOR,37.5,37,loser,2.5,46,83,none,0.0017,0.0000,98.7,4.4,1155,2721,531
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR22MUNSHE-SHE,39.5,38,loser,3.5,46,84,none,0.0009,-0.0167,94.9,3.1,1155,2655,518
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR24HURMUS-HUR,38.5,37,loser,8.0,46,83,none,-0.0764,,,7.3,399,399,80
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR24OFNETC-ETC,35.5,7,winner,98.5,46,53,pregame,0.0626,0.0000,107.0,9.4,399,712,142
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR24TIRPAU-PAU,39.5,7,loser,8.5,46,53,pregame,0.0752,0.0000,162.0,9.0,399,975,194
ATP_MAIN_underdog_35-39,KXATPMATCH-26APR27VALCOB-COB,37.0,7,winner,94.0,46,53,pregame,0.0171,0.0000,86.5,3.6,1610,2041,386
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22FARHUR-FAR,43.0,1,loser,1.5,4,5,pregame,-0.0149,0.0167,65.1,6.7,973,1297,256
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22FARHUR-HUR,43.0,1,winner,98.5,4,5,pregame,0.0298,-0.0167,65.1,8.1,973,1297,256
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22GAUBAE-BAE,43.0,1,loser,2.5,4,5,pregame,0.0257,0.0333,162.8,5.7,973,2640,515
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22GAUBAE-GAU,43.0,1,winner,98.5,4,5,pregame,-0.0118,0.0000,166.3,6.1,973,2650,516
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22MULSTR-STR,43.5,43,winner,98.0,4,47,late_match,-0.0009,-0.0667,193.1,5.9,1155,1291,255
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22PRIBER-BER,43.0,1,loser,2.0,4,5,pregame,0.0170,0.0000,136.0,11.0,973,1109,219
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22PRIBER-PRI,43.0,1,winner,98.0,4,5,pregame,-0.0021,0.0167,136.0,11.4,973,1109,219
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22SONLAJ-LAJ,43.0,1,winner,98.0,4,5,pregame,0.0154,0.0000,98.8,7.6,973,1165,230
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22SONLAJ-SON,43.0,1,loser,2.0,4,5,pregame,-0.0005,0.0000,98.8,6.7,973,1165,230
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22VALDIM-DIM,43.0,1,loser,5.5,4,5,pregame,0.0051,0.0167,136.0,6.5,973,2600,507
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR22VALDIM-VAL,43.0,1,winner,94.5,4,5,pregame,0.0092,-0.0167,138.4,6.5,973,2600,507
ATP_MAIN_underdog_40-44,KXATPMATCH-26APR24GRIDZU-GRI,42.0,16,winner,97.5,4,20,pregame,0.1390,,,9.7,399,373,75
