cell,n,avg_entry,5%,7%,10%,12%,15%,20%,25%,30%,35%,40%,50%,60%,75%,100%,125%,150%,200%,250%,300%,400%
ATP_CHALL_leader_55-59,15,58.3,-0.28,-0.22,-0.37,-1.02,-0.96,-0.87,-0.78,-0.68,-0.59,-0.49,-0.62,-0.46,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68,-1.68
ATP_CHALL_leader_60-64,30,60.9,0.10,0.23,0.42,0.55,0.73,-0.25,-0.26,-0.01,-0.04,-0.42,-0.62,-1.61,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29,-3.29
ATP_CHALL_leader_65-69,9,67.9,-0.14,-0.11,-0.05,-0.01,0.05,-0.14,-0.05,0.03,0.12,0.20,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
ATP_CHALL_leader_70-74,18,71.8,-0.31,-0.22,-0.38,-0.30,-0.19,-0.30,-0.12,0.06,0.24,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70,-0.70
ATP_CHALL_leader_75-79,17,77.8,0.24,0.03,0.16,0.25,0.39,0.61,0.83,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10
ATP_CHALL_leader_80-84,29,80.9,-0.18,-0.03,0.27,0.10,-0.02,0.32,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56,-0.56
ATP_CHALL_underdog_15-19,16,18.0,-0.01,0.01,-0.10,-0.09,-0.06,-0.10,-0.06,-0.02,0.02,0.05,0.13,0.11,0.11,-0.11,-0.29,-0.21,-0.25,-0.12,-0.23,-0.68
ATP_CHALL_underdog_20-24,25,23.4,0.02,-0.03,-0.05,-0.11,-0.06,-0.07,0.01,-0.01,0.07,0.03,-0.06,-0.06,0.13,0.28,-0.00,0.03,0.19,0.57,-0.08,-0.63
ATP_CHALL_underdog_25-29,24,26.7,0.02,0.06,0.13,0.17,0.12,0.12,0.22,0.32,0.30,0.39,0.15,0.17,0.24,0.03,-0.10,-0.11,0.02,-0.24,-0.48,-0.48
ATP_CHALL_underdog_30-34,14,32.2,-0.15,-0.12,-0.08,-0.06,-0.01,-0.08,-0.16,-0.10,-0.05,0.01,0.13,0.06,0.02,-0.20,-0.03,0.14,-0.21,-0.17,-0.17,-0.17
ATP_CHALL_underdog_35-39,24,37.9,0.16,0.23,0.33,0.39,0.49,0.49,0.48,0.63,0.24,0.18,-0.19,-0.41,-0.38,-0.52,-0.79,-0.84,-1.44,-1.44,-1.44,-1.44
ATP_CHALL_underdog_40-44,13,43.2,0.10,0.14,0.20,0.24,0.12,0.21,0.11,0.20,0.07,-0.07,0.07,-0.04,-0.12,-0.14,-0.23,-0.57,-0.57,-0.57,-0.57,-0.57
ATP_MAIN_leader_60-64,28,62.7,-0.61,-0.51,-0.34,-0.24,-0.08,-0.07,-0.36,-0.42,-0.50,-0.61,-0.21,-1.29,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
ATP_MAIN_leader_65-69,18,67.1,-0.28,-0.21,-0.87,-1.08,-0.99,-1.13,-1.29,-1.17,-1.38,-1.60,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81,-1.81
ATP_MAIN_leader_70-74,9,70.6,0.11,0.16,-0.05,-0.01,0.05,0.16,-0.05,0.03,-0.22,-0.85,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84
ATP_MAIN_leader_75-79,9,76.0,-0.16,-0.12,-0.05,-0.01,0.06,0.16,0.27,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ATP_MAIN_underdog_20-24,11,22.9,-0.04,-0.02,0.01,-0.07,-0.05,-0.01,0.02,0.06,0.10,0.13,0.21,0.28,0.11,0.25,-0.16,-0.28,-0.16,-0.04,0.09,-0.17
ATP_MAIN_underdog_25-29,8,26.4,0.04,0.05,0.08,0.09,0.11,0.04,0.07,-0.01,0.02,-0.22,-0.18,-0.14,-0.24,-0.17,-0.10,-0.03,-0.46,-0.42,-0.39,-0.39
ATP_MAIN_underdog_30-34,11,32.3,-0.17,-0.15,-0.12,-0.10,-0.07,-0.02,-0.11,-0.06,-0.02,0.03,-0.05,-0.15,-0.25,-0.33,-0.22,-0.10,0.13,-0.19,-0.19,-0.19
ATP_MAIN_underdog_35-39,16,38.1,-0.04,0.01,0.07,0.11,0.17,0.27,0.20,0.12,0.03,0.11,0.27,0.43,0.45,0.02,-0.32,-0.78,-1.09,-1.09,-1.09,-1.09
ATP_MAIN_underdog_40-44,9,40.9,0.07,0.09,0.13,0.16,0.20,0.26,-0.03,0.02,-0.13,-0.08,-0.21,-0.14,-0.03,0.16,0.34,-0.59,-0.59,-0.59,-0.59,-0.59
WTA_MAIN_leader_55-59,6,56.0,-0.15,-0.34,-0.32,-0.30,-0.28,-0.24,-0.20,-0.41,-0.38,-0.35,-0.29,-0.23,-0.14,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84
WTA_MAIN_leader_60-64,7,63.0,-0.39,-0.37,-0.58,-0.56,-0.53,-0.49,-0.44,-0.39,-0.35,-0.30,-0.21,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
WTA_MAIN_leader_65-69,15,67.0,-0.82,-0.77,-0.69,-0.63,-0.56,-0.42,-0.29,-0.47,-0.35,-0.90,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73
WTA_MAIN_leader_70-74,11,71.1,-0.13,-0.08,-0.00,0.05,0.12,0.25,0.38,0.51,0.65,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
WTA_MAIN_leader_80-84,5,82.2,-0.23,-0.21,-0.17,-0.15,-0.11,-0.06,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40,-0.40
WTA_MAIN_leader_85-89,5,86.0,0.11,0.13,0.17,0.20,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
WTA_MAIN_underdog_15-19,9,17.3,-0.03,-0.02,-0.01,0.00,0.02,0.04,0.07,0.01,0.03,0.06,0.10,0.14,0.01,-0.03,-0.12,-0.07,0.02,0.12,0.21,0.40
WTA_MAIN_underdog_20-24,8,23.0,0.03,0.05,0.07,-0.11,-0.09,-0.16,-0.14,-0.12,-0.21,-0.31,-0.29,-0.39,-0.37,-0.33,-0.47,-0.45,-0.41,-0.37,-0.33,-0.29
