ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783835593,2026-07-12 01:53:13 AM,41867.0,25,500,34,38
1783835735,2026-07-12 01:55:35 AM,41725.0,29,1,34,38
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,138
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,238
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,338
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,438
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,538
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,638
1783835786,2026-07-12 01:56:26 AM,41674.0,29,1,34,738
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,838
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,938
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1038
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1138
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1238
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1338
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1438
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1538
1783835787,2026-07-12 01:56:27 AM,41673.0,29,1,34,1638
1783835788,2026-07-12 01:56:28 AM,41672.0,29,1,34,1738
1783835788,2026-07-12 01:56:28 AM,41672.0,29,1,34,1838
1783835788,2026-07-12 01:56:28 AM,41672.0,29,1,34,1869
1783836097,2026-07-12 02:01:37 AM,41363.0,29,1,34,1871
1783836922,2026-07-12 02:15:22 AM,40538.0,29,1,34,1840
1783836922,2026-07-12 02:15:22 AM,40538.0,29,1,34,1838
1783837483,2026-07-12 02:24:43 AM,39977.0,29,1,34,1870
1783837597,2026-07-12 02:26:37 AM,39863.0,29,1,34,1979
1783838099,2026-07-12 02:34:59 AM,39361.0,29,1,34,1980
1783838118,2026-07-12 02:35:18 AM,39342.0,29,1,33,122
1783838128,2026-07-12 02:35:28 AM,39332.0,29,1,33,159
1783838128,2026-07-12 02:35:28 AM,39332.0,29,1,32,37
1783838140,2026-07-12 02:35:40 AM,39320.0,29,1,32,27
1783838141,2026-07-12 02:35:41 AM,39319.0,29,1,31,28
1783838542,2026-07-12 02:42:22 AM,38918.0,29,1,31,128
1783838542,2026-07-12 02:42:22 AM,38918.0,29,1,31,228
1783838542,2026-07-12 02:42:22 AM,38918.0,29,1,31,328
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,428
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,528
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,628
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,728
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,828
1783838543,2026-07-12 02:42:23 AM,38917.0,29,1,31,882
1783839501,2026-07-12 02:58:21 AM,37959.0,29,1,31,828
1783839501,2026-07-12 02:58:21 AM,37959.0,29,1,31,728
1783839501,2026-07-12 02:58:21 AM,37959.0,29,1,31,628
1783839501,2026-07-12 02:58:21 AM,37959.0,29,1,31,528
1783839502,2026-07-12 02:58:22 AM,37958.0,29,1,31,428
1783839502,2026-07-12 02:58:22 AM,37958.0,29,1,31,328
1783839502,2026-07-12 02:58:22 AM,37958.0,29,1,31,228
1783839502,2026-07-12 02:58:22 AM,37958.0,29,1,31,128
1783839502,2026-07-12 02:58:22 AM,37958.0,29,1,31,28
1783839919,2026-07-12 03:05:19 AM,37541.0,29,1,31,128
1783839919,2026-07-12 03:05:19 AM,37541.0,29,1,31,228
1783839919,2026-07-12 03:05:19 AM,37541.0,29,1,31,328
1783839919,2026-07-12 03:05:19 AM,37541.0,29,1,31,428
1783839919,2026-07-12 03:05:19 AM,37541.0,29,1,31,528
1783839920,2026-07-12 03:05:20 AM,37540.0,29,1,31,628
1783839920,2026-07-12 03:05:20 AM,37540.0,29,1,31,728
1783839920,2026-07-12 03:05:20 AM,37540.0,29,1,31,828
1783839920,2026-07-12 03:05:20 AM,37540.0,29,1,31,880
1783840615,2026-07-12 03:16:55 AM,36845.0,29,1,31,881
1783841153,2026-07-12 03:25:53 AM,36307.0,29,1,31,882
1783841306,2026-07-12 03:28:26 AM,36154.0,29,1,31,885
1783841824,2026-07-12 03:37:04 AM,35636.0,29,1,31,886
1783842231,2026-07-12 03:43:51 AM,35229.0,29,1,31,885
1783843089,2026-07-12 03:58:09 AM,34371.0,29,1,30,566
1783843113,2026-07-12 03:58:33 AM,34347.0,27,50,30,566
1783843149,2026-07-12 03:59:09 AM,34311.0,27,50,31,570
1783843149,2026-07-12 03:59:09 AM,34311.0,27,50,31,602
1783843158,2026-07-12 03:59:18 AM,34302.0,29,1,31,602
1783843225,2026-07-12 04:00:25 AM,34235.0,29,1,30,100
1783843225,2026-07-12 04:00:25 AM,34235.0,29,1,30,200
1783843225,2026-07-12 04:00:25 AM,34235.0,29,1,30,300
1783843225,2026-07-12 04:00:25 AM,34235.0,29,1,30,400
1783843225,2026-07-12 04:00:25 AM,34235.0,29,1,30,491
1783843235,2026-07-12 04:00:35 AM,34225.0,27,50,30,491
1783843240,2026-07-12 04:00:40 AM,34220.0,27,50,30,1057
1783843825,2026-07-12 04:10:25 AM,33635.0,27,50,30,1058
1783843825,2026-07-12 04:10:25 AM,33635.0,27,50,30,1458
1783844362,2026-07-12 04:19:22 AM,33098.0,27,50,30,1457
1783844716,2026-07-12 04:25:16 AM,32744.0,27,50,30,1458
1783845041,2026-07-12 04:30:41 AM,32419.0,26,339,30,1458
1783845043,2026-07-12 04:30:43 AM,32417.0,26,389,30,1458
