ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783835593,2026-07-12 01:53:13 AM,41867.0,65,500,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,100,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,200,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,300,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,400,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,500,74,59
1783835788,2026-07-12 01:56:28 AM,41672.0,67,600,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,700,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,800,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,900,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1000,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1100,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1200,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1300,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1400,74,59
1783835789,2026-07-12 01:56:29 AM,41671.0,67,1500,74,59
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,59
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,159
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,259
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,359
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,459
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,559
1783835790,2026-07-12 01:56:30 AM,41670.0,67,1521,74,601
1783836097,2026-07-12 02:01:37 AM,41363.0,67,1522,74,601
1783836499,2026-07-12 02:08:19 AM,40961.0,67,1521,74,601
1783836736,2026-07-12 02:12:16 AM,40724.0,67,1521,73,50
1783836971,2026-07-12 02:16:11 AM,40489.0,67,1521,73,150
1783836971,2026-07-12 02:16:11 AM,40489.0,67,1521,73,196
1783837370,2026-07-12 02:22:50 AM,40090.0,67,1521,73,226
1783838099,2026-07-12 02:34:59 AM,39361.0,67,1522,73,226
1783838100,2026-07-12 02:35:00 AM,39360.0,67,1522,73,227
1783838118,2026-07-12 02:35:18 AM,39342.0,67,1644,73,227
1783838543,2026-07-12 02:42:23 AM,38917.0,67,1644,73,197
1783839183,2026-07-12 02:53:03 AM,38277.0,68,136,73,197
1783839502,2026-07-12 02:58:22 AM,37958.0,68,136,73,196
1783839502,2026-07-12 02:58:22 AM,37958.0,68,136,73,150
1783839502,2026-07-12 02:58:22 AM,37958.0,68,136,73,50
1783839503,2026-07-12 02:58:23 AM,37957.0,66,60,73,50
1783839504,2026-07-12 02:58:24 AM,37956.0,66,60,73,64
1783839919,2026-07-12 03:05:19 AM,37541.0,66,60,73,50
1783839920,2026-07-12 03:05:20 AM,37540.0,67,100,73,50
1783839920,2026-07-12 03:05:20 AM,37540.0,67,200,73,50
1783839920,2026-07-12 03:05:20 AM,37540.0,67,300,73,50
1783839920,2026-07-12 03:05:20 AM,37540.0,67,400,73,50
1783839920,2026-07-12 03:05:20 AM,37540.0,67,500,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,600,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,700,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,800,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,900,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,1000,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,1100,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,1200,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,1300,73,50
1783839921,2026-07-12 03:05:21 AM,37539.0,67,1400,73,50
1783839922,2026-07-12 03:05:22 AM,37538.0,67,1500,73,50
1783839922,2026-07-12 03:05:22 AM,37538.0,67,1519,73,50
1783839922,2026-07-12 03:05:22 AM,37538.0,67,1519,73,150
1783839922,2026-07-12 03:05:22 AM,37538.0,67,1519,73,196
1783840615,2026-07-12 03:16:55 AM,36845.0,67,1521,73,196
1783841153,2026-07-12 03:25:53 AM,36307.0,67,1523,73,196
1783841153,2026-07-12 03:25:53 AM,36307.0,67,1523,73,197
1783841306,2026-07-12 03:28:26 AM,36154.0,67,1528,73,197
1783841824,2026-07-12 03:37:04 AM,35636.0,67,1530,73,197
1783841830,2026-07-12 03:37:10 AM,35630.0,67,1677,73,197
1783843089,2026-07-12 03:58:09 AM,34371.0,68,146,73,197
1783843149,2026-07-12 03:59:09 AM,34311.0,67,295,73,197
1783843220,2026-07-12 04:00:20 AM,34240.0,67,295,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,100,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,200,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,300,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,400,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,500,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,600,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,700,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,800,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,900,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,1000,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,1100,73,1015
1783843225,2026-07-12 04:00:25 AM,34235.0,68,1200,73,1015
1783843226,2026-07-12 04:00:26 AM,34234.0,68,1204,73,1015
1783843240,2026-07-12 04:00:40 AM,34220.0,69,143,73,1015
1783843270,2026-07-12 04:01:10 AM,34190.0,69,143,73,197
1783843753,2026-07-12 04:09:13 AM,33707.0,68,250,73,197
1783843753,2026-07-12 04:09:13 AM,33707.0,68,150,73,197
1783843753,2026-07-12 04:09:13 AM,33707.0,68,146,73,197
1783843783,2026-07-12 04:09:43 AM,33677.0,67,295,73,197
1783843825,2026-07-12 04:10:25 AM,33635.0,69,100,73,197
1783843825,2026-07-12 04:10:25 AM,33635.0,69,200,73,197
1783843826,2026-07-12 04:10:26 AM,33634.0,69,300,73,197
1783843826,2026-07-12 04:10:26 AM,33634.0,69,400,73,197
1783843826,2026-07-12 04:10:26 AM,33634.0,69,500,73,197
1783843826,2026-07-12 04:10:26 AM,33634.0,69,600,73,197
