ts_epoch,exchange_ts,price_cents,size,trade_id,true_print,taker_side
1783882766,2026-07-12T18:59:26.860136Z,70,1.39,a3d7d860-dc2a-453a-abb1-fe16a02f431a,True,yes
1783883837,2026-07-12T19:17:17.746873Z,69,5.0,e0e668ce-a6d5-7abd-4db5-ed96a770741d,True,yes
1783884420,2026-07-12T19:27:00.464135Z,69,7.09,8ad594de-3c85-4c81-f3b2-ed9ac9a8e67d,True,yes
1783884641,2026-07-12T19:30:41.133502Z,69,7.09,04d08093-db89-6d91-60a5-0149e7528c21,True,yes
1783885357,2026-07-12T19:42:37.703342Z,69,40.0,a577e313-9c55-5de9-b929-9a5cc9c27d49,True,yes
1783885444,2026-07-12T19:44:04.813920Z,69,80.82,8ddb9c91-a805-6255-c6f8-689e28f31235,True,yes
1783885444,2026-07-12T19:44:04.813920Z,69,10.18,8aae1d1e-1aed-64a7-f505-9cd5172c20c1,True,yes
1783885446,2026-07-12T19:44:06.477643Z,69,0.82,9a4a16d9-e8e9-4f8f-34aa-1494cc40ec81,True,yes
1783885446,2026-07-12T19:44:06.477643Z,69,9.18,0846f175-c019-4121-22f0-6c74d4acd654,True,yes
1783885477,2026-07-12T19:44:37.978586Z,70,12.0,ea23e7af-431a-6095-f315-6cf118c5ea58,True,yes
1783885477,2026-07-12T19:44:37.978586Z,70,120.0,5a65050f-8542-69d0-fa04-4ed18cb542cd,True,yes
1783885942,2026-07-12T19:52:22.581794Z,72,417.0,9886e207-30c5-5838-f472-5d29b60723e4,True,yes
1783885942,2026-07-12T19:52:22.581794Z,72,47.0,78f1fbf5-051a-53fa-c06b-b7b618cf57af,True,yes
1783895397,2026-07-12T22:29:57.711439Z,72,83.0,53b31296-57f1-6bf0-4a04-a52a25566208,True,yes
1783897032,2026-07-12T22:57:12.465364Z,77,1.0,cf1e6118-5912-521e-e3b9-367a3c23970a,True,yes
1783899433,2026-07-12T23:37:13.802440Z,77,9.07,a8502bb7-ef56-7e7a-0702-03aaabcc4fd6,True,yes
1783902212,2026-07-13T00:23:32.367752Z,77,1.0,159fd101-be4e-5fa6-65d2-ade650342e02,True,yes
1783903320,2026-07-13T00:42:00.207038Z,77,31.94,6e46cfb8-f622-6ee6-77b7-c22a4ef5e1f6,True,yes
1783903555,2026-07-13T00:45:55.254430Z,77,56.99,9329caf2-bf9e-7232-7a75-8eabeeaab052,True,yes
1783903555,2026-07-13T00:45:55.254430Z,77,500.0,4b543bca-e667-737e-7744-c3b47bcf4782,True,yes
1783905583,2026-07-13T01:19:43.112328Z,79,106.32,ef95b85e-0459-4135-887b-bcf0f9df8f3b,True,yes
1783905583,2026-07-13T01:19:43.112328Z,79,113.77,88119742-db71-4cd4-bb0c-ddb26eee42dd,True,yes
1783905583,2026-07-13T01:19:43.112328Z,78,55.0,07fb5923-7dcf-408e-b515-b493cba9635e,True,yes
