ticker_idx,cell,regime,anchor,offset,match_start_ts
519813,85,r85_94,85,5,1750266960.0
519703,79,r75_84,79,7,1750266960.0
519105,44,r35_44,44,5,1750271400.0
519409,94,r85_94,98,3,1750271400.0
520099,74,r65_74,74,4,1750344000.0
520236,39,r35_44,39,3,1750344000.0
519928,20,r15_24,20,1,1750348200.0
521514,70,r65_74,70,2,1750422600.0
523066,59,r55_64,59,3,1750424400.0
522707,43,r35_44,43,1,1750424400.0
524211,61,r55_64,61,6,1750436220.0
523782,40,r35_44,40,4,1750436220.0
525005,32,r25_34,32,3,1750442760.0
524690,70,r65_74,70,4,1750442760.0
525614,40,r35_44,40,1,1750515000.0
525334,62,r55_64,62,7,1750515000.0
527251,72,r65_74,72,1,1750593600.0
527753,48,r45_54,48,1,1750593600.0
528015,53,r45_54,53,1,1750593600.0
527468,29,r25_34,29,1,1750593600.0
528249,43,r35_44,43,1,1750593600.0
528590,60,r55_64,60,1,1750593600.0
529488,73,r65_74,73,1,1750593600.0
529258,48,r45_54,48,1,1750593600.0
530985,33,r25_34,33,1,1750593600.0
530685,69,r65_74,69,1,1750593600.0
529038,50,r45_54,50,2,1750600800.0
530367,45,r45_54,45,3,1750613580.0
530032,55,r55_64,55,4,1750613580.0
540488,43,r35_44,43,1,1750680000.0
533117,54,r45_54,54,1,1750680000.0
544188,64,r55_64,64,1,1750680000.0
543686,39,r35_44,39,1,1750680000.0
537876,40,r35_44,40,1,1750680000.0
535721,68,r65_74,68,1,1750680000.0
538462,62,r55_64,62,1,1750680000.0
542990,61,r55_64,61,1,1750680000.0
535184,35,r35_44,35,1,1750680000.0
533495,57,r55_64,57,1,1750680000.0
532816,47,r45_54,47,1,1750680000.0
541622,35,r35_44,35,1,1750680000.0
542100,69,r65_74,69,1,1750680000.0
541048,58,r55_64,58,1,1750680000.0
543189,41,r35_44,41,1,1750680000.0
533964,42,r35_44,42,1,1750680000.0
536171,51,r45_54,51,1,1750683600.0
540018,68,r65_74,68,1,1750683600.0
539741,35,r35_44,35,1,1750683600.0
536488,50,r45_54,50,1,1750683600.0
537531,34,r25_34,34,1,1750683600.0
534755,37,r35_44,37,2,1750683600.0
537704,69,r65_74,69,1,1750683600.0
534446,70,r65_74,70,2,1750683600.0
540382,85,r85_94,85,1,1750686000.0
543401,50,r45_54,50,2,1750686000.0
540279,86,r85_94,86,1,1750686000.0
542766,62,r55_64,62,6,1750695000.0
542544,38,r35_44,38,4,1750695000.0
539338,28,r25_34,28,2,1750696740.0
539029,72,r65_74,72,3,1750696740.0
536801,72,r65_74,72,2,1750702080.0
547182,43,r35_44,43,1,1750766400.0
548932,44,r35_44,44,1,1750766400.0
548431,80,r75_84,80,1,1750766400.0
550231,67,r65_74,67,1,1750766400.0
550357,50,r45_54,50,1,1750766400.0
544730,76,r75_84,76,1,1750766400.0
531551,23,r15_24,23,3,1750780260.0
532044,79,r75_84,79,7,1750780260.0
549983,52,r45_54,52,4,1750784580.0
550812,42,r35_44,42,2,1750856400.0
552107,69,r65_74,69,3,1750856400.0
551005,68,r65_74,68,1,1750856400.0
552506,42,r35_44,42,2,1750856400.0
553406,40,r35_44,40,1,1750856400.0
553104,72,r65_74,72,2,1750860780.0
552821,31,r25_34,31,4,1750860780.0
551813,69,r65_74,69,7,1750864800.0
551198,40,r35_44,40,5,1750864920.0
551426,72,r65_74,72,5,1750864920.0
545430,68,r65_74,68,11,1750874520.0
557555,44,r35_44,44,2,1750942800.0
557716,63,r55_64,63,1,1750942800.0
555870,61,r55_64,61,2,1750942800.0
555440,58,r55_64,58,2,1750942800.0
556144,47,r45_54,47,1,1750942800.0
555286,48,r45_54,48,2,1750942800.0
553942,41,r35_44,41,4,1750948560.0
554267,61,r55_64,61,5,1750948560.0
556962,62,r55_64,62,7,1750957560.0
556427,40,r35_44,40,3,1750957560.0
559412,30,r25_34,30,1,1751025600.0
559638,72,r65_74,72,1,1751025600.0
558279,60,r55_64,60,4,1751030820.0
558494,42,r35_44,42,2,1751030820.0
559053,56,r55_64,56,2,1751032560.0
558712,46,r45_54,46,4,1751032560.0
561013,71,r65_74,71,4,1751116920.0
560692,33,r25_34,33,3,1751116920.0
560299,67,r65_74,67,8,1751120040.0
559894,43,r35_44,43,4,1751120040.0
572389,24,r15_24,24,1,1751288400.0
566445,89,r85_94,89,1,1751288400.0
584104,37,r35_44,37,1,1751288400.0
579839,75,r75_84,75,1,1751288400.0
582482,13,r05_14,13,1,1751288400.0
565511,54,r45_54,54,1,1751288400.0
565970,48,r45_54,48,1,1751288400.0
565000,44,r35_44,44,1,1751288400.0
564655,58,r55_64,58,1,1751288400.0
581737,94,r85_94,95,1,1751288400.0
568937,67,r65_74,67,2,1751288400.0
566807,13,r05_14,13,1,1751288400.0
570877,14,r05_14,14,1,1751288400.0
586427,59,r55_64,59,1,1751288400.0
582129,89,r85_94,89,1,1751288400.0
585553,70,r65_74,70,1,1751288400.0
585109,32,r25_34,32,1,1751288400.0
572877,78,r75_84,78,1,1751288400.0
586003,43,r35_44,43,1,1751288400.0
583693,69,r65_74,69,1,1751288400.0
579355,26,r25_34,26,1,1751288400.0
578970,86,r85_94,86,1,1751288400.0
578496,15,r15_24,15,1,1751288400.0
580281,79,r75_84,79,1,1751288400.0
580765,23,r15_24,23,1,1751288400.0
561330,45,r45_54,45,1,1751288400.0
561777,57,r55_64,57,1,1751288400.0
576576,46,r45_54,46,1,1751288400.0
576078,56,r55_64,56,1,1751288400.0
574873,10,r05_14,10,1,1751288400.0
574408,92,r85_94,92,1,1751288400.0
570440,88,r85_94,88,1,1751288400.0
569340,36,r35_44,36,2,1751288400.0
583341,65,r65_74,65,1,1751288400.0
573341,14,r05_14,14,1,1751288400.0
573914,87,r85_94,87,1,1751288400.0
578039,29,r25_34,29,1,1751288400.0
577313,21,r15_24,21,2,1751288400.0
577626,71,r65_74,71,1,1751288400.0
567265,49,r45_54,49,5,1751298360.0
568103,52,r45_54,52,2,1751298360.0
562206,53,r45_54,53,3,1751311800.0
562772,41,r35_44,41,2,1751311800.0
374474,17,r15_24,17,1,1751461200.0
374817,84,r75_84,84,2,1751461200.0
372545,50,r45_54,50,2,1751461200.0
372859,53,r45_54,53,1,1751461200.0
373188,41,r35_44,41,1,1751461200.0
373456,62,r55_64,62,1,1751461200.0
373818,85,r85_94,85,1,1751461200.0
374128,16,r15_24,16,1,1751461200.0
380277,18,r15_24,18,1,1751461200.0
380053,84,r75_84,84,1,1751461200.0
365597,12,r05_14,12,1,1751461200.0
365345,82,r75_84,82,1,1751461200.0
365889,46,r45_54,46,1,1751461200.0
368669,14,r05_14,14,1,1751461200.0
376020,52,r45_54,52,1,1751461200.0
369186,80,r75_84,80,2,1751461200.0
379274,86,r85_94,86,1,1751461200.0
378912,14,r05_14,14,1,1751461200.0
383472,84,r75_84,84,1,1751461200.0
383709,90,r85_94,90,1,1751461200.0
384056,10,r05_14,10,1,1751461200.0
382784,69,r65_74,69,1,1751461200.0
382549,26,r25_34,26,2,1751461200.0
382312,76,r75_84,76,3,1751461200.0
379792,75,r75_84,75,1,1751461200.0
379512,26,r25_34,26,2,1751461200.0
369390,78,r75_84,78,3,1751461200.0
383266,20,r15_24,20,1,1751461200.0
383011,33,r25_34,33,1,1751461200.0
375646,49,r45_54,49,1,1751461200.0
375113,28,r25_34,28,1,1751461200.0
375402,78,r75_84,78,1,1751461200.0
368445,87,r85_94,87,1,1751461200.0
367964,79,r75_84,79,3,1751461200.0
366375,62,r55_64,62,1,1751461200.0
367421,23,r15_24,23,2,1751461200.0
