category,c,regime,placement_minute,bid_offset_cents,expected_fill_rate,expected_net_roi_pct,fill_src
ATP_MAIN,86,r85_94,240,2,1.0,7.801,drift_surface
ATP_MAIN,87,r85_94,240,1,1.0,7.801,drift_surface
ATP_MAIN,88,r85_94,240,2,0.95,7.801,drift_surface
ATP_MAIN,89,r85_94,240,3,1.0,7.801,drift_surface
ATP_MAIN,90,r85_94,240,3,0.9615,7.801,drift_surface
ATP_MAIN,91,r85_94,240,2,1.0,7.801,drift_surface
ATP_MAIN,92,r85_94,240,2,1.0,7.801,drift_surface
ATP_MAIN,93,r85_94,240,2,1.0,7.801,drift_surface
ATP_MAIN,94,r85_94,240,3,1.0,7.801,drift_surface
WTA_MAIN,5,r05_14,240,2,1.0,91.2617,drift_surface
WTA_MAIN,6,r05_14,240,3,1.0,91.2617,drift_surface
WTA_MAIN,7,r05_14,120,1,1.0,91.2617,drift_surface
WTA_MAIN,8,r05_14,240,3,1.0,91.2617,drift_surface
WTA_MAIN,9,r05_14,240,1,0.75,91.2617,drift_surface
WTA_MAIN,10,r05_14,240,2,1.0,91.2617,drift_surface
WTA_MAIN,11,r05_14,240,3,1.0,91.2617,drift_surface
WTA_MAIN,12,r05_14,180,3,1.0,91.2617,drift_surface
WTA_MAIN,13,r05_14,240,3,0.9583,91.2617,drift_surface
WTA_MAIN,14,r05_14,240,3,1.0,91.2617,drift_surface
WTA_MAIN,15,r15_24,180,3,0.9432,42.1414,drift_surface
WTA_MAIN,16,r15_24,240,3,1.0,42.1414,drift_surface
WTA_MAIN,17,r15_24,240,3,0.9896,42.1414,drift_surface
WTA_MAIN,18,r15_24,240,3,1.0,42.1414,drift_surface
WTA_MAIN,19,r15_24,240,3,0.9886,42.1414,drift_surface
WTA_MAIN,20,r15_24,240,2,0.6667,42.1414,drift_surface
WTA_MAIN,21,r15_24,240,3,0.9551,42.1414,drift_surface
WTA_MAIN,22,r15_24,240,3,1.0,42.1414,drift_surface
WTA_MAIN,23,r15_24,240,3,0.9839,42.1414,drift_surface
WTA_MAIN,24,r15_24,240,3,1.0,42.1414,drift_surface
WTA_MAIN,25,r25_34,240,3,0.9833,33.5019,drift_surface
WTA_MAIN,26,r25_34,240,2,1.0,33.5019,drift_surface
WTA_MAIN,27,r25_34,240,3,1.0,33.5019,drift_surface
WTA_MAIN,28,r25_34,240,3,1.0,33.5019,drift_surface
WTA_MAIN,29,r25_34,240,3,0.9333,33.5019,drift_surface
WTA_MAIN,30,r25_34,240,3,1.0,33.5019,drift_surface
WTA_MAIN,31,r25_34,240,3,0.8,33.5019,drift_surface
WTA_MAIN,32,r25_34,240,3,1.0,33.5019,drift_surface
WTA_MAIN,33,r25_34,240,3,1.0,33.5019,drift_surface
WTA_MAIN,34,r25_34,240,3,0.9495,33.5019,drift_surface
WTA_MAIN,35,r35_44,240,3,0.9552,12.5439,drift_surface
WTA_MAIN,36,r35_44,240,3,0.9649,12.5439,drift_surface
WTA_MAIN,37,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,38,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,39,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,40,r35_44,240,3,0.6429,12.5439,drift_surface
WTA_MAIN,41,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,42,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,43,r35_44,240,2,0.6667,12.5439,drift_surface
WTA_MAIN,44,r35_44,240,3,1.0,12.5439,drift_surface
WTA_MAIN,45,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,46,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,47,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,48,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,49,r45_54,240,3,0.9624,12.9992,drift_surface
WTA_MAIN,50,r45_54,240,1,0.95,12.9992,drift_surface
WTA_MAIN,51,r45_54,240,2,1.0,12.9992,drift_surface
WTA_MAIN,52,r45_54,240,3,0.9444,12.9992,drift_surface
WTA_MAIN,53,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,54,r45_54,240,3,1.0,12.9992,drift_surface
WTA_MAIN,55,r55_64,240,3,1.0,11.7037,drift_surface
WTA_MAIN,56,r55_64,240,2,0.9375,11.7037,drift_surface
WTA_MAIN,57,r55_64,240,3,0.8333,11.7037,drift_surface
WTA_MAIN,58,r55_64,240,1,0.9583,11.7037,drift_surface
WTA_MAIN,59,r55_64,240,2,1.0,11.7037,drift_surface
WTA_MAIN,60,r55_64,240,2,1.0,11.7037,drift_surface
WTA_MAIN,61,r55_64,240,3,0.75,11.7037,drift_surface
WTA_MAIN,62,r55_64,240,3,1.0,11.7037,drift_surface
WTA_MAIN,63,r55_64,240,3,0.75,11.7037,drift_surface
WTA_MAIN,64,r55_64,240,3,1.0,11.7037,drift_surface
WTA_MAIN,65,r65_74,240,3,0.6667,7.0473,drift_surface
WTA_MAIN,66,r65_74,240,2,1.0,7.0473,drift_surface
WTA_MAIN,67,r65_74,240,2,1.0,7.0473,drift_surface
WTA_MAIN,68,r65_74,240,3,0.9725,7.0473,drift_surface
WTA_MAIN,69,r65_74,240,2,0.8,7.0473,drift_surface
WTA_MAIN,70,r65_74,240,3,0.9767,7.0473,drift_surface
WTA_MAIN,71,r65_74,240,3,1.0,7.0473,drift_surface
WTA_MAIN,72,r65_74,240,2,0.6,7.0473,drift_surface
WTA_MAIN,73,r65_74,240,3,0.9643,7.0473,drift_surface
WTA_MAIN,74,r65_74,240,3,0.9784,7.0473,drift_surface
WTA_MAIN,75,r75_84,240,3,0.9762,6.0464,drift_surface
WTA_MAIN,76,r75_84,240,3,0.0,6.0464,drift_surface
WTA_MAIN,77,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,78,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,79,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,80,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,81,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,82,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,83,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,84,r75_84,240,3,1.0,6.0464,drift_surface
WTA_MAIN,85,r85_94,240,3,1.0,4.7271,drift_surface
WTA_MAIN,86,r85_94,240,3,1.0,4.7271,drift_surface
WTA_MAIN,87,r85_94,240,1,0.75,4.7271,drift_surface
WTA_MAIN,88,r85_94,240,3,0.9808,4.7271,drift_surface
WTA_MAIN,89,r85_94,240,3,0.96,4.7271,drift_surface
WTA_MAIN,90,r85_94,240,1,1.0,4.7271,drift_surface
WTA_MAIN,91,r85_94,240,3,1.0,4.7271,drift_surface
WTA_MAIN,92,r85_94,240,2,1.0,4.7271,drift_surface
WTA_MAIN,93,r85_94,240,2,1.0,4.7271,drift_surface
WTA_MAIN,94,r85_94,240,2,1.0,4.7271,drift_surface
ATP_CHALL,5,r05_14,240,3,1.0,82.0944,drift_surface
ATP_CHALL,6,r05_14,240,1,1.0,82.0944,drift_surface
ATP_CHALL,7,r05_14,240,3,0.9704,82.0944,drift_surface
ATP_CHALL,8,r05_14,240,3,0.9149,82.0944,drift_surface
ATP_CHALL,9,r05_14,240,1,0.8889,82.0944,drift_surface
ATP_CHALL,10,r05_14,240,1,1.0,82.0944,drift_surface
ATP_CHALL,11,r05_14,240,3,0.9787,82.0944,drift_surface
ATP_CHALL,12,r05_14,240,3,0.9744,82.0944,drift_surface
ATP_CHALL,13,r05_14,240,2,1.0,82.0944,drift_surface
ATP_CHALL,14,r05_14,240,2,1.0,82.0944,drift_surface
ATP_CHALL,15,r15_24,240,1,1.0,45.5096,drift_surface
ATP_CHALL,16,r15_24,240,3,0.5,45.5096,drift_surface
ATP_CHALL,17,r15_24,240,1,0.8889,45.5096,drift_surface
ATP_CHALL,18,r15_24,240,3,1.0,45.5096,drift_surface
ATP_CHALL,19,r15_24,240,3,1.0,45.5096,drift_surface
ATP_CHALL,20,r15_24,180,2,1.0,45.5096,drift_surface
ATP_CHALL,21,r15_24,240,3,0.5,45.5096,drift_surface
ATP_CHALL,22,r15_24,240,2,1.0,45.5096,drift_surface
ATP_CHALL,23,r15_24,240,3,1.0,45.5096,drift_surface
ATP_CHALL,24,r15_24,240,3,1.0,45.5096,drift_surface
ATP_CHALL,25,r25_34,240,3,1.0,17.5267,drift_surface
ATP_CHALL,26,r25_34,240,3,0.9318,17.5267,drift_surface
ATP_CHALL,27,r25_34,240,2,1.0,17.5267,drift_surface
ATP_CHALL,28,r25_34,240,3,1.0,17.5267,drift_surface
ATP_CHALL,29,r25_34,180,1,0.6667,17.5267,drift_surface
ATP_CHALL,30,r25_34,240,3,0.9545,17.5267,drift_surface
ATP_CHALL,31,r25_34,240,2,1.0,17.5267,drift_surface
ATP_CHALL,32,r25_34,240,3,0.9333,17.5267,drift_surface
ATP_CHALL,33,r25_34,240,2,1.0,17.5267,drift_surface
ATP_CHALL,34,r25_34,240,3,1.0,17.5267,drift_surface
ATP_CHALL,35,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,36,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,37,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,38,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,39,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,40,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,41,r35_44,240,3,0.9697,13.3601,drift_surface
ATP_CHALL,42,r35_44,240,3,0.6667,13.3601,drift_surface
ATP_CHALL,43,r35_44,240,2,1.0,13.3601,drift_surface
ATP_CHALL,44,r35_44,240,3,1.0,13.3601,drift_surface
ATP_CHALL,45,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,46,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,47,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,48,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,49,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,50,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,51,r45_54,240,2,1.0,11.4237,drift_surface
ATP_CHALL,52,r45_54,240,2,1.0,11.4237,drift_surface
ATP_CHALL,53,r45_54,240,3,1.0,11.4237,drift_surface
ATP_CHALL,54,r45_54,240,3,0.5,11.4237,drift_surface
ATP_CHALL,55,r55_64,180,2,0.9333,5.5553,drift_surface
ATP_CHALL,56,r55_64,120,3,1.0,5.5553,drift_surface
ATP_CHALL,57,r55_64,240,1,0.8077,5.5553,drift_surface
ATP_CHALL,58,r55_64,240,1,0.9298,5.5553,drift_surface
ATP_CHALL,59,r55_64,240,2,0.8571,5.5553,drift_surface
ATP_CHALL,60,r55_64,240,3,1.0,5.5553,drift_surface
ATP_CHALL,61,r55_64,240,3,0.9732,5.5553,drift_surface
ATP_CHALL,62,r55_64,240,3,1.0,5.5553,drift_surface
ATP_CHALL,63,r55_64,240,3,0.75,5.5553,drift_surface
ATP_CHALL,64,r55_64,240,3,1.0,5.5553,drift_surface
ATP_CHALL,65,r65_74,240,3,0.0,9.7804,drift_surface
ATP_CHALL,66,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,67,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,68,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,69,r65_74,240,3,0.9342,9.7804,drift_surface
ATP_CHALL,70,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,71,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,72,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,73,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,74,r65_74,240,3,1.0,9.7804,drift_surface
ATP_CHALL,75,r75_84,240,3,1.0,6.7934,drift_surface
ATP_CHALL,76,r75_84,240,3,1.0,6.7934,drift_surface
ATP_CHALL,77,r75_84,240,3,1.0,6.7934,drift_surface
ATP_CHALL,78,r75_84,240,3,0.9615,6.7934,drift_surface
ATP_CHALL,79,r75_84,240,3,0.9512,6.7934,drift_surface
ATP_CHALL,80,r75_84,240,3,0.0,6.7934,drift_surface
ATP_CHALL,81,r75_84,240,2,1.0,6.7934,drift_surface
ATP_CHALL,82,r75_84,240,1,1.0,6.7934,drift_surface
ATP_CHALL,83,r75_84,240,3,0.9697,6.7934,drift_surface
ATP_CHALL,84,r75_84,240,3,0.9773,6.7934,drift_surface
ATP_CHALL,85,r85_94,240,3,1.0,1.5118,drift_surface
ATP_CHALL,86,r85_94,240,2,1.0,1.5118,drift_surface
ATP_CHALL,87,r85_94,240,1,1.0,1.5118,drift_surface
ATP_CHALL,88,r85_94,240,3,1.0,1.5118,drift_surface
ATP_CHALL,89,r85_94,180,3,1.0,1.5118,drift_surface
ATP_CHALL,90,r85_94,240,3,1.0,1.5118,drift_surface
ATP_CHALL,91,r85_94,240,3,0.9,1.5118,drift_surface
ATP_CHALL,92,r85_94,180,2,0.9091,1.5118,drift_surface
ATP_CHALL,93,r85_94,240,3,1.0,1.5118,drift_surface
ATP_CHALL,94,r85_94,240,3,1.0,1.5118,drift_surface
WTA_CHALL,5,r05_14,240,2,1.0,102.029,drift_surface
WTA_CHALL,6,r05_14,240,1,1.0,102.029,drift_surface
WTA_CHALL,7,r05_14,240,3,1.0,102.029,drift_surface
WTA_CHALL,8,r05_14,240,3,1.0,102.029,drift_surface
WTA_CHALL,9,r05_14,240,1,1.0,102.029,drift_surface
WTA_CHALL,10,r05_14,240,1,1.0,102.029,drift_surface
WTA_CHALL,11,r05_14,240,3,1.0,102.029,drift_surface
WTA_CHALL,12,r05_14,240,1,1.0,102.029,drift_surface
WTA_CHALL,13,r05_14,240,2,1.0,102.029,drift_surface
WTA_CHALL,14,r05_14,180,1,1.0,102.029,drift_surface
WTA_CHALL,15,r15_24,240,2,1.0,54.1456,drift_surface
WTA_CHALL,16,r15_24,240,1,1.0,54.1456,drift_surface
WTA_CHALL,17,r15_24,240,2,1.0,54.1456,drift_surface
WTA_CHALL,18,r15_24,240,2,1.0,54.1456,drift_surface
WTA_CHALL,19,r15_24,240,2,0.9091,54.1456,drift_surface
WTA_CHALL,20,r15_24,180,3,1.0,54.1456,drift_surface
WTA_CHALL,21,r15_24,240,3,1.0,54.1456,drift_surface
WTA_CHALL,22,r15_24,180,2,0.9091,54.1456,drift_surface
WTA_CHALL,23,r15_24,240,3,1.0,54.1456,drift_surface
WTA_CHALL,24,r15_24,240,2,1.0,54.1456,drift_surface
WTA_CHALL,25,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,26,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,27,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,28,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,29,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,30,r25_34,240,1,1.0,48.727,drift_surface
WTA_CHALL,31,r25_34,240,2,1.0,48.727,drift_surface
WTA_CHALL,32,r25_34,240,2,1.0,48.727,drift_surface
WTA_CHALL,33,r25_34,240,3,1.0,48.727,drift_surface
WTA_CHALL,34,r25_34,240,1,1.0,48.727,drift_surface
WTA_CHALL,35,r35_44,240,2,1.0,27.6708,drift_surface
WTA_CHALL,36,r35_44,240,3,1.0,27.6708,drift_surface
WTA_CHALL,37,r35_44,90,2,1.0,27.6708,drift_surface
WTA_CHALL,38,r35_44,240,2,1.0,27.6708,drift_surface
WTA_CHALL,39,r35_44,240,3,1.0,27.6708,drift_surface
WTA_CHALL,40,r35_44,240,1,1.0,27.6708,drift_surface
WTA_CHALL,41,r35_44,180,2,1.0,27.6708,drift_surface
WTA_CHALL,42,r35_44,240,2,1.0,27.6708,drift_surface
WTA_CHALL,43,r35_44,240,2,1.0,27.6708,drift_surface
WTA_CHALL,44,r35_44,240,1,1.0,27.6708,drift_surface
WTA_CHALL,45,r45_54,240,3,1.0,20.8268,drift_surface
WTA_CHALL,46,r45_54,240,3,1.0,20.8268,drift_surface
WTA_CHALL,47,r45_54,240,3,0.9091,20.8268,drift_surface
WTA_CHALL,48,r45_54,240,3,1.0,20.8268,drift_surface
WTA_CHALL,49,r45_54,180,3,0.9333,20.8268,drift_surface
WTA_CHALL,50,r45_54,240,3,1.0,20.8268,drift_surface
WTA_CHALL,51,r45_54,240,1,0.5,20.8268,drift_surface
WTA_CHALL,52,r45_54,240,2,1.0,20.8268,drift_surface
WTA_CHALL,53,r45_54,180,2,0.9524,20.8268,drift_surface
WTA_CHALL,54,r45_54,240,1,1.0,20.8268,drift_surface
WTA_CHALL,55,r55_64,240,3,1.0,9.268,drift_surface
WTA_CHALL,56,r55_64,240,3,0.9474,9.268,drift_surface
WTA_CHALL,57,r55_64,240,3,0.9111,9.268,drift_surface
WTA_CHALL,58,r55_64,240,1,1.0,9.268,drift_surface
WTA_CHALL,59,r55_64,240,2,1.0,9.268,drift_surface
WTA_CHALL,60,r55_64,240,1,1.0,9.268,drift_surface
WTA_CHALL,61,r55_64,180,3,1.0,9.268,drift_surface
WTA_CHALL,62,r55_64,240,3,0.9545,9.268,drift_surface
WTA_CHALL,63,r55_64,240,2,1.0,9.268,drift_surface
WTA_CHALL,64,r55_64,240,3,1.0,9.268,drift_surface
WTA_CHALL,65,r65_74,240,3,1.0,7.4955,drift_surface
WTA_CHALL,66,r65_74,240,2,1.0,7.4955,drift_surface
WTA_CHALL,67,r65_74,240,3,1.0,7.4955,drift_surface
WTA_CHALL,68,r65_74,240,3,1.0,7.4955,drift_surface
WTA_CHALL,69,r65_74,240,1,1.0,7.4955,drift_surface
WTA_CHALL,70,r65_74,240,3,1.0,7.4955,drift_surface
WTA_CHALL,71,r65_74,240,2,1.0,7.4955,drift_surface
WTA_CHALL,72,r65_74,240,3,1.0,7.4955,drift_surface
WTA_CHALL,73,r65_74,240,2,1.0,7.4955,drift_surface
WTA_CHALL,74,r65_74,240,2,1.0,7.4955,drift_surface
WTA_CHALL,75,r75_84,240,3,1.0,13.4385,drift_surface
WTA_CHALL,76,r75_84,240,1,1.0,13.4385,drift_surface
WTA_CHALL,77,r75_84,240,2,1.0,13.4385,drift_surface
WTA_CHALL,78,r75_84,180,2,1.0,13.4385,drift_surface
WTA_CHALL,79,r75_84,180,2,1.0,13.4385,drift_surface
WTA_CHALL,80,r75_84,240,2,1.0,13.4385,drift_surface
WTA_CHALL,81,r75_84,240,3,1.0,13.4385,drift_surface
WTA_CHALL,82,r75_84,240,2,1.0,13.4385,drift_surface
WTA_CHALL,83,r75_84,240,3,1.0,13.4385,drift_surface
WTA_CHALL,84,r75_84,180,2,1.0,13.4385,drift_surface
WTA_CHALL,85,r85_94,240,3,1.0,6.807,drift_surface
WTA_CHALL,86,r85_94,240,2,1.0,6.807,drift_surface
WTA_CHALL,87,r85_94,120,1,1.0,6.807,drift_surface
WTA_CHALL,88,r85_94,240,3,1.0,6.807,drift_surface
WTA_CHALL,89,r85_94,240,3,1.0,6.807,drift_surface
WTA_CHALL,90,r85_94,240,2,1.0,6.807,drift_surface
WTA_CHALL,91,r85_94,180,1,1.0,6.807,drift_surface
WTA_CHALL,92,r85_94,120,1,1.0,6.807,drift_surface
WTA_CHALL,93,r85_94,180,1,1.0,6.807,drift_surface
WTA_CHALL,94,r85_94,240,3,1.0,6.807,drift_surface
