ticker_idx,cell,regime,anchor,offset,match_start_ts
189334,67,r65_74,67,1,1771340940.0
189577,35,r35_44,35,2,1771340940.0
185940,73,r65_74,73,2,1771341300.0
185767,82,r75_84,82,12,1771341300.0
183420,23,r15_24,23,2,1771341600.0
192755,47,r45_54,47,1,1771342800.0
193151,54,r45_54,54,1,1771342800.0
184009,34,r25_34,34,4,1771344900.0
183865,59,r55_64,59,1,1771344900.0
184736,68,r65_74,68,3,1771345080.0
188399,84,r75_84,84,2,1771347900.0
188645,23,r15_24,23,2,1771347900.0
195055,53,r45_54,53,1,1771349880.0
194678,50,r45_54,50,2,1771349880.0
186970,41,r35_44,41,2,1771351020.0
187140,50,r45_54,50,2,1771351020.0
194377,24,r15_24,24,1,1771352040.0
182356,48,r45_54,48,2,1771356180.0
182627,56,r55_64,56,1,1771356180.0
192165,21,r15_24,21,2,1771356600.0
190888,53,r45_54,53,2,1771358460.0
191225,52,r45_54,52,2,1771358460.0
188126,27,r25_34,27,4,1771360020.0
187842,78,r75_84,78,4,1771360020.0
185372,50,r45_54,50,1,1771361880.0
186612,80,r75_84,80,1,1771374120.0
186112,23,r15_24,23,1,1771374120.0
184155,7,r05_14,7,2,1771374660.0
198653,40,r35_44,40,1,1771409640.0
202665,40,r35_44,40,2,1771413600.0
202881,64,r55_64,64,2,1771413600.0
200300,78,r75_84,78,1,1771417140.0
201429,20,r15_24,20,2,1771418940.0
203250,20,r15_24,20,2,1771423920.0
202471,49,r45_54,49,1,1771424520.0
202266,56,r55_64,56,2,1771424520.0
195839,23,r15_24,23,2,1771424700.0
196040,85,r85_94,85,7,1771424700.0
199851,28,r25_34,28,2,1771425780.0
196617,31,r25_34,31,4,1771426320.0
201682,7,r05_14,7,1,1771431960.0
196430,84,r75_84,84,12,1771434660.0
196235,31,r25_34,31,4,1771434660.0
202132,88,r85_94,88,6,1771435860.0
201990,80,r75_84,80,5,1771435860.0
200948,20,r15_24,20,1,1771436100.0
200718,85,r85_94,85,2,1771436100.0
197033,42,r35_44,42,3,1771441200.0
197214,62,r55_64,62,2,1771441200.0
197464,64,r55_64,64,2,1771444200.0
197715,41,r35_44,41,2,1771444200.0
198956,90,r85_94,90,2,1771460940.0
199342,12,r05_14,12,2,1771460940.0
207576,32,r25_34,32,7,1771502820.0
204327,38,r35_44,38,2,1771506300.0
207779,13,r05_14,13,2,1771506540.0
208165,81,r75_84,81,1,1771510440.0
208408,23,r15_24,23,2,1771510440.0
205389,59,r55_64,59,1,1771511640.0
205652,42,r35_44,42,2,1771511640.0
207153,22,r15_24,22,1,1771515600.0
206950,80,r75_84,80,1,1771515600.0
205902,57,r55_64,57,1,1771521180.0
206306,45,r45_54,45,2,1771521180.0
203661,45,r45_54,45,2,1771522260.0
203406,60,r55_64,60,2,1771522260.0
204863,26,r25_34,26,2,1771548240.0
205147,74,r65_74,74,4,1771548240.0
214065,27,r25_34,27,4,1771582020.0
213757,77,r75_84,77,1,1771582020.0
215428,68,r65_74,68,1,1771585440.0
215797,37,r35_44,37,2,1771585440.0
210190,48,r45_54,48,1,1771589280.0
209795,55,r55_64,55,2,1771589280.0
214884,28,r25_34,28,1,1771591800.0
215171,74,r65_74,74,1,1771591800.0
213051,56,r55_64,56,1,1771593240.0
212798,49,r45_54,49,2,1771593240.0
208955,53,r45_54,53,2,1771595280.0
211393,62,r55_64,62,1,1771602060.0
211825,42,r35_44,42,2,1771602060.0
210439,19,r15_24,19,3,1771603680.0
211033,86,r85_94,86,4,1771603680.0
213306,78,r75_84,78,5,1771608360.0
213528,30,r25_34,30,3,1771608360.0
209494,54,r45_54,54,2,1771610220.0
209239,48,r45_54,48,1,1771610220.0
212466,55,r55_64,55,1,1771633860.0
212122,46,r45_54,46,2,1771633860.0
219678,75,r75_84,75,1,1771671960.0
218048,29,r25_34,29,3,1771677000.0
218953,28,r25_34,28,4,1771684860.0
217243,32,r25_34,32,3,1771689180.0
216902,72,r65_74,72,1,1771689180.0
219878,31,r25_34,31,3,1771703580.0
220251,70,r65_74,70,2,1771703580.0
216531,74,r65_74,74,3,1771713300.0
220817,75,r75_84,75,4,1771746300.0
220636,79,r75_84,79,12,1771746300.0
224616,84,r75_84,84,8,1771746900.0
224467,38,r35_44,38,4,1771746900.0
222833,94,r85_94,96,2,1771747380.0
223002,50,r45_54,50,2,1771747380.0
223323,94,r85_94,96,2,1771749360.0
223174,93,r85_94,93,3,1771749360.0
221407,6,r05_14,6,1,1771754940.0
221655,94,r85_94,95,1,1771754940.0
225082,67,r65_74,67,2,1771758900.0
224766,65,r65_74,65,5,1771758900.0
221778,35,r35_44,35,2,1771760040.0
222068,69,r65_74,69,2,1771760040.0
222531,53,r45_54,53,2,1771780500.0
222255,48,r45_54,48,1,1771780500.0
225683,50,r45_54,50,3,1771832100.0
226210,61,r55_64,61,2,1771832400.0
226595,36,r35_44,36,1,1771837740.0
226395,67,r65_74,67,2,1771837740.0
226785,40,r35_44,40,3,1771837860.0
237526,73,r65_74,73,4,1771918920.0
239496,75,r75_84,75,4,1771919340.0
239301,28,r25_34,28,2,1771919340.0
232394,36,r35_44,36,4,1771919520.0
232613,68,r65_74,68,2,1771919520.0
227400,43,r35_44,43,5,1771927860.0
236829,37,r35_44,37,2,1771928280.0
237176,64,r55_64,64,2,1771928280.0
228277,5,r05_14,5,1,1771928520.0
227735,94,r85_94,97,2,1771928520.0
238278,36,r35_44,36,3,1771934100.0
231385,81,r75_84,81,4,1772003160.0
233421,63,r55_64,63,1,1772003160.0
238561,30,r25_34,30,6,1772003220.0
241094,94,r85_94,96,1,1772006820.0
240964,94,r85_94,96,1,1772006820.0
239678,67,r65_74,67,3,1772008440.0
228991,25,r25_34,25,2,1772011560.0
228763,79,r75_84,79,4,1772011560.0
235672,68,r65_74,68,2,1772011920.0
230720,77,r75_84,77,2,1772013780.0
229993,25,r25_34,25,2,1772013780.0
234059,33,r25_34,33,3,1772016480.0
241488,76,r75_84,76,9,1772091480.0
244136,32,r25_34,32,1,1772091600.0
243712,34,r25_34,34,2,1772091660.0
242448,40,r35_44,40,2,1772100960.0
243064,83,r75_84,83,4,1772103300.0
242784,28,r25_34,28,2,1772106060.0
242555,74,r65_74,74,4,1772106060.0
246174,80,r75_84,80,4,1772178360.0
245871,22,r15_24,22,1,1772178360.0
245488,60,r55_64,60,2,1772184480.0
245132,43,r35_44,43,2,1772184480.0
247130,20,r15_24,20,2,1772185140.0
246446,78,r75_84,78,2,1772192940.0
246763,24,r15_24,24,2,1772192940.0
248465,51,r45_54,51,2,1772272560.0
248206,68,r65_74,68,2,1772274180.0
257712,85,r85_94,85,4,1772350680.0
257241,25,r25_34,25,5,1772350680.0
255858,60,r55_64,60,2,1772350800.0
256506,49,r45_54,49,2,1772350980.0
258370,52,r45_54,52,2,1772356320.0
258510,55,r55_64,55,1,1772356320.0
258965,39,r35_44,39,2,1772358660.0
258668,62,r55_64,62,2,1772358660.0
257105,39,r35_44,39,3,1772360640.0
256939,66,r65_74,66,3,1772360640.0
259843,70,r65_74,70,2,1772363340.0
259274,49,r45_54,49,1,1772363580.0
259560,54,r45_54,54,1,1772363580.0
257860,8,r05_14,8,1,1772365020.0
258064,94,r85_94,95,1,1772365020.0
261214,26,r25_34,26,3,1772436960.0
260927,77,r75_84,77,2,1772436960.0
261964,68,r65_74,68,2,1772437080.0
262246,35,r35_44,35,3,1772437080.0
261524,65,r65_74,65,3,1772443560.0
261765,37,r35_44,37,1,1772443560.0
260616,94,r85_94,95,2,1772444160.0
260140,7,r05_14,7,2,1772444160.0
264499,46,r45_54,46,2,1772523600.0
263201,94,r85_94,95,2,1772523720.0
266823,25,r25_34,25,3,1772523780.0
267382,79,r75_84,79,2,1772523780.0
266098,39,r35_44,39,4,1772525160.0
266409,65,r65_74,65,3,1772525160.0
264142,73,r65_74,73,2,1772530500.0
263796,44,r35_44,44,4,1772530500.0
265182,69,r65_74,69,2,1772532360.0
265507,33,r25_34,33,2,1772532360.0
262785,64,r55_64,64,3,1772534880.0
262496,40,r35_44,40,2,1772534880.0
268108,47,r45_54,47,2,1772535060.0
267804,56,r55_64,56,1,1772535060.0
272412,47,r45_54,47,2,1772609820.0
272069,56,r55_64,56,2,1772609820.0
273964,55,r55_64,55,2,1772609880.0
274281,47,r45_54,47,1,1772609880.0
271308,16,r15_24,16,2,1772610060.0
273733,94,r85_94,96,1,1772610600.0
268494,60,r55_64,60,1,1772616060.0
268907,43,r35_44,43,4,1772616060.0
270807,68,r65_74,68,4,1772620200.0
270484,35,r35_44,35,2,1772620200.0
273085,67,r65_74,67,1,1772621400.0
272768,33,r25_34,33,1,1772621400.0
269915,60,r55_64,60,1,1772622480.0
269339,42,r35_44,42,3,1772622480.0
275279,85,r85_94,85,11,1772696280.0
275041,36,r35_44,36,4,1772696280.0
274600,35,r35_44,35,3,1772696580.0
276257,26,r25_34,26,2,1772697060.0
275538,53,r45_54,53,1,1772706360.0
276780,47,r45_54,47,1,1772707800.0
277005,56,r55_64,56,1,1772707800.0
277368,59,r55_64,59,1,1772708520.0
277219,42,r35_44,42,2,1772708520.0
276543,17,r15_24,17,2,1772710800.0
279927,60,r55_64,60,1,1772784480.0
278246,34,r25_34,34,4,1772784480.0
279394,24,r15_24,24,2,1772785020.0
278560,37,r35_44,37,2,1772795340.0
278980,67,r65_74,67,4,1772795340.0
280878,52,r45_54,52,1,1772871060.0
280526,78,r75_84,78,2,1772871240.0
282003,68,r65_74,68,4,1772955480.0
283970,32,r25_34,32,1,1772955540.0
283736,72,r65_74,72,2,1772955540.0
282143,93,r85_94,93,1,1772960760.0
282315,6,r05_14,6,1,1772960760.0
282760,56,r55_64,56,2,1772963160.0
283083,47,r45_54,47,2,1772963160.0
281509,37,r35_44,37,2,1772965080.0
284435,42,r35_44,42,2,1772967480.0
284199,62,r55_64,62,2,1772967480.0
283557,20,r15_24,20,2,1772967840.0
281707,82,r75_84,82,4,1772974200.0
281788,72,r65_74,72,3,1772974200.0
285983,37,r35_44,37,4,1773042000.0
288614,34,r25_34,34,4,1773042000.0
286366,81,r75_84,81,1,1773046800.0
289035,52,r45_54,52,1,1773073140.0
289238,61,r55_64,61,2,1773073140.0
289435,10,r05_14,10,2,1773075120.0
286540,84,r75_84,84,11,1773075420.0
290811,31,r25_34,31,3,1773079800.0
290989,81,r75_84,81,8,1773079800.0
285467,84,r75_84,84,11,1773084300.0
285190,53,r45_54,53,2,1773084300.0
290455,65,r65_74,65,5,1773085020.0
290631,50,r45_54,50,2,1773085020.0
287083,34,r25_34,34,3,1773088200.0
287787,70,r65_74,70,2,1773089400.0
291162,49,r45_54,49,1,1773092160.0
291452,53,r45_54,53,1,1773092160.0
290063,74,r65_74,74,1,1773099180.0
296363,34,r25_34,34,1,1773128460.0
296131,67,r65_74,67,1,1773128460.0
300217,49,r45_54,49,2,1773128580.0
294534,81,r75_84,81,1,1773128880.0
294180,21,r15_24,21,1,1773128880.0
292172,73,r65_74,73,4,1773129060.0
296992,34,r25_34,34,3,1773136260.0
296591,66,r65_74,66,2,1773136260.0
298496,59,r55_64,59,1,1773136980.0
298206,44,r35_44,44,3,1773136980.0
293828,77,r75_84,77,4,1773138900.0
299808,90,r85_94,90,2,1773144180.0
299532,13,r05_14,13,2,1773144180.0
297369,60,r55_64,60,2,1773147000.0
297778,41,r35_44,41,1,1773147000.0
301193,62,r55_64,62,1,1773163680.0
301562,36,r35_44,36,4,1773163680.0
303444,61,r55_64,61,1,1773163860.0
303115,37,r35_44,37,2,1773163860.0
295228,58,r55_64,58,1,1773164040.0
294895,50,r45_54,50,2,1773164040.0
302245,47,r45_54,47,1,1773172980.0
301939,54,r45_54,54,2,1773172980.0
295564,38,r35_44,38,2,1773173520.0
302554,36,r35_44,36,4,1773175020.0
284658,67,r65_74,67,3,1773179400.0
292984,42,r35_44,42,2,1773179940.0
292618,60,r55_64,60,1,1773179940.0
301075,49,r45_54,49,1,1773180900.0
300956,54,r45_54,54,2,1773180900.0
298796,71,r65_74,71,3,1773188160.0
299111,31,r25_34,31,2,1773188160.0
310984,60,r55_64,60,2,1773214680.0
305852,24,r15_24,24,2,1773214860.0
305600,79,r75_84,79,2,1773214860.0
307193,31,r25_34,31,2,1773215100.0
304854,73,r65_74,73,5,1773220440.0
308535,79,r75_84,79,2,1773220800.0
308764,23,r15_24,23,1,1773220800.0
309583,59,r55_64,59,2,1773249180.0
309877,49,r45_54,49,1,1773249180.0
304013,60,r55_64,60,2,1773249240.0
311248,42,r35_44,42,1,1773249360.0
311502,63,r55_64,63,3,1773249360.0
307422,38,r35_44,38,2,1773253920.0
307700,71,r65_74,71,7,1773253920.0
307927,33,r25_34,33,3,1773256200.0
309369,72,r65_74,72,2,1773259020.0
309057,30,r25_34,30,2,1773259020.0
304227,59,r55_64,59,2,1773264600.0
304542,43,r35_44,43,2,1773264600.0
310209,66,r65_74,66,4,1773267480.0
310488,37,r35_44,37,1,1773267480.0
314255,29,r25_34,29,2,1773306840.0
314017,75,r75_84,75,6,1773306840.0
315372,41,r35_44,41,4,1773307020.0
315581,62,r55_64,62,2,1773307020.0
316085,49,r45_54,49,1,1773310500.0
316196,55,r55_64,55,1,1773310500.0
313607,57,r55_64,57,2,1773310860.0
313442,59,r55_64,59,1,1773310860.0
314472,58,r55_64,58,2,1773313920.0
314767,45,r45_54,45,1,1773313920.0
316316,44,r35_44,44,3,1773335280.0
312832,47,r45_54,47,1,1773339120.0
313142,57,r55_64,57,1,1773339120.0
312609,19,r15_24,19,2,1773348540.0
312436,81,r75_84,81,2,1773348540.0
312095,45,r45_54,45,2,1773355560.0
317737,58,r55_64,58,2,1773389100.0
318287,84,r75_84,84,5,1773389340.0
318002,22,r15_24,22,2,1773389340.0
318564,59,r55_64,59,2,1773390060.0
318824,46,r45_54,46,2,1773390060.0
320074,46,r45_54,46,2,1773396240.0
319718,62,r55_64,62,3,1773396240.0
319403,45,r45_54,45,2,1773432480.0
319089,58,r55_64,58,1,1773432480.0
317200,65,r65_74,65,2,1773441000.0
316900,37,r35_44,37,1,1773441000.0
321132,59,r55_64,59,2,1773475680.0
321608,81,r75_84,81,4,1773476220.0
320347,59,r55_64,59,2,1773517380.0
320742,47,r45_54,47,2,1773517380.0
322354,32,r25_34,32,1,1773561960.0
322077,70,r65_74,70,3,1773561960.0
323823,8,r05_14,8,2,1774174380.0
324250,85,r85_94,85,4,1774177200.0
324088,17,r15_24,17,2,1774177200.0
323067,9,r05_14,9,2,1774182420.0
322590,64,r55_64,64,4,1774186740.0
322825,39,r35_44,39,4,1774186740.0
323295,27,r25_34,27,4,1774186860.0
324409,92,r85_94,92,1,1774188000.0
324554,11,r05_14,11,2,1774188000.0
327457,65,r65_74,65,3,1774260720.0
330638,46,r45_54,46,1,1774261200.0
330375,56,r55_64,56,1,1774261200.0
326486,68,r65_74,68,4,1774264740.0
326844,36,r35_44,36,3,1774264740.0
330169,94,r85_94,96,1,1774264920.0
329847,5,r05_14,4,1,1774264920.0
329318,61,r55_64,61,1,1774267020.0
325483,39,r35_44,39,1,1774269420.0
325010,63,r55_64,63,1,1774269420.0
326006,91,r85_94,91,2,1774272300.0
325797,11,r05_14,11,1,1774272300.0
328118,61,r55_64,61,1,1774273080.0
327866,41,r35_44,41,2,1774273080.0
329750,63,r55_64,63,1,1774277040.0
329652,94,r85_94,96,1,1774277040.0
328688,67,r65_74,67,2,1774277760.0
334648,39,r35_44,39,3,1774350720.0
334453,62,r55_64,62,2,1774350720.0
333991,32,r25_34,32,4,1774351020.0
332889,73,r65_74,73,2,1774352340.0
331973,88,r85_94,88,2,1774354980.0
332222,17,r15_24,17,1,1774361400.0
333492,59,r55_64,59,2,1774362420.0
333758,43,r35_44,43,2,1774362420.0
333274,59,r55_64,59,2,1774366920.0
330870,46,r45_54,46,1,1774368300.0
331177,57,r55_64,57,1,1774368300.0
336702,69,r65_74,69,2,1774435020.0
336316,34,r25_34,34,2,1774435020.0
335955,55,r55_64,55,2,1774437180.0
335592,47,r45_54,47,1,1774437180.0
337011,34,r25_34,34,2,1774440900.0
335201,40,r35_44,40,2,1774453380.0
334815,62,r55_64,62,2,1774453380.0
338032,48,r45_54,48,1,1774519140.0
339354,54,r45_54,54,3,1774519140.0
340861,19,r15_24,19,3,1774519200.0
341102,83,r75_84,83,2,1774519200.0
342609,58,r55_64,58,1,1774524660.0
341318,44,r35_44,44,2,1774524660.0
343888,80,r75_84,80,4,1774623960.0
345053,22,r15_24,22,2,1774623960.0
347946,43,r35_44,43,4,1774624140.0
348422,59,r55_64,59,1,1774624140.0
347157,39,r35_44,39,2,1774629120.0
347516,63,r55_64,63,2,1774629120.0
346965,94,r85_94,96,2,1774632480.0
346637,94,r85_94,96,2,1774638540.0
346467,78,r75_84,78,7,1774638540.0
349710,44,r35_44,44,2,1774703340.0
349969,57,r55_64,57,1,1774703340.0
349383,29,r25_34,29,1,1774703520.0
350593,26,r25_34,26,1,1774789920.0
0,16,r15_24,16,2,1775380380.0
346,11,r05_14,11,2,1775386620.0
622,41,r35_44,41,2,1775390700.0
878,61,r55_64,61,1,1775390700.0
1447,79,r75_84,79,5,1775394060.0
1623,35,r35_44,35,3,1775394060.0
2528,21,r15_24,21,2,1775398800.0
2706,80,r75_84,80,5,1775398800.0
3371,83,r75_84,83,2,1775464980.0
3915,26,r25_34,26,2,1775465640.0
2875,70,r65_74,70,2,1775471820.0
3125,34,r25_34,34,1,1775471820.0
4968,57,r55_64,57,1,1775473380.0
4779,45,r45_54,45,1,1775473380.0
6348,23,r15_24,23,2,1775474100.0
4051,70,r65_74,70,2,1775477940.0
5249,34,r25_34,34,2,1775491380.0
5625,69,r65_74,69,2,1775491380.0
11861,45,r45_54,45,2,1775551740.0
12113,58,r55_64,58,1,1775551740.0
15660,81,r75_84,81,2,1775552040.0
8258,74,r65_74,74,2,1775559240.0
9366,56,r55_64,56,1,1775560140.0
9105,47,r45_54,47,2,1775560140.0
15317,64,r55_64,64,2,1775564580.0
14963,37,r35_44,37,2,1775564580.0
8522,30,r25_34,30,4,1775565000.0
8803,73,r65_74,73,2,1775565000.0
9959,43,r35_44,43,2,1775567640.0
9648,57,r55_64,57,1,1775567640.0
7680,57,r55_64,57,2,1775568360.0
10305,30,r25_34,30,3,1775570760.0
10982,42,r35_44,42,3,1775574180.0
11353,62,r55_64,62,2,1775574180.0
12324,16,r15_24,16,3,1775575920.0
17747,28,r25_34,28,3,1775644500.0
16493,44,r35_44,44,2,1775649000.0
16182,58,r55_64,58,1,1775649000.0
16843,68,r65_74,68,3,1775649660.0
17180,33,r25_34,33,3,1775649660.0
18111,94,r85_94,96,1,1775667660.0
17966,37,r35_44,37,2,1775667660.0
19555,59,r55_64,59,2,1775725980.0
19329,44,r35_44,44,1,1775725980.0
20050,67,r65_74,67,1,1775726040.0
19822,35,r35_44,35,2,1775726040.0
19075,41,r35_44,41,2,1775728860.0
18818,61,r55_64,61,1,1775728860.0
18257,24,r15_24,24,2,1775735340.0
21285,68,r65_74,68,1,1775812260.0
21014,34,r25_34,34,4,1775812260.0
22051,46,r45_54,46,2,1775821080.0
21607,34,r25_34,34,1,1775827860.0
20344,65,r65_74,65,2,1775827860.0
22939,36,r35_44,36,4,1775899080.0
22671,67,r65_74,67,1,1775899080.0
23132,36,r35_44,36,3,1775916720.0
26710,28,r25_34,28,1,1775987280.0
24227,36,r35_44,36,3,1775989380.0
25075,21,r15_24,21,2,1775993700.0
26256,50,r45_54,50,2,1775993760.0
23851,80,r75_84,80,1,1775995200.0
23590,24,r15_24,24,1,1775995200.0
25498,39,r35_44,39,3,1776003540.0
25663,67,r65_74,67,3,1776003540.0
24761,5,r05_14,5,1,1776005400.0
24584,93,r85_94,93,1,1776005640.0
28083,67,r65_74,67,2,1776075840.0
27979,35,r35_44,35,1,1776075840.0
30356,58,r55_64,58,1,1776077280.0
