bucket,n,5%,7%,10%,12%,15%,20%,25%,30%,35%,40%,50%,60%,75%,100%,125%,150%,200%,250%,300%,400%
ATP_CHALL_leader_55-59,16,-0.27,-0.21,-0.35,-0.99,-0.93,-0.83,-0.73,-0.62,-0.52,-0.42,-0.52,-0.34,-1.54,-1.88,-1.88,-1.88,-1.88,-1.88,-1.88,-1.88
ATP_CHALL_leader_60-64,50,0.09,0.31,0.38,0.33,0.63,-0.44,-0.82,-0.41,-0.29,-0.50,-0.38,-2.95,-4.63,-4.63,-4.63,-4.63,-4.63,-4.63,-4.63,-4.63
ATP_CHALL_leader_65-69,17,-0.05,0.03,-0.12,-0.31,-0.21,-0.32,-0.17,-0.01,0.14,-0.03,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
ATP_CHALL_leader_70-74,47,-0.47,-0.25,-0.49,-1.11,-0.82,-1.24,-1.12,-1.02,-1.66,-2.46,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17,-4.17
ATP_CHALL_leader_75-79,33,0.45,0.33,0.60,0.77,1.04,1.15,1.57,0.17,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16
ATP_CHALL_leader_80-84,38,-0.36,-0.16,0.21,0.09,0.04,-0.23,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11,-1.11
ATP_CHALL_leader_85-89,5,0.08,0.11,-0.18,-0.16,-0.12,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
ATP_CHALL_underdog_15-19,22,0.00,-0.03,-0.13,-0.11,-0.08,-0.10,-0.05,-0.07,-0.02,0.03,0.13,0.04,0.06,-0.22,-0.37,-0.27,-0.41,-0.44,-0.56,-1.01
ATP_CHALL_underdog_20-24,43,-0.06,-0.23,-0.23,-0.27,-0.18,-0.15,-0.01,-0.18,-0.05,-0.05,-0.04,0.04,0.36,0.44,0.01,0.01,0.00,0.56,-0.21,-0.83
ATP_CHALL_underdog_25-29,31,-0.05,0.00,0.08,0.14,0.11,0.13,0.13,0.26,0.26,0.38,0.06,-0.05,0.06,-0.29,-0.57,-0.56,-0.38,-0.60,-1.14,-1.14
ATP_CHALL_underdog_30-34,33,-0.16,-0.20,-0.10,-0.16,-0.18,-0.31,-0.59,-0.47,-0.34,-0.22,0.03,-0.28,-0.35,-0.75,-0.62,-0.54,-0.63,-0.85,-0.85,-0.85
ATP_CHALL_underdog_35-39,36,-0.03,0.06,0.20,0.29,0.42,0.34,0.39,0.59,0.25,0.07,-0.37,-0.51,-0.57,-0.76,-1.16,-1.08,-1.53,-1.53,-1.53,-1.53
ATP_CHALL_underdog_40-44,35,0.11,0.06,0.21,0.30,0.27,0.34,0.20,0.04,0.03,0.00,0.37,0.27,0.52,1.03,0.83,0.20,0.20,0.20,0.20,0.20
ATP_CHALL_underdog_45-49,6,-0.12,-0.10,-0.08,-0.06,-0.22,-0.39,-0.37,-0.34,-0.32,-0.29,-0.24,-0.19,-0.40,-0.32,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99
ATP_MAIN_leader_55-59,9,-0.55,-0.52,-0.49,-0.46,-0.42,-0.36,-0.30,-0.51,-0.45,-0.40,-0.30,-0.20,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13,-1.13
ATP_MAIN_leader_60-64,28,-0.61,-0.51,-0.34,-0.24,-0.08,-0.07,-0.36,-0.42,-0.50,-0.61,-0.21,-1.29,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27,-1.27
ATP_MAIN_leader_65-69,23,-0.47,-0.63,-1.54,-1.74,-1.64,-1.76,-1.89,-2.05,-2.25,-2.45,-2.64,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63,-2.63
ATP_MAIN_leader_70-74,14,0.18,0.25,0.09,0.15,-0.05,0.11,-0.05,0.10,-0.47,-1.10,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09,-1.09
ATP_MAIN_leader_75-79,14,-0.38,-0.32,-0.22,-0.15,-0.05,0.11,-0.07,-0.29,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28
ATP_MAIN_underdog_20-24,15,-0.02,0.00,0.03,-0.12,-0.09,-0.04,-0.08,-0.04,0.01,0.05,0.14,0.23,-0.05,0.12,-0.28,-0.38,-0.44,-0.32,-0.20,-0.46
ATP_MAIN_underdog_25-29,8,0.04,0.05,0.08,0.09,0.11,0.04,0.07,-0.01,0.02,-0.22,-0.18,-0.14,-0.24,-0.17,-0.10,-0.03,-0.46,-0.42,-0.39,-0.39
ATP_MAIN_underdog_30-34,29,-0.32,-0.26,-0.17,-0.11,-0.03,-0.01,-0.01,-0.19,-0.07,-0.10,-0.21,-0.38,-0.30,-0.33,0.05,0.16,0.10,-0.50,-0.50,-0.50
ATP_MAIN_underdog_35-39,21,-0.14,-0.09,-0.01,0.04,0.12,0.25,0.21,0.15,-0.09,0.01,0.21,0.41,0.48,0.15,-0.09,-0.45,-1.37,-1.37,-1.37,-1.37
ATP_MAIN_underdog_40-44,16,-0.20,-0.16,-0.10,-0.06,0.01,0.11,-0.14,-0.05,-0.16,-0.29,-0.36,-0.22,-0.29,0.01,0.31,-0.61,-0.61,-0.61,-0.61,-0.61
WTA_MAIN_leader_50-54,6,-0.14,-0.12,-0.10,-0.08,-0.05,-0.00,0.05,0.10,0.14,0.19,-0.00,0.07,0.19,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43
WTA_MAIN_leader_55-59,11,-0.32,-0.49,-0.44,-0.41,-0.60,-0.78,-0.98,-1.18,-1.14,-1.10,-1.02,-0.94,-1.18,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87
WTA_MAIN_leader_60-64,14,-0.32,-0.26,-0.43,-0.38,-0.79,-0.70,-0.60,-0.50,-0.40,-0.30,-0.10,-0.27,-0.93,-0.93,-0.93,-0.93,-0.93,-0.93,-0.93,-0.93
WTA_MAIN_leader_65-69,16,-0.81,-0.75,-0.66,-0.61,-0.52,-0.38,-0.23,-0.40,-0.27,-0.80,-0.62,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61
WTA_MAIN_leader_70-74,21,-0.54,-0.45,-0.31,-0.22,-0.08,0.15,0.06,0.28,-0.20,-0.81,-0.80,-0.80,-0.80,-0.80,-0.80,-0.80,-0.80,-0.80,-0.80,-0.80
