exit_target,wr_pct,win_rate_pct,avg_cost_basis_c,roi_pct,ev_per_trade_dollars,n_trades,n_sold
+3c,84.6,84.6,75.0,-0.24,0.046,13,11
+4c,84.6,84.6,76.9,1.19,0.169,13,11
+5c,84.6,84.6,78.8,2.63,0.3,13,11
+6c,84.6,84.6,80.7,4.1,0.438,13,11
+7c,84.6,84.6,80.7,5.52,0.558,13,11
+8c,76.9,76.9,80.7,-1.8,-0.096,13,10
+9c,76.9,76.9,80.7,-0.52,0.012,13,10
+10c,69.2,69.2,80.7,-8.25,-0.665,13,9
+11c,69.2,69.2,80.7,-7.1,-0.569,13,9
+12c,69.2,69.2,80.7,-5.94,-0.473,13,9
+13c,61.5,61.5,80.7,-14.18,-1.208,13,8
+14c,61.5,61.5,80.7,-13.16,-1.123,13,8
+15c,61.5,61.5,80.7,-12.13,-1.038,13,8
+16c,61.5,61.5,80.7,-11.11,-0.954,13,8
+17c,61.5,61.5,80.7,-10.09,-0.869,13,8
+18c,61.5,61.5,80.7,-9.06,-0.785,13,8
+19c,61.5,61.5,80.7,-8.04,-0.7,13,8
+20c,61.5,61.5,80.7,-7.02,-0.615,13,8
+21c,61.5,61.5,80.7,-6.0,-0.531,13,8
+22c,61.5,61.5,80.7,-4.97,-0.446,13,8
+23c,61.5,61.5,80.7,-3.95,-0.362,13,8
+24c,61.5,61.5,80.7,-2.93,-0.277,13,8
+25c,61.5,61.5,80.7,-1.91,-0.192,13,8
+26c,53.8,61.5,84.5,-2.83,-0.127,13,7
+27c,53.8,61.5,84.5,-1.92,-0.046,13,7
+28c,53.8,61.5,84.5,-1.01,0.035,13,7
+29c,53.8,61.5,84.5,-0.09,0.115,13,7
+30c,53.8,61.5,84.5,0.82,0.196,13,7
hold99,46.2,53.8,84.5,-2.96,-0.138,13,6
