event,player,category,side,posted,filled,bucket,our_bid,fill_cent,fv_close_bid,fv_close_ask,fv_close_last,close_spread,fv_flag,fill_minus_fv_bid,fill_minus_fv_ask,fill_minus_fv_last,our_bid_minus_close_bid,direction,leg_status,last_price
KXATPMATCH-26JUN22BRAGEA,Arthur Gea,ATP_MAIN,GEA,True,True,POST,76,76,76,77,77,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXATPMATCH-26JUN22BOYOLI,Tristan Boyer,ATP_MAIN,BOY,True,True,POST,82,82,82,83,84,1,fallback_last_at_sched,0,-1,-2,0,firm,filled,
KXATPMATCH-26JUN22BOYOLI,Genaro Alberto Olivieri,ATP_MAIN,OLI,True,True,POST,17,17,17,18,18,1,fallback_last_at_sched,0,-1,-1,0,fade,filled,
KXATPMATCH-26JUN22BOSJAC,Boscardin Dias P.,ATP_MAIN,BOS,True,True,POST,10,10,11,12,11,1,fallback_last_at_sched,-1,-2,-1,-1,flat,filled,
KXATPMATCH-26JUN22BOSJAC,Jacquet K.,ATP_MAIN,JAC,True,True,POST,89,89,89,90,89,1,fallback_last_at_sched,0,-1,0,0,flat,filled,
KXATPMATCH-26JUN22BLABLA2,Ugo Blanchet,ATP_MAIN,BLA,True,True,PREMARKET,65,65,66,67,67,1,fallback_last_at_sched,-1,-2,-2,-1,fade,filled,
KXATPMATCH-26JUN22BLABLA2,Ugo Blanchet,ATP_MAIN,BLA2,True,False,,28,,31,32,32,1,fallback_last_at_sched,,,,-3,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPMATCH-26JUN22BAXROD,Florent Bax,ATP_MAIN,BAX,True,True,POST,10,10,10,12,12,2,5min_median,0,-2,-2,0,flat,filled,
KXATPMATCH-26JUN22BAXROD,Chris Rodesch,ATP_MAIN,ROD,True,True,POST,88,88,88,90,89,2,fallback_last_at_sched,0,-2,-1,0,flat,filled,
KXATPMATCH-26JUN22BASYME,Nikoloz Basilashvili,ATP_MAIN,BAS,True,True,POST,63,63,63,64,64,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXATPMATCH-26JUN22BASYME,Elias Ymer,ATP_MAIN,YME,True,True,POST,36,36,38,39,40,1,5min_median,-2,-3,-4,-2,firm,filled,
KXATPMATCH-26JUN22ARNMAR,Gilles Arnaud Bailly,ATP_MAIN,ARN,True,True,PREMARKET,51,51,50,52,51,2,fallback_last_at_sched,1,-1,0,1,fade,filled,
KXATPMATCH-26JUN22ARNMAR,Pol Martin Tiffon,ATP_MAIN,MAR,True,True,POST,49,49,49,50,50,1,fallback_last_at_sched,0,-1,-1,0,firm,filled,
KXATPMATCH-26JUN22ANDSMI,Andrade A.,ATP_MAIN,AND,True,True,POST,17,17,17,18,18,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXATPMATCH-26JUN22ANDSMI,Smith C.,ATP_MAIN,SMI,True,True,POST,82,81,83,84,83,1,fallback_last_at_sched,-2,-3,-2,-1,flat,filled,
KXATPMATCH-26JUN22TIRFEA,Thiago Agustin Tirante,ATP_MAIN,TIR,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22TIRFEA,Jacob Fearnley,ATP_MAIN,FEA,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22PINUGO,Pinnington Jones J.,ATP_MAIN,PIN,True,False,,66,,69,70,70,1,5min_median,,,,-3,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPMATCH-26JUN22PINUGO,Ugo Carabelli C.,ATP_MAIN,UGO,True,True,PREMARKET,31,31,30,31,31,1,5min_median,1,0,0,1,fade,filled,
KXATPMATCH-26JUN22NAKDRA,Brandon Nakashima,ATP_MAIN,NAK,True,False,,51,,52,53,53,1,fallback_last_at_sched,,,,-1,fade,bid_unfilled_starved(no_sellflow<=bid),
KXATPMATCH-26JUN22NAKDRA,Jack Draper,ATP_MAIN,DRA,True,False,,43,,47,48,48,1,fallback_last_at_sched,,,,-4,flat,bid_unfilled_starved(no_sellflow<=bid),
KXATPMATCH-26JUN22HUMBEL,Ugo Humbert,ATP_MAIN,HUM,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22HUMBEL,Mattia Bellucci,ATP_MAIN,BEL,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22DIAATM,Gabriel Diallo,ATP_MAIN,DIA,True,True,POST,55,55,55,56,56,1,5min_median,0,-1,-1,0,flat,filled,
KXATPMATCH-26JUN22DIAATM,Terence Atmane,ATP_MAIN,ATM,True,False,,44,,45,46,46,1,5min_median,,,,-1,flat,bid_unfilled_starved(no_sellflow<=bid),
KXATPMATCH-26JUN22COLCER,Raphael Collignon,ATP_MAIN,COL,True,True,POST,79,79,79,81,81,2,fallback_last_at_sched,0,-2,-2,0,firm,filled,
KXATPMATCH-26JUN22COLCER,Juan Manuel Cerundolo,ATP_MAIN,CER,True,True,POST,19,19,20,21,21,1,fallback_last_at_sched,-1,-2,-2,-1,flat,filled,
KXATPMATCH-26JUN22BURFER,Roman Andres Burruchaga,ATP_MAIN,BUR,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22BURFER,Arthur Fery,ATP_MAIN,FER,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22BERMUN,Zizou Bergs,ATP_MAIN,BER,True,True,POST,57,57,57,58,57,1,fallback_last_at_sched,0,-1,0,0,fade,filled,
KXATPMATCH-26JUN22BERMUN,Jaume Munar,ATP_MAIN,MUN,True,False,,44,,42,43,42,1,fallback_last_at_sched,,,,2,fade,bid_unfilled_sellflow_reached,
KXATPMATCH-26JUN22ALTKOV,Daniel Altmaier,ATP_MAIN,ALT,False,False,,,,,,,,,,,,,,not_posted,
KXATPMATCH-26JUN22ALTKOV,Aleksandar Kovacevic,ATP_MAIN,KOV,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22TOMCOC,Ajla Tomljanovic,WTA_MAIN,TOM,True,True,POST,60,60,62,63,62,1,fallback_last_at_sched,-2,-3,-2,-2,flat,filled,
KXWTAMATCH-26JUN22TOMCOC,Elisabetta Cocciaretto,WTA_MAIN,COC,True,True,POST,38,38,38,39,39,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXWTAMATCH-26JUN22UDVBON,Panna Udvardy,WTA_MAIN,UDV,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22UDVBON,Anna Bondar,WTA_MAIN,BON,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22TJEMCC,Janice Tjen,WTA_MAIN,TJE,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22TJEMCC,Caty McNally,WTA_MAIN,MCC,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22STAZAK,Yuliia Starodubtseva,WTA_MAIN,STA,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22STAZAK,Anastasia Zakharova,WTA_MAIN,ZAK,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22SONDAR,Zeynep Sonmez,WTA_MAIN,SON,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22SONDAR,Harriet Dart,WTA_MAIN,DAR,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22SNIKAL,Daria Snigur,WTA_MAIN,SNI,True,True,POST,61,61,63,64,64,1,fallback_last_at_sched,-2,-3,-3,-2,firm,filled,
KXWTAMATCH-26JUN22SNIKAL,Anhelina Kalinina,WTA_MAIN,KAL,True,True,POST,37,37,37,38,37,1,fallback_last_at_sched,0,-1,0,0,fade,filled,
KXWTAMATCH-26JUN22RUZMAR,Antonia Ruzic,WTA_MAIN,RUZ,True,True,POST,58,58,60,61,62,1,fallback_last_at_sched,-2,-3,-4,-2,firm,filled,
KXWTAMATCH-26JUN22RUZMAR,Petra Marcinko,WTA_MAIN,MAR,True,False,,39,,39,40,40,1,fallback_last_at_sched,,,,0,flat,bid_unfilled_starved(no_sellflow<=bid),
KXWTAMATCH-26JUN22PAOMAR,Jasmine Paolini,WTA_MAIN,PAO,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22PAOMAR,Tatjana Maria,WTA_MAIN,MAR,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22OSTJON,Jelena Ostapenko,WTA_MAIN,OST,True,True,POST,77,77,77,78,78,1,5min_median,0,-1,-1,0,flat,filled,
KXWTAMATCH-26JUN22OSTJON,Francesca Jones,WTA_MAIN,JON,True,True,POST,22,22,23,24,24,1,fallback_last_at_sched,-1,-2,-2,-1,flat,filled,
KXWTAMATCH-26JUN22KLUVAL,Hannah Klugman,WTA_MAIN,KLU,True,True,POST,26,26,28,29,29,1,5min_median,-2,-3,-3,-2,firm,filled,
KXWTAMATCH-26JUN22KLUVAL,Tereza Valentova,WTA_MAIN,VAL,True,True,POST,73,73,73,74,74,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXWTAMATCH-26JUN22KESKAS,McCartney Kessler,WTA_MAIN,KES,True,True,PREMARKET,48,48,46,47,47,1,fallback_last_at_sched,2,1,1,2,fade,filled,
KXWTAMATCH-26JUN22KESKAS,Daria Kasatkina,WTA_MAIN,KAS,True,True,POST,53,53,53,54,54,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXWTAMATCH-26JUN22JOIGOL,Maya Joint,WTA_MAIN,JOI,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22JOIGOL,Viktorija Golubic,WTA_MAIN,GOL,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22JOIARA,Maya Joint,WTA_MAIN,JOI,True,True,POST,58,58,60,61,61,1,fallback_last_at_sched,-2,-3,-3,-2,flat,filled,
KXWTAMATCH-26JUN22JOIARA,Emiliana Arango,WTA_MAIN,ARA,True,True,POST,39,39,39,40,40,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXWTAMATCH-26JUN22GIBKEY,Talia Gibson,WTA_MAIN,GIB,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22GIBKEY,Madison Keys,WTA_MAIN,KEY,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22DUDBOU,Alicia Dudeney,WTA_MAIN,DUD,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22DUDBOU,Jessica Bouzas Maneiro,WTA_MAIN,BOU,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22BIRKRE,Kimberly Birrell,WTA_MAIN,BIR,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22BIRKRE,Barbora Krejcikova,WTA_MAIN,KRE,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22BEJSIE,Sara Bejlek,WTA_MAIN,BEJ,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22BEJSIE,Laura Siegemund,WTA_MAIN,SIE,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22ZARWAN,Renata Zarazua,WTA_MAIN,ZAR,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22ZARWAN,Xinyu Wang,WTA_MAIN,WAN,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22WILBEG,Venus Williams,WTA_MAIN,WIL,True,True,POST,22,22,23,24,24,1,5min_median,-1,-2,-2,-1,firm,filled,
KXWTAMATCH-26JUN22WILBEG,Irina-Camelia Begu,WTA_MAIN,BEG,True,True,POST,76,76,76,78,78,2,5min_median,0,-2,-2,0,fade,filled,
KXWTAMATCH-26JUN22SIEZHE,Sierra S.,WTA_MAIN,SIE,True,False,,33,,34,35,35,1,5min_median,,,,-1,firm,bid_unfilled_sellflow_reached,
KXWTAMATCH-26JUN22SIEZHE,Zheng Q.,WTA_MAIN,ZHE,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22RUSNOS,Elena-Gabriela Ruse,WTA_MAIN,RUS,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22RUSNOS,Linda Noskova,WTA_MAIN,NOS,False,False,,,,,,,,,,,,,,not_posted,
KXWTAMATCH-26JUN22KRAKAL,Sinja Kraus,WTA_MAIN,KRA,True,True,POST,28,28,28,29,29,1,fallback_last_at_sched,0,-1,-1,0,fade,filled,
KXWTAMATCH-26JUN22KRAKAL,Anna Kalinskaya,WTA_MAIN,KAL,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22CASRIB,Casanova H.,ATP_CHALL,CAS,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22CASRIB,Ribeiro E.,ATP_CHALL,RIB,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22VILVIL2,Gonzalo Villanueva,ATP_CHALL,VIL,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22VILVIL2,Nicolas Villalon Valdes,ATP_CHALL,VIL2,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22PDAAMB,Matheus Pucinelli de Almeida,ATP_CHALL,PDA,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22PDAAMB,Luciano Emanuel Ambrogi,ATP_CHALL,AMB,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22TORHER,Torres J.,ATP_CHALL,TOR,True,True,POST,78,78,82,83,82,1,5min_median,-4,-5,-4,-4,firm,filled,
KXATPCHALLENGERMATCH-26JUN22TORHER,Hernandez Serrano J.,ATP_CHALL,HER,True,True,PREMARKET,23,23,18,19,19,1,fallback_last_at_sched,5,4,4,5,fade,filled,
KXATPCHALLENGERMATCH-26JUN22SOTMON,Soto M.,ATP_CHALL,SOT,True,True,POST,85,85,85,86,86,1,fallback_last_at_sched,0,-1,-1,0,firm,filled,
KXATPCHALLENGERMATCH-26JUN22SOTMON,Monzon I.,ATP_CHALL,MON,True,True,POST,15,15,15,16,16,1,fallback_last_at_sched,0,-1,-1,0,fade,filled,
KXATPCHALLENGERMATCH-26JUN22MARRAD,Martineau M.,ATP_CHALL,MAR,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22MARRAD,Radulov I.,ATP_CHALL,RAD,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22PARBAS,Parisca I.,ATP_CHALL,PAR,True,True,POST,86,86,86,88,89,2,fallback_last_at_sched,0,-2,-3,0,firm,filled,
KXATPCHALLENGERMATCH-26JUN22PARBAS,Basel V.,ATP_CHALL,BAS,True,False,,12,,12,15,15,3,fallback_last_at_sched,,,,0,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22HUEOLI,Huertas Del Pino A.,ATP_CHALL,HUE,True,True,POST,43,43,43,64,60,21,fallback_last_at_sched,0,-21,-17,0,,filled,
KXATPCHALLENGERMATCH-26JUN22HUEOLI,Oliveira N.,ATP_CHALL,OLI,True,False,,39,,35,77,,42,no_trades,,,,4,,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22DECOU,Gustavo Ribeiro de Almeida,ATP_CHALL,DE,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22DECOU,Joao Victor Couto Loureiro,ATP_CHALL,COU,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22ZANMAR,Zanellato N.,ATP_CHALL,ZAN,True,True,POST,59,59,63,64,65,1,fallback_last_at_sched,-4,-5,-6,-4,,filled,
KXATPCHALLENGERMATCH-26JUN22ZANMAR,Martinez T.,ATP_CHALL,MAR,True,True,POST,37,37,37,38,38,1,fallback_last_at_sched,0,-1,-1,0,,filled,
KXATPCHALLENGERMATCH-26JUN22LEITOS,Leite W.,ATP_CHALL,LEI,True,True,POST,62,62,64,67,,3,no_trades,-2,-5,,-2,,filled,
KXATPCHALLENGERMATCH-26JUN22LEITOS,Tosetto R.,ATP_CHALL,TOS,True,True,POST,35,35,35,36,,1,no_trades,0,-1,,0,,filled,
KXATPCHALLENGERMATCH-26JUN22CIGAND,Cigarran T.,ATP_CHALL,CIG,True,False,,26,,27,28,28,1,5min_median,,,,-1,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22CIGAND,Andrade Da Silva L.,ATP_CHALL,AND,True,True,PREMARKET,71,71,70,71,71,1,5min_median,1,0,0,1,flat,filled,
KXATPCHALLENGERMATCH-26JUN22MILMIL2,Yanaki Milev,ATP_CHALL,MIL,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22MILMIL2,Ognjen Milic,ATP_CHALL,MIL2,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22GUEGHE,Gueymard Wayenburg S.,ATP_CHALL,GUE,True,True,POST,53,53,57,58,57,1,fallback_last_at_sched,-4,-5,-4,-4,firm,filled,
KXATPCHALLENGERMATCH-26JUN22GUEGHE,Ghetu G.,ATP_CHALL,GHE,True,True,POST,42,42,42,43,,1,no_trades,0,-1,,0,,filled,
KXATPCHALLENGERMATCH-26JUN22DAMHAS,Damas M.,ATP_CHALL,DAM,True,False,,54,,56,57,57,1,fallback_last_at_sched,,,,-2,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22DAMHAS,Hassan B.,ATP_CHALL,HAS,True,False,,43,,43,44,44,1,fallback_last_at_sched,,,,0,fade,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22CASAGA,Castelnuovo L.,ATP_CHALL,CAS,True,True,POST,20,20,20,21,21,1,fallback_last_at_sched,0,-1,-1,0,,filled,
KXATPCHALLENGERMATCH-26JUN22CASAGA,Agamenone F.,ATP_CHALL,AGA,True,True,POST,80,80,80,81,,1,no_trades,0,-1,,0,,filled,
KXATPCHALLENGERMATCH-26JUN22MICBRO,Michalski D.,ATP_CHALL,MIC,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22MICBRO,Brouwer G.,ATP_CHALL,BRO,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22TOBKRU,Tobon M.,ATP_CHALL,TOB,True,True,POST,35,35,35,36,,1,no_trades,0,-1,,0,,filled,
KXATPCHALLENGERMATCH-26JUN22TOBKRU,Krumich M.,ATP_CHALL,KRU,True,True,POST,61,61,65,66,66,1,fallback_last_at_sched,-4,-5,-5,-4,firm,filled,
KXATPCHALLENGERMATCH-26JUN22SIMTOP,Simakin I.,ATP_CHALL,SIM,True,False,,39,,40,41,41,1,fallback_last_at_sched,,,,-1,,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22SIMTOP,Topo M.,ATP_CHALL,TOP,True,True,POST,58,58,58,60,60,2,fallback_last_at_sched,0,-2,-2,0,fade,filled,
KXATPCHALLENGERMATCH-26JUN22CRESAN,Cretu C.,ATP_CHALL,CRE,True,True,POST,71,71,72,74,73,2,fallback_last_at_sched,-1,-3,-2,-1,fade,filled,
KXATPCHALLENGERMATCH-26JUN22CRESAN,Santillan A.,ATP_CHALL,SAN,True,False,,28,,28,29,,1,no_trades,,,,0,,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22COMMRV,Compagnucci T.,ATP_CHALL,COM,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22COMMRV,Mrva M.,ATP_CHALL,MRV,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22POTUES,Potenza L.,ATP_CHALL,POT,True,True,POST,73,73,75,77,77,2,fallback_last_at_sched,-2,-4,-4,-2,,filled,
KXATPCHALLENGERMATCH-26JUN22POTUES,Uesugi K.,ATP_CHALL,UES,True,True,POST,26,26,26,27,,1,no_trades,0,-1,,0,,filled,
KXATPCHALLENGERMATCH-26JUN22BARYEV,Barrientos N.,ATP_CHALL,BAR,True,False,,42,,46,47,47,1,fallback_last_at_sched,,,,-4,firm,bid_unfilled_starved(no_sellflow<=bid),
KXATPCHALLENGERMATCH-26JUN22BARYEV,Yevseyev D.,ATP_CHALL,YEV,True,True,POST,53,53,53,54,54,1,fallback_last_at_sched,0,-1,-1,0,fade,filled,
KXATPCHALLENGERMATCH-26JUN22BALMAK,Balshaw F.,ATP_CHALL,BAL,True,True,POST,80,80,80,81,81,1,fallback_last_at_sched,0,-1,-1,0,fade,filled,
KXATPCHALLENGERMATCH-26JUN22BALMAK,Makk P.,ATP_CHALL,MAK,True,True,POST,19,19,19,20,20,1,fallback_last_at_sched,0,-1,-1,0,flat,filled,
KXATPCHALLENGERMATCH-26JUN22SINANG,Nitin Kumar Sinha,ATP_CHALL,SIN,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22SINANG,Lorenzo Angelini,ATP_CHALL,ANG,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22FAUBEL,Romain Faucon,ATP_CHALL,FAU,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22FAUBEL,Nikita Belozertsev,ATP_CHALL,BEL,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22FANKIS,Thomas Fancutt,ATP_CHALL,FAN,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22FANKIS,Dimitar Kisimov,ATP_CHALL,KIS,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22TURRUB,Turcanu R.,ATP_CHALL,TUR,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22TURRUB,Rubio Fierros A.,ATP_CHALL,RUB,False,True,POST,,26,26,28,28,2,5min_median,0,-2,-2,,flat,filled,
KXATPCHALLENGERMATCH-26JUN22ROCGIM,Roca Batalla O.,ATP_CHALL,ROC,False,True,POST,,81,82,87,86,5,fallback_last_at_sched,-1,-6,-5,,firm,filled,
KXATPCHALLENGERMATCH-26JUN22ROCGIM,Gima S.,ATP_CHALL,GIM,False,True,POST,,16,16,19,20,3,fallback_last_at_sched,0,-3,-4,,firm,filled,
KXATPCHALLENGERMATCH-26JUN22PAPSPE,Papoe R.,ATP_CHALL,PAP,False,True,POST,,79,82,83,83,1,fallback_last_at_sched,-3,-4,-4,,flat,filled,
KXATPCHALLENGERMATCH-26JUN22PAPSPE,Sperle J.,ATP_CHALL,SPE,False,True,POST,,17,17,19,19,2,fallback_last_at_sched,0,-2,-2,,flat,filled,
KXATPCHALLENGERMATCH-26JUN22TAJDIN,Naoki Tajima,ATP_CHALL,TAJ,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22TAJDIN,Dinko Dinev,ATP_CHALL,DIN,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22LOPCAZ,Imanol Lopez Morillo,ATP_CHALL,LOP,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22LOPCAZ,Dragos Nicolae Cazacu,ATP_CHALL,CAZ,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22BERTOL,Tomasz Berkieta,ATP_CHALL,BER,False,False,,,,,,,,,,,,,,not_posted,
KXATPCHALLENGERMATCH-26JUN22BERTOL,Aleksandar Tolev,ATP_CHALL,TOL,False,False,,,,,,,,,,,,,,not_posted,
