day,fill_ts_ET,player,category,fill_cent,source,real_start_source,bucket,event
20260622,09:33:58,Reis Da Silva J.,ATP_MAIN,13,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22BUDREI
20260622,09:36:06,Tosetto R.,ATP_CHALL,35,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22LEITOS
20260622,09:37:06,Clarke J.,ATP_MAIN,71,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CLAPEL
20260622,09:38:46,Carballes Baena R.,ATP_MAIN,87,engagement,scheduled_fallback,PREMARKET,KXATPMATCH-26JUN22CEBCAR
20260622,09:40:58,Zanellato N.,ATP_CHALL,59,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22ZANMAR
20260622,09:42:09,Martinez T.,ATP_CHALL,37,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22ZANMAR
20260622,09:42:17,Pellegrino A.,ATP_MAIN,28,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CLAPEL
20260622,09:42:43,Mikrut L.,ATP_MAIN,35,staircase,latch,CORRIDOR,KXATPMATCH-26JUN22TRAMIK
20260622,09:44:04,Nardi L.,ATP_MAIN,61,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22NOGNAR
20260622,09:45:48,Jan Choinski,ATP_MAIN,32,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CHOPOP
20260622,09:46:11,Leite W.,ATP_CHALL,62,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22LEITOS
20260622,09:50:15,Galarneau A.,ATP_MAIN,72,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22DIAGAL
20260622,09:52:44,Boyer T.,ATP_MAIN,82,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22BOYOLI
20260622,09:52:44,Olivieri G.,ATP_MAIN,17,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22BOYOLI
20260622,09:54:53,ARN?,ATP_MAIN,51,fallback,scheduled_fallback,PREMARKET,KXATPMATCH-26JUN22ARNMAR
20260622,10:01:14,Agamenone F.,ATP_CHALL,80,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22CASAGA
20260622,10:02:40,Venus Williams,WTA_MAIN,22,staircase,scheduled_fallback,POST_SCHEDULED,KXWTAMATCH-26JUN22WILBEG
20260622,10:02:52,Diaz Acosta F.,ATP_MAIN,26,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22DIAGAL
20260622,10:03:46,MAR?,ATP_MAIN,49,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22ARNMAR
20260622,10:10:43,MAR?,ATP_MAIN,49,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22ARNMAR
20260622,10:10:49,Irina-Camelia Begu,WTA_MAIN,76,fallback,scheduled_fallback,POST_SCHEDULED,KXWTAMATCH-26JUN22WILBEG
20260622,10:11:44,Sweeny D.,ATP_MAIN,92,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22SWERON
20260622,10:11:49,Schwaerzler J.,ATP_MAIN,17,fallback,latch,CORRIDOR,KXATPMATCH-26JUN22SCHOCO
20260622,10:13:00,Coria F.,ATP_MAIN,24,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CORBON
20260622,10:13:16,Noguchi R.,ATP_MAIN,38,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22NOGNAR
20260622,10:14:43,Roncadelli F.,ATP_MAIN,8,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22SWERON
20260622,10:15:44,Bonding O.,ATP_MAIN,73,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CORBON
20260622,10:17:22,Lajovic D.,ATP_MAIN,49,fallback,scheduled_fallback,PREMARKET,KXATPMATCH-26JUN22NEULAJ
20260622,10:19:14,Maestrelli F.,ATP_MAIN,63,fallback,scheduled_fallback,PREMARKET,KXATPMATCH-26JUN22MAEBAS
20260622,10:32:57,Basing M.,ATP_MAIN,37,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22MAEBAS
20260622,10:37:18,Rocha H.,ATP_MAIN,76,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22ROCMEJ
20260622,10:44:17,Francesca Jones,WTA_MAIN,22,staircase,latch,CORRIDOR,KXWTAMATCH-26JUN22OSTJON
20260622,10:45:47,EAL?,WTA_MAIN,44,engagement,scheduled_fallback,PREMARKET,KXWTAMATCH-26JUN20EALMER
20260622,10:45:49,Mejia N.,ATP_MAIN,24,reconcile,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22ROCMEJ
20260622,10:47:43,Jubb P.,ATP_MAIN,43,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22HERJUB
20260622,10:49:30,McDonald M.,ATP_MAIN,95,fallback,latch,CORRIDOR,KXATPMATCH-26JUN22MCDMEL
20260622,10:54:54,Bax F.,ATP_MAIN,10,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22BAXROD
20260622,10:59:49,Rodesch C.,ATP_MAIN,88,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22BAXROD
20260622,11:04:44,Francesca Jones,WTA_MAIN,22,staircase,latch,CORRIDOR,KXWTAMATCH-26JUN22OSTJON
20260622,11:05:14,Cecchinato M.,ATP_MAIN,12,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CECBAR
20260622,11:06:22,Jelena Ostapenko,WTA_MAIN,77,resting_maker,latch,POST_REAL,KXWTAMATCH-26JUN22OSTJON
20260622,11:07:43,Barrios Vera M.,ATP_MAIN,85,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CECBAR
20260622,11:13:55,Agamenone F.,ATP_CHALL,80,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22CASAGA
20260622,11:14:18,Oliver Crawford,ATP_MAIN,31,reconcile,latch,CORRIDOR,KXATPMATCH-26JUN22CRAROD
20260622,11:16:35,Tseng C.,ATP_MAIN,47,reconcile,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22TSEHEI
20260622,11:34:40,Neumayer L.,ATP_MAIN,52,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22NEULAJ
20260622,11:36:36,Parisca I.,ATP_CHALL,86,fallback,latch,CORRIDOR,KXATPCHALLENGERMATCH-26JUN22PARBAS
20260622,11:36:52,Adam Walton,ATP_MAIN,44,staircase,latch,POST_REAL,KXATPMATCH-26JUN22WALKYR
20260622,11:38:59,Krumich M.,ATP_CHALL,61,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22TOBKRU
20260622,11:39:27,Heide G.,ATP_MAIN,53,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22TSEHEI
20260622,11:43:46,Searle H.,ATP_MAIN,39,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22ZHASEA
20260622,11:45:39,Draxl L.,ATP_MAIN,40,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22DRABER
20260622,11:49:29,Mmoh M.,ATP_MAIN,65,fallback,latch,CORRIDOR,KXATPMATCH-26JUN22GAUMMO
20260622,11:50:54,Alexei Popyrin,ATP_MAIN,65,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CHOPOP
20260622,11:57:23,Uchida K.,ATP_MAIN,21,fallback,latch,CORRIDOR,KXATPMATCH-26JUN22UCHTOM
20260622,11:58:39,Ceban M.,ATP_MAIN,11,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22CEBCAR
20260622,12:11:19,Herbert P.,ATP_MAIN,56,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22HERJUB
20260622,12:14:36,Gaubas V.,ATP_MAIN,33,fallback,latch,POST_REAL,KXATPMATCH-26JUN22GAUMMO
20260622,12:20:37,Zizou Bergs,ATP_MAIN,57,fallback,latch,CORRIDOR,KXATPMATCH-26JUN22BERMUN
20260622,12:24:28,Daria Kasatkina,WTA_MAIN,53,fallback,scheduled_fallback,POST_SCHEDULED,KXWTAMATCH-26JUN22KESKAS
20260622,12:28:06,MER?,WTA_MAIN,56,fallback,scheduled_fallback,POST_SCHEDULED,KXWTAMATCH-26JUN20EALMER
20260622,12:44:27,Gentzsch T.,ATP_MAIN,64,fallback,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22GENKOL
20260622,12:47:37,Kolar Z.,ATP_MAIN,34,staircase,scheduled_fallback,POST_SCHEDULED,KXATPMATCH-26JUN22GENKOL
20260622,12:50:52,Hernandez Serrano J.,ATP_CHALL,23,engagement,scheduled_fallback,PREMARKET,KXATPCHALLENGERMATCH-26JUN22TORHER
20260622,13:32:22,Ghetu G.,ATP_CHALL,42,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22GUEGHE
20260622,13:37:35,Castelnuovo L.,ATP_CHALL,20,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22CASAGA
20260622,13:38:06,Gueymard Wayenburg S.,ATP_CHALL,53,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22GUEGHE
20260622,13:44:09,Huertas Del Pino A.,ATP_CHALL,43,staircase,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22HUEOLI
20260622,14:08:45,Torres J.,ATP_CHALL,78,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22TORHER
20260622,14:26:26,Monzon I.,ATP_CHALL,15,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22SOTMON
20260622,15:01:34,Soto M.,ATP_CHALL,85,fallback,scheduled_fallback,POST_SCHEDULED,KXATPCHALLENGERMATCH-26JUN22SOTMON
