ts_ET,leg,phase,best_bid,best_ask,bid_depth,ask_depth,last_traded_price,last_traded_side,last_traded_size,our_bid
02:56:20.82,Oliver Crawford,window1,28,29,815,823,,,,
02:56:34.50,Jurij Rodionov,window1,71,72,176,906,,,,
02:56:48.21,Jurij Rodionov,window1,71,72,176,906,,,,
02:56:48.21,Oliver Crawford,window1,28,29,815,823,,,,
02:57:06.27,Jurij Rodionov,window1,71,72,176,891,,,,
02:57:06.27,Oliver Crawford,window1,28,29,815,823,,,,
02:57:48.47,Jurij Rodionov,window1,71,72,176,891,,,,
02:57:48.47,Oliver Crawford,window1,28,29,815,823,,,,
02:58:03.61,Oliver Crawford,window1,28,29,815,823,,,,
02:58:31.27,Jurij Rodionov,window1,71,72,176,891,,,,
02:58:45.78,Oliver Crawford,window1,28,29,815,823,,,,
03:00:13.61,Oliver Crawford,window1,28,29,815,823,,,,
03:00:44.24,Oliver Crawford,window1,28,29,815,823,,,,
03:01:02.17,Jurij Rodionov,window1,71,72,176,906,,,,
03:01:02.17,Oliver Crawford,window1,28,29,815,823,,,,
03:01:19.37,Jurij Rodionov,window1,71,72,176,891,,,,
03:01:35.74,Oliver Crawford,window1,28,29,815,823,,,,
03:01:51.37,Jurij Rodionov,window1,71,72,176,906,,,,
03:01:51.37,Oliver Crawford,window1,28,29,815,823,,,,
03:02:09.29,Oliver Crawford,window1,28,29,815,823,,,,
03:04:23.03,Jurij Rodionov,window1,71,72,176,891,,,,
03:04:38.13,Oliver Crawford,window1,28,29,815,823,,,,
03:04:52.41,Jurij Rodionov,window1,71,72,176,891,,,,
03:04:52.41,Oliver Crawford,window1,28,29,815,823,,,,
03:05:09.30,Jurij Rodionov,window1,71,72,176,891,,,,
03:05:09.30,Oliver Crawford,window1,28,29,815,823,,,,
03:05:23.35,Oliver Crawford,window1,28,29,815,823,,,,
03:05:36.84,Jurij Rodionov,window1,71,72,176,891,,,,
03:05:36.84,Oliver Crawford,window1,28,29,815,823,,,,
03:06:07.71,Oliver Crawford,window1,28,29,815,823,,,,
03:06:22.31,Jurij Rodionov,window1,71,72,176,906,,,,
03:09:44.59,Oliver Crawford,window1,28,29,815,823,,,,
03:10:01.43,Oliver Crawford,window1,28,29,815,823,,,,
03:10:20.10,Oliver Crawford,window1,28,29,815,823,,,,
03:10:36.44,Jurij Rodionov,window1,71,72,176,906,,,,
03:12:08.90,Jurij Rodionov,window1,71,72,176,891,,,,
03:12:08.90,Oliver Crawford,window1,28,29,815,823,,,,
03:12:37.98,Oliver Crawford,window1,28,29,815,823,,,,
03:12:52.77,Jurij Rodionov,window1,71,72,72,1034,,,,
03:12:52.77,Oliver Crawford,window1,28,29,1243,63,,,,
03:13:09.88,Jurij Rodionov,window1,71,72,72,1034,,,,
03:13:09.88,Oliver Crawford,window1,28,30,913,3314,,,,
03:13:23.77,Oliver Crawford,window1,28,30,913,3314,,,,
03:13:37.24,Oliver Crawford,window1,28,30,1243,2865,,,,
03:13:51.32,Jurij Rodionov,window1,71,72,72,1034,,,,
03:13:51.32,Oliver Crawford,window1,28,30,913,3195,,,,
03:14:07.70,Jurij Rodionov,window1,71,72,72,1034,,,,
03:14:07.70,Oliver Crawford,window1,28,30,913,3195,,,,
03:14:21.76,Jurij Rodionov,window1,71,72,72,1034,,,,
03:14:21.76,Oliver Crawford,window1,28,30,913,3195,,,,
03:14:38.58,Jurij Rodionov,window1,71,72,72,1034,,,,
03:14:38.58,Oliver Crawford,window1,28,30,913,3195,,,,
03:15:18.28,Jurij Rodionov,window1,71,72,72,1019,,,,
03:15:18.28,Oliver Crawford,window1,28,30,913,3195,,,,
03:15:37.13,Jurij Rodionov,window1,71,72,72,1019,,,,
03:15:56.48,Jurij Rodionov,window1,71,72,72,1034,,,,
03:15:56.48,Oliver Crawford,window1,28,30,913,3195,,,,
03:16:19.71,Jurij Rodionov,window1,71,72,72,1034,,,,
03:16:52.61,Jurij Rodionov,window1,71,72,72,1034,,,,
03:16:52.61,Oliver Crawford,window1,28,30,1243,2865,,,,
03:17:12.65,Jurij Rodionov,window1,71,72,72,1019,,,,
03:17:12.65,Oliver Crawford,window1,28,30,913,3195,,,,
03:17:30.21,Jurij Rodionov,window1,71,72,72,1019,,,,
03:17:30.21,Oliver Crawford,window1,28,30,1243,2865,,,,
03:17:46.46,Jurij Rodionov,window1,71,72,72,1034,,,,
03:17:46.46,Oliver Crawford,window1,28,30,1243,2865,,,,
03:18:39.80,Jurij Rodionov,window1,71,72,72,1112,,,,
03:18:39.80,Oliver Crawford,window1,28,30,1321,2771,,,,
03:19:30.68,Jurij Rodionov,window1,71,72,72,1097,,,,
03:19:30.68,Oliver Crawford,window1,28,30,991,3101,,,,
03:19:59.88,Jurij Rodionov,window1,71,72,72,1112,,,,
03:19:59.88,Oliver Crawford,window1,28,30,991,3101,,,,
03:20:16.56,Jurij Rodionov,window1,71,72,72,1112,,,,
03:20:16.56,Oliver Crawford,window1,28,30,991,3101,,,,
03:20:30.81,Jurij Rodionov,window1,71,72,72,1112,,,,
03:20:45.37,Oliver Crawford,window1,28,30,991,3101,,,,
03:22:01.05,Jurij Rodionov,window1,71,72,72,1097,,,,
03:22:01.05,Oliver Crawford,window1,28,30,1321,2771,,,,
03:22:18.72,Jurij Rodionov,window1,71,72,72,1097,,,,
03:22:18.72,Oliver Crawford,window1,28,30,991,3101,,,,
03:22:35.41,Jurij Rodionov,window1,71,72,72,1097,,,,
03:22:50.62,Jurij Rodionov,window1,71,72,72,1097,,,,
03:22:50.62,Oliver Crawford,window1,28,30,991,3101,,,,
03:23:07.19,Jurij Rodionov,window1,71,72,72,1112,,,,
03:23:07.19,Oliver Crawford,window1,28,30,991,3101,,,,
03:23:21.57,Jurij Rodionov,window1,71,72,72,1097,,,,
03:23:21.57,Oliver Crawford,window1,28,30,991,3101,,,,
03:23:35.87,Jurij Rodionov,window1,71,72,72,1097,,,,
03:23:50.77,Jurij Rodionov,window1,71,72,72,1112,,,,
03:23:50.77,Oliver Crawford,window1,28,30,991,3101,,,,
03:24:07.15,Oliver Crawford,window1,29,30,17,2771,,,,
03:24:22.87,Jurij Rodionov,window1,71,72,63,1097,,,,
03:24:22.87,Oliver Crawford,window1,29,30,17,2771,,,,
03:24:40.28,Jurij Rodionov,window1,71,72,63,1112,,,,
03:24:40.28,Oliver Crawford,window1,29,30,17,2788,,,,
03:24:57.77,Jurij Rodionov,window1,71,72,63,1097,,,,
03:24:57.77,Oliver Crawford,window1,29,30,17,3118,,,,
03:25:18.45,Jurij Rodionov,window1,70,72,1506,1097,,,,
03:25:18.45,Oliver Crawford,window1,29,30,17,2676,,,,
03:25:53.20,Jurij Rodionov,window1,70,72,1628,1097,,,,
03:25:53.20,Oliver Crawford,window1,29,30,17,2676,,,,
03:26:11.67,Jurij Rodionov,window1,70,72,1628,1097,,,,
03:26:11.67,Oliver Crawford,window1,29,30,17,2676,,,,
03:26:30.76,Jurij Rodionov,window1,70,72,1628,1097,,,,
03:26:30.76,Oliver Crawford,window1,29,30,17,2676,,,,
03:26:50.43,Jurij Rodionov,window1,70,72,1628,1112,,,,
03:26:50.43,Oliver Crawford,window1,29,30,17,2676,,,,
03:27:12.93,Jurij Rodionov,window1,70,72,1628,1097,,,,
03:27:12.93,Oliver Crawford,window1,29,30,17,2676,,,,
03:27:36.58,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:27:36.58,Oliver Crawford,window1,29,30,17,2676,,,,
03:28:58.23,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:29:43.22,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:29:43.22,Oliver Crawford,window1,29,30,17,2698,,,,
03:29:57.84,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:29:57.84,Oliver Crawford,window1,29,30,17,2698,,,,
03:30:16.79,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:30:47.35,Jurij Rodionov,window1,70,72,1628,1106,,,,
03:32:32.80,Jurij Rodionov,window1,70,72,1613,1106,,,,
03:32:32.80,Oliver Crawford,window1,29,30,17,2685,,,,
03:32:48.28,Jurij Rodionov,window1,70,72,1613,1097,,,,
03:32:48.28,Oliver Crawford,window1,29,30,17,2685,,,,
03:33:03.32,Jurij Rodionov,window1,70,72,1613,1097,,,,
03:33:17.72,Jurij Rodionov,window1,70,72,1623,1097,,,,
03:33:17.72,Oliver Crawford,window1,29,30,17,2685,,,,
03:33:47.18,Jurij Rodionov,window1,70,72,1623,1097,,,,
03:33:47.18,Oliver Crawford,window1,29,30,17,2685,,,,
03:34:04.06,Jurij Rodionov,window1,70,72,1623,1097,,,,
03:34:37.73,Jurij Rodionov,window1,70,72,1613,1097,,,,
03:34:53.96,Jurij Rodionov,window1,70,72,1613,1097,,,,
03:35:29.09,Jurij Rodionov,window1,70,72,1623,1097,,,,
03:35:29.09,Oliver Crawford,window1,29,30,17,2685,,,,
03:35:44.84,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:35:44.84,Oliver Crawford,window1,29,30,17,2685,,,,
03:36:01.94,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:36:20.61,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:36:37.91,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:36:55.67,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:37:13.10,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:37:50.05,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:38:07.95,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:38:26.36,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:39:33.44,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:39:33.44,Oliver Crawford,window1,29,30,17,2685,,,,
03:39:49.05,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:39:49.05,Oliver Crawford,window1,29,30,17,2685,,,,
03:40:05.94,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:40:32.10,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:40:57.40,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:42:39.81,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:42:52.59,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:43:04.92,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:43:29.92,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:44:10.93,Oliver Crawford,window1,29,30,17,2685,,,,
03:44:24.57,Oliver Crawford,window1,29,30,17,2685,,,,
03:45:15.67,Oliver Crawford,window1,29,30,17,2685,,,,
03:46:05.78,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:46:05.78,Oliver Crawford,window1,29,30,17,2685,,,,
03:46:23.96,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:46:23.96,Oliver Crawford,window1,29,30,17,2685,,,,
03:46:39.05,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:46:39.05,Oliver Crawford,window1,29,30,17,2685,,,,
03:47:08.97,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:47:24.35,Oliver Crawford,window1,29,30,17,2685,,,,
03:47:39.21,Jurij Rodionov,window1,70,72,1623,1097,,,,
03:47:39.21,Oliver Crawford,window1,29,30,17,2685,,,,
03:47:53.89,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:47:53.89,Oliver Crawford,window1,29,30,17,2685,,,,
03:48:09.39,Oliver Crawford,window1,29,30,17,2685,,,,
03:48:24.16,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:48:24.16,Oliver Crawford,window1,29,30,17,2685,,,,
03:49:10.16,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:49:25.31,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:49:25.31,Oliver Crawford,window1,29,30,17,2685,,,,
03:49:40.15,Jurij Rodionov,window1,70,72,1623,1112,,,,
03:49:40.15,Oliver Crawford,window1,29,30,17,2685,,,,
03:49:54.99,Jurij Rodionov,window1,70,72,1624,1112,,,,
03:49:54.99,Oliver Crawford,window1,29,30,17,2686,,,,
03:50:30.82,Oliver Crawford,window1,29,30,17,2686,,,,
03:51:28.03,Jurij Rodionov,window1,71,72,138,460,,,,
03:51:28.03,Oliver Crawford,window1,29,30,17,4494,,,,
03:51:49.16,Jurij Rodionov,window1,70,71,133,2346,,,,
03:51:49.16,Oliver Crawford,window1,29,30,1485,123,,,,
03:52:08.08,Jurij Rodionov,window1,70,71,133,2346,,,,
03:52:08.08,Oliver Crawford,window1,29,30,1485,123,,,,
03:52:25.83,Jurij Rodionov,window1,70,71,133,2346,,,,
03:52:25.83,Oliver Crawford,window1,29,30,1485,123,,,,
03:52:42.34,Jurij Rodionov,window1,70,71,133,2346,,,,
03:52:42.34,Oliver Crawford,window1,29,30,1485,123,,,,
03:52:59.81,Jurij Rodionov,window1,70,71,133,2346,,,,
03:52:59.81,Oliver Crawford,window1,29,30,1485,123,,,,
03:53:20.33,Jurij Rodionov,window1,70,71,123,2573,,,,
03:53:20.33,Oliver Crawford,window1,30,31,49,6437,,,,
03:53:37.93,Jurij Rodionov,window1,70,71,123,2573,,,,
03:53:37.93,Oliver Crawford,window1,30,31,49,1437,,,,
03:53:55.16,Jurij Rodionov,window1,70,71,123,2573,,,,
03:53:55.16,Oliver Crawford,window1,30,31,49,1437,,,,
03:54:13.57,Jurij Rodionov,window1,70,71,123,2573,,,,
03:54:13.57,Oliver Crawford,window1,30,31,49,1107,,,,
03:54:30.38,Jurij Rodionov,window1,70,71,123,2573,,,,
03:54:30.38,Oliver Crawford,window1,30,31,49,6437,,,,
03:54:47.63,Jurij Rodionov,window1,70,71,123,2573,,,,
03:55:05.23,Jurij Rodionov,window1,70,71,123,2573,,,,
03:55:05.23,Oliver Crawford,window1,30,31,49,6437,,,,
03:55:21.69,Oliver Crawford,window1,30,31,49,6437,,,,
03:55:37.94,Oliver Crawford,window1,30,31,49,6437,,,,
03:55:52.82,Jurij Rodionov,window1,70,71,123,2573,,,,
03:55:52.82,Oliver Crawford,window1,30,31,49,1437,,,,
03:56:08.80,Jurij Rodionov,window1,70,71,123,2573,,,,
03:56:08.80,Oliver Crawford,window1,30,31,49,1107,,,,
03:56:24.08,Jurij Rodionov,window1,69,71,1121,2573,,,,
03:56:24.08,Oliver Crawford,window1,30,31,49,1107,,,,
03:56:39.70,Jurij Rodionov,window1,69,70,1121,31,,,,
03:56:39.70,Oliver Crawford,window1,30,31,49,6437,,,,
03:56:55.48,Jurij Rodionov,window1,69,70,1121,31,,,,
03:56:55.48,Oliver Crawford,window1,30,31,49,6437,,,,
03:57:12.01,Jurij Rodionov,window1,69,70,1121,31,,,,
03:57:12.01,Oliver Crawford,window1,30,31,49,6437,,,,
03:57:27.17,Jurij Rodionov,window1,69,70,1121,31,,,,
03:57:27.17,Oliver Crawford,window1,30,31,49,1107,,,,
03:57:42.41,Jurij Rodionov,window1,69,70,1121,31,,,,
03:57:42.41,Oliver Crawford,window1,30,31,49,6437,,,,
03:57:57.37,Jurij Rodionov,window1,69,70,1121,31,,,,
03:57:57.37,Oliver Crawford,window1,30,31,49,6437,,,,
03:58:13.85,Jurij Rodionov,window1,69,70,1121,31,,,,
03:58:13.85,Oliver Crawford,window1,30,31,49,1107,,,,
03:58:29.27,Jurij Rodionov,window1,69,70,1121,31,,,,
03:58:44.09,Jurij Rodionov,window1,69,70,1121,80,,,,
03:58:44.09,Oliver Crawford,window1,30,31,49,1107,,,,
03:58:59.12,Jurij Rodionov,window1,69,70,1121,80,,,,
03:58:59.12,Oliver Crawford,window1,30,31,49,902,,,,
03:59:16.06,Jurij Rodionov,window1,69,70,1121,80,,,,
03:59:16.06,Oliver Crawford,window1,30,31,49,902,,,,
03:59:31.50,Oliver Crawford,window1,30,31,49,954,,,,
03:59:46.55,Jurij Rodionov,window1,69,70,1121,80,,,,
03:59:46.55,Oliver Crawford,window1,30,31,49,954,,,,
04:00:04.16,Jurij Rodionov,window1,69,70,1121,80,,,,
04:00:04.16,Oliver Crawford,window1,30,31,49,1006,,,,
04:00:39.46,Jurij Rodionov,window1,69,70,1121,80,,,,
04:00:39.46,Oliver Crawford,window1,30,31,49,1006,,,,
04:01:32.27,Jurij Rodionov,window1,69,70,1121,80,,,,
04:01:32.27,Oliver Crawford,window1,30,31,49,1006,,,,
04:01:48.98,Jurij Rodionov,window1,69,70,1121,86,,,,
04:01:48.98,Oliver Crawford,window1,30,31,49,1006,,,,
04:02:07.72,Jurij Rodionov,window1,69,70,1121,86,,,,
04:02:07.72,Oliver Crawford,window1,30,31,49,1006,,,,
04:02:47.82,Oliver Crawford,window1,30,31,49,1006,,,,
04:03:09.48,Jurij Rodionov,window1,69,70,1121,80,,,,
04:03:09.48,Oliver Crawford,window1,30,31,49,1006,,,,
04:03:31.80,Jurij Rodionov,window1,69,70,1121,80,,,,
04:03:31.80,Oliver Crawford,window1,30,31,49,1006,,,,
04:03:54.16,Jurij Rodionov,window1,69,70,1121,86,,,,
04:03:54.16,Oliver Crawford,window1,30,31,49,1006,,,,
04:04:13.41,Jurij Rodionov,window1,69,70,1127,80,,,,
04:04:30.06,Jurij Rodionov,window1,69,70,1127,80,,,,
04:04:30.06,Oliver Crawford,window1,30,31,49,1023,,,,
04:04:46.10,Jurij Rodionov,window1,69,70,1127,80,,,,
04:04:46.10,Oliver Crawford,window1,30,31,49,1023,,,,
04:05:04.06,Jurij Rodionov,window1,69,70,1127,86,,,,
04:05:04.06,Oliver Crawford,window1,30,31,49,1023,,,,
04:05:49.81,Jurij Rodionov,window1,69,70,1127,80,,,,
04:05:49.81,Oliver Crawford,window1,30,31,49,971,,,,
04:06:05.46,Jurij Rodionov,window1,69,70,1127,86,,,,
04:06:05.46,Oliver Crawford,window1,30,31,49,971,,,,
04:06:21.01,Jurij Rodionov,window1,69,70,1127,80,,,,
04:06:21.01,Oliver Crawford,window1,30,31,49,919,,,,
04:06:51.64,Jurij Rodionov,window1,69,70,1127,80,,,,
04:06:51.64,Oliver Crawford,window1,30,31,49,919,,,,
04:07:07.31,Oliver Crawford,window1,30,31,49,6249,,,,
04:07:23.07,Oliver Crawford,window1,30,31,49,6249,,,,
04:07:37.95,Jurij Rodionov,window1,69,70,1127,86,,,,
04:07:37.95,Oliver Crawford,window1,30,31,49,6249,,,,
04:07:52.85,Oliver Crawford,window1,30,31,49,6249,,,,
04:08:08.54,Jurij Rodionov,window1,69,70,1127,80,,,,
04:08:08.54,Oliver Crawford,window1,30,31,49,6249,,,,
04:08:39.39,Jurij Rodionov,window1,69,70,1127,80,,,,
04:08:39.39,Oliver Crawford,window1,30,31,49,6249,,,,
04:08:54.29,Jurij Rodionov,window1,69,70,1127,80,,,,
04:08:54.29,Oliver Crawford,window1,30,31,49,6249,,,,
04:09:10.15,Oliver Crawford,window1,30,31,49,6249,,,,
04:09:26.20,Jurij Rodionov,window1,69,70,1127,80,,,,
04:09:26.20,Oliver Crawford,window1,30,31,49,6249,,,,
04:09:41.44,Oliver Crawford,window1,30,31,49,6249,,,,
04:10:15.63,Jurij Rodionov,window1,69,70,1127,80,,,,
04:10:15.63,Oliver Crawford,window1,30,31,49,6249,,,,
04:10:34.24,Jurij Rodionov,window1,69,70,1127,80,,,,
04:10:34.24,Oliver Crawford,window1,30,31,49,6249,,,,
04:10:51.26,Jurij Rodionov,window1,69,70,1127,80,,,,
04:10:51.26,Oliver Crawford,window1,30,31,49,919,,,,
04:11:08.97,Jurij Rodionov,window1,69,70,1127,80,,,,
04:11:08.97,Oliver Crawford,window1,30,31,49,6249,,,,
04:11:26.19,Jurij Rodionov,window1,69,70,1127,86,,,,
04:11:26.19,Oliver Crawford,window1,30,31,49,6249,,,,
04:11:43.75,Jurij Rodionov,window1,69,70,1127,86,,,,
04:11:43.75,Oliver Crawford,window1,30,31,49,6249,,,,
04:12:01.30,Jurij Rodionov,window1,69,70,1127,80,,,,
04:12:01.30,Oliver Crawford,window1,30,31,49,6249,,,,
04:12:19.95,Oliver Crawford,window1,30,31,49,6249,,,,
04:12:39.21,Jurij Rodionov,window1,69,70,1127,86,,,,
04:12:39.21,Oliver Crawford,window1,30,31,49,6249,,,,
04:13:16.18,Jurij Rodionov,window1,69,70,1127,80,,,,
04:13:16.18,Oliver Crawford,window1,30,31,49,6249,,,,
04:13:47.74,Jurij Rodionov,window1,69,70,1127,80,,,,
04:13:47.74,Oliver Crawford,window1,30,31,49,6249,,,,
04:14:20.45,Jurij Rodionov,window1,69,70,1127,80,,,,
04:14:20.45,Oliver Crawford,window1,30,31,49,6249,,,,
04:14:40.52,Jurij Rodionov,window1,69,70,1127,80,,,,
04:14:40.52,Oliver Crawford,window1,30,31,49,6249,,,,
04:14:59.08,Jurij Rodionov,window1,69,70,1127,80,,,,
04:14:59.08,Oliver Crawford,window1,30,31,49,6249,,,,
04:15:19.69,Jurij Rodionov,window1,69,70,1127,80,,,,
04:15:19.69,Oliver Crawford,window1,30,31,49,6249,,,,
04:15:39.37,Oliver Crawford,window1,30,31,49,919,,,,
04:15:55.86,Jurij Rodionov,window1,69,70,1127,80,,,,
04:15:55.86,Oliver Crawford,window1,30,31,49,919,,,,
04:16:29.21,Jurij Rodionov,window1,69,70,1127,86,,,,
04:16:29.21,Oliver Crawford,window1,30,31,49,919,,,,
04:17:15.17,Jurij Rodionov,window1,69,70,1127,86,,,,
04:17:15.17,Oliver Crawford,window1,30,31,49,919,,,,
04:17:29.98,Oliver Crawford,window1,30,31,49,919,,,,
04:17:44.86,Oliver Crawford,window1,30,31,49,1249,,,,
04:18:00.35,Jurij Rodionov,window1,69,70,1127,86,,,,
04:18:00.35,Oliver Crawford,window1,30,31,49,1249,,,,
04:18:17.17,Jurij Rodionov,window1,69,70,1127,86,,,,
04:18:17.17,Oliver Crawford,window1,30,31,49,1249,,,,
04:18:34.81,Jurij Rodionov,window1,69,70,1127,86,,,,
04:18:54.36,Jurij Rodionov,window1,69,70,1127,86,,,,
04:18:54.36,Oliver Crawford,window1,30,31,49,1249,,,,
04:19:12.33,Jurij Rodionov,window1,69,70,1127,86,,,,
04:19:12.33,Oliver Crawford,window1,30,31,49,1249,,,,
04:20:26.40,Jurij Rodionov,window1,69,70,1127,86,,,,
04:20:26.40,Oliver Crawford,window1,30,31,49,919,,,,
04:20:44.35,Jurij Rodionov,window1,69,70,1127,86,,,,
04:20:44.35,Oliver Crawford,window1,30,31,49,1249,,,,
04:21:05.16,Oliver Crawford,window1,30,31,49,1249,,,,
04:21:43.53,Jurij Rodionov,window1,69,70,1127,80,,,,
04:22:01.19,Jurij Rodionov,window1,69,70,1127,80,,,,
04:22:01.19,Oliver Crawford,window1,30,31,49,1064,,,,
04:22:20.44,Jurij Rodionov,window1,69,70,1127,86,,,,
04:22:20.44,Oliver Crawford,window1,30,31,49,1064,,,,
04:22:40.12,Jurij Rodionov,window1,69,70,1127,86,,,,
04:22:40.12,Oliver Crawford,window1,30,31,49,1064,,,,
04:22:55.15,Jurij Rodionov,window1,69,70,1127,86,,,,
04:23:12.32,Jurij Rodionov,window1,69,70,1127,86,,,,
04:23:12.32,Oliver Crawford,window1,30,31,49,1064,,,,
04:23:43.15,Jurij Rodionov,window1,69,70,1127,86,,,,
04:24:00.48,Jurij Rodionov,window1,69,70,1127,86,,,,
04:24:00.48,Oliver Crawford,window1,30,31,49,1116,,,,
04:24:17.48,Jurij Rodionov,window1,69,70,1127,86,,,,
04:24:33.63,Jurij Rodionov,window1,69,70,1127,86,,,,
04:24:33.63,Oliver Crawford,window1,30,31,49,1168,,,,
04:24:48.87,Jurij Rodionov,window1,69,70,1127,80,,,,
04:24:48.87,Oliver Crawford,window1,30,31,49,1168,,,,
04:25:05.70,Jurij Rodionov,window1,69,70,1127,80,,,,
04:25:05.70,Oliver Crawford,window1,30,31,49,1168,,,,
04:25:22.20,Jurij Rodionov,window1,69,70,1127,86,,,,
04:25:22.20,Oliver Crawford,window1,30,31,49,1168,,,,
04:25:37.57,Jurij Rodionov,window1,69,70,1127,86,,,,
04:25:37.57,Oliver Crawford,window1,30,31,49,1168,,,,
04:25:53.94,Jurij Rodionov,window1,69,70,1127,86,,,,
04:25:53.94,Oliver Crawford,window1,30,31,49,1168,,,,
04:26:33.90,Jurij Rodionov,window1,69,70,1127,86,,,,
04:26:33.90,Oliver Crawford,window1,30,31,49,1168,,,,
04:26:53.48,Jurij Rodionov,window1,69,70,1127,86,,,,
04:26:53.48,Oliver Crawford,window1,30,31,49,1168,,,,
04:27:14.47,Oliver Crawford,window1,30,31,49,1116,,,,
04:27:33.88,Oliver Crawford,window1,30,31,49,1064,,,,
04:27:50.79,Jurij Rodionov,window1,69,70,1127,86,,,,
04:27:50.79,Oliver Crawford,window1,30,31,49,1064,,,,
04:28:08.89,Jurij Rodionov,window1,69,70,1127,86,,,,
04:28:26.26,Jurij Rodionov,window1,69,70,1127,86,,,,
04:28:26.26,Oliver Crawford,window1,30,31,49,1064,,,,
04:28:43.85,Oliver Crawford,window1,30,31,49,1064,,,,
04:29:02.92,Oliver Crawford,window1,30,31,49,1064,,,,
04:29:20.72,Jurij Rodionov,window1,69,70,1127,86,,,,
04:29:20.72,Oliver Crawford,window1,30,31,49,734,,,,
04:29:36.54,Jurij Rodionov,window1,69,70,1127,86,,,,
04:29:36.54,Oliver Crawford,window1,30,31,49,734,,,,
04:30:16.04,Jurij Rodionov,window1,69,70,1127,86,,,,
04:30:16.04,Oliver Crawford,window1,30,31,49,734,,,,
04:31:44.81,Jurij Rodionov,window1,69,70,1127,80,,,,
04:31:44.81,Oliver Crawford,window1,30,31,49,734,,,,
04:32:06.46,Jurij Rodionov,window1,69,70,1127,86,,,,
04:32:06.46,Oliver Crawford,window1,30,31,49,734,,,,
04:32:23.75,Jurij Rodionov,window1,69,70,1127,86,,,,
04:32:23.75,Oliver Crawford,window1,30,31,49,734,,,,
04:32:55.66,Jurij Rodionov,window1,69,70,1127,86,,,,
04:33:44.12,Oliver Crawford,window1,30,31,49,734,,,,
04:34:00.24,Jurij Rodionov,window1,69,70,1127,80,,,,
04:34:00.24,Oliver Crawford,window1,30,31,49,734,,,,
04:34:18.09,Oliver Crawford,window1,30,31,49,734,,,,
04:34:33.99,Jurij Rodionov,window1,69,70,1127,80,,,,
04:34:50.09,Jurij Rodionov,window1,69,70,1127,86,,,,
04:34:50.09,Oliver Crawford,window1,30,31,49,734,,,,
04:35:06.98,Jurij Rodionov,window1,69,70,1127,86,,,,
04:35:06.98,Oliver Crawford,window1,30,31,49,734,,,,
04:35:38.42,Oliver Crawford,window1,30,31,49,734,,,,
04:36:12.29,Jurij Rodionov,window1,69,70,1127,86,,,,
04:37:35.41,Jurij Rodionov,window1,69,70,1127,86,,,,
04:37:35.41,Oliver Crawford,window1,30,31,49,734,,,,
04:38:20.88,Jurij Rodionov,window1,69,70,1127,86,,,,
04:38:20.88,Oliver Crawford,window1,30,31,49,734,,,,
04:38:43.99,Oliver Crawford,window1,30,31,49,734,,,,
04:39:06.97,Oliver Crawford,window1,30,31,49,734,,,,
04:39:30.94,Oliver Crawford,window1,30,31,49,734,,,,
04:41:09.41,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:41:09.41,Oliver Crawford,window1,30,31,711,996,,,,
04:41:26.17,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:41:44.80,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:41:44.80,Oliver Crawford,window1,30,31,711,996,,,,
04:42:06.03,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:42:06.03,Oliver Crawford,window1,30,31,711,996,,,,
04:42:25.67,Jurij Rodionov,window1,69,70,1005,1866,,,,
04:42:43.59,Jurij Rodionov,window1,69,70,1005,1860,,,,
04:42:43.59,Oliver Crawford,window1,30,31,711,996,,,,
04:43:04.31,Jurij Rodionov,window1,69,70,1005,1866,,,,
