ts_ET,leg,phase,best_bid,best_ask,bid_depth,ask_depth,last_traded_price,last_traded_side,last_traded_size,our_bid
00:11:27.27,Jurij Rodionov,window1,71,72,192,1005,,,,
00:11:27.27,Oliver Crawford,window1,28,29,914,839,,,,
00:11:42.77,Oliver Crawford,window1,28,29,914,839,,,,
00:11:57.80,Jurij Rodionov,window1,71,72,192,990,,,,
00:11:57.80,Oliver Crawford,window1,28,29,914,839,,,,
00:12:29.17,Jurij Rodionov,window1,71,72,192,990,,,,
00:12:44.52,Oliver Crawford,window1,28,29,914,839,,,,
00:12:59.17,Jurij Rodionov,window1,71,72,192,1005,,,,
00:12:59.17,Oliver Crawford,window1,28,29,914,839,,,,
00:13:45.10,Jurij Rodionov,window1,71,72,192,990,,,,
00:13:45.10,Oliver Crawford,window1,28,29,914,839,,,,
00:14:13.33,Jurij Rodionov,window1,71,72,192,1005,,,,
00:14:13.33,Oliver Crawford,window1,28,29,914,839,,,,
00:14:55.09,Jurij Rodionov,window1,71,72,192,990,,,,
00:14:55.09,Oliver Crawford,window1,28,29,914,839,,,,
00:15:25.62,Jurij Rodionov,window1,71,72,192,990,,,,
00:15:25.62,Oliver Crawford,window1,28,29,914,839,,,,
00:15:39.13,Jurij Rodionov,window1,71,72,192,990,,,,
00:15:39.13,Oliver Crawford,window1,28,29,914,839,,,,
00:16:07.11,Jurij Rodionov,window1,71,72,192,1005,,,,
00:16:07.11,Oliver Crawford,window1,28,29,914,839,,,,
00:16:34.76,Jurij Rodionov,window1,71,72,192,1005,,,,
00:16:34.76,Oliver Crawford,window1,28,29,914,839,,,,
00:16:49.25,Oliver Crawford,window1,28,29,914,839,,,,
00:17:03.38,Jurij Rodionov,window1,71,72,192,990,,,,
00:17:17.84,Jurij Rodionov,window1,71,72,192,990,,,,
00:17:17.84,Oliver Crawford,window1,28,29,914,839,,,,
00:17:45.75,Jurij Rodionov,window1,71,72,192,990,,,,
00:17:45.75,Oliver Crawford,window1,28,29,914,839,,,,
00:17:59.10,Jurij Rodionov,window1,71,72,192,990,,,,
00:18:27.52,Jurij Rodionov,window1,71,72,192,990,,,,
00:18:42.31,Jurij Rodionov,window1,71,72,192,1005,,,,
00:18:42.31,Oliver Crawford,window1,28,29,914,839,,,,
00:18:57.77,Jurij Rodionov,window1,71,72,192,990,,,,
00:18:57.77,Oliver Crawford,window1,28,29,914,839,,,,
00:19:13.58,Oliver Crawford,window1,28,29,914,839,,,,
00:19:28.00,Oliver Crawford,window1,28,29,914,839,,,,
00:19:57.87,Jurij Rodionov,window1,71,72,192,1005,,,,
00:19:57.87,Oliver Crawford,window1,28,29,914,839,,,,
00:20:16.29,Oliver Crawford,window1,28,29,914,839,,,,
00:20:33.02,Jurij Rodionov,window1,71,72,192,990,,,,
00:20:33.02,Oliver Crawford,window1,28,29,914,839,,,,
00:20:51.48,Jurij Rodionov,window1,71,72,192,990,,,,
00:20:51.48,Oliver Crawford,window1,28,29,914,839,,,,
00:21:11.78,Jurij Rodionov,window1,71,72,192,1005,,,,
00:21:11.78,Oliver Crawford,window1,28,29,914,839,,,,
00:21:31.09,Jurij Rodionov,window1,71,72,192,1005,,,,
00:21:31.09,Oliver Crawford,window1,28,29,914,839,,,,
00:21:49.85,Jurij Rodionov,window1,71,72,192,990,,,,
00:21:49.85,Oliver Crawford,window1,28,29,914,839,,,,
00:22:21.28,Jurij Rodionov,window1,71,72,192,1005,,,,
00:22:21.28,Oliver Crawford,window1,28,29,914,839,,,,
00:22:35.23,Oliver Crawford,window1,28,29,914,839,,,,
00:22:49.19,Jurij Rodionov,window1,71,72,192,990,,,,
00:22:49.19,Oliver Crawford,window1,28,29,914,839,,,,
00:23:04.62,Jurij Rodionov,window1,71,72,192,1005,,,,
00:23:19.64,Jurij Rodionov,window1,71,72,192,990,,,,
00:23:19.64,Oliver Crawford,window1,28,29,914,839,,,,
00:23:33.60,Jurij Rodionov,window1,71,72,192,1005,,,,
00:23:33.60,Oliver Crawford,window1,28,29,914,839,,,,
00:24:02.40,Jurij Rodionov,window1,71,72,192,990,,,,
00:24:17.11,Oliver Crawford,window1,28,29,914,839,,,,
00:24:30.36,Jurij Rodionov,window1,71,72,192,990,,,,
00:24:30.36,Oliver Crawford,window1,28,29,914,839,,,,
00:25:15.18,Jurij Rodionov,window1,71,72,192,990,,,,
00:25:15.18,Oliver Crawford,window1,28,29,914,839,,,,
00:25:29.20,Jurij Rodionov,window1,71,72,192,990,,,,
00:25:29.20,Oliver Crawford,window1,28,29,914,839,,,,
00:26:24.10,Jurij Rodionov,window1,71,72,192,990,,,,
00:26:24.10,Oliver Crawford,window1,28,29,914,839,,,,
00:26:38.12,Jurij Rodionov,window1,71,72,192,990,,,,
00:26:38.12,Oliver Crawford,window1,28,29,914,839,,,,
00:27:06.97,Jurij Rodionov,window1,71,72,192,990,,,,
00:27:22.43,Oliver Crawford,window1,28,29,914,839,,,,
00:29:46.72,Jurij Rodionov,window1,71,72,192,990,,,,
00:29:46.72,Oliver Crawford,window1,28,29,914,839,,,,
00:30:03.95,Jurij Rodionov,window1,71,72,192,990,,,,
00:30:03.95,Oliver Crawford,window1,28,29,914,839,,,,
00:30:36.48,Jurij Rodionov,window1,71,72,192,990,,,,
00:30:50.33,Oliver Crawford,window1,28,29,914,839,,,,
00:32:00.82,Jurij Rodionov,window1,71,72,192,990,,,,
00:32:00.82,Oliver Crawford,window1,28,29,914,839,,,,
00:32:35.40,Jurij Rodionov,window1,71,72,192,990,,,,
00:33:22.19,Oliver Crawford,window1,28,29,914,839,,,,
00:34:20.39,Jurij Rodionov,window1,71,72,192,990,,,,
00:34:20.39,Oliver Crawford,window1,28,29,914,839,,,,
00:35:04.45,Jurij Rodionov,window1,71,72,192,990,,,,
00:35:04.45,Oliver Crawford,window1,28,29,914,839,,,,
00:35:38.48,Jurij Rodionov,window1,71,72,192,990,,,,
00:35:38.48,Oliver Crawford,window1,28,29,914,839,,,,
00:36:09.60,Jurij Rodionov,window1,71,72,192,990,,,,
00:36:09.60,Oliver Crawford,window1,28,29,914,839,,,,
00:36:39.43,Oliver Crawford,window1,28,29,914,839,,,,
00:36:54.12,Oliver Crawford,window1,28,29,914,839,,,,
00:37:10.19,Oliver Crawford,window1,28,29,914,839,,,,
00:39:03.96,Jurij Rodionov,window1,71,72,192,990,,,,
00:39:03.96,Oliver Crawford,window1,28,29,914,839,,,,
00:39:33.06,Jurij Rodionov,window1,71,72,192,990,,,,
00:39:33.06,Oliver Crawford,window1,28,29,914,839,,,,
00:39:46.54,Jurij Rodionov,window1,71,72,192,990,,,,
00:39:46.54,Oliver Crawford,window1,28,29,914,839,,,,
00:42:07.08,Oliver Crawford,window1,28,29,914,839,,,,
00:42:20.96,Jurij Rodionov,window1,71,72,192,990,,,,
00:42:20.96,Oliver Crawford,window1,28,29,914,839,,,,
00:42:34.93,Oliver Crawford,window1,28,29,914,839,,,,
00:42:49.36,Jurij Rodionov,window1,71,72,192,990,,,,
00:43:04.63,Jurij Rodionov,window1,71,72,192,990,,,,
00:43:04.63,Oliver Crawford,window1,28,29,914,839,,,,
00:45:07.54,Jurij Rodionov,window1,71,72,192,990,,,,
00:45:07.54,Oliver Crawford,window1,28,29,914,839,,,,
00:46:52.12,Jurij Rodionov,window1,71,72,192,990,,,,
00:47:06.98,Jurij Rodionov,window1,71,72,192,990,,,,
00:47:06.98,Oliver Crawford,window1,28,29,914,839,,,,
00:47:21.02,Jurij Rodionov,window1,71,72,192,1005,,,,
00:47:21.02,Oliver Crawford,window1,28,29,914,839,,,,
00:47:35.26,Jurij Rodionov,window1,71,72,192,990,,,,
00:47:35.26,Oliver Crawford,window1,28,29,914,839,,,,
00:48:03.27,Jurij Rodionov,window1,71,72,192,990,,,,
00:48:03.27,Oliver Crawford,window1,28,29,914,839,,,,
00:53:14.26,Jurij Rodionov,window1,71,72,192,990,,,,
00:53:14.26,Oliver Crawford,window1,28,29,914,839,,,,
00:58:02.26,Jurij Rodionov,window1,71,72,192,990,,,,
00:58:02.26,Oliver Crawford,window1,28,29,914,839,,,,
00:58:32.94,Jurij Rodionov,window1,71,72,192,990,,,,
00:58:32.94,Oliver Crawford,window1,28,29,914,839,,,,
00:58:48.37,Oliver Crawford,window1,28,29,914,839,,,,
00:59:19.01,Jurij Rodionov,window1,71,72,192,990,,,,
00:59:19.01,Oliver Crawford,window1,28,29,914,839,,,,
00:59:33.65,Jurij Rodionov,window1,71,72,192,990,,,,
01:02:16.27,Jurij Rodionov,window1,71,72,192,990,,,,
01:02:16.27,Oliver Crawford,window1,28,29,914,839,,,,
01:02:42.20,Jurij Rodionov,window1,71,72,192,990,,,,
01:02:42.20,Oliver Crawford,window1,28,29,914,839,,,,
01:03:10.04,Jurij Rodionov,window1,71,72,192,990,,,,
01:03:24.06,Jurij Rodionov,window1,71,72,192,990,,,,
01:04:05.52,Jurij Rodionov,window1,71,72,192,990,,,,
01:04:05.52,Oliver Crawford,window1,28,29,914,839,,,,
01:04:19.25,Jurij Rodionov,window1,71,72,192,990,,,,
01:04:19.25,Oliver Crawford,window1,28,29,914,839,,,,
01:04:47.10,Jurij Rodionov,window1,71,72,192,990,,,,
01:04:47.10,Oliver Crawford,window1,28,29,914,839,,,,
01:05:02.44,Jurij Rodionov,window1,71,72,192,1005,,,,
01:05:02.44,Oliver Crawford,window1,28,29,914,839,,,,
01:08:06.65,Jurij Rodionov,window1,71,72,192,1005,,,,
01:08:06.65,Oliver Crawford,window1,28,29,914,839,,,,
01:10:43.96,Jurij Rodionov,window1,71,72,192,1005,,,,
01:10:43.96,Oliver Crawford,window1,28,29,914,839,,,,
01:11:00.52,Jurij Rodionov,window1,71,72,192,1005,,,,
01:11:00.52,Oliver Crawford,window1,28,29,914,839,,,,
01:11:16.97,Jurij Rodionov,window1,71,72,192,1005,,,,
01:12:00.09,Oliver Crawford,window1,28,29,914,839,,,,
01:12:16.56,Jurij Rodionov,window1,71,72,192,990,,,,
01:12:30.97,Jurij Rodionov,window1,71,72,192,990,,,,
01:12:30.97,Oliver Crawford,window1,28,29,914,839,,,,
01:12:45.13,Jurij Rodionov,window1,71,72,192,990,,,,
01:12:45.13,Oliver Crawford,window1,28,29,914,839,,,,
01:13:15.82,Jurij Rodionov,window1,71,72,192,1005,,,,
01:13:15.82,Oliver Crawford,window1,28,29,914,839,,,,
01:14:22.13,Oliver Crawford,window1,28,29,914,839,,,,
01:14:38.98,Jurij Rodionov,window1,71,72,192,990,,,,
01:14:55.52,Oliver Crawford,window1,28,29,914,839,,,,
01:15:18.67,Jurij Rodionov,window1,71,72,192,1005,,,,
01:15:36.51,Jurij Rodionov,window1,71,72,192,990,,,,
01:15:36.51,Oliver Crawford,window1,28,29,914,839,,,,
01:15:53.42,Oliver Crawford,window1,28,29,914,839,,,,
01:16:11.74,Jurij Rodionov,window1,71,72,192,1005,,,,
01:16:27.54,Oliver Crawford,window1,28,29,914,839,,,,
01:16:44.11,Jurij Rodionov,window1,71,72,192,990,,,,
01:17:00.13,Jurij Rodionov,window1,71,72,192,990,,,,
01:17:00.13,Oliver Crawford,window1,28,29,914,839,,,,
01:17:18.80,Jurij Rodionov,window1,71,72,192,990,,,,
01:17:18.80,Oliver Crawford,window1,28,29,914,839,,,,
01:17:39.13,Jurij Rodionov,window1,71,72,192,1005,,,,
01:17:39.13,Oliver Crawford,window1,28,29,914,839,,,,
01:19:22.55,Jurij Rodionov,window1,71,72,192,990,,,,
01:19:22.55,Oliver Crawford,window1,28,29,914,839,,,,
01:19:51.18,Jurij Rodionov,window1,71,72,192,990,,,,
01:19:51.18,Oliver Crawford,window1,28,29,914,839,,,,
01:20:08.13,Jurij Rodionov,window1,71,72,192,990,,,,
01:20:08.13,Oliver Crawford,window1,28,29,914,839,,,,
01:20:41.63,Jurij Rodionov,window1,71,72,192,1005,,,,
01:20:41.63,Oliver Crawford,window1,28,29,914,839,,,,
01:20:55.61,Jurij Rodionov,window1,71,72,192,990,,,,
01:20:55.61,Oliver Crawford,window1,28,29,914,839,,,,
01:21:13.11,Oliver Crawford,window1,28,29,914,839,,,,
01:21:27.94,Jurij Rodionov,window1,71,72,192,1005,,,,
01:21:42.34,Jurij Rodionov,window1,71,72,192,990,,,,
01:21:42.34,Oliver Crawford,window1,28,29,914,839,,,,
01:21:56.61,Jurij Rodionov,window1,71,72,192,990,,,,
01:21:56.61,Oliver Crawford,window1,28,29,914,839,,,,
01:22:43.28,Jurij Rodionov,window1,71,72,192,990,,,,
01:22:43.28,Oliver Crawford,window1,28,29,914,839,,,,
01:22:59.17,Jurij Rodionov,window1,71,72,192,1005,,,,
01:22:59.17,Oliver Crawford,window1,28,29,914,839,,,,
01:23:16.77,Jurij Rodionov,window1,71,72,192,990,,,,
01:23:16.77,Oliver Crawford,window1,28,29,914,839,,,,
01:23:47.84,Jurij Rodionov,window1,71,72,192,990,,,,
01:23:47.84,Oliver Crawford,window1,28,29,914,839,,,,
01:24:05.37,Oliver Crawford,window1,28,29,914,839,,,,
01:24:38.71,Jurij Rodionov,window1,71,72,192,990,,,,
01:24:38.71,Oliver Crawford,window1,28,29,914,839,,,,
01:25:14.02,Jurij Rodionov,window1,71,72,192,990,,,,
01:25:14.02,Oliver Crawford,window1,28,29,914,839,,,,
01:25:33.02,Jurij Rodionov,window1,71,72,192,990,,,,
01:25:33.02,Oliver Crawford,window1,28,29,914,839,,,,
01:25:50.82,Jurij Rodionov,window1,71,72,192,990,,,,
01:25:50.82,Oliver Crawford,window1,28,29,914,839,,,,
01:26:22.19,Jurij Rodionov,window1,71,72,192,990,,,,
01:26:22.19,Oliver Crawford,window1,28,29,914,839,,,,
01:26:51.39,Jurij Rodionov,window1,71,72,192,990,,,,
01:26:51.39,Oliver Crawford,window1,28,29,914,839,,,,
01:27:06.96,Jurij Rodionov,window1,71,72,192,990,,,,
01:27:06.96,Oliver Crawford,window1,28,29,914,839,,,,
01:27:21.85,Jurij Rodionov,window1,71,72,192,990,,,,
01:27:21.85,Oliver Crawford,window1,28,29,914,839,,,,
01:28:06.99,Jurij Rodionov,window1,71,72,176,990,,,,
01:28:06.99,Oliver Crawford,window1,28,29,914,823,,,,
01:28:21.55,Jurij Rodionov,window1,71,72,176,1005,,,,
01:28:21.55,Oliver Crawford,window1,28,29,914,823,,,,
01:29:10.54,Jurij Rodionov,window1,71,72,176,990,,,,
01:29:10.54,Oliver Crawford,window1,28,29,914,823,,,,
01:29:46.35,Jurij Rodionov,window1,71,72,176,990,,,,
01:29:46.35,Oliver Crawford,window1,28,29,914,823,,,,
01:30:43.42,Jurij Rodionov,window1,71,72,176,990,,,,
01:30:43.42,Oliver Crawford,window1,28,29,914,823,,,,
01:31:30.42,Jurij Rodionov,window1,71,72,176,990,,,,
01:31:30.42,Oliver Crawford,window1,28,29,914,823,,,,
01:31:47.40,Jurij Rodionov,window1,71,72,176,990,,,,
01:31:47.40,Oliver Crawford,window1,28,29,914,823,,,,
01:32:04.79,Jurij Rodionov,window1,71,72,176,990,,,,
01:32:04.79,Oliver Crawford,window1,28,29,914,823,,,,
01:32:20.80,Jurij Rodionov,window1,71,72,176,990,,,,
01:32:20.80,Oliver Crawford,window1,28,29,914,823,,,,
01:32:37.12,Jurij Rodionov,window1,71,72,176,990,,,,
01:32:52.65,Oliver Crawford,window1,28,29,914,823,,,,
01:33:09.92,Jurij Rodionov,window1,71,72,176,990,,,,
01:33:09.92,Oliver Crawford,window1,28,29,914,823,,,,
01:33:25.67,Jurij Rodionov,window1,71,72,176,1005,,,,
01:33:25.67,Oliver Crawford,window1,28,29,914,823,,,,
01:33:42.17,Jurij Rodionov,window1,71,72,176,990,,,,
01:33:42.17,Oliver Crawford,window1,28,29,914,823,,,,
01:33:57.94,Jurij Rodionov,window1,71,72,176,1005,,,,
01:33:57.94,Oliver Crawford,window1,28,29,914,823,,,,
01:34:16.29,Jurij Rodionov,window1,71,72,176,990,,,,
01:34:16.29,Oliver Crawford,window1,28,29,914,823,,,,
01:34:32.84,Jurij Rodionov,window1,71,72,176,1005,,,,
01:34:32.84,Oliver Crawford,window1,28,29,914,823,,,,
01:34:47.94,Jurij Rodionov,window1,71,72,176,990,,,,
01:34:47.94,Oliver Crawford,window1,28,29,914,823,,,,
01:35:19.41,Jurij Rodionov,window1,71,72,176,1005,,,,
01:35:19.41,Oliver Crawford,window1,28,29,914,823,,,,
01:35:48.58,Jurij Rodionov,window1,71,72,176,990,,,,
01:35:48.58,Oliver Crawford,window1,28,29,914,823,,,,
01:36:33.10,Jurij Rodionov,window1,71,72,176,1005,,,,
01:36:33.10,Oliver Crawford,window1,28,29,914,823,,,,
01:37:16.56,Jurij Rodionov,window1,71,72,176,990,,,,
01:37:16.56,Oliver Crawford,window1,28,29,914,823,,,,
01:37:47.09,Jurij Rodionov,window1,71,72,176,990,,,,
01:37:47.09,Oliver Crawford,window1,28,29,914,823,,,,
01:38:16.10,Jurij Rodionov,window1,71,72,176,990,,,,
01:38:16.10,Oliver Crawford,window1,28,29,914,823,,,,
01:38:30.33,Jurij Rodionov,window1,71,72,176,1005,,,,
01:38:46.01,Jurij Rodionov,window1,71,72,176,990,,,,
01:38:46.01,Oliver Crawford,window1,28,29,914,823,,,,
01:39:15.21,Jurij Rodionov,window1,71,72,176,1005,,,,
01:39:15.21,Oliver Crawford,window1,28,29,914,823,,,,
01:40:24.34,Jurij Rodionov,window1,71,72,176,990,,,,
01:40:24.34,Oliver Crawford,window1,28,29,914,823,,,,
01:40:48.02,Jurij Rodionov,window1,71,72,176,990,,,,
01:40:48.02,Oliver Crawford,window1,28,29,914,823,,,,
01:41:10.46,Jurij Rodionov,window1,71,72,176,990,,,,
01:41:10.46,Oliver Crawford,window1,28,29,914,823,,,,
01:41:31.25,Jurij Rodionov,window1,71,72,176,1005,,,,
01:41:31.25,Oliver Crawford,window1,28,29,914,823,,,,
01:41:50.92,Jurij Rodionov,window1,71,72,176,990,,,,
01:41:50.92,Oliver Crawford,window1,28,29,914,823,,,,
01:42:12.83,Oliver Crawford,window1,28,29,914,823,,,,
01:42:28.53,Oliver Crawford,window1,28,29,914,823,,,,
01:42:45.37,Jurij Rodionov,window1,71,72,176,1005,,,,
01:43:01.05,Jurij Rodionov,window1,71,72,176,1005,,,,
01:43:01.05,Oliver Crawford,window1,28,29,914,823,,,,
01:43:17.98,Oliver Crawford,window1,28,29,914,823,,,,
01:43:32.34,Jurij Rodionov,window1,71,72,176,990,,,,
01:43:47.24,Oliver Crawford,window1,28,29,914,823,,,,
01:44:29.33,Oliver Crawford,window1,28,29,914,823,,,,
01:44:43.48,Jurij Rodionov,window1,71,72,176,1005,,,,
01:44:43.48,Oliver Crawford,window1,28,29,914,823,,,,
01:45:26.20,Oliver Crawford,window1,28,29,914,823,,,,
01:45:40.30,Jurij Rodionov,window1,71,72,176,990,,,,
01:45:40.30,Oliver Crawford,window1,28,29,914,823,,,,
01:46:12.52,Jurij Rodionov,window1,71,72,176,1005,,,,
01:46:12.52,Oliver Crawford,window1,28,29,914,823,,,,
01:46:26.77,Jurij Rodionov,window1,71,72,176,990,,,,
01:46:26.77,Oliver Crawford,window1,28,29,914,823,,,,
01:46:55.85,Oliver Crawford,window1,28,29,914,823,,,,
01:47:11.50,Jurij Rodionov,window1,71,72,176,1005,,,,
01:47:26.10,Jurij Rodionov,window1,71,72,176,1005,,,,
01:47:26.10,Oliver Crawford,window1,28,29,914,823,,,,
01:47:40.65,Jurij Rodionov,window1,71,72,176,1005,,,,
01:47:40.65,Oliver Crawford,window1,28,29,914,823,,,,
01:47:54.53,Jurij Rodionov,window1,71,72,176,990,,,,
01:47:54.53,Oliver Crawford,window1,28,29,914,823,,,,
01:48:25.39,Jurij Rodionov,window1,71,72,176,1005,,,,
01:48:25.39,Oliver Crawford,window1,28,29,914,823,,,,
01:48:59.66,Jurij Rodionov,window1,71,72,176,990,,,,
01:48:59.66,Oliver Crawford,window1,28,29,914,823,,,,
01:49:34.19,Jurij Rodionov,window1,71,72,176,1005,,,,
01:49:34.19,Oliver Crawford,window1,28,29,914,823,,,,
01:49:50.72,Jurij Rodionov,window1,71,72,176,990,,,,
01:49:50.72,Oliver Crawford,window1,28,29,914,823,,,,
01:50:08.61,Jurij Rodionov,window1,71,72,176,1005,,,,
01:50:08.61,Oliver Crawford,window1,28,29,914,823,,,,
01:50:27.22,Jurij Rodionov,window1,71,72,176,990,,,,
01:50:27.22,Oliver Crawford,window1,28,29,914,823,,,,
01:50:45.19,Jurij Rodionov,window1,71,72,176,990,,,,
01:50:45.19,Oliver Crawford,window1,28,29,914,823,,,,
01:51:25.42,Jurij Rodionov,window1,71,72,176,990,,,,
01:51:25.42,Oliver Crawford,window1,28,29,914,823,,,,
01:51:57.94,Jurij Rodionov,window1,71,72,176,990,,,,
01:51:57.94,Oliver Crawford,window1,28,29,914,823,,,,
01:52:13.42,Jurij Rodionov,window1,71,72,176,990,,,,
01:52:29.74,Jurij Rodionov,window1,71,72,176,1005,,,,
01:52:29.74,Oliver Crawford,window1,28,29,914,823,,,,
01:54:45.36,Jurij Rodionov,window1,71,72,176,990,,,,
01:54:45.36,Oliver Crawford,window1,28,29,914,823,,,,
01:55:14.91,Jurij Rodionov,window1,71,72,176,1005,,,,
01:55:43.95,Oliver Crawford,window1,28,29,914,823,,,,
01:55:58.19,Jurij Rodionov,window1,71,72,176,1005,,,,
01:55:58.19,Oliver Crawford,window1,28,29,914,823,,,,
02:01:07.39,Jurij Rodionov,window1,71,72,176,1005,,,,
02:01:07.39,Oliver Crawford,window1,28,29,914,823,,,,
02:05:52.32,Oliver Crawford,window1,28,29,914,823,,,,
02:06:10.24,Jurij Rodionov,window1,71,72,176,1005,,,,
02:08:29.77,Jurij Rodionov,window1,71,72,176,990,,,,
02:08:29.77,Oliver Crawford,window1,28,29,914,823,,,,
02:09:03.76,Jurij Rodionov,window1,71,72,176,990,,,,
02:09:03.76,Oliver Crawford,window1,28,29,914,823,,,,
02:09:18.58,Jurij Rodionov,window1,71,72,176,990,,,,
02:09:18.58,Oliver Crawford,window1,28,29,914,823,,,,
02:09:48.27,Jurij Rodionov,window1,71,72,176,990,,,,
02:09:48.27,Oliver Crawford,window1,28,29,914,823,,,,
02:10:34.84,Jurij Rodionov,window1,71,72,176,990,,,,
02:10:49.71,Oliver Crawford,window1,28,29,914,823,,,,
02:11:05.39,Jurij Rodionov,window1,71,72,176,1005,,,,
02:11:05.39,Oliver Crawford,window1,28,29,914,823,,,,
02:11:38.63,Jurij Rodionov,window1,71,72,176,990,,,,
02:11:53.15,Oliver Crawford,window1,28,29,914,823,,,,
02:12:10.01,Jurij Rodionov,window1,71,72,176,1005,,,,
02:12:10.01,Oliver Crawford,window1,28,29,914,823,,,,
02:12:25.09,Jurij Rodionov,window1,71,72,176,990,,,,
02:12:25.09,Oliver Crawford,window1,28,29,914,823,,,,
02:12:41.37,Jurij Rodionov,window1,71,72,176,990,,,,
02:12:41.37,Oliver Crawford,window1,28,29,914,823,,,,
02:13:54.86,Jurij Rodionov,window1,71,72,176,990,,,,
02:13:54.86,Oliver Crawford,window1,28,29,914,823,,,,
02:14:12.71,Jurij Rodionov,window1,71,72,176,990,,,,
02:14:12.71,Oliver Crawford,window1,28,29,914,823,,,,
02:17:08.07,Jurij Rodionov,window1,71,72,176,990,,,,
02:17:08.07,Oliver Crawford,window1,28,29,914,823,,,,
02:17:29.45,Jurij Rodionov,window1,71,72,176,990,,,,
02:17:29.45,Oliver Crawford,window1,28,29,914,823,,,,
02:21:50.50,Jurij Rodionov,window1,71,72,176,990,,,,
02:21:50.50,Oliver Crawford,window1,28,29,914,823,,,,
02:22:22.34,Jurij Rodionov,window1,71,72,176,990,,,,
02:22:22.34,Oliver Crawford,window1,28,29,914,823,,,,
02:24:32.44,Jurij Rodionov,window1,71,72,176,990,,,,
02:24:32.44,Oliver Crawford,window1,28,29,914,823,,,,
02:24:49.29,Jurij Rodionov,window1,71,72,176,990,,,,
02:24:49.29,Oliver Crawford,window1,28,29,914,823,,,,
02:25:42.71,Oliver Crawford,window1,28,29,914,823,,,,
02:25:59.29,Jurij Rodionov,window1,71,72,176,990,,,,
02:26:18.46,Oliver Crawford,window1,28,29,914,823,,,,
02:26:48.69,Jurij Rodionov,window1,71,72,176,1005,,,,
02:28:26.20,Oliver Crawford,window1,28,29,914,823,,,,
02:30:00.68,Oliver Crawford,window1,28,29,914,823,,,,
02:30:52.59,Oliver Crawford,window1,28,29,914,823,,,,
02:31:29.80,Oliver Crawford,window1,28,29,914,823,,,,
02:31:50.10,Jurij Rodionov,window1,71,72,176,1005,,,,
02:32:37.13,Oliver Crawford,window1,28,29,914,823,,,,
02:36:58.51,Jurij Rodionov,window1,71,72,176,1005,,,,
02:37:45.01,Jurij Rodionov,window1,71,72,176,1005,,,,
02:37:45.01,Oliver Crawford,window1,28,29,914,823,,,,
02:39:29.45,Jurij Rodionov,window1,71,72,176,906,,,,
02:39:29.45,Oliver Crawford,window1,28,29,815,823,,,,
02:39:47.48,Jurij Rodionov,window1,71,72,176,906,,,,
02:39:47.48,Oliver Crawford,window1,28,29,815,823,,,,
02:40:07.90,Jurij Rodionov,window1,71,72,176,906,,,,
02:40:07.90,Oliver Crawford,window1,28,29,815,823,,,,
02:40:26.62,Oliver Crawford,window1,28,29,815,823,,,,
02:41:33.88,Oliver Crawford,window1,28,29,815,823,,,,
02:42:10.50,Oliver Crawford,window1,28,29,815,823,,,,
02:43:37.65,Jurij Rodionov,window1,71,72,176,906,,,,
02:43:37.65,Oliver Crawford,window1,28,29,815,823,,,,
02:43:54.57,Jurij Rodionov,window1,71,72,176,906,,,,
02:43:54.57,Oliver Crawford,window1,28,29,815,823,,,,
02:44:12.92,Jurij Rodionov,window1,71,72,176,906,,,,
02:44:27.58,Oliver Crawford,window1,28,29,815,823,,,,
02:44:55.32,Oliver Crawford,window1,28,29,815,823,,,,
02:45:11.99,Oliver Crawford,window1,28,29,815,823,,,,
02:45:55.30,Oliver Crawford,window1,28,29,815,823,,,,
02:46:12.27,Jurij Rodionov,window1,71,72,176,906,,,,
02:46:12.27,Oliver Crawford,window1,28,29,815,823,,,,
02:46:26.58,Jurij Rodionov,window1,71,72,176,906,,,,
02:46:26.58,Oliver Crawford,window1,28,29,815,823,,,,
02:47:41.23,Oliver Crawford,window1,28,29,815,823,,,,
02:48:26.96,Oliver Crawford,window1,28,29,815,823,,,,
02:49:42.71,Jurij Rodionov,window1,71,72,176,891,,,,
02:49:42.71,Oliver Crawford,window1,28,29,815,823,,,,
02:50:19.66,Jurij Rodionov,window1,71,72,176,906,,,,
02:50:19.66,Oliver Crawford,window1,28,29,815,823,,,,
02:50:36.34,Jurij Rodionov,window1,71,72,176,891,,,,
02:50:36.34,Oliver Crawford,window1,28,29,815,823,,,,
02:50:53.38,Jurij Rodionov,window1,71,72,176,906,,,,
02:50:53.38,Oliver Crawford,window1,28,29,815,823,,,,
02:51:15.06,Jurij Rodionov,window1,71,72,176,906,,,,
02:51:15.06,Oliver Crawford,window1,28,29,815,823,,,,
02:51:55.58,Jurij Rodionov,window1,71,72,176,891,,,,
02:51:55.58,Oliver Crawford,window1,28,29,815,823,,,,
02:52:20.43,Jurij Rodionov,window1,71,72,176,906,,,,
02:52:20.43,Oliver Crawford,window1,28,29,815,823,,,,
02:53:50.12,Jurij Rodionov,window1,71,72,176,891,,,,
02:53:50.12,Oliver Crawford,window1,28,29,815,823,,,,
02:54:34.96,Oliver Crawford,window1,28,29,815,823,,,,
02:55:06.23,Oliver Crawford,window1,28,29,815,823,,,,
02:55:21.14,Jurij Rodionov,window1,71,72,176,906,,,,
02:55:48.85,Jurij Rodionov,window1,71,72,176,891,,,,
02:55:48.85,Oliver Crawford,window1,28,29,815,823,,,,
