ts_epoch,ts_et,t_minus_scheduled_s,t_minus_actual_bell_s,t_minus_pre_match_boundary_s,leg,ticker,row_type,best_bid,bid_size,best_ask,ask_size,spread,ask_dwell_s,bid_depth_5,ask_depth_5,depth_ratio,last_traded,print_price,print_size,taker_side,trade_id,receipt,resting_bid,combined_state,quote_state,pressure_state,pair_cap,decision_action,decision_reason,layer_tags
1783847508,2026-07-12 05:11:48.000,31692.0,21792.0,21792,PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,WINDOW_LEFT,,,,,,,,,,,,,,,WINDOW_LEFT,,,,,,,,WINDOW_BOUNDARY
1783847508.0,2026-07-12 05:11:48.000,31692.0,21792.0,21792.0,PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,BBO,4,500,96,500,92,0.0,5835,6085,0.48951342281879195,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA.csv.gz#row-2,3,SETTLED,SETTLED,SETTLED,,PLACE_REST,FIRST_TWO_SIDED_BOOK_LIVING_REST_ONE_CENT_UNDER_BID,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783847508,2026-07-12 05:11:48.000,31692.0,21792.0,21792,WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,WINDOW_LEFT,,,,,,,,,,,,,,,WINDOW_LEFT,,,,,,,,WINDOW_BOUNDARY
1783847508.0,2026-07-12 05:11:48.000,31692.0,21792.0,21792.0,WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,BBO,4,500,96,500,92,0.0,5635,5885,0.4891493055555556,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES.csv.gz#row-2,3,SETTLED,SETTLED,SETTLED,,PLACE_REST,FIRST_TWO_SIDED_BOOK_LIVING_REST_ONE_CENT_UNDER_BID,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783847526.0,2026-07-12 05:12:06.000,31674.0,21774.0,21774.0,PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,BBO,4,500,96,500,92,18.0,5836,6085,0.4895562452814361,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA.csv.gz#row-3,3,SETTLED,SETTLED,SETTLED,,HOLD_REST,NO_ACTIVE_DISCOUNT_EVIDENCE_FLOOR,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783847526.0,2026-07-12 05:12:06.000,31674.0,21774.0,21774.0,PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,BBO,4,500,96,500,92,18.0,5836,6086,0.4895151820164402,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA.csv.gz#row-4,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783847526.0,2026-07-12 05:12:06.000,31674.0,21774.0,21774.0,WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,BBO,4,500,96,500,92,18.0,5636,5885,0.4891936463848624,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES.csv.gz#row-3,3,SETTLED,SETTLED,SETTLED,,HOLD_REST,NO_ACTIVE_DISCOUNT_EVIDENCE_FLOOR,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783847526.0,2026-07-12 05:12:06.000,31674.0,21774.0,21774.0,WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,BBO,4,500,96,500,92,18.0,5636,5886,0.48915118902968235,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES.csv.gz#row-4,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783847676.0,2026-07-12 05:14:36.000,31524.0,21624.0,21624.0,PAA,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,BBO,4,500,96,500,92,168.0,5839,6086,0.489643605870021,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA.csv.gz#row-5,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783847676.0,2026-07-12 05:14:36.000,31524.0,21624.0,21624.0,WES,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,BBO,4,500,96,500,92,168.0,5639,5886,0.48928416485900217,0,,,,,KXATPCHALLENGERMATCH-26JUL12WESPAA-WES.csv.gz#row-5,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
