ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid,bid_depth_5,ask_depth_5,depth_ratio
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,70,500,7,1,6,116,5,194,4,823,87,9,88,800,90,800,91,800,93,1,78.5,1634,2410,0.404
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,70,1300,7,1,6,116,5,194,4,823,87,9,88,800,90,800,91,800,93,1,78.5,2434,2410,0.502
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,70,1300,69,800,7,1,6,116,5,194,87,9,88,800,90,800,91,800,93,1,78.5,2411,2410,0.500
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,7,1,6,116,87,9,88,800,90,800,91,800,93,1,79.0,3017,2410,0.556
2026-04-18 04:35:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,7,1,6,116,87,92,88,800,90,800,91,800,93,1,79.0,3017,2493,0.548
2026-04-18 04:38:44 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,7,1,6,116,87,92,88,800,90,800,91,800,94,365,79.0,3017,2857,0.514
2026-04-18 04:38:44 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,87,92,88,800,90,800,91,800,94,365,79.0,3210,2857,0.529
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,87,92,88,800,91,800,94,365,95,26,79.0,3210,2083,0.606
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,87,92,88,800,94,365,95,26,96,543,79.0,3210,1826,0.637
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,86,800,87,92,88,800,94,365,95,26,78.5,3210,2083,0.606
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,86,800,87,892,88,800,94,365,95,26,78.5,3210,2883,0.527
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,86,800,87,800,88,800,94,365,95,26,78.5,3210,2791,0.535
2026-04-18 04:40:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,71,800,70,1300,69,800,6,116,5,194,85,80,86,800,87,800,88,800,94,365,78.0,3210,2845,0.530
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,73,67,71,800,70,1300,69,800,6,116,85,80,86,800,87,800,88,800,94,365,79.0,3083,2845,0.520
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,73,67,71,800,70,1300,69,800,6,116,79,77,85,80,86,800,87,800,88,800,76.0,3083,2557,0.547
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,73,67,71,800,70,1300,69,800,6,116,79,77,86,800,87,800,88,800,94,365,76.0,3083,2842,0.520
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,69,73,67,71,800,70,1300,69,800,79,77,86,800,87,800,88,800,94,365,76.5,3036,2842,0.517
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,69,73,67,71,800,70,1300,69,800,78,36,79,77,86,800,87,800,88,800,76.0,3036,2513,0.547
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,67,71,800,70,1300,69,800,78,36,79,77,86,800,87,800,88,800,76.0,3078,2513,0.551
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,71,800,70,1300,69,800,78,36,79,77,86,800,87,800,88,800,76.0,3122,2513,0.554
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,71,800,70,1300,69,800,78,60,79,77,86,800,87,800,88,800,76.0,3122,2537,0.552
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,71,800,70,1300,69,800,78,60,79,128,86,800,87,800,88,800,76.0,3122,2588,0.547
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,71,800,70,500,69,800,78,60,79,128,86,800,87,800,88,800,76.0,2322,2588,0.473
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,71,800,70,500,6,116,78,60,79,128,86,800,87,800,88,800,76.0,1638,2588,0.388
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,70,500,6,116,5,194,78,60,79,128,86,800,87,800,88,800,76.0,1032,2588,0.285
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,70,500,6,116,5,194,78,60,79,128,87,800,88,800,89,1,76.0,1032,1789,0.366
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,70,500,6,116,5,194,78,60,79,128,88,800,89,1,94,365,76.0,1032,1354,0.433
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,74,111,73,111,70,500,6,116,5,194,78,60,79,128,89,1,94,365,95,26,76.0,1032,580,0.640
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,111,70,500,6,116,78,60,79,128,89,1,94,365,95,26,76.5,1638,580,0.739
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,111,72,800,70,500,78,60,79,128,89,1,94,365,95,26,76.5,2322,580,0.800
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,911,72,800,70,500,78,60,79,128,89,1,94,365,95,26,76.5,3122,580,0.843
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,911,72,800,70,500,78,860,79,128,89,1,94,365,95,26,76.5,3122,1380,0.693
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,911,72,800,70,500,78,860,79,128,81,800,89,1,94,365,76.5,3122,2154,0.592
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,911,72,800,70,500,78,860,79,128,80,800,81,800,89,1,76.5,3122,2589,0.547
2026-04-18 04:47:36 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-KRU,75,800,74,111,73,911,72,800,70,500,78,860,79,128,80,800,81,800,89,1,76.5,3122,2589,0.547
