ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid,bid_depth_5,ask_depth_5,depth_ratio
2026-04-18 04:33:45 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,500,26,800,24,800,23,800,48,23,49,800,51,800,52,800,74,1,42.5,2927,2424,0.547
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,500,24,800,23,800,7,1,48,23,49,800,51,800,52,800,74,1,42.5,2128,2424,0.467
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,500,23,800,7,1,6,116,48,23,49,800,51,800,52,800,74,1,42.5,1444,2424,0.373
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,500,7,1,6,116,5,194,48,23,49,800,51,800,52,800,74,1,42.5,838,2424,0.257
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,1300,7,1,6,116,5,194,48,23,49,800,51,800,52,800,74,1,42.5,1638,2424,0.403
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,32,1300,31,800,7,1,6,116,48,23,49,800,51,800,52,800,74,1,42.5,2244,2424,0.481
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,33,800,32,1300,31,800,7,1,48,23,49,800,51,800,52,800,74,1,42.5,2928,2424,0.547
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,33,800,32,1300,31,800,7,1,49,800,51,800,52,800,74,1,84,1,43.0,2928,2402,0.549
2026-04-18 04:38:44 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,33,800,32,1300,31,800,6,116,49,800,51,800,52,800,74,1,84,1,43.0,3043,2402,0.559
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,800,32,1300,31,800,49,800,51,800,52,800,74,1,84,1,43.0,2968,2402,0.553
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,800,32,1300,31,800,48,23,49,800,51,800,52,800,74,1,42.5,2968,2424,0.550
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,800,32,1300,31,800,40,38,48,23,49,800,51,800,52,800,38.5,2968,2461,0.547
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,800,32,1300,31,800,40,38,49,800,51,800,52,800,74,1,38.5,2968,2439,0.549
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,800,32,1300,31,800,39,33,40,38,49,800,51,800,52,800,38.0,2968,2471,0.546
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,842,32,1300,31,800,39,33,40,38,49,800,51,800,52,800,38.0,3010,2471,0.549
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,869,32,1300,31,800,39,33,40,38,49,800,51,800,52,800,38.0,3037,2471,0.551
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,41,33,869,32,1300,31,800,39,56,40,38,49,800,51,800,52,800,38.0,3037,2494,0.549
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,1300,31,800,39,56,40,38,49,800,51,800,52,800,38.0,3061,2494,0.551
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,1300,31,800,39,56,40,63,49,800,51,800,52,800,38.0,3061,2519,0.549
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,1300,6,116,39,56,40,63,49,800,51,800,52,800,38.0,2377,2519,0.485
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,500,6,116,39,56,40,63,49,800,51,800,52,800,38.0,1577,2519,0.385
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,500,6,116,39,56,40,63,51,800,52,800,74,1,38.0,1577,1720,0.478
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,500,6,116,39,56,40,63,52,800,74,1,84,1,38.0,1577,921,0.631
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,65,33,869,32,500,6,116,39,56,40,63,74,1,84,1,89,1,38.0,1577,122,0.928
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,34,865,33,869,32,500,6,116,39,56,40,63,74,1,84,1,89,1,38.0,2377,122,0.951
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,865,33,869,32,500,39,56,40,63,74,1,84,1,89,1,38.0,3061,122,0.962
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,865,33,869,32,500,39,856,40,63,74,1,84,1,89,1,38.0,3061,922,0.769
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,865,33,869,32,500,39,856,40,63,42,800,74,1,84,1,38.0,3061,1721,0.640
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,865,33,869,32,500,39,856,40,63,41,800,42,800,74,1,38.0,3061,2520,0.548
2026-04-18 04:47:36 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,865,33,869,32,500,39,856,40,63,41,800,42,800,74,1,38.0,3061,2520,0.548
2026-04-18 04:48:18 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,65,33,869,32,500,39,856,40,63,41,800,42,800,74,1,38.0,2261,2520,0.473
2026-04-18 04:48:18 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-SOR,37,27,35,800,34,65,33,869,32,1300,39,856,40,63,41,800,42,800,74,1,38.0,3061,2520,0.548
