ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid
2026-04-18 02:24:11 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,6,116,5,202,4,823,3,540,2,900,94,15,95,33,96,543,97,82,98,120,50.0
2026-04-18 02:24:59 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,7,8,6,116,5,202,4,823,3,540,94,15,95,33,96,543,97,82,98,120,50.5
2026-04-18 02:24:59 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,7,8,6,116,5,202,4,823,3,540,93,8,94,15,95,33,96,543,97,82,50.0
2026-04-18 02:25:16 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,7,8,6,116,5,202,4,823,3,540,93,8,94,365,95,33,96,543,97,82,50.0
2026-04-18 02:25:28 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,7,8,6,116,5,202,4,823,3,540,93,8,94,365,95,33,96,543,97,84,50.0
2026-04-18 02:31:05 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,8,8,7,8,6,116,5,202,4,823,93,8,94,365,95,33,96,543,97,84,50.5
2026-04-18 02:31:05 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,8,8,7,8,6,116,5,202,4,823,92,8,93,8,94,365,95,33,96,543,50.0
2026-04-18 02:32:15 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,9,8,8,8,7,8,6,116,5,202,92,8,93,8,94,365,95,33,96,543,50.5
2026-04-18 02:32:15 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,9,8,8,8,7,8,6,116,5,202,91,8,92,8,93,8,94,365,95,33,50.0
2026-04-18 02:33:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,10,8,9,8,8,8,7,8,6,116,91,8,92,8,93,8,94,365,95,33,50.5
2026-04-18 02:33:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,10,8,9,8,8,8,7,8,6,116,90,8,91,8,92,8,93,8,94,365,50.0
2026-04-18 02:35:15 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,11,8,10,8,9,8,8,8,7,8,90,8,91,8,92,8,93,8,94,365,50.5
2026-04-18 02:35:15 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,11,8,10,8,9,8,8,8,7,8,89,8,90,8,91,8,92,8,93,8,50.0
2026-04-18 02:36:35 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,11,8,10,8,9,8,8,8,89,8,90,8,91,8,92,8,93,8,86.5
2026-04-18 02:42:40 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,85,8,84,500,11,8,10,8,9,8,89,8,90,8,91,8,92,8,93,8,87.0
2026-04-18 02:42:40 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,85,8,84,500,11,8,10,8,9,8,88,8,89,8,90,8,91,8,92,8,86.5
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,85,8,84,500,11,8,10,8,6,116,88,8,89,8,90,8,91,8,92,8,86.5
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,85,8,84,500,11,8,6,116,5,194,88,8,89,8,90,8,91,8,92,8,86.5
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,85,8,84,500,6,116,5,194,4,823,88,8,89,8,90,8,91,8,92,8,86.5
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,88,8,89,8,90,8,91,8,92,8,86.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,88,8,89,8,90,8,91,8,94,365,86.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,88,8,89,8,90,8,94,365,95,26,86.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,88,8,89,8,94,365,95,26,96,543,86.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,88,8,94,365,95,26,96,543,97,84,86.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,6,116,5,194,4,823,3,540,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 02:51:32 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:00:14 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,216,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:00:15 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,216,5,194,4,823,94,865,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:00:19 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,216,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:00:19 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:04:12 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:04:24 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,89,10,84,500,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,91.5
2026-04-18 03:19:58 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,89,10,84,500,7,8229,6,116,5,194,93,9,94,365,95,26,96,543,97,84,91.0
2026-04-18 03:30:29 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,89,10,84,500,7,8229,6,116,5,194,93,1,94,365,95,26,96,543,97,84,91.0
2026-04-18 03:34:25 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,93,1,94,365,95,26,96,543,97,84,88.5
2026-04-18 03:35:52 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0
2026-04-18 03:37:28 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,7,8229,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,89.0,9862,1141,0.896
2026-04-18 03:39:14 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,8,1897,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,89.0,10936,1141,0.906
2026-04-18 03:56:55 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,8,1897,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,89.0,10936,1141,0.906
2026-04-18 03:57:40 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,8,1897,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,89.0,10936,1141,0.906
2026-04-18 04:07:19 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,500,8,1897,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,89.0,10936,1141,0.906
2026-04-18 04:07:29 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,8,1897,7,8229,6,116,5,194,94,365,95,26,96,543,97,84,98,123,89.0,10944,1141,0.906
2026-04-18 04:07:29 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,9,108,8,1897,7,8229,6,116,94,365,95,26,96,543,97,84,98,123,89.0,10858,1141,0.905
2026-04-18 04:07:29 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,9,108,8,1897,7,8229,6,116,94,373,95,26,96,543,97,84,98,123,89.0,10858,1149,0.904
2026-04-18 04:07:29 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,9,108,8,1897,7,8229,6,116,94,373,95,42,96,543,97,84,98,123,89.0,10858,1165,0.903
2026-04-18 04:08:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,9,108,8,1897,6,116,5,194,94,373,95,42,96,543,97,84,98,123,89.0,2823,1165,0.708
2026-04-18 04:08:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,10,5858,9,108,8,1897,6,116,94,373,95,42,96,543,97,84,98,123,89.0,8487,1165,0.879
2026-04-18 04:08:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,10,5858,8,1897,6,116,5,194,94,373,95,42,96,543,97,84,98,123,89.0,8573,1165,0.880
2026-04-18 04:08:46 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,11,108,10,5858,8,1897,6,116,94,373,95,42,96,543,97,84,98,123,89.0,8487,1165,0.879
2026-04-18 04:09:07 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,11,108,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,123,89.0,6784,1165,0.853
2026-04-18 04:19:10 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,12,158,11,108,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6748,1165,0.853
2026-04-18 04:19:10 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,12,158,11,241,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6881,1165,0.855
2026-04-18 04:19:10 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,12,158,11,133,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6773,1165,0.853
2026-04-18 04:19:10 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,13,109,12,158,11,133,10,5858,94,373,95,42,96,543,97,84,98,123,89.0,6766,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,13,109,12,158,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6749,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,13,109,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,123,89.0,6785,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,14,169,13,109,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6760,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,14,169,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,123,89.0,6845,1165,0.855
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,14,169,11,109,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6760,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,14,169,11,109,10,5858,94,373,95,42,96,543,97,84,98,123,89.0,6753,1165,0.853
2026-04-18 04:19:39 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,14,169,10,5858,6,116,94,373,95,42,96,543,97,84,98,123,89.0,6760,1165,0.853
2026-04-18 04:19:40 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,14,169,10,5858,7,123,94,373,95,42,96,543,97,84,98,123,89.0,6767,1165,0.853
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,14,169,10,5858,7,123,94,373,95,42,96,543,97,84,98,245,89.0,6767,1287,0.840
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,14,169,10,5858,6,116,94,373,95,42,96,543,97,84,98,245,89.0,6760,1287,0.840
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,15,109,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,245,89.0,6785,1287,0.841
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,16,159,15,109,10,5858,6,116,94,373,95,42,96,543,97,84,98,245,89.0,6750,1287,0.840
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,16,159,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,245,89.0,6835,1287,0.842
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,16,159,11,109,10,5858,6,116,94,373,95,42,96,543,97,84,98,245,89.0,6750,1287,0.840
2026-04-18 04:21:50 PM,KXATPCHALLENGERMATCH-26APR19POLLOM-POL,84,508,16,159,10,5858,6,116,5,194,94,373,95,42,96,543,97,84,98,245,89.0,6835,1287,0.842
