ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid
2026-04-18 11:23:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,28,800,26,800,25,800,6,116,5,194,51,800,53,800,54,800,74,1,84,1,39.5
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,28,800,26,800,25,800,6,116,51,800,53,800,54,800,74,1,84,1,44.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,28,800,26,800,25,800,6,116,44,136,51,800,53,800,54,800,74,1,40.5
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,28,800,26,800,25,800,6,116,43,103,44,136,51,800,53,800,54,800,40.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,28,800,26,800,25,800,6,116,43,261,44,136,51,800,53,800,54,800,40.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,36,142,28,800,26,800,25,800,43,261,44,136,51,800,53,800,54,800,40.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,162,36,142,28,800,26,800,25,800,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,142,28,800,26,800,25,800,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:32:06 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,239,28,800,26,800,25,800,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:32:47 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,28,800,26,800,25,800,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,28,800,25,800,6,116,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,28,800,6,116,5,194,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,6,116,5,194,4,823,43,261,44,229,51,800,53,800,54,800,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,6,116,5,194,4,823,43,261,44,229,53,800,54,800,74,1,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,6,116,5,194,4,823,43,261,44,229,54,800,74,1,84,1,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,37,270,36,739,6,116,5,194,4,823,43,261,44,229,74,1,84,1,89,1,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,739,6,116,5,194,43,261,44,229,74,1,84,1,89,1,40.5
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,739,35,800,6,116,43,261,44,229,74,1,84,1,89,1,40.5
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,43,261,44,229,74,1,84,1,89,1,40.5
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,800,43,261,44,229,74,1,84,1,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,800,43,261,44,1029,74,1,84,1,40.0
2026-04-18 11:33:53 AM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,800,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:00:06 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,900,37,270,36,1539,35,800,6,116,42,800,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:00:06 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,800,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:00:06 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,1300,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:00:20 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,800,6,116,42,800,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:04:39 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,1068,6,116,42,800,43,1061,44,1029,74,1,84,1,40.0
2026-04-18 12:04:39 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,1068,6,116,42,800,43,1061,44,1029,45,170,74,1,40.0
2026-04-18 12:05:20 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,1068,6,116,42,800,43,1061,44,1029,45,170,49,2000,40.0
2026-04-18 12:05:25 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,270,36,1539,35,1068,30,2000,42,800,43,1061,44,1029,45,170,49,2000,40.0
2026-04-18 12:06:48 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,284,36,1539,35,1068,30,2000,42,800,43,1061,44,1029,45,170,49,2000,40.0
2026-04-18 12:06:48 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,284,36,1548,35,1068,30,2000,42,800,43,1061,44,1029,45,170,49,2000,40.0
2026-04-18 12:06:48 PM,KXATPCHALLENGERMATCH-26APR18TUNIVA-IVA,38,800,37,284,36,1548,35,1068,30,2000,42,800,43,1075,44,1029,45,170,49,2000,40.0
