ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid
2026-04-18 03:14:29 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,6,116,5,199,4,823,3,540,2,900,93,1000,94,15,95,30,96,543,97,82,49.5
2026-04-18 03:15:04 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,6,116,5,199,4,823,3,540,2,900,93,1000,94,15,95,30,96,543,97,84,49.5
2026-04-18 03:16:57 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,7,7,6,116,5,199,4,823,3,540,93,1000,94,15,95,30,96,543,97,84,50.0
2026-04-18 03:16:57 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,7,7,6,116,5,199,4,823,3,540,92,7,93,1000,94,15,95,30,96,543,49.5
2026-04-18 03:16:58 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,48,500,7,7,6,116,5,199,4,823,92,7,93,1000,94,15,95,30,96,543,70.0
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,500,7,7,6,116,5,199,92,7,93,1000,94,15,95,30,96,543,70.5
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,7,7,6,116,5,199,92,7,93,1000,94,15,95,30,96,543,70.5
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,47,148,7,7,6,116,92,7,93,1000,94,15,95,30,96,543,70.5
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,47,148,36,278,7,7,92,7,93,1000,94,15,95,30,96,543,70.5
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,47,148,36,278,25,400,92,7,93,1000,94,15,95,30,96,543,70.5
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,47,148,36,278,25,400,63,1070,92,7,93,1000,94,15,95,30,56.0
2026-04-18 03:18:16 PM,KXATPCHALLENGERMATCH-26APR19RIEYUN-YUN,49,202,48,706,47,148,36,278,25,400,63,1070,64,1100,92,7,93,1000,94,15,56.0
