ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid
2026-04-18 02:24:11 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,7,8,6,116,5,202,4,823,3,540,93,8,94,15,95,33,96,543,97,82,50.0
2026-04-18 02:25:16 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,7,8,6,116,5,202,4,823,3,540,93,8,94,365,95,33,96,543,97,82,50.0
2026-04-18 02:25:28 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,7,8,6,116,5,202,4,823,3,540,93,8,94,365,95,33,96,543,97,84,50.0
2026-04-18 02:31:04 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,8,8,7,8,6,116,5,202,4,823,93,8,94,365,95,33,96,543,97,84,50.5
2026-04-18 02:31:04 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,8,8,7,8,6,116,5,202,4,823,92,8,93,8,94,365,95,33,96,543,50.0
2026-04-18 02:32:15 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,9,8,8,8,7,8,6,116,5,202,92,8,93,8,94,365,95,33,96,543,50.5
2026-04-18 02:32:15 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,9,8,8,8,7,8,6,116,5,202,91,8,92,8,93,8,94,365,95,33,50.0
2026-04-18 02:33:45 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,10,8,9,8,8,8,7,8,6,116,91,8,92,8,93,8,94,365,95,33,50.5
2026-04-18 02:33:45 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,10,8,9,8,8,8,7,8,6,116,90,8,91,8,92,8,93,8,94,365,50.0
2026-04-18 02:35:15 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,11,8,10,8,9,8,8,8,7,8,90,8,91,8,92,8,93,8,94,365,50.5
2026-04-18 02:35:15 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,11,8,10,8,9,8,8,8,7,8,89,8,90,8,91,8,92,8,93,8,50.0
2026-04-18 02:36:33 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,11,8,10,8,9,8,8,8,89,8,90,8,91,8,92,8,93,8,57.0
2026-04-18 02:36:47 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,8,25,500,11,8,10,8,9,8,89,8,90,8,91,8,92,8,93,8,57.5
2026-04-18 02:36:47 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,8,25,500,11,8,10,8,9,8,88,8,89,8,90,8,91,8,92,8,57.0
2026-04-18 02:37:18 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,8,25,500,11,8,10,8,9,8,87,92,88,8,89,8,90,8,91,8,56.5
2026-04-18 02:38:02 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,27,8,26,8,25,500,11,8,10,8,87,92,88,8,89,8,90,8,91,8,57.0
2026-04-18 02:38:02 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,27,8,26,8,25,500,11,8,10,8,86,8,87,92,88,8,89,8,90,8,56.5
2026-04-18 02:38:02 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,27,8,26,8,25,500,11,8,10,8,86,8,88,8,89,8,90,8,91,8,56.5
2026-04-18 02:38:02 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,27,8,26,8,25,500,11,8,10,8,85,80,86,8,88,8,89,8,90,8,56.0
2026-04-18 02:39:58 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,28,8,27,8,26,8,25,500,11,8,85,80,86,8,88,8,89,8,90,8,56.5
2026-04-18 02:39:58 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,28,8,27,8,26,8,25,500,11,8,84,8,85,80,86,8,88,8,89,8,56.0
2026-04-18 02:39:59 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,28,8,27,8,26,8,25,500,11,8,84,8,86,8,88,8,89,8,90,8,56.0
2026-04-18 02:39:59 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,28,8,27,8,26,8,25,500,11,8,83,70,84,8,86,8,88,8,89,8,55.5
2026-04-18 02:42:45 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,27,8,26,8,25,500,83,70,84,8,86,8,88,8,89,8,56.0
2026-04-18 02:42:45 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,27,8,26,8,25,500,82,8,83,70,84,8,86,8,88,8,55.5
2026-04-18 02:42:46 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,27,8,26,8,25,500,82,8,84,8,86,8,88,8,89,8,55.5
2026-04-18 02:42:46 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,27,8,26,8,25,500,81,63,82,8,84,8,86,8,88,8,55.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,27,8,25,500,6,116,81,63,82,8,84,8,86,8,88,8,55.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,28,8,25,500,6,116,5,194,81,63,82,8,84,8,86,8,88,8,55.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,29,8,25,500,6,116,5,194,4,823,81,63,82,8,84,8,86,8,88,8,55.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,81,63,82,8,84,8,86,8,88,8,53.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,81,63,82,8,84,8,86,8,94,365,53.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,81,63,82,8,84,8,94,365,95,26,53.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,81,63,82,8,94,365,95,26,96,543,53.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,81,63,94,365,95,26,96,543,97,84,53.0
2026-04-18 02:43:06 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,194,4,823,3,540,94,365,95,26,96,543,97,84,98,123,59.5
2026-04-18 02:43:37 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,194,4,823,94,365,95,26,96,543,97,84,98,123,60.0
2026-04-18 02:43:37 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,194,4,823,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 02:51:31 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 02:58:40 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,94,365,95,26,96,543,97,84,98,123,60.0
2026-04-18 02:58:40 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,94,365,95,26,96,543,97,84,98,123,59.5
2026-04-18 02:59:11 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,94,365,95,26,96,543,97,84,98,123,60.0
2026-04-18 02:59:11 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 03:00:11 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,7,100,6,116,5,1750,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 03:00:11 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,7,100,6,116,5,1750,93,1,94,865,95,26,96,543,97,84,59.5
2026-04-18 03:00:19 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,7,100,6,116,5,1750,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 03:00:19 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 03:04:12 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,1,25,500,6,116,5,1750,4,823,93,1,94,365,95,26,96,543,97,84,59.5
2026-04-18 03:04:23 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,93,1,94,365,95,26,96,543,97,84,59.0
2026-04-18 03:09:22 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,52,1,93,1,94,365,95,26,96,543,38.5
2026-04-18 03:09:37 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,93,1,94,365,95,26,96,543,97,84,59.0
2026-04-18 03:10:17 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,89,1,93,1,94,365,95,26,96,543,57.0
2026-04-18 03:10:17 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,500,6,116,5,1750,4,823,3,540,84,1,89,1,93,1,94,365,95,26,54.5
2026-04-18 03:14:45 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,499,6,116,5,1750,4,823,3,540,84,1,89,1,93,1,94,365,95,26,54.5
2026-04-18 03:14:46 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,25,499,6,116,5,1750,4,823,3,540,84,1,89,1,94,365,95,26,96,543,54.5
2026-04-18 03:15:17 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,3,25,499,6,116,5,1750,4,823,84,1,89,1,94,365,95,26,96,543,55.0
2026-04-18 03:15:17 PM,KXATPCHALLENGERMATCH-26APR19TIUWEH-TIU,26,3,25,499,6,116,5,1750,4,823,83,3,84,1,89,1,94,365,95,26,54.5
