ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid
2026-04-18 02:09:01 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,22,94,365,95,25,96,543,97,84,87.5
2026-04-18 02:09:01 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,22,94,379,95,25,96,543,97,84,87.5
2026-04-18 02:09:02 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,21,94,379,95,25,96,543,97,84,87.5
2026-04-18 02:09:33 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,22,94,379,95,25,96,543,97,84,87.5
2026-04-18 02:09:33 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,92,7,93,22,94,379,95,25,96,543,87.0
2026-04-18 02:09:33 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,92,7,93,22,94,365,95,25,96,543,87.0
2026-04-18 02:09:33 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,92,7,93,21,94,365,95,25,96,543,87.0
2026-04-18 02:09:33 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,21,94,365,95,25,96,543,97,84,87.5
2026-04-18 02:09:34 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,7,106,6,116,5,194,4,823,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:25:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,8,175,7,106,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:25:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,8,175,7,215,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:25:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,8,175,7,109,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:25:59 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,9,1,8,175,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:25:59 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,9,108,8,175,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,9,108,7,109,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,10,148,9,108,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,10,148,9,108,8,109,7,109,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,10,148,9,107,8,109,7,109,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:30 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,10,148,8,109,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:31 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,11,1,10,148,8,109,7,109,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:31 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,11,1,10,148,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:36:31 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,11,109,10,148,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,11,109,7,109,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,12,157,11,109,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,12,157,11,108,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,12,157,7,109,6,116,5,194,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,12,157,8,109,7,109,6,116,93,21,94,380,95,25,96,543,97,84,87.5
2026-04-18 02:37:00 PM,KXATPCHALLENGERMATCH-26APR19MASKRU-KRU,82,507,13,1,12,157,8,109,7,109,93,21,94,380,95,25,96,543,97,84,87.5
