ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid,bid_depth_5,ask_depth_5,depth_ratio
2026-04-18 04:12:30 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,4,500,1,1827,,,,,,,96,500,97,10,99,1827,,,,,50.0,2327,2337,0.499
2026-04-18 04:13:07 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,1,1827,,,,,96,500,97,10,99,1827,,,,,50.5,2334,2337,0.500
2026-04-18 04:13:08 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,1,1827,,,,,95,7,96,500,97,10,99,1827,,,50.0,2334,2344,0.499
2026-04-18 04:13:33 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,1,3327,,,,,95,7,96,500,97,10,99,1827,,,50.0,3834,2344,0.621
2026-04-18 04:13:34 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,1,3327,,,,,95,7,96,500,97,10,99,2027,,,50.0,3834,2544,0.601
2026-04-18 04:13:34 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,2,900,1,3327,,,95,7,96,500,97,10,99,2027,,,50.0,4734,2544,0.650
2026-04-18 04:13:34 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,2,900,1,3327,,,95,7,96,500,97,10,98,120,99,2027,50.0,4734,2664,0.640
2026-04-18 04:13:34 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,3,540,2,900,1,3327,95,7,96,500,97,10,98,120,99,2027,50.0,5274,2664,0.664
2026-04-18 04:13:34 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,500,3,540,2,900,1,3327,95,7,96,500,97,82,98,120,99,2027,50.0,5274,2736,0.658
2026-04-18 04:13:35 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,823,3,540,2,900,1,3327,95,7,96,500,97,82,98,120,99,2027,50.0,5597,2736,0.672
2026-04-18 04:13:35 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,7,4,823,3,540,2,900,1,3327,95,7,96,543,97,82,98,120,99,2027,50.0,5597,2779,0.668
2026-04-18 04:13:35 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,201,4,823,3,540,2,900,1,3327,95,7,96,543,97,82,98,120,99,2027,50.0,5791,2779,0.676
2026-04-18 04:13:35 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,5,201,4,823,3,540,2,900,1,3327,95,32,96,543,97,82,98,120,99,2027,50.0,5791,2804,0.674
2026-04-18 04:13:35 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,201,4,823,3,540,2,900,95,32,96,543,97,82,98,120,99,2027,50.5,2580,2804,0.479
2026-04-18 04:13:36 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,201,4,823,3,540,2,900,94,15,95,32,96,543,97,82,98,120,50.0,2580,792,0.765
2026-04-18 04:14:58 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,201,4,823,3,540,2,900,94,15,95,32,96,543,97,82,98,123,50.0,2580,795,0.764
2026-04-18 04:14:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,201,4,823,3,540,2,900,94,15,95,32,96,543,97,84,98,123,50.0,2580,797,0.764
2026-04-18 04:19:19 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,194,4,823,3,540,2,900,94,15,95,32,96,543,97,84,98,123,50.0,2573,797,0.764
2026-04-18 04:19:19 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,194,4,823,3,540,2,900,94,15,95,25,96,543,97,84,98,123,50.0,2573,790,0.765
2026-04-18 04:20:28 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,6,116,5,194,4,823,3,540,2,900,94,365,95,25,96,543,97,84,98,123,50.0,2573,1140,0.693
2026-04-18 04:21:16 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,7,1,6,116,5,194,4,823,3,540,94,365,95,25,96,543,97,84,98,123,50.5,1674,1140,0.595
2026-04-18 04:21:16 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,7,1,6,116,5,194,4,823,3,540,93,1,94,365,95,25,96,543,97,84,50.0,1674,1018,0.622
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,9,800,7,1,6,116,5,194,4,823,93,1,94,365,95,25,96,543,97,84,51.0,1934,1018,0.655
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,10,800,9,800,7,1,6,116,5,194,93,1,94,365,95,25,96,543,97,84,51.5,1911,1018,0.652
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,93,1,94,365,95,25,96,543,97,84,52.5,2517,1018,0.712
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,93,1,94,365,95,25,96,543,23.5,2517,1734,0.592
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,38,800,93,1,94,365,95,25,23.5,2517,1991,0.558
2026-04-18 04:22:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,37,800,38,800,93,1,94,365,23.5,2517,2766,0.476
2026-04-18 04:25:31 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,37,800,38,800,89,1,93,1,23.5,2517,2402,0.512
2026-04-18 04:25:31 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,37,800,38,800,84,1,89,1,23.5,2517,2402,0.512
2026-04-18 04:25:32 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,12,800,10,800,9,800,7,1,6,116,35,800,37,800,38,800,74,1,84,1,23.5,2517,2402,0.512
2026-04-18 04:33:44 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,500,12,800,10,800,9,800,7,1,35,800,37,800,38,800,74,1,84,1,27.5,2901,2402,0.547
2026-04-18 04:33:46 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,500,12,800,10,800,9,800,7,1,34,18,35,800,37,800,38,800,74,1,27.0,2901,2419,0.545
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,500,10,800,9,800,7,1,6,116,34,18,35,800,37,800,38,800,74,1,27.0,2217,2419,0.478
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,500,9,800,7,1,6,116,5,194,34,18,35,800,37,800,38,800,74,1,27.0,1611,2419,0.400
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,500,7,1,6,116,5,194,4,823,34,18,35,800,37,800,38,800,74,1,27.0,1634,2419,0.403
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,1300,7,1,6,116,5,194,4,823,34,18,35,800,37,800,38,800,74,1,27.0,2434,2419,0.502
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,20,1300,19,800,7,1,6,116,5,194,34,18,35,800,37,800,38,800,74,1,27.0,2411,2419,0.499
2026-04-18 04:34:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,7,1,6,116,34,18,35,800,37,800,38,800,74,1,27.5,3017,2419,0.555
2026-04-18 04:35:00 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,7,1,6,116,35,800,37,800,38,800,74,1,84,1,28.0,3017,2402,0.557
2026-04-18 04:38:44 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,6,116,5,194,35,800,37,800,38,800,74,1,84,1,28.0,3210,2402,0.572
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,6,116,5,194,27,56,35,800,37,800,38,800,74,1,24.0,3210,2457,0.566
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,6,116,5,194,26,58,27,56,35,800,37,800,38,800,23.5,3210,2514,0.561
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,21,800,20,1300,19,800,6,116,5,194,26,58,27,93,35,800,37,800,38,800,23.5,3210,2551,0.557
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,36,21,800,20,1300,19,800,6,116,26,58,27,93,35,800,37,800,38,800,24.0,3052,2551,0.545
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,36,21,800,20,1300,19,800,6,116,26,93,27,93,35,800,37,800,38,800,24.0,3052,2586,0.541
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,800,20,1300,19,800,6,116,26,93,27,93,35,800,37,800,38,800,24.0,3107,2586,0.546
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,862,20,1300,19,800,6,116,26,93,27,93,35,800,37,800,38,800,24.0,3169,2586,0.551
2026-04-18 04:41:18 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,905,20,1300,19,800,6,116,26,93,27,93,35,800,37,800,38,800,24.0,3212,2586,0.554
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,105,20,1300,19,800,6,116,26,93,27,93,35,800,37,800,38,800,24.0,2412,2586,0.483
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,105,20,1300,19,800,6,116,26,93,27,93,37,800,38,800,64,1,24.0,2412,1787,0.574
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,105,20,1300,19,800,6,116,26,93,27,93,38,800,64,1,74,1,24.0,2412,988,0.709
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,91,21,105,20,1300,19,800,6,116,26,93,27,93,64,1,74,1,84,1,24.0,2412,189,0.927
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,891,21,105,20,1300,19,800,6,116,26,93,27,93,64,1,74,1,84,1,24.0,3212,189,0.944
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,891,21,105,20,1300,19,800,6,116,26,93,27,93,28,800,64,1,74,1,24.0,3212,988,0.765
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,891,21,105,20,1300,19,800,6,116,26,93,27,893,28,800,64,1,74,1,24.0,3212,1788,0.642
2026-04-18 04:45:59 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,891,21,105,20,1300,19,800,6,116,25,800,26,93,27,893,28,800,64,1,23.5,3212,2587,0.554
2026-04-18 04:47:36 PM,KXATPCHALLENGERMATCH-26APR19KRUFER-FER,22,891,21,105,20,1300,19,800,6,116,25,800,26,93,27,893,28,800,64,1,23.5,3212,2587,0.554
