ts_epoch,ts_et,bid_1,bid_1_sz,ask_1,ask_1_sz
1783936553,2026-07-13 05:55:53 AM,8,200,93,200
1783936605,2026-07-13 05:56:45 AM,8,213,93,200
1783939846,2026-07-13 06:50:46 AM,8,213,92,10
1783941447,2026-07-13 07:17:27 AM,8,213,50,1
1783941537,2026-07-13 07:18:57 AM,8,213,29,1
1783941627,2026-07-13 07:20:27 AM,8,213,19,1
1783941631,2026-07-13 07:20:31 AM,9,100,19,1
1783941631,2026-07-13 07:20:31 AM,9,200,19,1
1783941637,2026-07-13 07:20:37 AM,9,212,19,1
1783941733,2026-07-13 07:22:13 AM,9,212,14,1
1783941807,2026-07-13 07:23:27 AM,9,212,11,1
1783941838,2026-07-13 07:23:58 AM,9,212,10,1
1783941897,2026-07-13 07:24:57 AM,9,211,10,1
1783942137,2026-07-13 07:28:57 AM,9,211,80,2
1783942137,2026-07-13 07:28:57 AM,9,233,80,2
1783942137,2026-07-13 07:28:57 AM,9,233,80,47
1783942225,2026-07-13 07:30:25 AM,9,211,80,2
1783942225,2026-07-13 07:30:25 AM,9,211,80,47
1783942565,2026-07-13 07:36:05 AM,9,211,80,2
1783943457,2026-07-13 07:50:57 AM,28,300,80,2
1783943475,2026-07-13 07:51:15 AM,28,301,80,2
1783944074,2026-07-13 08:01:14 AM,28,300,80,2
1783944095,2026-07-13 08:01:35 AM,28,301,80,2
1783944695,2026-07-13 08:11:35 AM,28,300,80,2
1783944705,2026-07-13 08:11:45 AM,28,302,80,2
1783945305,2026-07-13 08:21:45 AM,28,300,80,2
1783945318,2026-07-13 08:21:58 AM,28,300,80,1
1783945324,2026-07-13 08:22:04 AM,28,301,80,1
1783945925,2026-07-13 08:32:05 AM,28,300,80,1
1783945935,2026-07-13 08:32:15 AM,28,301,80,1
1783946018,2026-07-13 08:33:38 AM,28,301,83,101
1783946533,2026-07-13 08:42:13 AM,28,300,83,101
1783946539,2026-07-13 08:42:19 AM,28,301,83,101
1783946820,2026-07-13 08:47:00 AM,28,1,83,101
1783946829,2026-07-13 08:47:09 AM,17,1,83,101
1783948821,2026-07-13 09:20:21 AM,79,1,83,101
1783948823,2026-07-13 09:20:23 AM,79,1,81,50
1783948823,2026-07-13 09:20:23 AM,79,1,83,101
1783948825,2026-07-13 09:20:25 AM,79,1,81,50
1783948971,2026-07-13 09:22:51 AM,79,2,81,50
1783949100,2026-07-13 09:25:00 AM,79,3,81,50
1783949123,2026-07-13 09:25:23 AM,79,2,81,50
1783949278,2026-07-13 09:27:58 AM,79,1,81,50
1783949398,2026-07-13 09:29:58 AM,18,87,81,50
1783949398,2026-07-13 09:29:58 AM,63,100,81,50
1783949398,2026-07-13 09:29:58 AM,78,50,81,50
1783949400,2026-07-13 09:30:00 AM,17,1,81,50
1783949409,2026-07-13 09:30:09 AM,79,1,81,50
1783949482,2026-07-13 09:31:22 AM,79,2,81,50
1783949688,2026-07-13 09:34:48 AM,79,2,81,1
1783949707,2026-07-13 09:35:07 AM,79,1,81,1
1783949782,2026-07-13 09:36:22 AM,17,1,81,1
1783949782,2026-07-13 09:36:22 AM,63,100,81,1
1783949782,2026-07-13 09:36:22 AM,64,50,81,1
1783949782,2026-07-13 09:36:22 AM,78,50,81,1
1783949784,2026-07-13 09:36:24 AM,17,1,81,1
1783950626,2026-07-13 09:50:26 AM,18,50,81,1
1783950630,2026-07-13 09:50:30 AM,18,60,81,1
1783950631,2026-07-13 09:50:31 AM,19,44,81,1
1783951244,2026-07-13 10:00:44 AM,19,44,83,101
1783952717,2026-07-13 10:25:17 AM,18,10,83,101
1783952717,2026-07-13 10:25:17 AM,19,44,83,101
1783952785,2026-07-13 10:26:25 AM,19,45,83,101
1783952891,2026-07-13 10:28:11 AM,19,45,80,30
1783952892,2026-07-13 10:28:12 AM,19,45,79,50
1783952892,2026-07-13 10:28:12 AM,19,45,80,30
1783952893,2026-07-13 10:28:13 AM,19,45,79,50
1783952894,2026-07-13 10:28:14 AM,19,45,82,87
1783952894,2026-07-13 10:28:14 AM,19,45,83,101
1783952895,2026-07-13 10:28:15 AM,19,45,78,30
1783952896,2026-07-13 10:28:16 AM,19,45,77,50
1783952896,2026-07-13 10:28:16 AM,19,45,78,30
1783952897,2026-07-13 10:28:17 AM,19,45,77,50
1783952898,2026-07-13 10:28:18 AM,19,45,82,50
1783952898,2026-07-13 10:28:18 AM,19,45,83,101
1783952929,2026-07-13 10:28:49 AM,19,45,79,30
1783952946,2026-07-13 10:29:06 AM,19,45,78,39
1783952956,2026-07-13 10:29:16 AM,19,45,76,39
1783952956,2026-07-13 10:29:16 AM,19,45,77,30
1783952957,2026-07-13 10:29:17 AM,19,45,74,38
1783952957,2026-07-13 10:29:17 AM,19,45,75,50
1783952957,2026-07-13 10:29:17 AM,19,45,76,39
1783952958,2026-07-13 10:29:18 AM,19,45,74,38
1783952959,2026-07-13 10:29:19 AM,19,45,72,35
1783952959,2026-07-13 10:29:19 AM,19,45,73,50
1783952959,2026-07-13 10:29:19 AM,19,45,74,38
1783952960,2026-07-13 10:29:20 AM,19,45,70,33
1783952960,2026-07-13 10:29:20 AM,19,45,71,50
1783952960,2026-07-13 10:29:20 AM,19,45,72,35
1783952962,2026-07-13 10:29:22 AM,19,45,66,29
1783952962,2026-07-13 10:29:22 AM,19,45,67,50
1783952962,2026-07-13 10:29:22 AM,19,45,68,31
1783952962,2026-07-13 10:29:22 AM,19,45,69,50
1783952962,2026-07-13 10:29:22 AM,19,45,70,33
1783952963,2026-07-13 10:29:23 AM,19,45,66,204
1783952963,2026-07-13 10:29:23 AM,19,45,66,29
1783952965,2026-07-13 10:29:25 AM,19,45,66,204
1783952966,2026-07-13 10:29:26 AM,19,45,64,27
1783952966,2026-07-13 10:29:26 AM,19,45,65,50
1783952966,2026-07-13 10:29:26 AM,19,45,66,204
1783952970,2026-07-13 10:29:30 AM,19,45,64,27
1783952971,2026-07-13 10:29:31 AM,19,45,62,26
1783952971,2026-07-13 10:29:31 AM,19,45,63,30
1783952973,2026-07-13 10:29:33 AM,19,45,60,25
1783952973,2026-07-13 10:29:33 AM,19,45,61,50
1783952973,2026-07-13 10:29:33 AM,19,45,62,26
1783952975,2026-07-13 10:29:35 AM,19,45,58,23
1783952975,2026-07-13 10:29:35 AM,19,45,59,50
1783952975,2026-07-13 10:29:35 AM,19,45,60,25
1783952978,2026-07-13 10:29:38 AM,19,45,56,22
1783952978,2026-07-13 10:29:38 AM,19,45,57,50
1783952978,2026-07-13 10:29:38 AM,19,45,58,23
1783952980,2026-07-13 10:29:40 AM,19,45,54,21
1783952980,2026-07-13 10:29:40 AM,19,45,55,50
1783952980,2026-07-13 10:29:40 AM,19,45,56,22
1783952982,2026-07-13 10:29:42 AM,19,45,52,20
1783952982,2026-07-13 10:29:42 AM,19,45,53,50
1783952982,2026-07-13 10:29:42 AM,19,45,54,21
1783952983,2026-07-13 10:29:43 AM,19,45,52,20
1783952984,2026-07-13 10:29:44 AM,19,45,50,20
1783952984,2026-07-13 10:29:44 AM,19,45,51,50
1783952984,2026-07-13 10:29:44 AM,19,45,52,20
1783952986,2026-07-13 10:29:46 AM,19,45,48,19
1783952986,2026-07-13 10:29:46 AM,19,45,49,50
1783952986,2026-07-13 10:29:46 AM,19,45,50,20
1783952988,2026-07-13 10:29:48 AM,19,45,44,17
1783952988,2026-07-13 10:29:48 AM,19,45,45,50
1783952988,2026-07-13 10:29:48 AM,19,45,46,18
1783952988,2026-07-13 10:29:48 AM,19,45,47,30
1783952990,2026-07-13 10:29:50 AM,19,45,44,17
1783952992,2026-07-13 10:29:52 AM,19,45,42,17
1783952992,2026-07-13 10:29:52 AM,19,45,43,50
1783952992,2026-07-13 10:29:52 AM,19,45,44,17
1783952994,2026-07-13 10:29:54 AM,19,45,40,16
1783952994,2026-07-13 10:29:54 AM,19,45,41,50
1783952994,2026-07-13 10:29:54 AM,19,45,42,17
1783952996,2026-07-13 10:29:56 AM,19,45,39,50
1783952996,2026-07-13 10:29:56 AM,19,45,40,16
1783952998,2026-07-13 10:29:58 AM,19,45,81,39
1783952998,2026-07-13 10:29:58 AM,19,45,82,50
1783952998,2026-07-13 10:29:58 AM,19,45,83,101
1783952999,2026-07-13 10:29:59 AM,19,45,77,39
1783952999,2026-07-13 10:29:59 AM,19,45,78,30
1783953000,2026-07-13 10:30:00 AM,19,45,75,39
1783953000,2026-07-13 10:30:00 AM,19,45,76,50
1783953000,2026-07-13 10:30:00 AM,19,45,77,39
1783953004,2026-07-13 10:30:04 AM,19,45,75,39
1783953008,2026-07-13 10:30:08 AM,19,45,74,50
1783953008,2026-07-13 10:30:08 AM,19,45,75,39
1783953009,2026-07-13 10:30:09 AM,19,45,73,37
1783953009,2026-07-13 10:30:09 AM,19,45,74,50
