ts_epoch,ts_et,bid_1,bid_1_sz,ask_1,ask_1_sz
1783936553,2026-07-13 05:55:53 AM,8,200,93,200
1783936609,2026-07-13 05:56:49 AM,8,213,93,200
1783939846,2026-07-13 06:50:46 AM,8,213,92,10
1783941448,2026-07-13 07:17:28 AM,11,30,92,10
1783942137,2026-07-13 07:28:57 AM,10,10,92,10
1783943168,2026-07-13 07:46:08 AM,10,10,93,200
1783943435,2026-07-13 07:50:35 AM,11,10,92,10
1783943435,2026-07-13 07:50:35 AM,11,10,93,200
1783943515,2026-07-13 07:51:55 AM,11,10,89,50
1783946769,2026-07-13 08:46:09 AM,10,10,89,50
1783946769,2026-07-13 08:46:09 AM,11,10,89,50
1783946821,2026-07-13 08:47:01 AM,10,10,93,201
1783946829,2026-07-13 08:47:09 AM,10,10,92,4
1783946829,2026-07-13 08:47:09 AM,10,10,92,52
1783947026,2026-07-13 08:50:26 AM,11,10,88,10
1783947026,2026-07-13 08:50:26 AM,11,10,92,52
1783948822,2026-07-13 09:20:22 AM,11,10,85,30
1783948823,2026-07-13 09:20:23 AM,12,50,83,44
1783948823,2026-07-13 09:20:23 AM,12,50,84,50
1783948823,2026-07-13 09:20:23 AM,12,50,85,30
1783948824,2026-07-13 09:20:24 AM,12,50,83,44
1783948825,2026-07-13 09:20:25 AM,12,50,79,38
1783948825,2026-07-13 09:20:25 AM,12,50,80,30
1783948825,2026-07-13 09:20:25 AM,12,50,81,42
1783948825,2026-07-13 09:20:25 AM,12,50,82,50
1783948827,2026-07-13 09:20:27 AM,12,50,77,34
1783948827,2026-07-13 09:20:27 AM,12,50,78,50
1783948827,2026-07-13 09:20:27 AM,12,50,79,38
1783948828,2026-07-13 09:20:28 AM,12,50,75,32
1783948828,2026-07-13 09:20:28 AM,12,50,76,30
1783948829,2026-07-13 09:20:29 AM,12,50,73,29
1783948829,2026-07-13 09:20:29 AM,12,50,74,50
1783948829,2026-07-13 09:20:29 AM,12,50,75,32
1783948830,2026-07-13 09:20:30 AM,12,50,73,29
1783948831,2026-07-13 09:20:31 AM,12,50,71,27
1783948831,2026-07-13 09:20:31 AM,12,50,72,50
1783948831,2026-07-13 09:20:31 AM,12,50,73,29
1783948833,2026-07-13 09:20:33 AM,12,50,71,27
1783948834,2026-07-13 09:20:34 AM,12,50,69,25
1783948834,2026-07-13 09:20:34 AM,12,50,70,30
1783948835,2026-07-13 09:20:35 AM,12,50,67,24
1783948835,2026-07-13 09:20:35 AM,12,50,68,50
1783948835,2026-07-13 09:20:35 AM,12,50,69,25
1783948836,2026-07-13 09:20:36 AM,12,50,67,24
1783948837,2026-07-13 09:20:37 AM,12,50,65,22
1783948837,2026-07-13 09:20:37 AM,12,50,66,50
1783948837,2026-07-13 09:20:37 AM,12,50,67,24
1783948839,2026-07-13 09:20:39 AM,12,50,65,22
1783948840,2026-07-13 09:20:40 AM,12,50,63,21
1783948840,2026-07-13 09:20:40 AM,12,50,64,30
1783948841,2026-07-13 09:20:41 AM,12,50,61,20
1783948841,2026-07-13 09:20:41 AM,12,50,62,50
1783948841,2026-07-13 09:20:41 AM,12,50,63,21
1783948842,2026-07-13 09:20:42 AM,12,50,61,20
1783948843,2026-07-13 09:20:43 AM,12,50,59,19
1783948843,2026-07-13 09:20:43 AM,12,50,60,50
1783948843,2026-07-13 09:20:43 AM,12,50,61,20
1783948845,2026-07-13 09:20:45 AM,12,50,59,19
1783948846,2026-07-13 09:20:46 AM,12,50,57,18
1783948846,2026-07-13 09:20:46 AM,12,50,58,30
1783948847,2026-07-13 09:20:47 AM,12,50,55,17
1783948847,2026-07-13 09:20:47 AM,12,50,56,50
1783948847,2026-07-13 09:20:47 AM,12,50,57,18
1783948848,2026-07-13 09:20:48 AM,12,50,55,17
1783948849,2026-07-13 09:20:49 AM,12,50,51,16
1783948849,2026-07-13 09:20:49 AM,12,50,52,30
1783948849,2026-07-13 09:20:49 AM,12,50,53,17
1783948849,2026-07-13 09:20:49 AM,12,50,54,50
1783948849,2026-07-13 09:20:49 AM,12,50,55,17
1783948851,2026-07-13 09:20:51 AM,12,50,49,15
1783948851,2026-07-13 09:20:51 AM,12,50,50,50
1783948851,2026-07-13 09:20:51 AM,12,50,51,16
1783948852,2026-07-13 09:20:52 AM,12,50,47,15
1783948852,2026-07-13 09:20:52 AM,12,50,48,30
