ts_epoch,anchor,level_cents
1783936553,FIRST_ACTION,
1783943457,DEEP_GAP_WITHHOLD_FIRST,
1783963098,JOIN_ARM,46
1783963101,DEEP_GAP_WITHHOLD_LAST_LIFT,
1784026800,TERMINAL_REST_AT_EDGE,22
