category,leader_cell,underdog_cell,scenario,leader_exit,underdog_exit,n_matches,both_clip_pct,one_clip_pct,neither_clip_pct,leader_wr_pct,underdog_wr_pct,leader_avg_pnl_c,underdog_avg_pnl_c,combined_ev_c,combined_roi_pct,combined_pnl_stdev
ATP_CHALL,ATP_CHALL_leader_60-64,ATP_CHALL_underdog_30-34,WORST_CASE,hold99,hold99,3,0.0,100.0,0.0,100.0,0.0,456.7,-340,116.7,10.18,146.0
ATP_CHALL,ATP_CHALL_leader_60-64,ATP_CHALL_underdog_35-39,BASELINE_10C,+10c,+10c,22,77.3,22.7,0.0,86.4,90.9,-21.1,78.2,57.0,5.12,382.5
ATP_CHALL,ATP_CHALL_leader_60-64,ATP_CHALL_underdog_35-39,V3_OPTIMAL,+27c,+11c,22,63.6,36.4,0.0,72.7,90.9,12.3,91.6,103.9,8.39,559.5
ATP_CHALL,ATP_CHALL_leader_60-64,ATP_CHALL_underdog_35-39,WORST_CASE,hold99,hold99,22,4.5,95.5,0.0,59.1,45.5,-55.5,93.9,38.4,2.61,160.8
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_25-29,BASELINE_10C,+10c,+10c,4,50.0,50.0,0.0,100.0,50.0,111.2,-105,6.2,-0.28,250.4
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_25-29,V3_OPTIMAL,hold99,+11c,4,50.0,50.0,0.0,100.0,50.0,358.8,-100,258.8,23.39,324.8
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_25-29,WORST_CASE,hold99,hold99,4,0.0,100.0,0.0,100.0,0.0,358.8,-317.5,41.2,2.99,123.3
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_30-34,BASELINE_10C,+10c,+10c,19,63.2,36.8,0.0,84.2,78.9,-50.8,6.6,-44.2,-3.18,402.9
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_30-34,V3_OPTIMAL,hold99,+7c,19,57.9,42.1,0.0,73.7,84.2,86.1,5.5,91.6,7.91,634.7
ATP_CHALL,ATP_CHALL_leader_65-69,ATP_CHALL_underdog_30-34,WORST_CASE,hold99,hold99,19,5.3,94.7,0.0,73.7,31.6,86.1,-50.8,35.3,2.97,222.8
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_20-24,BASELINE_10C,+10c,+10c,7,57.1,42.9,0.0,100.0,57.1,125.7,-71.4,54.3,5.19,238.5
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_20-24,V3_OPTIMAL,hold99,+27c,7,28.6,71.4,0.0,85.7,42.9,337.1,-36.4,300.7,22.4,344.8
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_20-24,WORST_CASE,hold99,hold99,7,0.0,100.0,0.0,85.7,14.3,337.1,-114.3,222.9,16.14,367.6
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_25-29,BASELINE_10C,+10c,+10c,14,85.7,14.3,0.0,100.0,85.7,116.1,54.3,170.4,14.73,172.1
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_25-29,V3_OPTIMAL,hold99,+11c,14,71.4,28.6,0.0,85.7,85.7,266.4,63.9,330.4,25.4,436.8
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_25-29,WORST_CASE,hold99,hold99,14,7.1,92.9,0.0,85.7,21.4,266.4,-156.8,109.6,7.68,185.9
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_30-34,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,145,100,245,17.88,0
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_30-34,V3_OPTIMAL,hold99,+7c,1,100.0,0.0,0.0,100.0,100.0,445,70,515,37.59,0
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_30-34,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,445,-345,100,7.22,0
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_40-44,BASELINE_10C,+10c,+10c,1,0.0,100.0,0.0,100.0,0.0,145,-625,-480,-29.09,0
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_40-44,V3_OPTIMAL,+30c,hold99,1,0.0,100.0,0.0,100.0,0.0,445,-625,-180,-10.91,0
ATP_CHALL,ATP_CHALL_leader_70-74,ATP_CHALL_underdog_40-44,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,460,-625,-165,-10.0,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_10-14,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,100,100,200,21.98,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_10-14,V3_OPTIMAL,+13c,+21c,1,100.0,0.0,0.0,100.0,100.0,195,210,405,34.62,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_10-14,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,435,-155,280,23.24,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_15-19,BASELINE_10C,+10c,+10c,5,80.0,20.0,0.0,100.0,80.0,120,31,151,13.52,167.3
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_15-19,V3_OPTIMAL,+13c,+13c,5,80.0,20.0,0.0,100.0,80.0,156,55,211,19.0,185.1
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_15-19,WORST_CASE,hold99,hold99,5,0.0,100.0,0.0,80.0,20.0,44,61,105,7.88,137.3
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_20-24,BASELINE_10C,+10c,+10c,6,83.3,16.7,0.0,100.0,83.3,133.3,45,178.3,13.75,198.3
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_20-24,V3_OPTIMAL,+13c,+27c,6,50.0,50.0,0.0,100.0,50.0,173.3,18.3,191.7,13.43,397.9
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_20-24,WORST_CASE,hold99,hold99,6,0.0,100.0,0.0,66.7,33.3,-127.5,172.5,45,2.67,121.0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_25-29,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,150,100,250,18.94,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_25-29,V3_OPTIMAL,+13c,+11c,1,100.0,0.0,0.0,100.0,100.0,195,110,305,23.11,0
ATP_CHALL,ATP_CHALL_leader_75-79,ATP_CHALL_underdog_25-29,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,435,-325,110,8.0,0
ATP_CHALL,ATP_CHALL_leader_80-84,ATP_CHALL_underdog_15-19,BASELINE_10C,+10c,+10c,12,75.0,25.0,0.0,100.0,75.0,122.5,41.2,163.8,12.57,175.3
ATP_CHALL,ATP_CHALL_leader_80-84,ATP_CHALL_underdog_15-19,V3_OPTIMAL,+23c,+13c,12,75.0,25.0,0.0,100.0,75.0,287.5,71.2,358.8,25.73,251.1
ATP_CHALL,ATP_CHALL_leader_80-84,ATP_CHALL_underdog_15-19,WORST_CASE,hold99,hold99,12,8.3,91.7,0.0,100.0,8.3,287.5,-187.5,100,6.83,177.0
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_35-39,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,155,100,255,20.56,0
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_35-39,V3_OPTIMAL,+9c,+24c,1,100.0,0.0,0.0,100.0,100.0,140,365,505,35.31,0
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_35-39,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,0.0,100.0,-850,905,55,3.85,0
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_40-44,BASELINE_10C,+10c,+10c,7,100.0,0.0,0.0,100.0,100.0,147.1,107.1,254.3,20.53,30.3
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_40-44,V3_OPTIMAL,+9c,+12c,7,100.0,0.0,0.0,100.0,100.0,132.9,128.6,261.4,21.12,31.8
ATP_MAIN,ATP_MAIN_leader_55-59,ATP_MAIN_underdog_40-44,WORST_CASE,hold99,hold99,7,28.6,71.4,0.0,85.7,42.9,422.9,-163.6,259.3,19.33,358.6
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_30-34,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,100,155,255,22.57,0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_30-34,V3_OPTIMAL,+5c,+26c,1,0.0,100.0,0.0,100.0,0.0,50,-490,-440,-38.94,0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_30-34,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,575,-490,85,6.07,0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_35-39,BASELINE_10C,+10c,+10c,16,62.5,31.2,6.2,62.5,93.8,-92.8,124.1,31.2,3.52,397.0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_35-39,V3_OPTIMAL,+5c,+24c,16,56.2,37.5,6.2,75.0,75.0,-18.4,124.7,106.2,8.61,408.1
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_35-39,WORST_CASE,hold99,hold99,16,0.0,93.8,6.2,56.2,37.5,112.8,-90.9,21.9,1.5,29.9
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_40-44,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,155,100,255,19.17,0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_40-44,V3_OPTIMAL,+5c,+12c,1,100.0,0.0,0.0,100.0,100.0,80,120,200,15.04,0
ATP_MAIN,ATP_MAIN_leader_60-64,ATP_MAIN_underdog_40-44,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,0.0,100.0,-910,570,-340,-25.56,0
ATP_MAIN,ATP_MAIN_leader_65-69,ATP_MAIN_underdog_30-34,BASELINE_10C,+10c,+10c,13,53.8,46.2,0.0,69.2,84.6,-135.4,41.2,-94.2,-6.27,471.4
ATP_MAIN,ATP_MAIN_leader_65-69,ATP_MAIN_underdog_30-34,V3_OPTIMAL,+4c,+26c,13,76.9,23.1,0.0,92.3,84.6,40.8,230,270.8,22.73,335.3
ATP_MAIN,ATP_MAIN_leader_65-69,ATP_MAIN_underdog_30-34,WORST_CASE,hold99,hold99,13,0.0,100.0,0.0,46.2,53.8,-212.3,271.5,59.2,3.88,137.2
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,BASELINE_10C,+10c,+10c,6,83.3,16.7,0.0,100.0,83.3,122.5,50,172.5,14.34,185.0
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,V3_OPTIMAL,+19c,+21c,6,66.7,33.3,0.0,100.0,66.7,235,75,310,24.93,327.7
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_25-29,WORST_CASE,hold99,hold99,6,0.0,100.0,0.0,83.3,16.7,165,-131.7,33.3,2.37,190.6
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,BASELINE_10C,+10c,+10c,1,0.0,100.0,0.0,0.0,100.0,-1010,155,-855,-57.58,0
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,V3_OPTIMAL,+19c,+26c,1,0.0,100.0,0.0,0.0,100.0,-1010,395,-615,-41.41,0
ATP_MAIN,ATP_MAIN_leader_70-74,ATP_MAIN_underdog_30-34,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,0.0,100.0,-1010,1010,0,0.0,0
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,BASELINE_10C,+10c,+10c,6,66.7,33.3,0.0,100.0,66.7,107.5,-16.7,90.8,8.41,226.1
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,V3_OPTIMAL,+12c,+21c,6,66.7,33.3,0.0,100.0,66.7,129.2,75,204.2,18.99,300.1
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_20-24,WORST_CASE,hold99,hold99,6,0.0,100.0,0.0,66.7,33.3,-173.3,127.5,-45.8,-4.46,148.8
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,100,100,200,19.42,0
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,V3_OPTIMAL,+12c,+21c,1,100.0,0.0,0.0,100.0,100.0,120,315,435,41.43,0
ATP_MAIN,ATP_MAIN_leader_75-79,ATP_MAIN_underdog_25-29,WORST_CASE,hold99,hold99,1,100.0,0.0,0.0,100.0,100.0,240,90,330,31.43,0
WTA_CHALL,WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,BASELINE_10C,+10c,+10c,3,66.7,33.3,0.0,100.0,66.7,116.7,-86.7,30,2.28,381.1
WTA_CHALL,WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,V3_OPTIMAL,+14c,+30c,3,33.3,66.7,0.0,100.0,33.3,163.3,-190,-26.7,-0.11,535.2
WTA_CHALL,WTA_CHALL_leader_60-64,WTA_CHALL_underdog_35-39,WORST_CASE,hold99,hold99,3,0.0,100.0,0.0,66.7,33.3,48.3,0,48.3,2.97,164.6
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,155,145,300,24.39,0
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,V3_OPTIMAL,+7c,+29c,1,100.0,0.0,0.0,100.0,100.0,110,430,540,43.9,0
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_35-39,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,0.0,100.0,-685,940,255,20.73,0
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,BASELINE_10C,+10c,+10c,19,57.9,36.8,5.3,78.9,73.7,-25,-27.6,-52.6,-4.88,388.2
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,V3_OPTIMAL,+7c,+30c,19,63.2,31.6,5.3,89.5,68.4,27.1,141.3,168.4,14.07,486.4
WTA_MAIN,WTA_MAIN_leader_55-59,WTA_MAIN_underdog_40-44,WORST_CASE,hold99,hold99,19,0.0,94.7,5.3,42.1,52.6,-122.4,195,72.6,5.19,174.1
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,BASELINE_10C,+10c,+10c,2,100.0,0.0,0.0,100.0,100.0,125,100,225,20.77,35.4
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,V3_OPTIMAL,+7c,+8c,2,100.0,0.0,0.0,100.0,100.0,87.5,80,167.5,15.47,24.7
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_30-34,WORST_CASE,hold99,hold99,2,0.0,100.0,0.0,50.0,50.0,-142.5,347.5,205,16.03,21.2
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,BASELINE_10C,+10c,+10c,5,60.0,20.0,20.0,60.0,80.0,-96,107,11,-0.18,454.6
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,V3_OPTIMAL,+7c,+29c,5,80.0,0.0,20.0,80.0,80.0,75,344,419,30.87,240.3
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_35-39,WORST_CASE,hold99,hold99,5,20.0,60.0,20.0,60.0,40.0,85,161,246,17.31,456.1
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,150,145,295,19.41,0
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,V3_OPTIMAL,+7c,+30c,1,100.0,0.0,0.0,100.0,100.0,105,445,550,36.18,0
WTA_MAIN,WTA_MAIN_leader_60-64,WTA_MAIN_underdog_40-44,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,600,-635,-35,-2.3,0
WTA_MAIN,WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,BASELINE_10C,+10c,+10c,10,50.0,30.0,20.0,80.0,50.0,107.5,-77,30.5,0.91,259.3
WTA_MAIN,WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,V3_OPTIMAL,hold99,+8c,10,60.0,20.0,20.0,80.0,60.0,350.5,-38,312.5,24.59,327.7
WTA_MAIN,WTA_MAIN_leader_65-69,WTA_MAIN_underdog_30-34,WORST_CASE,hold99,hold99,10,0.0,80.0,20.0,80.0,0.0,350.5,-329,21.5,0.89,99.0
WTA_MAIN,WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,BASELINE_10C,+10c,+10c,4,75.0,25.0,0.0,100.0,75.0,92.5,70,162.5,15.25,110.9
WTA_MAIN,WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,V3_OPTIMAL,hold99,+21c,4,75.0,25.0,0.0,100.0,75.0,410,152.5,562.5,46.3,375.0
WTA_MAIN,WTA_MAIN_leader_70-74,WTA_MAIN_underdog_25-29,WORST_CASE,hold99,hold99,4,0.0,100.0,0.0,100.0,0.0,410,-241.2,168.8,13.39,112.5
WTA_MAIN,WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,BASELINE_10C,+10c,+10c,5,20.0,80.0,0.0,80.0,40.0,91,-128,-37,-3.39,174.7
WTA_MAIN,WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,V3_OPTIMAL,+22c,+4c,5,80.0,20.0,0.0,80.0,100.0,244,46,290,20.54,184.6
WTA_MAIN,WTA_MAIN_leader_75-79,WTA_MAIN_underdog_20-24,WORST_CASE,hold99,hold99,5,20.0,80.0,0.0,80.0,40.0,244,-146,98,6.86,189.6
WTA_MAIN,WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,BASELINE_10C,+10c,+10c,5,60.0,40.0,0.0,80.0,80.0,-119,55,-64,-4.74,522.7
WTA_MAIN,WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,V3_OPTIMAL,+28c,+20c,5,60.0,40.0,0.0,80.0,80.0,22,165,187,14.45,662.6
WTA_MAIN,WTA_MAIN_leader_80-84,WTA_MAIN_underdog_15-19,WORST_CASE,hold99,hold99,5,0.0,100.0,0.0,80.0,20.0,22,-42,-20,-2.4,182.9
WTA_MAIN,WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,BASELINE_10C,+10c,+10c,1,100.0,0.0,0.0,100.0,100.0,155,100,255,17.96,0
WTA_MAIN,WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,V3_OPTIMAL,+14c,+20c,1,100.0,0.0,0.0,100.0,100.0,215,295,510,34.69,0
WTA_MAIN,WTA_MAIN_leader_85-89,WTA_MAIN_underdog_15-19,WORST_CASE,hold99,hold99,1,0.0,100.0,0.0,100.0,0.0,215,-200,15,1.02,0
