ts_epoch,ts_et,t_minus_bell_s,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,mid,print_price,print_size,taker_side,trade_id
1783801048,2026-07-11 20:17:28,52892,BRO,BBO,4,500,96,500,50.0,,,,
1783801048,2026-07-11 20:17:28,52892,HUA,BBO,4,500,96,500,50.0,,,,
1783801069,2026-07-11 20:17:49,52871,HUA,BBO,4,500,96,500,50.0,,,,
1783802164,2026-07-11 20:36:04,51776,BRO,BBO,4,500,96,500,50.0,,,,
1783802164,2026-07-11 20:36:04,51776,BRO,BBO,4,500,96,500,50.0,,,,
1783802164,2026-07-11 20:36:04,51776,BRO,BBO,4,500,95,7,49.5,,,,
1783802164,2026-07-11 20:36:04,51776,HUA,BBO,4,500,96,500,50.0,,,,
1783802164,2026-07-11 20:36:04,51776,HUA,BBO,4,500,96,500,50.0,,,,
1783802164,2026-07-11 20:36:04,51776,HUA,BBO,4,500,95,7,49.5,,,,
1783802225,2026-07-11 20:37:05,51715,BRO,BBO,4,500,95,7,49.5,,,,
1783802225,2026-07-11 20:37:05,51715,HUA,BBO,4,500,95,7,49.5,,,,
1783803154,2026-07-11 20:52:34,50786,BRO,BBO,5,10,95,7,50.0,,,,
1783803154,2026-07-11 20:52:34,50786,HUA,BBO,5,10,95,7,50.0,,,,
1783803251,2026-07-11 20:54:11,50689,BRO,BBO,5,10,95,7,50.0,,,,
1783803251,2026-07-11 20:54:11,50689,HUA,BBO,5,10,95,7,50.0,,,,
1783803361,2026-07-11 20:56:01,50579,BRO,BBO,5,10,95,7,50.0,,,,
1783803361,2026-07-11 20:56:01,50579,HUA,BBO,5,10,95,7,50.0,,,,
1783803378,2026-07-11 20:56:18,50562,BRO,BBO,5,10,95,7,50.0,,,,
1783803379,2026-07-11 20:56:19,50561,HUA,BBO,5,10,95,7,50.0,,,,
1783806369,2026-07-11 21:46:09,47571,BRO,BBO,4,500,95,7,49.5,,,,
1783806369,2026-07-11 21:46:09,47571,HUA,BBO,4,500,95,7,49.5,,,,
1783806551,2026-07-11 21:49:11,47389,BRO,BBO,4,500,95,37,49.5,,,,
1783806551,2026-07-11 21:49:11,47389,HUA,BBO,4,500,95,37,49.5,,,,
1783806688,2026-07-11 21:51:28,47252,BRO,BBO,5,10,95,37,50.0,,,,
1783806688,2026-07-11 21:51:28,47252,HUA,BBO,5,10,95,37,50.0,,,,
1783808134,2026-07-11 22:15:34,45806,BRO,BBO,5,10,95,38,50.0,,,,
1783808134,2026-07-11 22:15:34,45806,HUA,BBO,5,10,95,38,50.0,,,,
1783808139,2026-07-11 22:15:39,45801,BRO,BBO,5,10,95,37,50.0,,,,
1783808139,2026-07-11 22:15:39,45801,HUA,BBO,5,10,95,37,50.0,,,,
1783809968,2026-07-11 22:46:08,43972,BRO,BBO,4,500,95,37,49.5,,,,
1783809968,2026-07-11 22:46:08,43972,HUA,BBO,4,500,95,37,49.5,,,,
1783810308,2026-07-11 22:51:48,43632,BRO,BBO,5,10,95,37,50.0,,,,
1783810308,2026-07-11 22:51:48,43632,HUA,BBO,5,10,95,37,50.0,,,,
1783810832,2026-07-11 23:00:32,43108,BRO,BBO,5,10,95,38,50.0,,,,
1783810874,2026-07-11 23:01:14,43066,BRO,BBO,5,10,95,37,50.0,,,,
1783811339,2026-07-11 23:08:59,42601,BRO,BBO,5,10,95,37,50.0,,,,
1783811339,2026-07-11 23:08:59,42601,BRO,BBO,5,10,95,37,50.0,,,,
1783811339,2026-07-11 23:08:59,42601,HUA,BBO,5,10,95,37,50.0,,,,
1783811339,2026-07-11 23:08:59,42601,HUA,BBO,5,10,95,37,50.0,,,,
1783813573,2026-07-11 23:46:13,40367,BRO,BBO,4,500,95,37,49.5,,,,
1783813573,2026-07-11 23:46:13,40367,HUA,BBO,4,500,95,37,49.5,,,,
1783813892,2026-07-11 23:51:32,40048,BRO,BBO,5,10,95,37,50.0,,,,
1783813892,2026-07-11 23:51:32,40048,HUA,BBO,5,10,95,37,50.0,,,,
1783817171,2026-07-12 00:46:11,36769,BRO,BBO,4,500,95,37,49.5,,,,
1783817171,2026-07-12 00:46:11,36769,HUA,BBO,4,500,95,37,49.5,,,,
1783817275,2026-07-12 00:47:55,36665,BRO,BBO,4,500,95,37,49.5,,,,
1783817275,2026-07-12 00:47:55,36665,BRO,BBO,4,500,95,537,49.5,,,,
1783817275,2026-07-12 00:47:55,36665,BRO,BBO,4,500,94,416,49.0,,,,
1783817275,2026-07-12 00:47:55,36665,HUA,BBO,4,500,95,37,49.5,,,,
1783817275,2026-07-12 00:47:55,36665,HUA,BBO,4,500,95,537,49.5,,,,
1783817275,2026-07-12 00:47:55,36665,HUA,BBO,4,500,94,416,49.0,,,,
1783817292,2026-07-12 00:48:12,36648,BRO,BBO,4,500,95,537,49.5,,,,
1783817292,2026-07-12 00:48:12,36648,BRO,BBO,4,500,95,37,49.5,,,,
