ts_epoch,ts_et,t_minus_bell_s,leg,row_type,best_bid,bid_sz,best_ask,ask_sz,mid,print_price,print_size,taker_side,trade_id
1783891508,2026-07-12 21:25:08,44148,KRA,BBO,74,520,84,500,79.0,,,,
1783891508,2026-07-12 21:25:08,44148,SAL,BBO,16,500,25,34,20.5,,,,
1783891901,2026-07-12 21:31:41,43755,KRA,BBO,74,500,84,500,79.0,,,,
1783891901,2026-07-12 21:31:41,43755,KRA,BBO,75,20,84,500,79.5,,,,
1783891901,2026-07-12 21:31:41,43755,SAL,BBO,16,500,25,34,20.5,,,,
1783891901,2026-07-12 21:31:41,43755,SAL,BBO,16,500,25,54,20.5,,,,
1783892765,2026-07-12 21:46:05,42891,SAL,BBO,16,500,25,54,20.5,,,,
1783892936,2026-07-12 21:48:56,42720,KRA,BBO,74,500,84,500,79.0,,,,
1783892936,2026-07-12 21:48:56,42720,KRA,BBO,74,519,84,500,79.0,,,,
1783892936,2026-07-12 21:48:56,42720,KRA,BBO,74,519,84,500,79.0,,,,
1783892936,2026-07-12 21:48:56,42720,SAL,BBO,16,500,25,34,20.5,,,,
1783892936,2026-07-12 21:48:56,42720,SAL,BBO,16,500,25,34,20.5,,,,
1783894480,2026-07-12 22:14:40,41176,KRA,BBO,74,500,84,500,79.0,,,,
1783894480,2026-07-12 22:14:40,41176,KRA,BBO,75,21,84,500,79.5,,,,
1783894480,2026-07-12 22:14:40,41176,SAL,BBO,17,99,25,34,21.0,,,,
1783894480,2026-07-12 22:14:40,41176,SAL,BBO,17,99,25,34,21.0,,,,
1783894480,2026-07-12 22:14:40,41176,SAL,BBO,17,99,25,55,21.0,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,84,500,79.5,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,87,45,81.0,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,87,45,81.0,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,83,102,79.0,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,87,45,81.0,,,,
1783894488,2026-07-12 22:14:48,41168,KRA,BBO,75,21,87,45,81.0,,,,
1783894488,2026-07-12 22:14:48,41168,SAL,BBO,17,99,25,55,21.0,,,,
1783894488,2026-07-12 22:14:48,41168,SAL,BBO,17,99,25,55,21.0,,,,
1783894489,2026-07-12 22:14:49,41167,KRA,BBO,75,21,87,45,81.0,,,,
1783894489,2026-07-12 22:14:49,41167,KRA,BBO,75,21,81,500,78.0,,,,
