ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783856660,2026-07-12 07:44:20 AM,580.0,16,76,96,775
1783856697,2026-07-12 07:44:57 AM,543.0,16,26,96,775
1783856783,2026-07-12 07:46:23 AM,457.0,16,26,96,800
1783856793,2026-07-12 07:46:33 AM,447.0,68,1000,96,800
1783856793,2026-07-12 07:46:33 AM,447.0,68,1000,96,1800
1783856796,2026-07-12 07:46:36 AM,444.0,68,1000,96,1950
1783856824,2026-07-12 07:47:04 AM,416.0,68,1100,96,1950
1783856838,2026-07-12 07:47:18 AM,402.0,68,1100,96,950
1783856838,2026-07-12 07:47:18 AM,402.0,68,100,96,950
1783856838,2026-07-12 07:47:18 AM,402.0,68,100,96,800
1783856840,2026-07-12 07:47:20 AM,400.0,67,100,96,800
1783856840,2026-07-12 07:47:20 AM,400.0,66,100,96,800
1783856840,2026-07-12 07:47:20 AM,400.0,53,90,96,800
1783856840,2026-07-12 07:47:20 AM,400.0,53,115,96,800
1783856840,2026-07-12 07:47:20 AM,400.0,53,25,96,800
1783856845,2026-07-12 07:47:25 AM,395.0,16,1,96,800
1783856845,2026-07-12 07:47:25 AM,395.0,16,26,96,800
1783856870,2026-07-12 07:47:50 AM,370.0,18,1,96,800
1783856871,2026-07-12 07:47:51 AM,369.0,18,26,96,800
1783856872,2026-07-12 07:47:52 AM,368.0,21,1,96,800
1783856872,2026-07-12 07:47:52 AM,368.0,31,1,96,800
1783856875,2026-07-12 07:47:55 AM,365.0,31,26,96,800
1783856955,2026-07-12 07:49:15 AM,285.0,34,600,96,800
1783856955,2026-07-12 07:49:15 AM,285.0,34,675,96,800
1783856956,2026-07-12 07:49:16 AM,284.0,34,700,96,800
1783856980,2026-07-12 07:49:40 AM,260.0,34,100,96,800
1783856980,2026-07-12 07:49:40 AM,260.0,34,75,96,800
1783856980,2026-07-12 07:49:40 AM,260.0,33,100,96,800
1783856980,2026-07-12 07:49:40 AM,260.0,57,1000,96,800
1783856980,2026-07-12 07:49:40 AM,260.0,57,1000,93,1000
1783856980,2026-07-12 07:49:40 AM,260.0,57,1100,93,1000
1783856982,2026-07-12 07:49:42 AM,258.0,57,1100,93,1225
1783856985,2026-07-12 07:49:45 AM,255.0,59,600,93,1225
1783856985,2026-07-12 07:49:45 AM,255.0,60,600,93,1225
1783856985,2026-07-12 07:49:45 AM,255.0,60,700,93,1225
1783857011,2026-07-12 07:50:11 AM,229.0,60,100,93,1225
1783857011,2026-07-12 07:50:11 AM,229.0,57,1000,93,1225
1783857011,2026-07-12 07:50:11 AM,229.0,57,1100,93,1225
1783857022,2026-07-12 07:50:22 AM,218.0,59,600,93,1225
1783857022,2026-07-12 07:50:22 AM,218.0,60,600,93,1225
1783857025,2026-07-12 07:50:25 AM,215.0,60,600,93,225
1783857025,2026-07-12 07:50:25 AM,215.0,60,700,93,225
1783857028,2026-07-12 07:50:28 AM,212.0,60,700,94,225
1783857028,2026-07-12 07:50:28 AM,212.0,60,700,96,500
1783857028,2026-07-12 07:50:28 AM,212.0,60,700,96,800
1783857047,2026-07-12 07:50:47 AM,193.0,60,100,96,800
1783857049,2026-07-12 07:50:49 AM,191.0,59,100,96,800
1783857049,2026-07-12 07:50:49 AM,191.0,45,90,96,800
1783857049,2026-07-12 07:50:49 AM,191.0,45,115,96,800
1783857049,2026-07-12 07:50:49 AM,191.0,45,25,96,800
1783857050,2026-07-12 07:50:50 AM,190.0,44,25,96,800
1783857050,2026-07-12 07:50:50 AM,190.0,31,1,96,800
1783857050,2026-07-12 07:50:50 AM,190.0,31,26,96,800
1783857051,2026-07-12 07:50:51 AM,189.0,31,26,96,802
1783857054,2026-07-12 07:50:54 AM,186.0,49,600,96,802
1783857054,2026-07-12 07:50:54 AM,186.0,49,675,96,802
1783857054,2026-07-12 07:50:54 AM,186.0,49,700,96,802
1783857084,2026-07-12 07:51:24 AM,156.0,49,100,96,802
1783857086,2026-07-12 07:51:26 AM,154.0,49,25,96,802
1783857086,2026-07-12 07:51:26 AM,154.0,47,100,96,802
1783857086,2026-07-12 07:51:26 AM,154.0,47,75,96,802
1783857086,2026-07-12 07:51:26 AM,154.0,31,1,96,802
1783857086,2026-07-12 07:51:26 AM,154.0,31,26,96,802
1783857159,2026-07-12 07:52:39 AM,81.0,67,1000,96,802
1783857159,2026-07-12 07:52:39 AM,81.0,67,1100,96,802
1783857160,2026-07-12 07:52:40 AM,80.0,67,1100,96,1802
1783857164,2026-07-12 07:52:44 AM,76.0,67,1100,96,1952
1783857205,2026-07-12 07:53:25 AM,35.0,67,1100,96,952
1783857205,2026-07-12 07:53:25 AM,35.0,67,100,96,952
1783857205,2026-07-12 07:53:25 AM,35.0,67,100,96,802
1783857205,2026-07-12 07:53:25 AM,35.0,31,1,96,802
1783857205,2026-07-12 07:53:25 AM,35.0,31,26,96,802
1783857208,2026-07-12 07:53:28 AM,32.0,31,26,93,200
1783857208,2026-07-12 07:53:28 AM,32.0,86,200,93,200
1783857208,2026-07-12 07:53:28 AM,32.0,86,200,93,300
1783857212,2026-07-12 07:53:32 AM,28.0,86,200,93,375
1783857221,2026-07-12 07:53:41 AM,19.0,86,200,93,475
1783857221,2026-07-12 07:53:41 AM,19.0,86,200,93,275
1783857221,2026-07-12 07:53:41 AM,19.0,84,600,93,275
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,93,275
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,93,175
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,93,100
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,94,100
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,95,75
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,96,502
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,96,802
1783857221,2026-07-12 07:53:41 AM,19.0,76,100,94,200
1783857221,2026-07-12 07:53:41 AM,19.0,84,200,94,200
1783857221,2026-07-12 07:53:41 AM,19.0,84,200,94,300
1783857223,2026-07-12 07:53:43 AM,17.0,84,200,94,450
1783857223,2026-07-12 07:53:43 AM,17.0,84,300,94,450
1783857224,2026-07-12 07:53:44 AM,16.0,84,300,94,350
1783857224,2026-07-12 07:53:44 AM,16.0,84,300,94,150
1783857224,2026-07-12 07:53:44 AM,16.0,84,100,94,150
1783857224,2026-07-12 07:53:44 AM,16.0,84,100,94,50
1783857224,2026-07-12 07:53:44 AM,16.0,84,100,96,652
1783857224,2026-07-12 07:53:44 AM,16.0,84,100,96,802
1783857224,2026-07-12 07:53:44 AM,16.0,84,100,94,200
1783857224,2026-07-12 07:53:44 AM,16.0,83,100,94,200
1783857224,2026-07-12 07:53:44 AM,16.0,69,90,94,200
1783857224,2026-07-12 07:53:44 AM,16.0,84,200,94,200
