sequence,changed_leg,valid_from_et,valid_from_tminus_scheduled,valid_from_tminus_bell,valid_to_et,duration_seconds,NIK_bid,NIK_ask,NIK_spread,VRB_bid,VRB_ask,VRB_spread
611,NIK,2026-07-19T09:42:50-04:00,T-167.167,T-172.167,2026-07-19T09:42:50-04:00,0.0,21,29,8,73,74,1
612,NIK,2026-07-19T09:42:50-04:00,T-167.167,T-172.167,2026-07-19T09:43:07-04:00,17.0,22,29,7,73,74,1
613,NIK,2026-07-19T09:43:07-04:00,T-166.883,T-171.883,2026-07-19T09:43:07-04:00,0.0,19,29,10,73,74,1
614,NIK,2026-07-19T09:43:07-04:00,T-166.883,T-171.883,2026-07-19T09:43:08-04:00,1.0,20,29,9,73,74,1
615,NIK,2026-07-19T09:43:08-04:00,T-166.867,T-171.867,2026-07-19T09:43:08-04:00,0.0,23,29,6,73,74,1
616,NIK,2026-07-19T09:43:08-04:00,T-166.867,T-171.867,2026-07-19T09:43:20-04:00,12.0,24,29,5,73,74,1
617,NIK,2026-07-19T09:43:20-04:00,T-166.667,T-171.667,2026-07-19T09:43:20-04:00,0.0,22,29,7,73,74,1
618,NIK,2026-07-19T09:43:20-04:00,T-166.667,T-171.667,2026-07-19T09:43:20-04:00,0.0,19,29,10,73,74,1
619,NIK,2026-07-19T09:43:20-04:00,T-166.667,T-171.667,2026-07-19T09:43:50-04:00,30.0,20,29,9,73,74,1
620,NIK,2026-07-19T09:43:50-04:00,T-166.167,T-171.167,2026-07-19T09:43:50-04:00,0.0,21,29,8,73,74,1
621,NIK,2026-07-19T09:43:50-04:00,T-166.167,T-171.167,2026-07-19T09:44:07-04:00,17.0,22,29,7,73,74,1
622,NIK,2026-07-19T09:44:07-04:00,T-165.883,T-170.883,2026-07-19T09:44:07-04:00,0.0,19,29,10,73,74,1
623,NIK,2026-07-19T09:44:07-04:00,T-165.883,T-170.883,2026-07-19T09:44:10-04:00,3.0,20,29,9,73,74,1
624,NIK,2026-07-19T09:44:10-04:00,T-165.833,T-170.833,2026-07-19T09:44:10-04:00,0.0,23,29,6,73,74,1
625,NIK,2026-07-19T09:44:10-04:00,T-165.833,T-170.833,2026-07-19T09:44:22-04:00,12.0,24,29,5,73,74,1
626,NIK,2026-07-19T09:44:22-04:00,T-165.633,T-170.633,2026-07-19T09:44:22-04:00,0.0,19,29,10,73,74,1
627,NIK,2026-07-19T09:44:22-04:00,T-165.633,T-170.633,2026-07-19T09:44:48-04:00,26.0,20,29,9,73,74,1
628,NIK,2026-07-19T09:44:48-04:00,T-165.200,T-170.200,2026-07-19T09:44:48-04:00,0.0,21,29,8,73,74,1
629,NIK,2026-07-19T09:44:48-04:00,T-165.200,T-170.200,2026-07-19T09:45:06-04:00,18.0,22,29,7,73,74,1
630,NIK,2026-07-19T09:45:06-04:00,T-164.900,T-169.900,2026-07-19T09:45:06-04:00,0.0,19,29,10,73,74,1
631,NIK,2026-07-19T09:45:06-04:00,T-164.900,T-169.900,2026-07-19T09:45:13-04:00,7.0,20,29,9,73,74,1
632,NIK,2026-07-19T09:45:13-04:00,T-164.783,T-169.783,2026-07-19T09:45:13-04:00,0.0,23,29,6,73,74,1
633,NIK,2026-07-19T09:45:13-04:00,T-164.783,T-169.783,2026-07-19T09:45:29-04:00,16.0,24,29,5,73,74,1
634,NIK,2026-07-19T09:45:29-04:00,T-164.517,T-169.517,2026-07-19T09:45:29-04:00,0.0,22,29,7,73,74,1
635,NIK,2026-07-19T09:45:29-04:00,T-164.517,T-169.517,2026-07-19T09:45:29-04:00,0.0,19,29,10,73,74,1
636,NIK,2026-07-19T09:45:29-04:00,T-164.517,T-169.517,2026-07-19T09:45:51-04:00,22.0,20,29,9,73,74,1
637,NIK,2026-07-19T09:45:51-04:00,T-164.150,T-169.150,2026-07-19T09:45:51-04:00,0.0,21,29,8,73,74,1
638,NIK,2026-07-19T09:45:51-04:00,T-164.150,T-169.150,2026-07-19T09:46:06-04:00,15.0,22,29,7,73,74,1
639,NIK,2026-07-19T09:46:06-04:00,T-163.900,T-168.900,2026-07-19T09:46:06-04:00,0.0,19,29,10,73,74,1
640,NIK,2026-07-19T09:46:06-04:00,T-163.900,T-168.900,2026-07-19T09:46:08-04:00,2.0,20,29,9,73,74,1
641,NIK,2026-07-19T09:46:08-04:00,T-163.867,T-168.867,2026-07-19T09:46:08-04:00,0.0,23,29,6,73,74,1
642,NIK,2026-07-19T09:46:08-04:00,T-163.867,T-168.867,2026-07-19T09:46:17-04:00,9.0,24,29,5,73,74,1
643,NIK,2026-07-19T09:46:17-04:00,T-163.717,T-168.717,2026-07-19T09:46:17-04:00,0.0,22,29,7,73,74,1
644,NIK,2026-07-19T09:46:17-04:00,T-163.717,T-168.717,2026-07-19T09:46:17-04:00,0.0,19,29,10,73,74,1
645,NIK,2026-07-19T09:46:17-04:00,T-163.717,T-168.717,2026-07-19T09:46:18-04:00,1.0,20,29,9,73,74,1
646,NIK,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,2026-07-19T09:46:18-04:00,0.0,25,29,4,73,74,1
647,NIK,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,2026-07-19T09:46:18-04:00,0.0,19,29,10,73,74,1
648,NIK,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,2026-07-19T09:46:52-04:00,34.0,20,29,9,73,74,1
649,NIK,2026-07-19T09:46:52-04:00,T-163.133,T-168.133,2026-07-19T09:46:52-04:00,0.0,21,29,8,73,74,1
650,NIK,2026-07-19T09:46:52-04:00,T-163.133,T-168.133,2026-07-19T09:47:05-04:00,13.0,22,29,7,73,74,1
651,NIK,2026-07-19T09:47:05-04:00,T-162.917,T-167.917,2026-07-19T09:47:05-04:00,0.0,19,29,10,73,74,1
652,NIK,2026-07-19T09:47:05-04:00,T-162.917,T-167.917,2026-07-19T09:47:08-04:00,3.0,20,29,9,73,74,1
653,NIK,2026-07-19T09:47:08-04:00,T-162.867,T-167.867,2026-07-19T09:47:08-04:00,0.0,23,29,6,73,74,1
654,NIK,2026-07-19T09:47:08-04:00,T-162.867,T-167.867,2026-07-19T09:47:26-04:00,18.0,24,29,5,73,74,1
655,NIK,2026-07-19T09:47:26-04:00,T-162.567,T-167.567,2026-07-19T09:47:26-04:00,0.0,19,29,10,73,74,1
656,NIK,2026-07-19T09:47:26-04:00,T-162.567,T-167.567,2026-07-19T09:47:51-04:00,25.0,20,29,9,73,74,1
657,NIK,2026-07-19T09:47:51-04:00,T-162.150,T-167.150,2026-07-19T09:47:51-04:00,0.0,21,29,8,73,74,1
658,NIK,2026-07-19T09:47:51-04:00,T-162.150,T-167.150,2026-07-19T09:48:06-04:00,15.0,22,29,7,73,74,1
659,NIK,2026-07-19T09:48:06-04:00,T-161.900,T-166.900,2026-07-19T09:48:06-04:00,0.0,19,29,10,73,74,1
660,NIK,2026-07-19T09:48:06-04:00,T-161.900,T-166.900,2026-07-19T09:48:07-04:00,1.0,20,29,9,73,74,1
661,NIK,2026-07-19T09:48:07-04:00,T-161.883,T-166.883,2026-07-19T09:48:07-04:00,0.0,23,29,6,73,74,1
662,NIK,2026-07-19T09:48:07-04:00,T-161.883,T-166.883,2026-07-19T09:48:14-04:00,7.0,24,29,5,73,74,1
663,NIK,2026-07-19T09:48:14-04:00,T-161.767,T-166.767,2026-07-19T09:48:14-04:00,0.0,22,29,7,73,74,1
664,NIK,2026-07-19T09:48:14-04:00,T-161.767,T-166.767,2026-07-19T09:48:14-04:00,0.0,19,29,10,73,74,1
665,NIK,2026-07-19T09:48:14-04:00,T-161.767,T-166.767,2026-07-19T09:48:15-04:00,1.0,20,29,9,73,74,1
666,NIK,2026-07-19T09:48:15-04:00,T-161.750,T-166.750,2026-07-19T09:48:16-04:00,1.0,25,29,4,73,74,1
667,NIK,2026-07-19T09:48:16-04:00,T-161.733,T-166.733,2026-07-19T09:48:16-04:00,0.0,19,29,10,73,74,1
668,NIK,2026-07-19T09:48:16-04:00,T-161.733,T-166.733,2026-07-19T09:49:07-04:00,51.0,20,29,9,73,74,1
669,NIK,2026-07-19T09:49:07-04:00,T-160.883,T-165.883,2026-07-19T09:49:07-04:00,0.0,21,29,8,73,74,1
670,NIK,2026-07-19T09:49:07-04:00,T-160.883,T-165.883,2026-07-19T09:49:10-04:00,3.0,22,29,7,73,74,1
671,NIK,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,2026-07-19T09:49:10-04:00,0.0,21,29,8,73,74,1
672,NIK,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,2026-07-19T09:49:10-04:00,0.0,19,29,10,73,74,1
673,NIK,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,2026-07-19T09:49:10-04:00,0.0,20,29,9,73,74,1
674,NIK,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,2026-07-19T09:49:10-04:00,0.0,23,29,6,73,74,1
675,NIK,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,2026-07-19T09:49:11-04:00,1.0,24,29,5,73,74,1
676,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:11-04:00,0.0,22,29,7,73,74,1
677,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:11-04:00,0.0,19,29,10,73,74,1
678,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:11-04:00,0.0,20,29,9,73,74,1
679,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:11-04:00,0.0,25,29,4,73,74,1
680,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:11-04:00,0.0,19,29,10,73,74,1
681,NIK,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,2026-07-19T09:49:55-04:00,44.0,20,29,9,73,74,1
682,NIK,2026-07-19T09:49:55-04:00,T-160.083,T-165.083,2026-07-19T09:49:55-04:00,0.0,21,29,8,73,74,1
683,NIK,2026-07-19T09:49:55-04:00,T-160.083,T-165.083,2026-07-19T09:49:56-04:00,1.0,22,29,7,73,74,1
684,NIK,2026-07-19T09:49:56-04:00,T-160.067,T-165.067,2026-07-19T09:49:56-04:00,0.0,19,29,10,73,74,1
685,NIK,2026-07-19T09:49:56-04:00,T-160.067,T-165.067,2026-07-19T09:50:19-04:00,23.0,20,29,9,73,74,1
686,NIK,2026-07-19T09:50:19-04:00,T-159.683,T-164.683,2026-07-19T09:50:20-04:00,1.0,23,29,6,73,74,1
687,NIK,2026-07-19T09:50:20-04:00,T-159.667,T-164.667,2026-07-19T09:50:40-04:00,20.0,24,29,5,73,74,1
688,NIK,2026-07-19T09:50:40-04:00,T-159.333,T-164.333,2026-07-19T09:50:53-04:00,13.0,20,29,9,73,74,1
689,NIK,2026-07-19T09:50:53-04:00,T-159.117,T-164.117,2026-07-19T09:50:53-04:00,0.0,21,29,8,73,74,1
690,NIK,2026-07-19T09:50:53-04:00,T-159.117,T-164.117,2026-07-19T09:51:19-04:00,26.0,22,29,7,73,74,1
691,NIK,2026-07-19T09:51:19-04:00,T-158.683,T-163.683,2026-07-19T09:51:19-04:00,0.0,19,29,10,73,74,1
692,NIK,2026-07-19T09:51:19-04:00,T-158.683,T-163.683,2026-07-19T09:51:23-04:00,4.0,20,29,9,73,74,1
693,NIK,2026-07-19T09:51:23-04:00,T-158.617,T-163.617,2026-07-19T09:51:23-04:00,0.0,23,29,6,73,74,1
694,NIK,2026-07-19T09:51:23-04:00,T-158.617,T-163.617,2026-07-19T09:51:25-04:00,2.0,24,29,5,73,74,1
695,NIK,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,2026-07-19T09:51:25-04:00,0.0,19,29,10,73,74,1
696,NIK,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,2026-07-19T09:51:25-04:00,0.0,20,29,9,73,74,1
697,NIK,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,2026-07-19T09:51:25-04:00,0.0,25,29,4,73,74,1
698,NIK,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,2026-07-19T09:51:25-04:00,0.0,19,29,10,73,74,1
699,NIK,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,2026-07-19T09:51:44-04:00,19.0,20,29,9,73,74,1
700,NIK,2026-07-19T09:51:44-04:00,T-158.267,T-163.267,2026-07-19T09:51:44-04:00,0.0,21,29,8,73,74,1
701,NIK,2026-07-19T09:51:44-04:00,T-158.267,T-163.267,2026-07-19T09:52:16-04:00,32.0,22,29,7,73,74,1
702,NIK,2026-07-19T09:52:16-04:00,T-157.733,T-162.733,2026-07-19T09:52:16-04:00,0.0,19,29,10,73,74,1
703,NIK,2026-07-19T09:52:16-04:00,T-157.733,T-162.733,2026-07-19T09:52:16-04:00,0.0,20,29,9,73,74,1
704,NIK,2026-07-19T09:52:16-04:00,T-157.733,T-162.733,2026-07-19T09:52:18-04:00,2.0,23,29,6,73,74,1
705,NIK,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,2026-07-19T09:52:18-04:00,0.0,24,29,5,73,74,1
706,NIK,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,2026-07-19T09:52:18-04:00,0.0,19,29,10,73,74,1
707,NIK,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,2026-07-19T09:52:18-04:00,0.0,25,29,4,73,74,1
708,NIK,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,2026-07-19T09:52:18-04:00,0.0,19,29,10,73,74,1
709,NIK,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,2026-07-19T09:52:24-04:00,6.0,20,29,9,73,74,1
710,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,21,29,8,73,74,1
711,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,22,29,7,73,74,1
712,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,19,29,10,73,74,1
713,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,20,29,9,73,74,1
714,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,23,29,6,73,74,1
715,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:52:24-04:00,0.0,19,29,10,73,74,1
716,NIK,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,2026-07-19T09:53:01-04:00,37.0,20,29,9,73,74,1
717,NIK,2026-07-19T09:53:01-04:00,T-156.983,T-161.983,2026-07-19T09:53:07-04:00,6.0,22,29,7,73,74,1
718,NIK,2026-07-19T09:53:07-04:00,T-156.883,T-161.883,2026-07-19T09:53:07-04:00,0.0,19,29,10,73,74,1
719,NIK,2026-07-19T09:53:07-04:00,T-156.883,T-161.883,2026-07-19T09:53:11-04:00,4.0,20,29,9,73,74,1
720,NIK,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,2026-07-19T09:53:11-04:00,0.0,23,29,6,73,74,1
721,NIK,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,2026-07-19T09:53:11-04:00,0.0,24,29,5,73,74,1
722,NIK,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,2026-07-19T09:53:11-04:00,0.0,19,29,10,73,74,1
723,NIK,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,2026-07-19T09:53:11-04:00,0.0,20,29,9,73,74,1
724,NIK,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,2026-07-19T09:53:12-04:00,1.0,25,29,4,73,74,1
725,NIK,2026-07-19T09:53:12-04:00,T-156.800,T-161.800,2026-07-19T09:53:12-04:00,0.0,19,29,10,73,74,1
726,NIK,2026-07-19T09:53:12-04:00,T-156.800,T-161.800,2026-07-19T09:54:05-04:00,53.0,20,29,9,73,74,1
727,NIK,2026-07-19T09:54:05-04:00,T-155.917,T-160.917,2026-07-19T09:54:05-04:00,0.0,23,29,6,73,74,1
728,NIK,2026-07-19T09:54:05-04:00,T-155.917,T-160.917,2026-07-19T09:54:10-04:00,5.0,24,29,5,73,74,1
729,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:10-04:00,0.0,22,29,7,73,74,1
730,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:10-04:00,0.0,19,29,10,73,74,1
731,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:10-04:00,0.0,20,29,9,73,74,1
732,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:10-04:00,0.0,25,29,4,73,74,1
733,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:10-04:00,0.0,19,29,10,73,74,1
734,NIK,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,2026-07-19T09:54:56-04:00,46.0,20,29,9,73,74,1
735,NIK,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,2026-07-19T09:54:56-04:00,0.0,21,29,8,73,74,1
736,NIK,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,2026-07-19T09:54:56-04:00,0.0,22,29,7,73,74,1
737,NIK,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,2026-07-19T09:54:56-04:00,0.0,19,29,10,73,74,1
738,NIK,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,2026-07-19T09:56:22-04:00,86.0,20,29,9,73,74,1
739,NIK,2026-07-19T09:56:22-04:00,T-153.633,T-158.633,2026-07-19T09:56:26-04:00,4.0,23,28,5,73,74,1
740,NIK,2026-07-19T09:56:26-04:00,T-153.567,T-158.567,2026-07-19T09:56:29-04:00,3.0,24,28,4,73,74,1
741,NIK,2026-07-19T09:56:29-04:00,T-153.517,T-158.517,2026-07-19T09:56:47-04:00,18.0,23,28,5,73,74,1
742,NIK,2026-07-19T09:56:47-04:00,T-153.217,T-158.217,2026-07-19T10:04:09-04:00,442.0,23,27,4,73,74,1
743,NIK,2026-07-19T10:04:09-04:00,T-145.850,T-150.850,2026-07-19T10:10:24-04:00,375.0,24,27,3,73,74,1
744,NIK,2026-07-19T10:10:24-04:00,T-139.600,T-144.600,2026-07-19T10:19:31-04:00,547.0,24,28,4,73,74,1
745,NIK,2026-07-19T10:19:31-04:00,T-130.483,T-135.483,2026-07-19T10:22:11-04:00,160.0,25,27,2,73,74,1
746,NIK,2026-07-19T10:22:11-04:00,T-127.817,T-132.817,2026-07-19T10:28:49-04:00,398.0,25,29,4,73,74,1
747,NIK,2026-07-19T10:28:49-04:00,T-121.183,T-126.183,2026-07-19T10:29:49-04:00,60.0,24,28,4,73,74,1
748,NIK,2026-07-19T10:29:49-04:00,T-120.183,T-125.183,2026-07-19T10:32:52-04:00,183.0,24,29,5,73,74,1
749,NIK,2026-07-19T10:32:52-04:00,T-117.133,T-122.133,2026-07-19T10:40:12-04:00,440.0,24,28,4,73,74,1
750,NIK,2026-07-19T10:40:12-04:00,T-109.800,T-114.800,2026-07-19T10:40:14-04:00,2.0,23,27,4,73,74,1
751,VRB,2026-07-19T10:40:14-04:00,T-109.767,T-114.767,2026-07-19T10:40:57-04:00,43.0,23,27,4,73,77,4
752,NIK,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,2026-07-19T10:40:57-04:00,0.0,19,27,8,73,77,4
753,NIK,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,2026-07-19T10:40:57-04:00,0.0,20,27,7,73,77,4
754,NIK,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,2026-07-19T10:40:58-04:00,1.0,19,27,8,73,77,4
755,NIK,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,2026-07-19T10:40:58-04:00,0.0,21,27,6,73,77,4
756,NIK,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,2026-07-19T10:40:58-04:00,0.0,20,27,7,73,77,4
757,NIK,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,2026-07-19T10:41:00-04:00,2.0,21,27,6,73,77,4
758,NIK,2026-07-19T10:41:00-04:00,T-109.000,T-114.000,2026-07-19T10:41:00-04:00,0.0,22,27,5,73,77,4
759,NIK,2026-07-19T10:41:00-04:00,T-109.000,T-114.000,2026-07-19T10:41:15-04:00,15.0,23,27,4,73,77,4
760,VRB,2026-07-19T10:41:15-04:00,T-108.750,T-113.750,2026-07-19T10:41:20-04:00,5.0,23,27,4,74,77,3
761,VRB,2026-07-19T10:41:20-04:00,T-108.667,T-113.667,2026-07-19T10:42:13-04:00,53.0,23,27,4,74,76,2
762,VRB,2026-07-19T10:42:13-04:00,T-107.783,T-112.783,2026-07-19T10:45:26-04:00,193.0,23,27,4,74,75,1
763,NIK,2026-07-19T10:45:26-04:00,T-104.567,T-109.567,2026-07-19T10:45:27-04:00,1.0,24,27,3,74,75,1
764,NIK,2026-07-19T10:45:27-04:00,T-104.550,T-109.550,2026-07-19T10:45:53-04:00,26.0,24,26,2,74,75,1
765,NIK,2026-07-19T10:45:53-04:00,T-104.117,T-109.117,2026-07-19T10:45:56-04:00,3.0,25,29,4,74,75,1
766,VRB,2026-07-19T10:45:56-04:00,T-104.067,T-109.067,2026-07-19T10:54:44-04:00,528.0,25,29,4,73,74,1
767,NIK,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,2026-07-19T10:54:44-04:00,0.0,25,28,3,73,74,1
768,NIK,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,2026-07-19T10:54:44-04:00,0.0,24,28,4,73,74,1
769,NIK,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,2026-07-19T10:54:44-04:00,0.0,26,28,2,73,74,1
770,NIK,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,2026-07-19T10:56:48-04:00,124.0,24,28,4,73,74,1
771,NIK,2026-07-19T10:56:48-04:00,T-93.200,T-98.200,2026-07-19T10:56:56-04:00,8.0,24,29,5,73,74,1
772,VRB,2026-07-19T10:56:56-04:00,T-93.067,T-98.067,2026-07-19T10:57:21-04:00,25.0,24,29,5,73,75,2
773,VRB,2026-07-19T10:57:21-04:00,T-92.650,T-97.650,2026-07-19T10:57:50-04:00,29.0,24,29,5,72,75,3
774,VRB,2026-07-19T10:57:50-04:00,T-92.167,T-97.167,2026-07-19T10:57:55-04:00,5.0,24,29,5,73,76,3
775,VRB,2026-07-19T10:57:55-04:00,T-92.083,T-97.083,2026-07-19T10:59:01-04:00,66.0,24,29,5,72,76,4
776,VRB,2026-07-19T10:59:01-04:00,T-90.983,T-95.983,2026-07-19T10:59:23-04:00,22.0,24,29,5,73,76,3
777,VRB,2026-07-19T10:59:23-04:00,T-90.617,T-95.617,2026-07-19T10:59:28-04:00,5.0,24,29,5,72,76,4
778,VRB,2026-07-19T10:59:28-04:00,T-90.533,T-95.533,2026-07-19T11:00:29-04:00,61.0,24,29,5,73,76,3
779,VRB,2026-07-19T11:00:29-04:00,T-89.517,T-94.517,2026-07-19T11:02:39-04:00,130.0,24,29,5,72,76,4
780,VRB,2026-07-19T11:02:39-04:00,T-87.350,T-92.350,2026-07-19T11:03:09-04:00,30.0,24,29,5,73,76,3
781,VRB,2026-07-19T11:03:09-04:00,T-86.850,T-91.850,2026-07-19T11:03:40-04:00,31.0,24,29,5,73,75,2
782,VRB,2026-07-19T11:03:40-04:00,T-86.333,T-91.333,2026-07-19T11:04:15-04:00,35.0,24,29,5,72,75,3
783,VRB,2026-07-19T11:04:15-04:00,T-85.750,T-90.750,2026-07-19T11:04:48-04:00,33.0,24,29,5,73,75,2
784,NIK,2026-07-19T11:04:48-04:00,T-85.200,T-90.200,2026-07-19T11:04:52-04:00,4.0,25,29,4,73,75,2
785,VRB,2026-07-19T11:04:52-04:00,T-85.133,T-90.133,2026-07-19T11:07:23-04:00,151.0,25,29,4,72,75,3
786,VRB,2026-07-19T11:07:23-04:00,T-82.617,T-87.617,2026-07-19T11:07:25-04:00,2.0,25,29,4,72,76,4
787,VRB,2026-07-19T11:07:25-04:00,T-82.583,T-87.583,2026-07-19T11:09:13-04:00,108.0,25,29,4,72,75,3
788,NIK,2026-07-19T11:09:13-04:00,T-80.783,T-85.783,2026-07-19T11:09:14-04:00,1.0,23,24,1,72,75,3
789,VRB,2026-07-19T11:09:14-04:00,T-80.767,T-85.767,2026-07-19T11:09:18-04:00,4.0,23,24,1,76,77,1
790,NIK,2026-07-19T11:09:18-04:00,T-80.700,T-85.700,2026-07-19T11:09:18-04:00,0.0,22,24,2,76,77,1
791,NIK,2026-07-19T11:09:18-04:00,T-80.700,T-85.700,2026-07-19T11:09:18-04:00,0.0,20,24,4,76,77,1
792,VRB,2026-07-19T11:09:18-04:00,T-80.700,T-85.700,2026-07-19T11:09:20-04:00,2.0,20,24,4,76,78,2
793,NIK,2026-07-19T11:09:20-04:00,T-80.667,T-85.667,2026-07-19T11:09:20-04:00,0.0,19,24,5,76,78,2
794,NIK,2026-07-19T11:09:20-04:00,T-80.667,T-85.667,2026-07-19T11:09:20-04:00,0.0,19,23,4,76,78,2
795,VRB,2026-07-19T11:09:20-04:00,T-80.667,T-85.667,2026-07-19T11:09:22-04:00,2.0,19,23,4,77,78,1
796,NIK,2026-07-19T11:09:22-04:00,T-80.633,T-85.633,2026-07-19T11:09:22-04:00,0.0,18,23,5,77,78,1
797,NIK,2026-07-19T11:09:22-04:00,T-80.633,T-85.633,2026-07-19T11:09:28-04:00,6.0,18,19,1,77,78,1
798,VRB,2026-07-19T11:09:28-04:00,T-80.533,T-85.533,2026-07-19T11:09:28-04:00,0.0,18,19,1,77,81,4
799,VRB,2026-07-19T11:09:28-04:00,T-80.533,T-85.533,2026-07-19T11:09:28-04:00,0.0,18,19,1,77,82,5
800,VRB,2026-07-19T11:09:28-04:00,T-80.533,T-85.533,2026-07-19T11:09:55-04:00,27.0,18,19,1,81,82,1
801,NIK,2026-07-19T11:09:55-04:00,T-80.083,T-85.083,2026-07-19T11:10:30-04:00,35.0,17,19,2,81,82,1
802,VRB,2026-07-19T11:10:30-04:00,T-79.500,T-84.500,2026-07-19T11:10:43-04:00,13.0,17,19,2,81,83,2
803,NIK,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,2026-07-19T11:10:43-04:00,0.0,18,19,1,81,83,2
804,VRB,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,2026-07-19T11:10:43-04:00,0.0,18,19,1,81,84,3
805,VRB,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,2026-07-19T11:17:20-04:00,397.0,18,19,1,81,82,1
806,VRB,2026-07-19T11:17:20-04:00,T-72.667,T-77.667,2026-07-19T11:18:05-04:00,45.0,18,19,1,81,83,2
807,NIK,2026-07-19T11:18:05-04:00,T-71.917,T-76.917,2026-07-19T11:30:15-04:00,730.0,17,19,2,81,83,2
808,VRB,2026-07-19T11:30:15-04:00,T-59.750,T-64.750,2026-07-19T11:31:12-04:00,57.0,17,19,2,80,83,3
809,VRB,2026-07-19T11:31:12-04:00,T-58.800,T-63.800,2026-07-19T11:31:22-04:00,10.0,17,19,2,81,83,2
810,VRB,2026-07-19T11:31:22-04:00,T-58.633,T-63.633,2026-07-19T11:31:22-04:00,0.0,17,19,2,80,83,3
811,VRB,2026-07-19T11:31:22-04:00,T-58.633,T-63.633,2026-07-19T11:31:36-04:00,14.0,17,19,2,81,83,2
812,VRB,2026-07-19T11:31:36-04:00,T-58.400,T-63.400,2026-07-19T11:31:36-04:00,0.0,17,19,2,80,83,3
813,VRB,2026-07-19T11:31:36-04:00,T-58.400,T-63.400,2026-07-19T11:32:01-04:00,25.0,17,19,2,81,83,2
814,VRB,2026-07-19T11:32:01-04:00,T-57.983,T-62.983,2026-07-19T11:32:01-04:00,0.0,17,19,2,80,83,3
