episode_id,leg,side,peak_price_cents,peak_ts_et,peak_tminus_scheduled,peak_tminus_bell,trough_price_cents,trough_ts_et,trough_tminus_scheduled,trough_tminus_bell,resume_price_cents,resume_ts_et,resume_tminus_scheduled,resume_tminus_bell,depth_cents,seconds_peak_to_trough,seconds_at_trough_before_resume,seconds_peak_to_resume,full_recovery_ts_et,full_recovery_tminus_scheduled,full_recovery_tminus_bell
NIK_bid_0080,NIK,bid,22,2026-07-19T09:37:59-04:00,T-172.017,T-177.017,19,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,20,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,3,19.0,0.0,19.0,2026-07-19T09:38:22-04:00,T-171.633,T-176.633
NIK_bid_0081,NIK,bid,24,2026-07-19T09:38:22-04:00,T-171.633,T-176.633,20,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,21,2026-07-19T09:38:55-04:00,T-171.083,T-176.083,4,8.0,25.0,33.0,2026-07-19T09:39:21-04:00,T-170.650,T-175.650
VRB_ask_0067,VRB,ask,75,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,74,2026-07-19T09:39:21-04:00,T-170.650,T-175.650,77,2026-07-19T10:40:14-04:00,T-109.767,T-114.767,1,51.0,3653.0,3704.0,2026-07-19T10:40:14-04:00,T-109.767,T-114.767
VRB_bid_0031,VRB,bid,73,2026-07-19T09:38:50-04:00,T-171.167,T-176.167,72,2026-07-19T09:40:26-04:00,T-169.567,T-174.567,73,2026-07-19T09:40:46-04:00,T-169.233,T-174.233,1,96.0,20.0,116.0,2026-07-19T09:40:46-04:00,T-169.233,T-174.233
NIK_bid_0082,NIK,bid,24,2026-07-19T09:39:21-04:00,T-170.650,T-175.650,19,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,20,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,5,17.0,0.0,17.0,2026-07-19T09:39:38-04:00,T-170.367,T-175.367
NIK_bid_0083,NIK,bid,25,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,19,2026-07-19T09:39:39-04:00,T-170.350,T-175.350,20,2026-07-19T09:39:40-04:00,T-170.333,T-175.333,6,1.0,1.0,2.0,2026-07-19T09:40:07-04:00,T-169.883,T-174.883
NIK_bid_0084,NIK,bid,22,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,19,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,20,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,3,0.0,0.0,0.0,2026-07-19T09:40:00-04:00,T-170.000,T-175.000
NIK_bid_0085,NIK,bid,24,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,19,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,20,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,5,7.0,0.0,7.0,2026-07-19T09:40:07-04:00,T-169.883,T-174.883
NIK_bid_0086,NIK,bid,25,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,19,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,20,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,6,0.0,0.0,0.0,2026-07-19T09:41:12-04:00,T-168.800,T-173.800
NIK_bid_0087,NIK,bid,22,2026-07-19T09:40:12-04:00,T-169.800,T-174.800,19,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,22,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,3,8.0,0.0,8.0,2026-07-19T09:40:20-04:00,T-169.667,T-174.667
NIK_bid_0088,NIK,bid,22,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,19,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,20,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,3,0.0,0.0,0.0,2026-07-19T09:40:51-04:00,T-169.150,T-174.150
NIK_bid_0089,NIK,bid,22,2026-07-19T09:40:51-04:00,T-169.150,T-174.150,19,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,21,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,3,19.0,0.0,19.0,2026-07-19T09:41:12-04:00,T-168.800,T-173.800
NIK_bid_0090,NIK,bid,21,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,19,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,20,2026-07-19T09:41:11-04:00,T-168.817,T-173.817,2,0.0,1.0,1.0,2026-07-19T09:41:12-04:00,T-168.800,T-173.800
NIK_bid_0091,NIK,bid,24,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,19,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,24,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,5,0.0,0.0,0.0,2026-07-19T09:41:12-04:00,T-168.800,T-173.800
NIK_bid_0092,NIK,bid,24,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,19,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,25,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,5,0.0,0.0,0.0,2026-07-19T09:41:12-04:00,T-168.800,T-173.800
NIK_bid_0093,NIK,bid,25,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,19,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,20,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,6,0.0,0.0,0.0,2026-07-19T09:46:18-04:00,T-163.700,T-168.700
NIK_bid_0094,NIK,bid,22,2026-07-19T09:41:49-04:00,T-168.183,T-173.183,19,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,21,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,3,17.0,0.0,17.0,2026-07-19T09:42:08-04:00,T-167.867,T-172.867
NIK_bid_0095,NIK,bid,21,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,19,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,20,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2,0.0,0.0,0.0,2026-07-19T09:42:08-04:00,T-167.867,T-172.867
NIK_bid_0096,NIK,bid,24,2026-07-19T09:42:08-04:00,T-167.867,T-172.867,19,2026-07-19T09:42:20-04:00,T-167.667,T-172.667,20,2026-07-19T09:42:20-04:00,T-167.667,T-172.667,5,12.0,0.0,12.0,2026-07-19T09:43:08-04:00,T-166.867,T-171.867
NIK_bid_0097,NIK,bid,22,2026-07-19T09:42:50-04:00,T-167.167,T-172.167,19,2026-07-19T09:43:07-04:00,T-166.883,T-171.883,20,2026-07-19T09:43:07-04:00,T-166.883,T-171.883,3,17.0,0.0,17.0,2026-07-19T09:43:08-04:00,T-166.867,T-171.867
NIK_bid_0098,NIK,bid,24,2026-07-19T09:43:08-04:00,T-166.867,T-171.867,19,2026-07-19T09:43:20-04:00,T-166.667,T-171.667,20,2026-07-19T09:43:20-04:00,T-166.667,T-171.667,5,12.0,0.0,12.0,2026-07-19T09:44:10-04:00,T-165.833,T-170.833
NIK_bid_0099,NIK,bid,22,2026-07-19T09:43:50-04:00,T-166.167,T-171.167,19,2026-07-19T09:44:07-04:00,T-165.883,T-170.883,20,2026-07-19T09:44:07-04:00,T-165.883,T-170.883,3,17.0,0.0,17.0,2026-07-19T09:44:10-04:00,T-165.833,T-170.833
NIK_bid_0100,NIK,bid,24,2026-07-19T09:44:10-04:00,T-165.833,T-170.833,19,2026-07-19T09:44:22-04:00,T-165.633,T-170.633,20,2026-07-19T09:44:22-04:00,T-165.633,T-170.633,5,12.0,0.0,12.0,2026-07-19T09:45:13-04:00,T-164.783,T-169.783
NIK_bid_0101,NIK,bid,22,2026-07-19T09:44:48-04:00,T-165.200,T-170.200,19,2026-07-19T09:45:06-04:00,T-164.900,T-169.900,20,2026-07-19T09:45:06-04:00,T-164.900,T-169.900,3,18.0,0.0,18.0,2026-07-19T09:45:13-04:00,T-164.783,T-169.783
NIK_bid_0102,NIK,bid,24,2026-07-19T09:45:13-04:00,T-164.783,T-169.783,19,2026-07-19T09:45:29-04:00,T-164.517,T-169.517,20,2026-07-19T09:45:29-04:00,T-164.517,T-169.517,5,16.0,0.0,16.0,2026-07-19T09:46:08-04:00,T-163.867,T-168.867
NIK_bid_0103,NIK,bid,22,2026-07-19T09:45:51-04:00,T-164.150,T-169.150,19,2026-07-19T09:46:06-04:00,T-163.900,T-168.900,20,2026-07-19T09:46:06-04:00,T-163.900,T-168.900,3,15.0,0.0,15.0,2026-07-19T09:46:08-04:00,T-163.867,T-168.867
NIK_bid_0104,NIK,bid,24,2026-07-19T09:46:08-04:00,T-163.867,T-168.867,19,2026-07-19T09:46:17-04:00,T-163.717,T-168.717,20,2026-07-19T09:46:17-04:00,T-163.717,T-168.717,5,9.0,0.0,9.0,2026-07-19T09:46:18-04:00,T-163.700,T-168.700
NIK_bid_0105,NIK,bid,25,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,19,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,20,2026-07-19T09:46:18-04:00,T-163.700,T-168.700,6,0.0,0.0,0.0,2026-07-19T09:48:15-04:00,T-161.750,T-166.750
NIK_bid_0106,NIK,bid,22,2026-07-19T09:46:52-04:00,T-163.133,T-168.133,19,2026-07-19T09:47:05-04:00,T-162.917,T-167.917,20,2026-07-19T09:47:05-04:00,T-162.917,T-167.917,3,13.0,0.0,13.0,2026-07-19T09:47:08-04:00,T-162.867,T-167.867
NIK_bid_0107,NIK,bid,24,2026-07-19T09:47:08-04:00,T-162.867,T-167.867,19,2026-07-19T09:47:26-04:00,T-162.567,T-167.567,20,2026-07-19T09:47:26-04:00,T-162.567,T-167.567,5,18.0,0.0,18.0,2026-07-19T09:48:07-04:00,T-161.883,T-166.883
NIK_bid_0108,NIK,bid,22,2026-07-19T09:47:51-04:00,T-162.150,T-167.150,19,2026-07-19T09:48:06-04:00,T-161.900,T-166.900,20,2026-07-19T09:48:06-04:00,T-161.900,T-166.900,3,15.0,0.0,15.0,2026-07-19T09:48:07-04:00,T-161.883,T-166.883
NIK_bid_0109,NIK,bid,24,2026-07-19T09:48:07-04:00,T-161.883,T-166.883,19,2026-07-19T09:48:14-04:00,T-161.767,T-166.767,20,2026-07-19T09:48:14-04:00,T-161.767,T-166.767,5,7.0,0.0,7.0,2026-07-19T09:48:15-04:00,T-161.750,T-166.750
NIK_bid_0110,NIK,bid,25,2026-07-19T09:48:15-04:00,T-161.750,T-166.750,19,2026-07-19T09:48:16-04:00,T-161.733,T-166.733,20,2026-07-19T09:48:16-04:00,T-161.733,T-166.733,6,1.0,0.0,1.0,2026-07-19T09:49:11-04:00,T-160.817,T-165.817
NIK_bid_0111,NIK,bid,22,2026-07-19T09:49:07-04:00,T-160.883,T-165.883,19,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,20,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,3,3.0,0.0,3.0,2026-07-19T09:49:10-04:00,T-160.833,T-165.833
NIK_bid_0112,NIK,bid,24,2026-07-19T09:49:10-04:00,T-160.833,T-165.833,19,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,20,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,5,1.0,0.0,1.0,2026-07-19T09:49:11-04:00,T-160.817,T-165.817
NIK_bid_0113,NIK,bid,25,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,19,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,20,2026-07-19T09:49:11-04:00,T-160.817,T-165.817,6,0.0,0.0,0.0,2026-07-19T09:51:25-04:00,T-158.583,T-163.583
NIK_bid_0114,NIK,bid,22,2026-07-19T09:49:55-04:00,T-160.083,T-165.083,19,2026-07-19T09:49:56-04:00,T-160.067,T-165.067,20,2026-07-19T09:49:56-04:00,T-160.067,T-165.067,3,1.0,0.0,1.0,2026-07-19T09:50:19-04:00,T-159.683,T-164.683
NIK_bid_0115,NIK,bid,24,2026-07-19T09:50:20-04:00,T-159.667,T-164.667,20,2026-07-19T09:50:40-04:00,T-159.333,T-164.333,21,2026-07-19T09:50:53-04:00,T-159.117,T-164.117,4,20.0,13.0,33.0,2026-07-19T09:51:23-04:00,T-158.617,T-163.617
NIK_bid_0116,NIK,bid,22,2026-07-19T09:50:53-04:00,T-159.117,T-164.117,19,2026-07-19T09:51:19-04:00,T-158.683,T-163.683,20,2026-07-19T09:51:19-04:00,T-158.683,T-163.683,3,26.0,0.0,26.0,2026-07-19T09:51:23-04:00,T-158.617,T-163.617
NIK_bid_0117,NIK,bid,24,2026-07-19T09:51:23-04:00,T-158.617,T-163.617,19,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,20,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,5,2.0,0.0,2.0,2026-07-19T09:51:25-04:00,T-158.583,T-163.583
NIK_bid_0118,NIK,bid,25,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,19,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,20,2026-07-19T09:51:25-04:00,T-158.583,T-163.583,6,0.0,0.0,0.0,2026-07-19T09:52:18-04:00,T-157.700,T-162.700
NIK_bid_0119,NIK,bid,22,2026-07-19T09:51:44-04:00,T-158.267,T-163.267,19,2026-07-19T09:52:16-04:00,T-157.733,T-162.733,20,2026-07-19T09:52:16-04:00,T-157.733,T-162.733,3,32.0,0.0,32.0,2026-07-19T09:52:16-04:00,T-157.733,T-162.733
NIK_bid_0120,NIK,bid,24,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,19,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,25,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,5,0.0,0.0,0.0,2026-07-19T09:52:18-04:00,T-157.700,T-162.700
NIK_bid_0121,NIK,bid,25,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,19,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,20,2026-07-19T09:52:18-04:00,T-157.700,T-162.700,6,0.0,0.0,0.0,2026-07-19T09:53:11-04:00,T-156.817,T-161.817
NIK_bid_0122,NIK,bid,22,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,19,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,20,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,3,0.0,0.0,0.0,2026-07-19T09:52:24-04:00,T-157.600,T-162.600
NIK_bid_0123,NIK,bid,23,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,19,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,20,2026-07-19T09:52:24-04:00,T-157.600,T-162.600,4,0.0,0.0,0.0,2026-07-19T09:53:11-04:00,T-156.817,T-161.817
NIK_bid_0124,NIK,bid,22,2026-07-19T09:53:01-04:00,T-156.983,T-161.983,19,2026-07-19T09:53:07-04:00,T-156.883,T-161.883,20,2026-07-19T09:53:07-04:00,T-156.883,T-161.883,3,6.0,0.0,6.0,2026-07-19T09:53:11-04:00,T-156.817,T-161.817
NIK_bid_0125,NIK,bid,24,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,19,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,20,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,5,0.0,0.0,0.0,2026-07-19T09:53:11-04:00,T-156.817,T-161.817
NIK_bid_0126,NIK,bid,25,2026-07-19T09:53:11-04:00,T-156.817,T-161.817,19,2026-07-19T09:53:12-04:00,T-156.800,T-161.800,20,2026-07-19T09:53:12-04:00,T-156.800,T-161.800,6,1.0,0.0,1.0,2026-07-19T09:54:10-04:00,T-155.833,T-160.833
NIK_bid_0127,NIK,bid,24,2026-07-19T09:54:05-04:00,T-155.917,T-160.917,19,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,20,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,5,5.0,0.0,5.0,2026-07-19T09:54:10-04:00,T-155.833,T-160.833
NIK_bid_0128,NIK,bid,25,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,19,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,20,2026-07-19T09:54:10-04:00,T-155.833,T-160.833,6,0.0,0.0,0.0,2026-07-19T10:19:31-04:00,T-130.483,T-135.483
NIK_bid_0129,NIK,bid,22,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,19,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,20,2026-07-19T09:54:56-04:00,T-155.067,T-160.067,3,0.0,0.0,0.0,2026-07-19T09:56:22-04:00,T-153.633,T-158.633
NIK_bid_0130,NIK,bid,24,2026-07-19T09:56:26-04:00,T-153.567,T-158.567,23,2026-07-19T09:56:29-04:00,T-153.517,T-158.517,24,2026-07-19T10:04:09-04:00,T-145.850,T-150.850,1,3.0,460.0,463.0,2026-07-19T10:04:09-04:00,T-145.850,T-150.850
NIK_ask_0005,NIK,ask,28,2026-07-19T10:10:24-04:00,T-139.600,T-144.600,27,2026-07-19T10:19:31-04:00,T-130.483,T-135.483,29,2026-07-19T10:22:11-04:00,T-127.817,T-132.817,1,547.0,160.0,707.0,2026-07-19T10:22:11-04:00,T-127.817,T-132.817
NIK_bid_0131,NIK,bid,25,2026-07-19T10:19:31-04:00,T-130.483,T-135.483,19,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,20,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,6,1286.0,0.0,1286.0,2026-07-19T10:45:53-04:00,T-104.117,T-109.117
NIK_ask_0006,NIK,ask,29,2026-07-19T10:22:11-04:00,T-127.817,T-132.817,28,2026-07-19T10:28:49-04:00,T-121.183,T-126.183,29,2026-07-19T10:29:49-04:00,T-120.183,T-125.183,1,398.0,60.0,458.0,2026-07-19T10:29:49-04:00,T-120.183,T-125.183
NIK_ask_0007,NIK,ask,29,2026-07-19T10:29:49-04:00,T-120.183,T-125.183,26,2026-07-19T10:45:27-04:00,T-104.550,T-109.550,29,2026-07-19T10:45:53-04:00,T-104.117,T-109.117,3,938.0,26.0,964.0,2026-07-19T10:45:53-04:00,T-104.117,T-109.117
VRB_ask_0068,VRB,ask,77,2026-07-19T10:40:14-04:00,T-109.767,T-114.767,74,2026-07-19T10:45:56-04:00,T-104.067,T-109.067,75,2026-07-19T10:56:56-04:00,T-93.067,T-98.067,3,342.0,660.0,1002.0,2026-07-19T11:09:14-04:00,T-80.767,T-85.767
NIK_bid_0132,NIK,bid,20,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,19,2026-07-19T10:40:57-04:00,T-109.050,T-114.050,21,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,1,0.0,1.0,1.0,2026-07-19T10:40:58-04:00,T-109.033,T-114.033
NIK_bid_0133,NIK,bid,21,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,20,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,21,2026-07-19T10:40:58-04:00,T-109.033,T-114.033,1,0.0,0.0,0.0,2026-07-19T10:40:58-04:00,T-109.033,T-114.033
VRB_bid_0032,VRB,bid,74,2026-07-19T10:41:15-04:00,T-108.750,T-113.750,72,2026-07-19T10:57:21-04:00,T-92.650,T-97.650,73,2026-07-19T10:57:50-04:00,T-92.167,T-97.167,2,966.0,29.0,995.0,2026-07-19T11:09:14-04:00,T-80.767,T-85.767
NIK_ask_0008,NIK,ask,29,2026-07-19T10:45:53-04:00,T-104.117,T-109.117,28,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,29,2026-07-19T10:56:48-04:00,T-93.200,T-98.200,1,531.0,124.0,655.0,2026-07-19T10:56:48-04:00,T-93.200,T-98.200
NIK_bid_0134,NIK,bid,25,2026-07-19T10:45:53-04:00,T-104.117,T-109.117,24,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,26,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,1,531.0,0.0,531.0,2026-07-19T10:54:44-04:00,T-95.267,T-100.267
NIK_bid_0135,NIK,bid,26,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,24,2026-07-19T10:54:44-04:00,T-95.267,T-100.267,25,2026-07-19T11:04:48-04:00,T-85.200,T-90.200,2,0.0,604.0,604.0,,,
NIK_ask_0009,NIK,ask,29,2026-07-19T10:56:48-04:00,T-93.200,T-98.200,18,2026-07-19T11:32:31-04:00,T-57.483,T-62.483,19,2026-07-19T11:39:11-04:00,T-50.817,T-55.817,11,2143.0,400.0,2543.0,,,
VRB_ask_0069,VRB,ask,76,2026-07-19T10:57:50-04:00,T-92.167,T-97.167,75,2026-07-19T11:03:09-04:00,T-86.850,T-91.850,76,2026-07-19T11:07:23-04:00,T-82.617,T-87.617,1,319.0,254.0,573.0,2026-07-19T11:07:23-04:00,T-82.617,T-87.617
VRB_bid_0033,VRB,bid,73,2026-07-19T10:57:50-04:00,T-92.167,T-97.167,72,2026-07-19T10:57:55-04:00,T-92.083,T-97.083,73,2026-07-19T10:59:01-04:00,T-90.983,T-95.983,1,5.0,66.0,71.0,2026-07-19T10:59:01-04:00,T-90.983,T-95.983
VRB_bid_0034,VRB,bid,73,2026-07-19T10:59:01-04:00,T-90.983,T-95.983,72,2026-07-19T10:59:23-04:00,T-90.617,T-95.617,73,2026-07-19T10:59:28-04:00,T-90.533,T-95.533,1,22.0,5.0,27.0,2026-07-19T10:59:28-04:00,T-90.533,T-95.533
VRB_bid_0035,VRB,bid,73,2026-07-19T10:59:28-04:00,T-90.533,T-95.533,72,2026-07-19T11:00:29-04:00,T-89.517,T-94.517,73,2026-07-19T11:02:39-04:00,T-87.350,T-92.350,1,61.0,130.0,191.0,2026-07-19T11:02:39-04:00,T-87.350,T-92.350
VRB_bid_0036,VRB,bid,73,2026-07-19T11:02:39-04:00,T-87.350,T-92.350,72,2026-07-19T11:03:40-04:00,T-86.333,T-91.333,73,2026-07-19T11:04:15-04:00,T-85.750,T-90.750,1,61.0,35.0,96.0,2026-07-19T11:04:15-04:00,T-85.750,T-90.750
VRB_bid_0037,VRB,bid,73,2026-07-19T11:04:15-04:00,T-85.750,T-90.750,72,2026-07-19T11:04:52-04:00,T-85.133,T-90.133,76,2026-07-19T11:09:14-04:00,T-80.767,T-85.767,1,37.0,262.0,299.0,2026-07-19T11:09:14-04:00,T-80.767,T-85.767
NIK_bid_0136,NIK,bid,25,2026-07-19T11:04:48-04:00,T-85.200,T-90.200,17,2026-07-19T11:09:55-04:00,T-80.083,T-85.083,18,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,8,307.0,48.0,355.0,,,
VRB_ask_0070,VRB,ask,76,2026-07-19T11:07:23-04:00,T-82.617,T-87.617,75,2026-07-19T11:07:25-04:00,T-82.583,T-87.583,77,2026-07-19T11:09:14-04:00,T-80.767,T-85.767,1,2.0,109.0,111.0,2026-07-19T11:09:14-04:00,T-80.767,T-85.767
VRB_bid_0038,VRB,bid,81,2026-07-19T11:09:28-04:00,T-80.533,T-85.533,80,2026-07-19T11:30:15-04:00,T-59.750,T-64.750,81,2026-07-19T11:31:12-04:00,T-58.800,T-63.800,1,1247.0,57.0,1304.0,2026-07-19T11:31:12-04:00,T-58.800,T-63.800
NIK_bid_0137,NIK,bid,18,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,17,2026-07-19T11:18:05-04:00,T-71.917,T-76.917,18,2026-07-19T11:39:11-04:00,T-50.817,T-55.817,1,442.0,1266.0,1708.0,2026-07-19T11:39:11-04:00,T-50.817,T-55.817
VRB_ask_0071,VRB,ask,84,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,82,2026-07-19T11:10:43-04:00,T-79.283,T-84.283,83,2026-07-19T11:17:20-04:00,T-72.667,T-77.667,2,0.0,397.0,397.0,2026-07-19T11:37:18-04:00,T-52.700,T-57.700
VRB_bid_0039,VRB,bid,81,2026-07-19T11:31:12-04:00,T-58.800,T-63.800,80,2026-07-19T11:31:22-04:00,T-58.633,T-63.633,81,2026-07-19T11:31:22-04:00,T-58.633,T-63.633,1,10.0,0.0,10.0,2026-07-19T11:31:22-04:00,T-58.633,T-63.633
VRB_bid_0040,VRB,bid,81,2026-07-19T11:31:22-04:00,T-58.633,T-63.633,80,2026-07-19T11:31:36-04:00,T-58.400,T-63.400,81,2026-07-19T11:31:36-04:00,T-58.400,T-63.400,1,14.0,0.0,14.0,2026-07-19T11:31:36-04:00,T-58.400,T-63.400
VRB_bid_0041,VRB,bid,81,2026-07-19T11:31:36-04:00,T-58.400,T-63.400,80,2026-07-19T11:32:01-04:00,T-57.983,T-62.983,81,2026-07-19T11:32:01-04:00,T-57.983,T-62.983,1,25.0,0.0,25.0,2026-07-19T11:32:01-04:00,T-57.983,T-62.983
VRB_bid_0042,VRB,bid,81,2026-07-19T11:32:01-04:00,T-57.983,T-62.983,80,2026-07-19T11:32:05-04:00,T-57.917,T-62.917,81,2026-07-19T11:32:06-04:00,T-57.900,T-62.900,1,4.0,1.0,5.0,2026-07-19T11:32:06-04:00,T-57.900,T-62.900
VRB_bid_0043,VRB,bid,81,2026-07-19T11:32:06-04:00,T-57.900,T-62.900,80,2026-07-19T11:32:07-04:00,T-57.883,T-62.883,81,2026-07-19T11:32:07-04:00,T-57.883,T-62.883,1,1.0,0.0,1.0,2026-07-19T11:32:07-04:00,T-57.883,T-62.883
VRB_bid_0044,VRB,bid,81,2026-07-19T11:32:07-04:00,T-57.883,T-62.883,80,2026-07-19T11:32:11-04:00,T-57.817,T-62.817,81,2026-07-19T11:32:11-04:00,T-57.817,T-62.817,1,4.0,0.0,4.0,2026-07-19T11:32:11-04:00,T-57.817,T-62.817
VRB_bid_0045,VRB,bid,81,2026-07-19T11:32:11-04:00,T-57.817,T-62.817,80,2026-07-19T11:32:12-04:00,T-57.800,T-62.800,81,2026-07-19T11:32:12-04:00,T-57.800,T-62.800,1,1.0,0.0,1.0,2026-07-19T11:32:12-04:00,T-57.800,T-62.800
VRB_bid_0046,VRB,bid,81,2026-07-19T11:32:12-04:00,T-57.800,T-62.800,80,2026-07-19T11:32:15-04:00,T-57.750,T-62.750,81,2026-07-19T11:32:15-04:00,T-57.750,T-62.750,1,3.0,0.0,3.0,2026-07-19T11:32:15-04:00,T-57.750,T-62.750
VRB_bid_0047,VRB,bid,81,2026-07-19T11:32:15-04:00,T-57.750,T-62.750,80,2026-07-19T11:32:17-04:00,T-57.717,T-62.717,81,2026-07-19T11:32:17-04:00,T-57.717,T-62.717,1,2.0,0.0,2.0,2026-07-19T11:32:17-04:00,T-57.717,T-62.717
VRB_bid_0048,VRB,bid,81,2026-07-19T11:32:17-04:00,T-57.717,T-62.717,80,2026-07-19T11:32:23-04:00,T-57.617,T-62.617,81,2026-07-19T11:32:23-04:00,T-57.617,T-62.617,1,6.0,0.0,6.0,2026-07-19T11:32:23-04:00,T-57.617,T-62.617
VRB_bid_0049,VRB,bid,81,2026-07-19T11:32:23-04:00,T-57.617,T-62.617,80,2026-07-19T11:32:27-04:00,T-57.550,T-62.550,81,2026-07-19T11:32:27-04:00,T-57.550,T-62.550,1,4.0,0.0,4.0,2026-07-19T11:32:27-04:00,T-57.550,T-62.550
VRB_bid_0050,VRB,bid,82,2026-07-19T11:36:19-04:00,T-53.683,T-58.683,80,2026-07-19T11:39:14-04:00,T-50.767,T-55.767,81,2026-07-19T11:44:48-04:00,T-45.200,T-50.200,2,175.0,334.0,509.0,2026-07-19T11:51:17-04:00,T-38.717,T-43.717
VRB_ask_0072,VRB,ask,84,2026-07-19T11:37:18-04:00,T-52.700,T-57.700,83,2026-07-19T11:51:17-04:00,T-38.717,T-43.717,84,2026-07-19T11:51:18-04:00,T-38.700,T-43.700,1,839.0,1.0,840.0,2026-07-19T11:51:18-04:00,T-38.700,T-43.700
NIK_ask_0010,NIK,ask,19,2026-07-19T11:39:11-04:00,T-50.817,T-55.817,18,2026-07-19T11:51:17-04:00,T-38.717,T-43.717,19,2026-07-19T11:51:19-04:00,T-38.683,T-43.683,1,726.0,2.0,728.0,2026-07-19T11:51:19-04:00,T-38.683,T-43.683
