ts_epoch,exchange_ts,price_cents,size,trade_id,true_print,taker_side
1784149995,2026-07-15T21:13:15.165810Z,93,1.07,3b1166d9-c484-50f8-3939-effc65968b1e,True,yes
1784150168,2026-07-15T21:16:08.823389Z,94,17.63,e7f8b89c-96a9-72e6-88e3-321495bddd4f,True,yes
1784150168,2026-07-15T21:16:08.823389Z,93,8.93,d26d26f5-c294-7bd4-8b0d-ffd9970d1d62,True,yes
1784150197,2026-07-15T21:16:37.543851Z,94,5.29,7827545f-f0b1-70f2-d1b5-a73c5f9053b3,True,yes
1784150225,2026-07-15T21:17:05.790824Z,6,26.56,c6b0dd11-f7a3-5aad-4d5f-4aab58733c31,True,no
1784150609,2026-07-15T21:23:29.200391Z,94,115.24,bb7399c0-3291-697e-46a4-5533bd1dbf57,True,yes
1784150609,2026-07-15T21:23:29.200391Z,93,14.0,bb649f2f-b1aa-6fe5-482c-1b1c86830798,True,yes
1784151665,2026-07-15T21:41:05.990466Z,93,1.0,de3eef5d-28a0-693d-a1a1-7314b3a9c057,True,yes
1784151665,2026-07-15T21:41:05.990466Z,93,4.35,50861a2e-5a29-6842-b5bb-fb4f386d779a,True,yes
1784153601,2026-07-15T22:13:21.698381Z,90,6.0,d798643f-f123-7c74-1ae9-9224838f934d,True,yes
1784153601,2026-07-15T22:13:21.698381Z,90,12.0,546f0f43-475a-7e29-113c-1dc7a15b91a3,True,yes
1784154096,2026-07-15T22:21:36.419305Z,56,19.0,17c98a0c-6db2-7888-412b-4586eb34c113,True,yes
1784154096,2026-07-15T22:21:36.419305Z,56,4.0,0aabb3c5-8e0b-797f-7745-8a9f53f55a07,True,yes
1784154267,2026-07-15T22:24:27.485030Z,56,11.0,c59bec30-30e7-592f-23b4-39e34497ec13,True,yes
1784154438,2026-07-15T22:27:18.873894Z,56,6.0,68458e8b-4b93-44e3-0ce4-84e23281ed97,True,yes
1784154609,2026-07-15T22:30:09.559818Z,56,2.0,b0d6684a-3c5b-4bff-ac99-9902b4b6980b,True,yes
1784154691,2026-07-15T22:31:31.915568Z,56,51.97,4bfef3a4-9dbb-570f-8e34-62ad826532d3,True,yes
1784154780,2026-07-15T22:33:00.081337Z,56,1.0,8a636a13-79e7-4e8f-7cf1-e002921a3053,True,yes
1784155636,2026-07-15T22:47:16.126085Z,56,8.66,4cbc2e84-cdb7-7757-2f30-485ea2c12f43,True,yes
1784155791,2026-07-15T22:49:51.773994Z,56,10.0,dfbf400b-50e6-7660-abaf-c070f2805bd5,True,yes
1784155791,2026-07-15T22:49:51.773994Z,56,60.37,23f6bce3-6373-772b-bb16-f9465b00dc17,True,yes
1784155801,2026-07-15T22:50:01.052522Z,58,4.0,9b799df2-48cf-51a3-c447-2eb0fbdf522e,True,yes
1784155801,2026-07-15T22:50:01.052522Z,58,10.0,05ecc3b5-2f39-521b-c37b-9afdb05cbfe3,True,yes
1784156297,2026-07-15T22:58:17.581269Z,57,10.0,2a4a125c-f69f-6f48-67f6-99876cf56390,True,no
1784156388,2026-07-15T22:59:48.834100Z,57,10.0,579529cc-7c07-7bec-fc92-42526fa78338,True,no
1784156479,2026-07-15T23:01:19.128612Z,57,10.0,d0a1d48a-3c1d-4c3f-d6a8-621f041b2d9d,True,no
1784156570,2026-07-15T23:02:50.459061Z,57,10.0,cd13feb7-bb05-68c3-9e4e-7715cc7f8f25,True,no
1784156660,2026-07-15T23:04:20.496073Z,57,10.0,85d21b65-94ad-54db-e6da-7f568b6caebd,True,no
1784156695,2026-07-15T23:04:55.068732Z,55,11.0,e01b9693-dcec-6ece-aa76-4083ccf3e8ae,True,no
1784156695,2026-07-15T23:04:55.068732Z,55,14.0,b6a056f8-a4d5-63b6-8e48-02f7fbf8d683,True,no
1784156695,2026-07-15T23:04:55.068732Z,56,5.0,07743b22-fa1b-68f9-b1f7-4d88d3228aab,True,no
1784156695,2026-07-15T23:04:55.016209Z,56,5.0,9d153804-d02b-7b69-0fdd-527689ce27c7,True,no
1784157227,2026-07-15T23:13:47.552314Z,49,9.0,d38821aa-b6e3-51a0-6bd9-42c3d7e8fd0b,True,yes
1784157227,2026-07-15T23:13:47.552314Z,50,68.56,900b8c4a-f1a6-5c34-6e45-09453bd4ff7a,True,yes
1784157227,2026-07-15T23:13:47.552314Z,48,20.0,35535f80-265e-51c9-69a1-0fdb5cea959c,True,yes
1784157776,2026-07-15T23:22:56.055046Z,50,53.0,e21f7d9f-cb8e-530c-6b98-775fe0109582,True,yes
1784157998,2026-07-15T23:26:38.734128Z,50,23.56,a69abe8c-68d8-5cbe-26d1-35ecd79a7261,True,yes
1784157998,2026-07-15T23:26:38.734128Z,50,76.44,45b946b3-ee32-58f4-2e77-a432727447ee,True,yes
1784158127,2026-07-15T23:28:47.593697Z,50,45.0,8834c4f8-e8be-5cca-6657-e35d25bef919,True,yes
1784158370,2026-07-15T23:32:50.920812Z,51,37.91,489e9250-5388-6bf2-2bc6-72bad42864f3,True,yes
1784158434,2026-07-15T23:33:54.780226Z,51,41.7,49c43798-18ec-793e-70dc-76936b5e9f23,True,yes
1784158592,2026-07-15T23:36:32.151951Z,51,10.0,320742f2-afb8-5aa4-2a63-d45cb7887684,True,yes
1784158592,2026-07-15T23:36:32.151951Z,51,390.39,06dde605-c3dc-5db2-20a8-5671369750a3,True,yes
1784158598,2026-07-15T23:36:38.160917Z,56,464.5,e67033ba-1a06-70f1-8647-5827e6a2d38c,True,no
1784158599,2026-07-15T23:36:39.281257Z,56,3.0,918c5ff5-587e-5451-7d44-a3729255bc8c,True,no
1784158601,2026-07-15T23:36:41.221598Z,56,7.5,bc4af2be-3620-4f7c-6b84-8e670f6df01d,True,no
1784158601,2026-07-15T23:36:41.221598Z,56,32.5,06a1e60d-de42-4ffd-43d9-ef2b389759a0,True,no
1784158612,2026-07-15T23:36:52.038359Z,57,3.0,b8f4f5fd-4d45-6c6b-5bdc-5180a5c223bc,True,yes
1784158631,2026-07-15T23:37:11.947858Z,56,7.5,cee55ea5-c075-5431-b9dd-bb05a4fae55b,True,no
1784158631,2026-07-15T23:37:11.947858Z,56,2.5,c07f45b1-9df0-5328-a5c5-6f2920b4c841,True,no
1784158634,2026-07-15T23:37:14.477308Z,56,5.0,611e6e7e-1049-6475-18db-d53da3a4d26f,True,no
1784158637,2026-07-15T23:37:17.110869Z,56,2.0,9e77d6b0-b05d-6b75-d49b-f878fdea0d93,True,no
1784158643,2026-07-15T23:37:23.529352Z,56,4.0,c617a81b-4f95-4681-b2a6-8ee7fa6a87f3,True,no
1784158645,2026-07-15T23:37:25.780365Z,56,1.5,bfa72724-96ad-747d-1a49-5e4ef6859183,True,no
1784158645,2026-07-15T23:37:25.780365Z,56,0.5,02b82414-b796-709e-1fc6-8bfadc3b5959,True,no
1784158649,2026-07-15T23:37:29.765093Z,57,31.96,542cd721-0ed2-7865-5939-79ab21518462,True,yes
1784158649,2026-07-15T23:37:29.765093Z,57,2.1,252b591e-e857-730f-78a0-0f16358e2bab,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,0.2,afce309e-4bf7-68a3-4c5f-d0a27e3f1ddd,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,41.04,af63c429-3252-61e5-5f04-2f6beec3fde2,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,1.15,6c009715-c191-67f5-5efc-6a8f2e88ae01,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,14.0,497cd7f0-7189-6707-6376-2109151f266c,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,5.6,3373c572-c84b-6cf4-7484-02a290954e19,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,1.25,1bcda941-61dd-6537-6d0d-0be47815f355,True,yes
1784158715,2026-07-15T23:38:35.839451Z,57,23.0,1a34848d-b057-6e7c-616d-736977522aa9,True,yes
1784158763,2026-07-15T23:39:23.087919Z,57,163.76,c2d1de97-52c1-4448-09fc-dc61bd264dac,True,no
1784158763,2026-07-15T23:39:23.087919Z,57,17.0,b296bdbc-faac-4479-1f5d-307a149ee6e1,True,no
1784158763,2026-07-15T23:39:23.087919Z,57,5.5,286f7df2-b58e-4aca-0161-af569a9ce465,True,no
1784158780,2026-07-15T23:39:40.509922Z,54,21.0,e5d45ad5-c354-6d3f-be94-6e4ccb6d6394,True,no
1784158780,2026-07-15T23:39:40.509922Z,54,10.0,90af3acb-7709-6651-a21d-fe6c7740e8b2,True,no
1784158798,2026-07-15T23:39:58.786019Z,53,2.1,c7001073-8f33-589e-2751-685cc576ea04,True,no
1784158798,2026-07-15T23:39:58.786019Z,53,10.0,a878f42f-8b7a-57b5-38fa-74532e3e2086,True,no
1784158798,2026-07-15T23:39:58.786019Z,53,15.0,43c8e8f0-e25b-5752-1497-b6f884f93dd0,True,no
1784158815,2026-07-15T23:40:15.422718Z,54,10.0,384e4373-e684-7356-f8f1-fa5da52a74d8,True,no
1784158843,2026-07-15T23:40:43.244409Z,52,22.0,a39665e0-c781-70e0-a773-3e1cebf0ac84,True,no
1784158843,2026-07-15T23:40:43.244409Z,52,5.0,6dd56f85-1cfb-7556-beac-41f878447b77,True,no
1784158843,2026-07-15T23:40:43.244409Z,52,5.0,44c74bcd-9772-7f52-a0db-73cca0a946a3,True,no
1784158843,2026-07-15T23:40:43.244409Z,52,114.03,38ee8fba-a826-7d88-ba57-c814f9b68d93,True,no
1784158858,2026-07-15T23:40:58.118554Z,56,8.0,f9ed6da0-cec5-6599-ebbe-bafa6d32717d,True,yes
1784158858,2026-07-15T23:40:58.118554Z,54,10.0,f29c29f1-aa2e-694b-d7e4-21e77858fb0e,True,yes
1784158858,2026-07-15T23:40:58.118554Z,58,1.17,3ba46b50-7662-6ea4-c22c-1b3e195a027f,True,yes
1784158858,2026-07-15T23:40:58.118554Z,55,12.0,26a30264-6001-6f52-e861-9f817b62f75c,True,yes
1784158858,2026-07-15T23:40:58.118554Z,54,40.0,0184a62e-b738-6126-c1e5-3d55e3a8f075,True,yes
1784159836,2026-07-15T23:57:16.518588Z,57,42.56,a24ed221-3af0-5b84-f551-effff64e5099,True,yes
1784159863,2026-07-15T23:57:43.234473Z,58,18.83,e3e1a44a-787a-5368-7685-564ad4dfa7f7,True,yes
1784159863,2026-07-15T23:57:43.234473Z,59,15.0,a2629b88-ccdd-54ef-6325-548fd186a2cb,True,yes
1784159863,2026-07-15T23:57:43.234473Z,58,15.0,7b04f6d3-a48d-5ac7-6212-bd9445ced9e1,True,yes
1784159863,2026-07-15T23:57:43.234473Z,59,11.0,6d140bd9-027a-5dd3-505e-1a19b80be259,True,yes
1784159863,2026-07-15T23:57:43.234473Z,57,10.0,612a45d7-e7bf-5067-4c7f-b6919f9a0aa0,True,yes
1784159863,2026-07-15T23:57:43.234473Z,57,2.44,543530a7-53f8-5328-6f38-29194d088931,True,yes
1784159863,2026-07-15T23:57:43.234473Z,57,29.0,4669d943-6ed0-5a02-70bc-70092f11a75d,True,yes
1784159863,2026-07-15T23:57:43.234473Z,58,0.17,3fb47aab-7fc0-5be8-717e-ff62d5720102,True,yes
1784159863,2026-07-15T23:57:43.234473Z,59,45.0,2df9517f-0b34-51a9-6b32-ffb1e7b2f052,True,yes
1784159863,2026-07-15T23:57:43.234473Z,59,25.0,1c4ded85-09a7-563d-6c3e-d094dd7ccc0f,True,yes
1784159863,2026-07-15T23:57:43.234473Z,60,43.92,05b201f1-52f4-5c4c-4f2b-9ed343b99bcb,True,yes
1784160093,2026-07-16T00:01:33.932496Z,60,0.24,7a06b21a-4071-7945-6633-8545a3fbfe67,True,yes
1784160162,2026-07-16T00:02:42.277374Z,60,32.0,082f0eeb-1e45-4b95-15cc-1f1bd8062ebb,True,yes
1784160300,2026-07-16T00:05:00.347770Z,60,12.76,9da3e31e-49d1-55cd-8511-caca62d04683,True,yes
1784160396,2026-07-16T00:06:36.933234Z,61,1.08,2d34036b-440d-40e2-1f9f-bad32dd499b6,True,yes
1784160492,2026-07-16T00:08:12.024564Z,61,15.95,fefe5da4-e981-7162-6fd4-6335aa57e4ea,True,yes
1784161432,2026-07-16T00:23:52.247940Z,59,8.0,e5ee2428-42f0-4480-66fd-aa24bd881bc6,True,yes
1784161432,2026-07-16T00:23:52.247940Z,59,6.8,8272dde5-548b-4232-53f8-573fcd72f1ef,True,yes
1784161432,2026-07-16T00:23:52.247940Z,59,16.0,6af35e97-9f97-4dc9-5147-ba21a8cc9015,True,yes
1784161432,2026-07-16T00:23:52.247940Z,59,37.0,5e5c7c55-2b3d-4618-4d54-91188e1ce36d,True,yes
1784161434,2026-07-16T00:23:54.378344Z,60,13.0,4116ae43-50e5-5d81-2bd2-3fa3df6433a7,True,yes
1784161467,2026-07-16T00:24:27.122905Z,60,224.0,87ea3592-5795-561d-0abe-2a88371bfd07,True,yes
1784161909,2026-07-16T00:31:49.015035Z,59,76.38,f2b57b37-fa98-50c0-8096-bc68126c26b8,True,yes
1784161909,2026-07-16T00:31:49.015035Z,59,6.0,762c5328-2200-5b7f-8664-84c1b930682d,True,yes
1784162107,2026-07-16T00:35:07.950325Z,59,3.0,9416bdb5-5c55-6a70-d211-c91e4d9422e6,True,yes
1784162286,2026-07-16T00:38:06.625769Z,61,420.0,f236c51d-96dc-409c-d6ba-719f73f680f7,True,yes
1784162286,2026-07-16T00:38:06.625769Z,61,300.0,704836f6-e07f-4dd2-fb39-ac94d2314f58,True,yes
1784162286,2026-07-16T00:38:06.625769Z,62,6.0,65d05e04-b315-4867-e67c-bd9e02885b2d,True,yes
1784162286,2026-07-16T00:38:06.625769Z,61,482.97,54ad306b-6dd1-4976-f54b-fec7d9183c9a,True,yes
1784162286,2026-07-16T00:38:06.625769Z,61,12.0,4b23fa21-9309-4300-ff84-a650b36d14e8,True,yes
1784162286,2026-07-16T00:38:06.625769Z,62,6.0,1d88d9d7-d670-47cd-f3d5-e74cb53acfe5,True,yes
1784162286,2026-07-16T00:38:06.625769Z,63,357.39,1869ec23-51f3-420e-d885-7d8736cb87e8,True,yes
1784162356,2026-07-16T00:39:16.832450Z,61,5.0,fd9acda5-7062-75ac-a83e-f722245d3199,True,yes
1784162444,2026-07-16T00:40:44.449631Z,61,8.0,13a07d20-2b5a-571c-3e49-77ed9146c8f5,True,yes
1784163353,2026-07-16T00:55:53.807985Z,58,35.79,5a913d9d-0904-6c00-5894-3b959400ffe6,True,no
1784163353,2026-07-16T00:55:53.807367Z,59,10.0,4a9042d7-01e9-6eb8-cd15-766ccc50f9d5,True,no
1784163353,2026-07-16T00:55:53.806739Z,60,20.0,fd4a9c34-930f-4639-a069-4bb2a3ee9c69,True,no
1784163354,2026-07-16T00:55:54.492425Z,59,7.0,1a543394-15b0-646d-0f93-e636685a5b2e,True,no
1784163357,2026-07-16T00:55:57.805225Z,58,6.26,db4a5c80-7134-62fc-47ae-9c576088c76e,True,no
1784163357,2026-07-16T00:55:57.591182Z,58,22.8,f397c61d-dca0-5600-bfa6-e6b05265fa6a,True,no
1784163357,2026-07-16T00:55:57.591182Z,59,3.0,9d2aeaa8-d104-5409-81ac-48bfab25a54a,True,no
1784163358,2026-07-16T00:55:58.295244Z,55,7.0,e4a3cfe7-dd78-665a-dce4-c0bc4ad01a50,True,no
1784163358,2026-07-16T00:55:58.295244Z,54,179.82,b8e447a5-52cd-608f-d9e6-768f82f7cee7,True,no
1784163358,2026-07-16T00:55:58.295244Z,56,17.03,abda07ce-211c-6f6b-df6c-591b2f197eaf,True,no
1784163358,2026-07-16T00:55:58.295244Z,55,7.0,8e80769a-ade3-6dd3-df5d-62bf174981a0,True,no
1784163358,2026-07-16T00:55:58.295244Z,55,22.0,77e51e69-b8f0-6d95-e6a7-0099df804826,True,no
1784163358,2026-07-16T00:55:58.295244Z,58,10.0,5943a336-951d-677d-f0c9-a3967ffe0c75,True,no
1784163358,2026-07-16T00:55:58.295244Z,56,7.0,492aad4b-f9df-6106-cf43-c744d604255d,True,no
1784163358,2026-07-16T00:55:58.295244Z,58,112.15,3d05be0b-8450-6fa8-d144-ddc18a455b22,True,no
1784163523,2026-07-16T00:58:43.575817Z,56,402.0,cee9e4d0-f0e5-7529-a4e3-9dd07e0ae69a,True,no
1784163527,2026-07-16T00:58:47.034803Z,57,11.0,9112ad47-a7f3-5f30-8807-f76c5eb8190a,True,yes
1784163534,2026-07-16T00:58:54.941247Z,57,1.0,f67fd48c-1d27-4970-f5c8-c6fdc377b91a,True,yes
1784163534,2026-07-16T00:58:54.624713Z,56,77.0,3a4fc0ee-8c4d-78c5-6197-4811ab9eee52,True,no
1784163540,2026-07-16T00:59:00.952081Z,56,3.97,98cdb66f-f069-62a1-dcfd-bae989ad5afa,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,7.0,94d36457-bc73-6962-d2f8-c26dd3d73ae6,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,7.0,54f88c55-8a23-634c-c618-9e932eabc5d2,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,7.0,4aace2c7-c735-6bc5-d8d9-c612b0963b37,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,7.0,3a6029bf-f775-6309-e56d-90eb02a5db8d,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,15.03,1a278761-04c3-6fe4-f1cf-5aeb617069e5,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,7.0,15de579f-a39a-6d81-cbb7-1c2c1ad5a9b0,True,no
1784163540,2026-07-16T00:59:00.952081Z,54,22.0,0753628b-e1fb-67e7-fb74-e91bd1f5615c,True,no
1784163565,2026-07-16T00:59:25.322506Z,54,2.0,8777a8bd-e35e-5493-ca69-72fb6d9a74f4,True,yes
1784163944,2026-07-16T01:05:44.327337Z,55,52.75,e5d42b85-bc24-4700-220a-7f2ac6da34f5,True,yes
1784163944,2026-07-16T01:05:44.327337Z,54,36.0,cfb2e391-f51e-4f03-27fd-f613ae63ca78,True,yes
1784164807,2026-07-16T01:20:07.341609Z,54,17.94,4d2bd05c-feea-4ae2-8568-164cc6049308,True,yes
1784165045,2026-07-16T01:24:05.294663Z,54,142.0,fc704bf5-fe15-5ba7-ca5d-c3c292691d9c,True,yes
1784165045,2026-07-16T01:24:05.294663Z,54,10.0,fc0af523-44ee-53ce-d77d-0d4be1fe4e98,True,yes
1784165045,2026-07-16T01:24:05.294663Z,54,634.06,75a4291d-338e-51fe-eddb-7501f2cd6440,True,yes
1784165195,2026-07-16T01:26:35.103344Z,55,367.25,30e8df56-8dfc-4ce4-27b8-5e28a78f15e5,True,yes
1784165195,2026-07-16T01:26:35.103344Z,55,52.0,2c011a62-3ed9-4797-0c7c-340b4690b1d6,True,yes
1784165195,2026-07-16T01:26:35.103344Z,55,615.75,1203232e-6d31-4092-1c48-b437eed689e2,True,yes
1784165832,2026-07-16T01:37:12.550030Z,55,664.25,929b4035-e60d-68c2-75ed-c6f2f66739f2,True,yes
1784165832,2026-07-16T01:37:12.550030Z,56,77.05,787a4b60-fe27-674f-7427-921c8ff0ccd8,True,yes
1784165832,2026-07-16T01:37:12.550030Z,55,10.0,3d5aff3d-1fdc-631c-601d-2e9ae85a1340,True,yes
1784165832,2026-07-16T01:37:12.550030Z,55,10.0,1974ee76-c7da-6bc7-5817-b052d5d739cc,True,yes
1784165832,2026-07-16T01:37:12.550030Z,55,1000.0,17df5856-ae37-6585-7398-667042e7c020,True,yes
1784165839,2026-07-16T01:37:19.100066Z,56,802.4,e5629986-6472-7274-a710-a9d677a54931,True,yes
1784165839,2026-07-16T01:37:19.100066Z,56,8.0,ab739bd4-e5bd-7b4c-ad5b-33298f39a114,True,yes
1784165839,2026-07-16T01:37:19.100066Z,56,404.0,7a1f402a-6e59-7c75-9104-7fa7f8e4ef9a,True,yes
1784165839,2026-07-16T01:37:19.100066Z,56,117.95,745bf664-d50b-763f-b2fa-8893b588f0ac,True,yes
1784165839,2026-07-16T01:37:19.100066Z,56,400.0,28248fc3-bef4-70d4-83e9-6113ca47d2ae,True,yes
1784165845,2026-07-16T01:37:25.622129Z,56,83.75,dff83323-bbc3-58a5-0816-0566041ab1ad,True,yes
1784165845,2026-07-16T01:37:25.622129Z,56,1648.6,c91077d2-fe6e-5aac-216d-2bfd9e157795,True,yes
1784165853,2026-07-16T01:37:33.022354Z,55,180.0,064b153e-59f7-6c03-7748-7faa37bc273a,True,no
1784165855,2026-07-16T01:37:35.949664Z,55,14.0,e78448d0-83b6-5d37-6e72-9b3b50f880c3,True,no
1784165858,2026-07-16T01:37:38.597853Z,55,7.0,5b0daff8-081e-5603-61b7-4b98f05a3267,True,no
1784165861,2026-07-16T01:37:41.913470Z,55,3.0,ff360a1a-e4a2-5fbb-47ae-6eaaeee95be7,True,no
1784165866,2026-07-16T01:37:46.270781Z,55,2.0,4a690b79-fb46-645f-b579-46b7f6e3613b,True,no
1784165874,2026-07-16T01:37:54.437180Z,56,1068.94,a53214cf-4184-70b6-a713-7b1a9541703e,True,yes
1784165874,2026-07-16T01:37:54.437180Z,56,802.0,699183fc-446d-7722-9670-67f5e8ba2563,True,yes
1784165882,2026-07-16T01:38:02.825800Z,55,1.0,cccb1d75-5d6d-536b-9b18-4cec655161ce,True,no
1784165882,2026-07-16T01:38:02.825800Z,55,2.0,aea60470-fb42-5893-b09c-2b384ce5a89b,True,no
1784165882,2026-07-16T01:38:02.825800Z,55,178.0,6c795d13-ad23-512a-ad62-03a6192e3167,True,no
1784165893,2026-07-16T01:38:13.240883Z,55,10.0,ecf8eac8-e130-5211-a033-3b6876cbfc39,True,yes
1784165893,2026-07-16T01:38:13.240883Z,56,3.0,e3d88da7-e2e4-5895-bf4c-c36e60226e64,True,yes
1784165893,2026-07-16T01:38:13.240883Z,57,14.0,c8382aa2-a8d5-52d0-93e8-599421447966,True,yes
1784165893,2026-07-16T01:38:13.240883Z,58,114.9,b40d314d-1957-51da-8ed1-51109e32c7bb,True,yes
1784165893,2026-07-16T01:38:13.240883Z,56,1.0,953538b4-7536-55ea-98fc-c863d95f0509,True,yes
1784165893,2026-07-16T01:38:13.240883Z,57,832.0,876b8473-adaa-5bf4-9448-374326d551f0,True,yes
1784165893,2026-07-16T01:38:13.240883Z,57,360.0,4cac7d57-9fe5-541a-bed8-938520e9830d,True,yes
1784165893,2026-07-16T01:38:13.240883Z,57,177.0,2f6ef7f2-12f4-5414-807a-f010ab24789d,True,yes
1784165893,2026-07-16T01:38:13.240883Z,57,175.43,01172952-d632-5ab5-b6cd-d2c1c9ba7546,True,yes
1784165893,2026-07-16T01:38:13.240883Z,58,14.0,00557688-08d9-55d2-8f11-25009650dc11,True,yes
1784165894,2026-07-16T01:38:14.399901Z,55,48.0,dee2e4d7-5950-66db-ab26-e5467c79c42c,True,no
1784165894,2026-07-16T01:38:14.399901Z,56,20.0,d9d2a8dd-c0e4-6a77-aa4a-1bc751a41257,True,no
1784165900,2026-07-16T01:38:20.426853Z,58,371.1,f830df3c-e0eb-681a-864a-eaf4716a0583,True,yes
1784165900,2026-07-16T01:38:20.426853Z,56,20.0,c75e6bf7-1836-6203-975a-ad6dee916151,True,yes
1784165900,2026-07-16T01:38:20.426853Z,57,173.0,346fc15c-af86-6f36-a235-d14938658624,True,yes
1784165900,2026-07-16T01:38:20.426853Z,57,360.0,33f4b106-4b52-6333-83cb-7d1fdc764f11,True,yes
1784165900,2026-07-16T01:38:20.426853Z,58,590.27,31cca8ca-3e1d-606d-a2ec-ab114513631c,True,yes
1784165900,2026-07-16T01:38:20.426853Z,58,170.0,04167e86-c1de-661e-bd04-738614a77e6e,True,yes
1784165901,2026-07-16T01:38:21.837396Z,56,190.0,38749bca-94dc-656d-3a18-faed67424416,True,no
1784165904,2026-07-16T01:38:24.672558Z,56,95.0,3a31ba2f-a034-7899-6439-39d069208582,True,no
1784165906,2026-07-16T01:38:26.891443Z,56,47.0,2d37f647-383c-5d71-b73b-e4a565ff7d16,True,no
1784165909,2026-07-16T01:38:29.337119Z,56,24.0,a34f28bb-4138-6bf5-f521-add71939d362,True,no
1784165911,2026-07-16T01:38:31.497653Z,56,8.0,fa47e81d-4a08-7fbb-af72-f0a3b6b54f49,True,no
1784165911,2026-07-16T01:38:31.497653Z,56,4.0,44c7c1b7-0810-76c5-a86e-df6dacfc6bce,True,no
1784165915,2026-07-16T01:38:35.694815Z,56,20.0,8d93cf9d-3125-5c9f-f490-5748e51f3e00,True,no
1784165915,2026-07-16T01:38:35.694815Z,56,12.0,6dcf2307-a818-5a03-fb04-ae1bcc76fc45,True,no
