ts_epoch,t_minus_bell_min,spread,bid_dwell_s,ask_dwell_s,book_changes_30min,trades_60min,median_size_60min,midsum_abs_dev
1784178034,719.4,1,2179,3104,37,23,23.99,1.0
1784178094,718.4,1,2239,3164,42,23,23.99,1.0
1784178154,717.4,1,2299,3224,42,23,23.99,1.0
1784178214,716.4,1,2359,3284,43,24,23.99,1.0
1784178274,715.4,1,2419,3344,43,24,23.99,1.0
1784178334,714.4,1,2479,3404,42,24,23.99,1.0
1784178394,713.4,1,2539,3464,45,26,23.99,1.0
1784178454,712.4,1,2599,3524,45,28,23.99,1.0
1784178514,711.4,1,2659,3584,46,28,23.99,1.0
1784178574,710.4,1,2719,3644,45,23,23.99,1.0
1784178634,709.4,1,2779,3704,40,23,23.99,1.0
1784178694,708.4,1,2839,3764,36,23,23.99,1.0
1784178754,707.4,1,2899,3824,36,23,23.99,1.0
1784178814,706.4,1,2959,3884,36,23,23.99,1.0
1784178874,705.4,1,3019,3944,27,23,23.99,1.0
1784178934,704.4,1,3079,4004,27,23,23.99,1.0
1784178994,703.4,1,3139,4064,27,23,23.99,1.0
1784179054,702.4,1,3199,4124,26,22,26.04,1.0
1784179114,701.4,1,3259,4184,24,21,28.09,1.0
1784179174,700.4,1,3319,4244,24,21,28.09,1.0
1784179234,699.4,1,3379,4304,22,21,28.09,1.0
1784179294,698.4,1,3439,4364,22,21,28.09,1.0
1784179354,697.4,1,3499,4424,22,20,26.04,1.0
1784179414,696.4,1,3559,4484,22,20,26.04,1.0
1784179474,695.4,1,3619,4544,22,19,23.99,1.0
1784179534,694.4,1,3679,4604,20,18,26.04,1.0
1784179594,693.4,1,3739,4664,18,16,26.04,1.0
1784179654,692.4,1,3799,4724,18,16,26.04,1.0
1784179714,691.4,1,3859,4784,19,17,23.99,1.0
1784179774,690.4,1,3919,4844,19,18,26.04,1.0
1784179834,689.4,1,3979,4904,17,18,26.04,1.0
1784179894,688.4,1,4039,4964,15,19,23.99,1.0
1784179954,687.4,1,4099,5024,17,21,23.99,1.0
1784180014,686.4,1,4159,5084,19,21,23.99,1.0
1784180074,685.4,1,4219,5144,19,21,23.99,1.0
1784180134,684.4,1,4279,5204,19,19,23.99,1.0
1784180194,683.4,1,4339,5264,15,17,15.76,1.0
1784180254,682.4,1,4399,5324,13,17,15.76,1.0
1784180314,681.4,1,4459,5384,11,17,15.76,1.0
1784180374,680.4,1,4519,5444,12,17,15.76,1.0
1784180434,679.4,1,4579,5504,11,16,13.879999999999999,1.0
1784180494,678.4,1,4639,5564,11,16,13.879999999999999,1.0
1784180554,677.4,1,4699,5624,11,16,13.879999999999999,1.0
1784180614,676.4,1,4759,5684,13,17,12.0,1.0
1784180674,675.4,1,4819,5744,13,17,12.0,1.0
1784180734,674.4,1,4879,5804,13,17,12.0,1.0
1784180794,673.4,1,4939,5864,13,16,13.879999999999999,1.0
1784180854,672.4,1,4999,5924,14,16,13.879999999999999,1.0
1784180914,671.4,1,5059,5984,14,16,13.879999999999999,1.0
1784180974,670.4,1,5119,6044,15,17,12.0,1.0
1784181034,669.4,1,5179,6104,15,16,11.995000000000001,1.0
1784181094,668.4,1,5239,6164,15,16,11.995000000000001,1.0
1784181154,667.4,1,5299,6224,16,16,11.995000000000001,1.0
1784181214,666.4,1,5359,6284,16,16,11.995000000000001,1.0
1784181274,665.4,1,5419,6344,18,17,12.0,1.0
1784181334,664.4,1,5479,6404,19,14,11.995000000000001,1.0
1784181394,663.4,1,5539,6464,19,14,11.995000000000001,1.0
1784181454,662.4,1,5599,6524,19,14,11.995000000000001,1.0
1784181514,661.4,1,5659,6584,18,14,11.995000000000001,1.0
1784181574,660.4,1,5719,6644,17,14,11.995000000000001,1.0
1784181634,659.4,1,5779,6704,17,14,11.995000000000001,1.0
1784181694,658.4,1,5839,6764,15,14,11.995000000000001,1.0
1784181754,657.4,1,5899,6824,19,14,11.995000000000001,1.0
1784181814,656.4,1,5959,6884,21,13,12.0,1.0
1784181874,655.4,1,6019,6944,23,13,12.0,1.0
1784181934,654.4,1,6079,7004,23,13,12.0,1.0
1784181994,653.4,1,6139,7064,24,12,11.995000000000001,1.0
1784182054,652.4,1,6199,7124,26,10,11.995000000000001,1.0
1784182114,651.4,1,6259,7184,26,10,11.995000000000001,1.0
1784182174,650.4,1,6319,7244,27,10,11.995000000000001,1.0
1784182234,649.4,1,6379,7304,31,10,11.995000000000001,1.0
1784182294,648.4,1,6439,7364,31,10,11.995000000000001,1.0
1784182354,647.4,1,6499,7424,31,10,11.995000000000001,1.0
1784182414,646.4,1,6559,7484,29,10,11.995000000000001,1.0
1784182474,645.4,1,6619,7544,30,10,11.995000000000001,1.0
1784182534,644.4,1,6679,7604,30,10,11.995000000000001,1.0
1784182594,643.4,1,6739,7664,30,10,11.995000000000001,1.0
1784182654,642.4,1,6799,7724,29,10,11.995000000000001,1.0
1784182714,641.4,1,6859,7784,29,10,11.995000000000001,1.0
1784182774,640.4,1,6919,7844,29,10,11.995000000000001,1.0
1784182834,639.4,1,6979,7904,30,10,11.995000000000001,1.0
1784182894,638.4,1,7039,7964,32,10,11.995000000000001,1.0
1784182954,637.4,1,7099,8024,31,10,11.995000000000001,1.0
1784183014,636.4,1,7159,8084,32,11,11.99,1.0
1784183074,635.4,1,7219,8144,30,11,11.99,1.0
1784183134,634.4,1,7279,8204,30,11,11.99,1.0
1784183194,633.4,1,7339,8264,30,11,11.99,1.0
1784183254,632.4,1,7399,8324,31,12,11.99,1.0
1784183314,631.4,1,7459,8384,33,11,11.99,1.0
1784183374,630.4,1,7519,8444,33,10,8.605,1.0
1784183434,629.4,1,7579,8504,33,10,8.605,1.0
1784183494,628.4,1,7639,8564,32,9,11.99,1.0
1784183554,627.4,1,7699,8624,26,7,11.99,1.0
1784183614,626.4,1,7759,8684,23,7,11.99,1.0
1784183674,625.4,1,7819,8744,21,7,11.99,1.0
1784183734,624.4,1,7879,8804,21,7,11.99,1.0
1784183794,623.4,1,7939,8864,20,7,11.99,1.0
1784183854,622.4,1,7999,8924,18,7,11.99,1.0
1784183914,621.4,1,8059,8984,19,7,11.99,1.0
1784183974,620.4,1,8119,9044,19,6,11.99,1.0
1784184034,619.4,1,8179,9104,15,6,11.99,1.0
1784184094,618.4,1,8239,9164,15,6,11.99,1.0
1784184154,617.4,1,8299,9224,15,6,11.99,1.0
1784184214,616.4,1,8359,9284,15,5,11.99,1.0
1784184274,615.4,1,8419,9344,16,5,11.99,0.5
1784184334,614.4,1,8479,9404,16,6,7.19,0.5
1784184394,613.4,1,8539,9464,16,6,7.19,0.5
1784184454,612.4,1,8599,9524,16,6,7.19,0.5
1784184514,611.4,1,8659,9584,16,6,7.19,0.5
1784184574,610.4,1,8719,9644,15,5,11.99,0.5
1784184634,609.4,1,8779,9704,14,5,11.99,0.5
1784184694,608.4,1,8839,9764,12,5,11.99,0.5
1784184754,607.4,1,8899,9824,12,5,11.99,0.5
1784184814,606.4,1,8959,9884,11,5,11.99,0.5
1784184874,605.4,1,9019,9944,11,4,7.19,0.5
1784184934,604.4,1,9079,10004,13,4,7.19,0.5
1784184994,603.4,1,9139,10064,13,4,7.19,0.5
1784185054,602.4,1,9199,10124,15,4,7.19,0.5
1784185114,601.4,1,9259,10184,13,4,7.19,0.5
1784185174,600.4,1,9319,10244,13,4,7.19,0.5
1784185234,599.4,1,9379,10304,32,4,7.19,0.5
1784185294,598.4,1,9439,10364,33,4,7.19,0.5
1784185354,597.4,1,9499,10424,33,4,7.19,0.5
1784185414,596.4,1,9559,10484,31,4,7.19,0.5
1784185474,595.4,1,9619,10544,31,4,7.19,0.5
1784185534,594.4,1,9679,10604,31,4,7.19,0.5
1784185594,593.4,1,9739,10664,31,3,2.39,0.5
1784185654,592.4,1,9799,10724,31,3,2.39,0.5
1784185714,591.4,1,9859,10784,30,3,2.39,0.5
1784185774,590.4,1,9919,10844,28,3,2.39,0.5
1784185834,589.4,1,9979,10904,29,3,2.39,0.5
1784185894,588.4,1,10039,10964,29,3,2.39,0.5
1784185954,587.4,1,10099,11024,29,3,2.39,0.5
1784186014,586.4,1,10159,11084,29,3,2.39,0.5
1784186074,585.4,1,10219,11144,28,3,2.39,0.5
1784186134,584.4,1,10279,11204,27,3,2.39,0.5
1784186194,583.4,1,10339,11264,27,3,2.39,0.5
1784186254,582.4,1,10399,11324,27,3,2.39,0.5
1784186314,581.4,1,10459,11384,27,3,2.39,0.5
1784186374,580.4,1,10519,11444,27,3,2.39,0.5
1784186434,579.4,1,10579,11504,27,3,2.39,0.5
1784186494,578.4,1,10639,11564,27,3,2.39,0.5
1784186554,577.4,1,10699,11624,27,3,2.39,0.5
1784186614,576.4,1,10759,11684,27,2,2.39,0.5
1784186674,575.4,1,10819,11744,27,2,2.39,0.5
1784186734,574.4,1,10879,11804,24,2,2.39,0.5
1784186794,573.4,1,10939,11864,24,2,2.39,0.5
1784186854,572.4,1,10999,11924,21,1,2.39,0.5
1784186914,571.4,1,11059,11984,21,1,2.39,0.5
1784186974,570.4,1,11119,12044,21,1,2.39,0.5
1784187034,569.4,1,11179,12104,2,1,2.39,0.5
1784187094,568.4,1,11239,12164,2,1,2.39,0.0
1784187154,567.4,1,11299,12224,2,1,2.39,0.0
1784187214,566.4,1,11359,12284,2,1,2.39,0.0
1784187274,565.4,1,11419,12344,2,1,2.39,0.0
1784187334,564.4,1,11479,12404,2,1,2.39,0.0
1784187394,563.4,1,11539,12464,2,1,2.39,0.0
1784187454,562.4,1,11599,12524,2,1,2.39,0.0
1784187514,561.4,1,11659,12584,2,1,2.39,0.0
1784187574,560.4,1,11719,12644,2,1,2.39,0.0
1784187634,559.4,1,11779,12704,1,1,2.39,0.0
1784187694,558.4,1,11839,12764,1,1,2.39,0.0
1784187754,557.4,1,11899,12824,1,1,2.39,0.0
1784187814,556.4,1,11959,12884,1,1,2.39,0.0
1784187874,555.4,1,12019,12944,1,1,2.39,0.0
1784187934,554.4,1,12079,13004,1,0,,0.0
1784187994,553.4,1,12139,13064,1,0,,0.5
1784188054,552.4,1,12199,13124,1,0,,0.5
1784188114,551.4,1,12259,13184,1,0,,0.5
1784188174,550.4,1,12319,13244,1,0,,0.5
1784188234,549.4,1,12379,13304,1,0,,0.5
1784188294,548.4,1,12439,13364,1,0,,0.5
1784188354,547.4,1,12499,13424,1,0,,0.5
1784188414,546.4,1,12559,13484,1,0,,0.5
1784188474,545.4,1,12619,13544,5,0,,0.5
1784188534,544.4,1,12679,13604,5,0,,0.5
1784188594,543.4,1,12739,13664,5,0,,0.5
1784188654,542.4,1,12799,13724,5,0,,0.5
1784188714,541.4,1,12859,13784,5,0,,0.5
1784188774,540.4,1,12919,13844,5,0,,0.5
1784188834,539.4,1,12979,13904,5,0,,0.5
1784188894,538.4,1,13039,13964,4,0,,0.5
1784188954,537.4,1,13099,14024,4,0,,0.5
1784189014,536.4,1,13159,14084,4,0,,0.5
1784189074,535.4,1,13219,14144,4,0,,0.5
1784189134,534.4,1,13279,14204,4,0,,0.5
1784189194,533.4,1,13339,14264,4,0,,0.5
1784189254,532.4,1,13399,14324,4,0,,0.5
1784189314,531.4,1,13459,14384,4,0,,0.5
1784189374,530.4,1,13519,14444,4,0,,0.5
1784189434,529.4,1,13579,14504,4,0,,0.5
1784189494,528.4,1,13639,14564,4,0,,0.5
1784189554,527.4,1,13699,14624,4,0,,0.5
1784189614,526.4,1,13759,14684,4,0,,0.5
1784189674,525.4,1,13819,14744,4,0,,0.5
1784189734,524.4,1,13879,14804,4,0,,0.5
1784189794,523.4,1,13939,14864,4,0,,0.5
1784189854,522.4,1,13999,14924,4,0,,0.5
1784189914,521.4,1,14059,14984,4,0,,0.5
1784189974,520.4,1,14119,15044,4,0,,0.5
1784190034,519.4,1,14179,15104,4,0,,0.5
1784190094,518.4,1,14239,15164,4,0,,0.5
1784190154,517.4,1,14299,15224,4,0,,0.5
1784190214,516.4,1,14359,15284,4,0,,0.5
1784190274,515.4,1,14419,15344,0,0,,0.5
1784190334,514.4,1,14479,15404,0,0,,0.5
1784190394,513.4,1,14539,15464,0,0,,0.5
1784190454,512.4,1,14599,15524,0,0,,0.5
1784190514,511.4,1,14659,15584,0,0,,0.5
1784190574,510.4,1,14719,15644,0,0,,0.5
1784190634,509.4,1,14779,15704,0,0,,0.5
1784190694,508.4,1,14839,15764,0,0,,0.5
1784190754,507.4,1,14899,15824,0,0,,0.5
1784190814,506.4,1,14959,15884,0,0,,0.5
1784190874,505.4,1,15019,15944,0,0,,0.5
1784190934,504.4,1,15079,16004,0,0,,0.5
1784190994,503.4,1,15139,16064,0,0,,0.5
1784191054,502.4,1,15199,16124,0,0,,0.5
1784191114,501.4,1,15259,16184,0,0,,0.5
1784191174,500.4,1,15319,16244,0,0,,0.5
1784191234,499.4,1,15379,16304,0,0,,0.5
1784191294,498.4,1,15439,16364,0,0,,0.5
1784191354,497.4,1,15499,16424,0,0,,0.5
1784191414,496.4,1,15559,16484,0,0,,0.5
1784191474,495.4,1,15619,16544,0,0,,0.5
1784191534,494.4,1,15679,16604,0,0,,0.5
1784191594,493.4,1,15739,16664,0,0,,0.5
1784191654,492.4,1,15799,16724,0,0,,0.5
1784191714,491.4,1,15859,16784,0,0,,0.5
1784191774,490.4,1,15919,16844,0,0,,0.5
1784191834,489.4,1,15979,16904,0,0,,0.5
1784191894,488.4,1,16039,16964,0,0,,0.5
1784191954,487.4,1,16099,17024,0,0,,0.5
1784192014,486.4,1,16159,17084,0,0,,0.5
1784192074,485.4,1,16219,17144,0,0,,1.0
1784192134,484.4,1,16279,17204,0,0,,1.0
1784192194,483.4,1,16339,17264,0,0,,1.0
1784192254,482.4,1,16399,17324,0,0,,1.0
1784192314,481.4,1,16459,17384,0,0,,1.0
1784192374,480.4,1,16519,17444,0,0,,1.0
1784192434,479.4,1,11,24,10,0,,1.0
1784192494,478.4,1,38,38,38,3,39.0,0.0
1784192554,477.4,1,98,98,71,3,39.0,0.0
1784192614,476.4,1,158,158,94,3,39.0,0.0
1784192674,475.4,1,218,218,114,3,39.0,0.0
1784192734,474.4,1,278,278,129,3,39.0,0.0
1784192794,473.4,1,338,338,144,3,39.0,0.0
1784192854,472.4,1,398,398,159,3,39.0,0.0
1784192914,471.4,1,458,458,176,3,39.0,0.0
1784192974,470.4,1,518,518,199,3,39.0,0.0
1784193034,469.4,1,578,578,219,3,39.0,0.0
1784193094,468.4,1,638,638,237,3,39.0,0.0
1784193154,467.4,1,698,698,252,3,39.0,0.0
1784193214,466.4,1,758,758,270,3,39.0,0.0
1784193274,465.4,1,818,818,288,3,39.0,0.0
1784193334,464.4,1,878,878,310,3,39.0,0.0
1784193394,463.4,1,938,938,327,3,39.0,0.0
1784193454,462.4,1,998,998,343,3,39.0,0.0
1784193514,461.4,1,1058,1058,361,3,39.0,0.0
1784193574,460.4,1,1118,1118,377,3,39.0,0.0
1784193634,459.4,1,1178,1178,396,3,39.0,0.0
1784193694,458.4,1,1238,1238,415,3,39.0,0.0
1784193754,457.4,1,1298,1298,432,3,39.0,0.0
1784193814,456.4,1,1358,1358,454,3,39.0,0.0
1784193874,455.4,1,1418,1418,473,3,39.0,0.0
1784193934,454.4,1,1478,1478,493,3,39.0,0.0
1784193994,453.4,1,1538,1538,513,3,39.0,0.0
1784194054,452.4,1,1598,1598,538,3,39.0,0.0
1784194114,451.4,1,1658,1658,558,3,39.0,0.0
1784194174,450.4,1,1718,1718,578,5,12.99,0.0
1784194234,449.4,1,1778,1778,585,5,12.99,0.0
1784194294,448.4,1,1838,1838,576,5,12.99,0.0
1784194354,447.4,1,1898,1898,561,5,12.99,0.0
1784194414,446.4,1,1958,1958,554,5,12.99,0.0
1784194474,445.4,1,2018,2018,550,5,12.99,0.0
1784194534,444.4,1,2078,2078,552,5,12.99,0.0
1784194594,443.4,1,2138,2138,557,5,12.99,0.0
1784194654,442.4,1,2198,2198,558,5,12.99,0.0
1784194714,441.4,1,2258,2258,558,5,12.99,0.0
1784194774,440.4,1,2318,2318,554,5,12.99,0.0
1784194834,439.4,1,2378,2378,553,5,12.99,0.0
1784194894,438.4,1,2438,2438,548,5,12.99,0.0
1784194954,437.4,1,2498,2498,556,7,16.01,0.0
1784195014,436.4,1,2558,2558,553,7,16.01,0.0
1784195074,435.4,1,2618,2618,551,7,16.01,0.0
1784195134,434.4,1,2678,2678,545,7,16.01,0.0
1784195194,433.4,1,2738,2738,544,8,14.5,0.0
1784195254,432.4,1,2798,2798,544,8,14.5,0.0
1784195314,431.4,1,2858,2858,546,8,14.5,0.0
1784195374,430.4,1,2918,2918,546,8,14.5,0.0
1784195434,429.4,1,2978,2978,544,8,14.5,0.0
1784195494,428.4,1,3038,3038,539,8,14.5,0.0
1784195554,427.4,1,3098,3098,537,8,14.5,0.0
1784195614,426.4,1,3158,3158,529,8,14.5,0.0
1784195674,425.4,1,3218,3218,529,8,14.5,0.0
1784195734,424.4,1,3278,3278,530,8,14.5,0.0
1784195794,423.4,1,3338,3338,528,8,14.5,0.0
1784195854,422.4,1,3398,3398,525,8,14.5,0.0
1784195914,421.4,1,3458,3458,523,8,14.5,0.0
1784195974,420.4,1,3518,3518,520,8,14.5,0.0
1784196034,419.4,1,3578,3578,518,9,15.0,0.0
1784196094,418.4,1,3638,3638,517,6,13.995000000000001,0.0
1784196154,417.4,1,3698,3698,514,6,13.995000000000001,0.0
1784196214,416.4,1,3758,3758,513,6,13.995000000000001,0.0
1784196274,415.4,1,3818,3818,511,7,12.99,0.0
1784196334,414.4,1,3878,3878,502,7,12.99,0.0
1784196394,413.4,1,3938,3938,491,7,12.99,0.0
1784196454,412.4,1,3998,3998,490,7,12.99,0.0
1784196514,411.4,1,4058,4058,489,7,12.99,0.0
1784196574,410.4,1,4118,4118,489,7,12.99,0.0
1784196634,409.4,1,4178,4178,480,7,12.99,0.0
1784196694,408.4,1,4238,4238,482,7,12.99,0.0
1784196754,407.4,1,4298,4298,468,7,12.99,0.0
1784196814,406.4,1,4358,4358,469,7,12.99,0.0
1784196874,405.4,1,4418,4418,462,7,12.99,0.0
1784196934,404.4,1,4478,4478,456,7,12.99,0.0
1784196994,403.4,1,4538,4538,449,7,12.99,0.0
1784197054,402.4,1,4598,4598,444,7,12.99,0.0
1784197114,401.4,1,4658,4658,433,7,12.99,0.0
1784197174,400.4,1,4718,4718,420,7,12.99,0.0
1784197234,399.4,1,4778,4778,410,7,12.99,0.0
1784197294,398.4,1,4838,4838,401,7,12.99,0.0
1784197354,397.4,1,4898,4898,403,7,12.99,0.0
1784197414,396.4,1,4958,4958,406,7,12.99,0.0
1784197474,395.4,1,5018,5018,408,7,12.99,0.0
1784197534,394.4,1,5078,5078,402,7,12.99,0.0
1784197594,393.4,1,5138,5138,396,7,12.99,0.0
1784197654,392.4,1,5198,5198,383,7,12.99,0.0
1784197714,391.4,1,5258,5258,375,7,12.99,0.0
1784197774,390.4,1,5318,5318,379,5,15.0,0.0
1784197834,389.4,1,5378,5378,375,5,15.0,0.0
1784197894,388.4,1,5438,5438,373,5,15.0,0.0
1784197954,387.4,1,5498,5498,374,5,15.0,0.0
1784198014,386.4,1,5558,5558,374,5,15.0,0.0
1784198074,385.4,1,5618,5618,369,5,15.0,0.0
1784198134,384.4,1,5678,5678,374,5,15.0,0.0
1784198194,383.4,1,5738,5738,384,5,15.0,0.0
1784198254,382.4,1,5798,5798,382,5,15.0,0.0
1784198314,381.4,1,5858,5858,387,5,15.0,0.0
1784198374,380.4,1,5918,5918,382,6,15.505,0.0
1784198434,379.4,1,5978,5978,379,6,15.505,0.0
1784198494,378.4,1,24,24,369,13,24.0,1.0
1784198554,377.4,1,84,84,360,11,24.0,1.0
1784198614,376.4,1,144,144,345,11,24.0,1.0
1784198674,375.4,1,204,204,336,11,24.0,1.0
1784198734,374.4,1,264,264,327,11,24.0,1.0
1784198794,373.4,1,324,324,320,10,29.0,1.0
1784198854,372.4,1,384,384,306,10,29.0,1.0
1784198914,371.4,1,444,444,298,10,29.0,1.0
1784198974,370.4,1,504,504,294,10,29.0,1.0
1784199034,369.4,1,564,564,288,10,29.0,1.0
1784199094,368.4,1,624,624,283,10,29.0,1.0
1784199154,367.4,1,684,684,265,10,29.0,1.0
1784199214,366.4,1,744,744,248,10,29.0,1.0
1784199274,365.4,1,804,804,228,10,29.0,1.0
1784199334,364.4,1,864,864,212,10,29.0,1.0
1784199394,363.4,1,924,924,200,10,29.0,1.0
1784199454,362.4,1,984,984,194,10,29.0,1.0
1784199514,361.4,1,1044,1044,182,11,34.0,1.0
1784199574,360.4,1,1104,1104,162,11,34.0,1.0
1784199634,359.4,1,1164,1164,153,11,34.0,1.0
1784199694,358.4,1,1224,1224,139,11,34.0,1.0
1784199754,357.4,1,1284,1284,124,11,34.0,1.0
1784199814,356.4,1,1344,1344,109,11,34.0,1.0
1784199874,355.4,1,1404,1404,100,11,34.0,1.0
1784199934,354.4,1,1464,1464,89,11,34.0,1.0
1784199994,353.4,1,1524,1524,72,11,34.0,1.0
1784200054,352.4,1,1584,1584,56,11,34.0,1.0
1784200114,351.4,1,1644,1644,36,11,34.0,1.0
1784200174,350.4,1,1704,1704,23,12,29.0,1.0
1784200234,349.4,1,1764,1764,16,12,29.0,1.0
1784200294,348.4,1,1824,1824,11,12,29.0,1.0
1784200354,347.4,1,1884,1884,12,17,24.0,1.0
1784200414,346.4,1,50,50,26,18,23.71,0.0
1784200474,345.4,1,110,110,25,18,23.71,0.0
1784200534,344.4,1,170,170,25,18,23.71,0.0
1784200594,343.4,1,230,230,25,18,23.71,0.0
1784200654,342.4,1,290,290,26,18,23.71,0.0
1784200714,341.4,1,350,350,26,18,23.71,0.0
1784200774,340.4,1,410,410,26,18,23.71,0.0
1784200834,339.4,1,470,470,29,18,23.71,0.0
1784200894,338.4,1,530,530,29,18,23.71,0.0
1784200954,337.4,1,590,590,29,18,23.71,0.0
1784201014,336.4,1,650,650,29,18,23.71,0.0
1784201074,335.4,1,710,710,29,18,23.71,0.0
1784201134,334.4,1,770,770,29,18,23.71,0.0
1784201194,333.4,1,830,830,30,18,23.71,0.0
1784201254,332.4,1,890,890,30,18,23.71,0.0
1784201314,331.4,1,950,950,30,18,23.71,0.0
1784201374,330.4,1,1010,1010,33,19,23.99,0.0
1784201434,329.4,1,1070,1070,34,19,23.99,0.0
1784201494,328.4,1,1130,1130,33,19,23.99,0.0
1784201554,327.4,1,1190,1190,32,19,23.99,0.0
1784201614,326.4,1,1250,1250,37,19,23.99,0.0
1784201674,325.4,1,1310,1310,40,19,23.99,0.0
1784201734,324.4,1,1370,1370,39,19,23.99,0.0
1784201794,323.4,1,1430,1430,40,19,23.99,0.0
1784201854,322.4,1,1490,1490,41,19,23.99,0.0
1784201914,321.4,1,1550,1550,41,19,23.99,0.0
1784201974,320.4,1,1610,1610,40,18,23.705,0.0
1784202034,319.4,1,1670,1670,40,18,23.705,0.0
1784202094,318.4,1,1730,1730,41,11,20.0,0.0
1784202154,317.4,1,1790,1790,40,11,20.0,0.0
1784202214,316.4,1,1850,1850,26,11,20.0,0.0
1784202274,315.4,1,1910,1910,26,11,20.0,0.0
1784202334,314.4,1,1970,1970,31,11,20.0,0.0
1784202394,313.4,1,2030,2030,31,11,20.0,0.0
1784202454,312.4,1,2090,2090,37,11,20.0,0.0
1784202514,311.4,1,2150,2150,55,12,21.71,0.0
1784202574,310.4,1,2210,2210,58,13,23.42,0.0
1784202634,309.4,1,2270,2270,55,13,23.42,0.0
1784202694,308.4,1,2330,2330,56,13,23.42,0.0
1784202754,307.4,1,2390,2390,56,13,23.42,0.0
1784202814,306.4,1,2450,2450,61,13,23.42,0.0
1784202874,305.4,1,2510,2510,62,13,23.42,0.0
1784202934,304.4,1,2570,2570,65,14,23.465000000000003,0.0
1784202994,303.4,1,2630,2630,64,14,23.465000000000003,0.0
1784203054,302.4,1,2690,2690,65,14,23.465000000000003,0.0
1784203114,301.4,1,2750,2750,64,13,23.42,0.0
1784203174,300.4,1,2810,2810,61,14,21.71,0.0
1784203234,299.4,1,2870,2870,59,15,20.0,0.0
1784203294,298.4,1,2930,2930,60,15,20.0,0.0
1784203354,297.4,1,2990,2990,60,15,20.0,0.0
1784203414,296.4,1,3050,3050,55,15,20.0,0.0
1784203474,295.4,1,3110,3110,52,14,21.755000000000003,0.0
1784203534,294.4,1,3170,3170,50,14,21.755000000000003,0.0
1784203594,293.4,1,3230,3230,49,14,21.755000000000003,0.0
1784203654,292.4,1,3290,3290,48,14,21.755000000000003,0.0
1784203714,291.4,1,3350,3350,49,14,21.755000000000003,0.0
1784203774,290.4,1,3410,3410,49,13,23.51,0.0
1784203834,289.4,1,3470,3470,49,13,23.51,0.0
1784203894,288.4,1,3530,3530,47,13,23.51,0.0
1784203954,287.4,1,3590,3590,48,9,23.51,0.0
1784204014,286.4,1,3650,3650,48,8,23.75,0.0
1784204074,285.4,1,3710,3710,48,8,23.75,0.0
1784204134,284.4,1,3770,3770,43,8,23.75,0.0
1784204194,283.4,1,3830,3830,43,8,23.75,0.0
1784204254,282.4,1,3890,3890,37,9,23.99,0.0
1784204314,281.4,1,3950,3950,19,9,23.99,0.0
1784204374,280.4,1,4010,4010,16,9,23.99,0.0
1784204434,279.4,1,4070,4070,16,9,23.99,0.0
1784204494,278.4,1,4130,4130,15,9,23.99,0.0
1784204554,277.4,1,4190,4190,16,9,23.99,0.0
1784204614,276.4,1,4250,4250,11,9,23.99,0.0
1784204674,275.4,1,4310,4310,10,9,23.99,0.0
1784204734,274.4,1,4370,4370,7,9,23.99,0.0
1784204794,273.4,1,4430,4430,7,9,23.99,0.0
1784204854,272.4,1,4490,4490,7,10,23.99,0.0
1784204914,271.4,1,4550,4550,8,10,23.99,0.0
1784204974,270.4,1,4610,4610,9,9,23.99,0.0
1784205034,269.4,1,4670,4670,10,9,23.99,0.0
1784205094,268.4,1,4730,4730,9,9,23.99,0.0
1784205154,267.4,1,4790,4790,9,9,23.99,0.0
1784205214,266.4,1,4850,4850,10,10,23.99,0.0
1784205274,265.4,1,4910,4910,10,10,23.99,0.0
1784205334,264.4,1,4970,4970,10,10,23.99,0.0
1784205394,263.4,1,5030,5030,11,10,23.99,0.0
1784205454,262.4,1,5090,5090,11,10,23.99,0.0
1784205514,261.4,1,5150,5150,10,10,23.99,0.0
1784205574,260.4,1,5210,5210,10,10,23.99,0.0
1784205634,259.4,1,5270,5270,16,10,23.99,0.0
1784205694,258.4,1,5330,5330,17,10,23.99,0.0
1784205754,257.4,1,5390,5390,16,10,23.99,0.0
1784205814,256.4,1,5450,5450,16,10,23.99,0.0
1784205874,255.4,1,5510,5510,16,10,23.99,0.0
1784205934,254.4,1,5570,5570,16,10,23.99,0.0
1784205994,253.4,1,5630,5630,16,10,23.99,0.0
1784206054,252.4,1,5690,5690,15,10,23.99,0.0
1784206114,251.4,1,5750,5750,15,9,23.99,0.0
1784206174,250.4,1,5810,5810,15,8,23.75,0.0
1784206234,249.4,1,5870,5870,15,8,23.75,0.0
1784206294,248.4,1,5930,5930,15,8,23.75,0.0
1784206354,247.4,1,5990,5990,14,8,23.75,0.0
1784206414,246.4,1,6050,6050,14,8,23.75,0.0
1784206474,245.4,1,6110,6110,14,8,23.75,0.0
1784206534,244.4,1,6170,6170,14,7,23.99,0.0
1784206594,243.4,1,6230,6230,14,8,15.934999999999999,0.0
1784206654,242.4,1,6290,6290,15,9,23.99,0.0
1784206714,241.4,1,6350,6350,28,13,23.99,0.0
1784206774,240.4,1,6410,6410,28,14,34.055,0.0
1784206834,239.4,1,6470,6470,28,13,23.99,0.0
1784206894,238.4,1,6530,6530,31,16,39.585,0.0
1784206954,237.4,1,6590,6590,32,17,47.98,0.0
1784207014,236.4,1,6650,6650,33,19,47.98,0.0
1784207074,235.4,1,6710,6710,35,22,44.275,0.0
